strategy,n_periods,total_return,cagr,annual_vol,sharpe,mdd,win_rate
B&H TWII,77,0.7056421618656981,0.08677184239762492,0.1461700155095294,0.6431716869903841,-0.2892110523468687,0.5584415584415584
top-10 composite_score,57,2.9978584375421273,0.33875315633331704,0.1826807889638412,1.7019692040993508,-0.16519713700382266,0.6842105263157895
top-10 composite_parsi,57,1.508203423172537,0.21360224099788705,0.14293406730942737,1.435188142765187,-0.12504110056269035,0.6842105263157895
top-10 f_score,55,1.292952284531991,0.19848234327411318,0.18443645914080195,1.078067754715385,-0.15685106779367475,0.6181818181818182
top-10 eps_yoy,57,2.842287522073771,0.327613162592183,0.2328319975447329,1.3418765664628314,-0.1723507908103714,0.7017543859649122
top-10 close_to_ma60,56,0.6740968789837485,0.11674234166803421,0.4657061334654336,0.45815716581418414,-0.47292449376368195,0.5
top-10 close_to_ma240,51,0.09775420715442351,0.02218761383261869,0.3725497683742924,0.2431689252454239,-0.4648231173812919,0.49019607843137253
top-10 stock_rs_in_sector_60d,54,0.32345660681755284,0.06425721083642055,0.41286909994958154,0.34827848227906555,-0.4309567173954665,0.5
top-10 low52w_prox_adj,57,0.8266239031551539,0.13523044258471617,0.3964912078955807,0.514748420533173,-0.6253060211837395,0.5614035087719298
top-10 composite_wf_score,57,0.23607330575491292,0.04562927067911837,0.23468274143601628,0.30430657384577675,-0.3052528168307467,0.543859649122807
top-20 composite_score,57,3.088576007172372,0.3450920812629972,0.15385552600386418,2.024362370991559,-0.10114885230519921,0.7368421052631579
top-20 composite_parsi,57,2.2036193232590797,0.2777642020730713,0.14859426286297628,1.7380558790629395,-0.10029200232321422,0.7192982456140351
top-20 f_score,55,2.0372911245209244,0.2742943707473129,0.18606303438307978,1.4054503470534534,-0.17351270600962332,0.6727272727272727
top-20 eps_yoy,57,2.321121422482831,0.28749087216171554,0.20701597961584872,1.3327697510328171,-0.1435960028490778,0.6666666666666666
top-20 close_to_ma60,56,0.9128237886880552,0.14910290058241826,0.3934821261136541,0.5428358361565938,-0.3775793276479761,0.5892857142857143
top-20 close_to_ma240,51,0.8607329161769999,0.15732429024219452,0.3282901103276727,0.6085813835897941,-0.3027378895146259,0.5294117647058824
top-20 stock_rs_in_sector_60d,54,0.9751928620879178,0.16329805418666576,0.3430519510855005,0.6076838402670869,-0.35880721844416186,0.5370370370370371
top-20 low52w_prox_adj,57,1.2374899034587101,0.18476962832105137,0.32055523124527296,0.6882928632550974,-0.4698415817155138,0.5964912280701754
top-20 composite_wf_score,57,0.501824740621277,0.08938903820992605,0.20107434649845538,0.5246115693929638,-0.22739496544968885,0.5614035087719298
