me_date,n,ic,p,factor,horizon_m
2018-02-28,968,-0.10106919187599596,0.0016408960927314048,cape5y,1
2018-03-31,965,-0.12298927650351905,0.000128043250304639,cape5y,1
2018-04-30,962,-0.0032688935337199317,0.9193465609151111,cape5y,1
2018-05-31,980,0.03704451283231771,0.24662158814967386,cape5y,1
2018-06-30,977,-0.1688849644944548,1.0946442502091029e-07,cape5y,1
2018-07-31,978,-0.1485049452379836,3.099109823398399e-06,cape5y,1
2018-08-31,1026,-0.08476265511556663,0.006594968118310077,cape5y,1
2018-09-30,1037,-0.06261056390854924,0.04382487712541728,cape5y,1
2018-10-31,1054,-0.061072412052599445,0.04745283236838623,cape5y,1
2018-11-30,1075,-0.00864120546040522,0.7771794954105519,cape5y,1
2018-12-31,1074,-0.15134861030876492,6.262468187696593e-07,cape5y,1
2019-01-31,1075,-0.05754846583154083,0.05926520856669474,cape5y,1
2019-02-28,1080,-0.07837176223242276,0.009979461674571588,cape5y,1
2019-03-31,1073,-0.06881633567763394,0.024181080258054925,cape5y,1
2019-04-30,1073,-0.020481803106845976,0.5027276662885959,cape5y,1
2019-05-31,1101,-0.04725427419067978,0.11710217693862222,cape5y,1
2019-06-30,1097,0.0087068823833347,0.7733029132495077,cape5y,1
2019-07-31,1097,-0.000704409174385991,0.9814076743981728,cape5y,1
2019-08-31,1112,-0.03989194566037407,0.18375022806049604,cape5y,1
2019-09-30,1111,-0.04198940581956483,0.16192749888692953,cape5y,1
2019-10-31,1101,-0.08997182168251598,0.0028075952161959647,cape5y,1
2019-11-30,1116,-0.0369551973585184,0.2173576363582803,cape5y,1
2019-12-31,1111,-0.09201725603380138,0.0021395029593632535,cape5y,1
2020-01-31,1125,0.006713790627450057,0.8220262760630188,cape5y,1
2020-02-29,1144,0.009734012640083183,0.7422448409518607,cape5y,1
2020-03-31,1163,-0.013020162536791962,0.6573570142693443,cape5y,1
2020-04-30,1147,0.023021918860222763,0.4360118964991313,cape5y,1
2020-05-31,1142,0.05872202587946187,0.04726016568852815,cape5y,1
2020-06-30,1128,0.035799078645984556,0.22960012750212644,cape5y,1
2020-07-31,1122,-0.07934305743463216,0.007839002466035628,cape5y,1
2020-08-31,1136,-0.09975017657396212,0.0007606283157445812,cape5y,1
2020-09-30,1139,-0.05574681324221836,0.05999910158883259,cape5y,1
2020-10-31,1140,-0.004523053677151926,0.8787538571038501,cape5y,1
2020-11-30,1127,-0.004384843103002973,0.8831003402520845,cape5y,1
2020-12-31,1119,-0.11087818992632212,0.00020211679428648813,cape5y,1
2021-01-31,1134,0.04911873958134788,0.09828137574860783,cape5y,1
2021-02-28,1158,-0.09645379012488217,0.0010148230915452993,cape5y,1
2021-03-31,1140,0.017010622765037207,0.5661328198533512,cape5y,1
2021-04-30,1109,-0.1383289692750148,3.7707720126587363e-06,cape5y,1
2021-05-31,1143,0.0674111212351742,0.02265794208194651,cape5y,1
2021-06-30,1122,-0.08394230915235548,0.004899213662904313,cape5y,1
2021-07-31,1122,-0.11755880639008143,7.910823685134014e-05,cape5y,1
2021-08-31,1154,-0.15811058267647904,6.690790182455131e-08,cape5y,1
2021-09-30,1158,-0.016554647448441165,0.5735881979215219,cape5y,1
2021-10-31,1153,0.028346699619378572,0.33620755921299406,cape5y,1
2021-11-30,1158,0.022896595648011563,0.4363226553472881,cape5y,1
2021-12-31,1141,-0.3197569533785695,1.5452669703566054e-28,cape5y,1
2022-01-31,1174,-0.03273789836801155,0.2623617239091714,cape5y,1
2022-02-28,1184,-0.007427227818618919,0.7984919434077198,cape5y,1
2022-03-31,1174,-0.1193811131832119,4.1180905512936425e-05,cape5y,1
2022-04-30,1192,0.04149617675282361,0.15220571736029967,cape5y,1
2022-05-31,1213,-0.10797055627248595,0.00016485340002639592,cape5y,1
2022-06-30,1228,0.04218228873228557,0.13958478909277305,cape5y,1
2022-07-31,1224,-0.008069441636470581,0.7779195101592787,cape5y,1
2022-08-31,1235,-0.05441930614365532,0.05588717800288783,cape5y,1
2022-09-30,1252,-0.12414331604597698,1.056363549191618e-05,cape5y,1
2022-10-31,1262,0.01319405678509437,0.6395915037610943,cape5y,1
2022-11-30,1249,-0.12292016642839126,1.3226411937406958e-05,cape5y,1
