cluster,A,B,C_mid,C_low
2015H2_China,0.07744037364910061,0.05293306570068109,-0.023346804134175034,-0.0612088890082619
2018H2_Fed_Trade,0.03907950161478085,0.04080264284197188,0.1356691043832249,0.07290433964316373
2020Q1_COVID,0.122665055843592,0.1727523012806576,0.2736719420299894,0.49419270021393236
2022_FedHike,-0.07835906295691725,-0.05337082050958673,-0.0037630054828639227,0.06315962275781593
2025H1_Tariff,-0.02204252361960107,0.023984397618780656,-0.04626730215371285,0.031028799180336568
