date,ret,n_held,nav
2016-03-18,0.012049968794594624,11,1.0891194417195589
2016-03-21,-0.00039956924207060966,11,1.0886842630897067
2016-03-22,-0.001752859368662177,11,1.0867759526796348
2016-03-23,-0.009638832629392791,11,1.0763007011661068
2016-03-24,0.0032564251289127362,11,1.0798055938156503
2016-03-25,-0.01479501888566453,11,1.0638298496623015
2016-03-28,-0.013464591469474036,11,1.0495058153435668
2016-03-29,-0.017247607290831645,11,1.0314043511910769
2016-03-30,0.010777576140046081,11,1.0425203901172135
2016-03-31,0.005301558898358594,11,1.0480473733681597
2016-04-01,-0.0028837371117326305,11,1.0450250802627241
2016-04-06,-0.013471745113892626,11,1.0309467687437996
2016-04-07,-0.0020317979634637954,11,1.0288520931986265
2016-04-08,0.00044413883704848403,11,1.0293090463707946
2016-04-11,0.00768508979593141,11,1.0372193788199187
2016-04-12,-0.009585330007526231,11,1.0272772887837283
2016-04-13,0.007613602312502682,11,1.0350985695251935
2016-04-14,0.0007646223926697126,11,1.0358900290700728
2016-04-15,0.007573983666690598,11,1.043735843230737
2016-04-18,0.004978010277159091,11,1.048931570984979
2016-04-19,0.007812249456289061,11,1.0571260860800908
2016-04-20,-0.010151741115819846,11,1.0463944157274259
2016-04-21,0.0029033611451429815,11,1.0494324766165435
2016-04-22,-0.003679865912785624,11,1.045570705818072
2016-04-25,-0.004931034320189598,11,1.0404149607834983
2016-04-26,-0.0005883990891977927,11,1.0398027815681854
2016-04-27,-0.009268618252093807,11,1.0301652465283646
2016-04-28,-0.010104616527820505,11,1.0197558217519078
2016-04-29,-0.012302506869565728,11,1.0072102687495255
2016-05-03,-0.01275260035137471,11,0.994365718722362
2016-05-04,-0.008648804427417011,11,0.9857656440918043
2016-05-05,-0.010129485440368534,11,0.9757803453523609
2016-05-06,-0.005688329064943745,11,0.9702297856528922
2016-05-09,-0.0030425401000609975,11,0.9672778226237697
2016-05-10,0.008301704473870353,11,0.975307877251321
2016-05-11,-0.008467685997802859,11,0.967049276395573
2016-05-12,-0.003227903252461493,11,0.9639277348910053
2016-05-13,-0.009940102440848824,11,0.9543461944606133
2016-05-16,-0.0111088373832728,11,0.943744517779005
2016-05-17,0.011462053410712875,11,0.9545617678478554
2016-05-18,0.01612449599550412,11,0.9699535952509794
2016-05-19,-0.007191532003910509,11,0.9629781429284239
2016-05-20,0.0017435646207834303,11,0.9646571575490217
2016-05-23,0.024817131516450305,11,0.9885971810962009
2016-05-24,-0.004890313024645134,11,0.9837626314253587
2016-05-25,0.001483942576288891,11,0.9852224786790929
2016-05-26,0.002530067064903491,11,0.9877151576240014
2016-05-27,0.013673575094852604,11,1.0012207550040975
2016-05-30,0.010702847442301676,11,1.0119366680009725
2016-05-31,0.005742045159779749,11,1.0177472540474712
2016-06-01,0.0001761897054245353,11,1.0179265706363585
2016-06-02,-0.005824118267822001,11,1.0119980459010138
2016-06-03,0.013293006825004257,11,1.025450542832067
2016-06-04,0.0,11,1.025450542832067
2016-06-06,0.0,11,1.025450542832067
2016-06-07,-0.0029309482617350317,11,1.0224450003460581
2016-06-08,-0.010720944838478165,11,1.0114834238969703
2016-06-13,-0.017640141183090582,11,0.993640713495072
2016-06-14,0.006810993047429503,11,1.00040839348633
2016-06-15,0.005212370955220324,11,1.0056228931398967
2016-06-16,-0.001005493620449771,11,1.0046117457362662
2016-06-17,0.004330889093467006,11,1.0089626077890443
2016-06-20,0.007974046866039964,11,1.017008122909636
2016-06-21,-0.002441101916162344,11,1.0145255024320485
2016-06-22,0.007040646471194976,11,1.021668417830684
2016-06-23,-0.0002588986430778408,11,1.0214039092636322
2016-06-24,-0.0212565776365829,11,0.9996923577680605
2016-06-27,0.005285510544959152,11,1.0049762422667587
2016-06-28,0.0038309982363032846,11,1.0088263044784094
2016-06-29,0.011474980040680855,11,1.020402566186813
2016-06-30,-0.0014937602836711174,11,1.0188783293600872
2016-07-01,0.005030600827833434,11,1.0240038995272274
2016-07-04,0.00032455846332509044,11,1.0243362486592968
2016-07-05,-0.0007241311420590379,11,1.0235944948817026
2016-07-06,-0.010055852054520581,11,1.0133013800773505
2016-07-07,0.01087626114914268,11,1.0243223105098584
2016-07-08,0.0,11,1.0243223105098584
2016-07-11,0.011264614785931023,11,1.0358609067543867
2016-07-12,-0.012701845176717474,11,1.0227035618921783
2016-07-13,0.013734487705199612,11,1.0367498713890504
2016-07-14,-0.0006290853023218937,11,1.0360976672827755
2016-07-15,0.002144142172013207,11,1.038319207985521
2016-07-18,0.000520058815937136,11,1.0388591950433907
2016-07-19,0.005909520968294305,11,1.044998355239605
2016-07-20,-0.0009466792671541431,11,1.0440090769624895
2016-07-21,0.0048844408617259435,11,1.0491084775580177
2016-07-22,-0.0035646721267425063,11,1.0453687498101374
2016-07-25,-0.007135323629572103,11,1.0379097054680009
2016-07-26,0.0012496791062520662,11,1.0392067595411005
2016-07-27,-0.005462555396747146,11,1.033530035048433
2016-07-28,-0.0005561687346035127,11,1.0329552179566655
2016-07-29,-0.0013722552013947635,11,1.0315377397860166
2016-08-01,-0.005625712577689936,11,1.0257346049489404
2016-08-02,-0.002215049449971125,11,1.023462552076432
2016-08-03,-0.001592515163759891,11,1.0218326724427098
2016-08-04,-0.0013604237324305046,11,1.020442547024546
2016-08-05,0.002589526568138883,11,1.0230850101113254
2016-08-08,0.008726044047896654,11,1.0320124949742997
2016-08-09,-0.0006561497508056953,11,1.031335340232894
2016-08-10,-0.00046956235226581664,11,1.0308510639845594
2016-08-11,-0.006631085451597892,11,1.0240154024914072
2016-08-12,0.01408481507995601,11,1.0384384700745253
2016-08-15,-0.002162440590248858,11,1.0361929085763601
2016-08-16,-0.0058176216926645215,11,1.0301647302336412
2016-08-17,0.0022654638153085864,11,1.0324985311537926
2016-08-18,0.005183798378621757,11,1.0378507953655172
2016-08-19,-0.015039822503094295,11,1.0222417036185245
2016-08-22,-0.0023499433172841796,11,1.019839493558457
2016-08-23,0.002984375369826441,11,1.022883077424209
2016-08-24,-0.0018329224228100288,11,1.0210082120956852
2016-08-25,0.010718930025742453,11,1.0319523276768472
2016-08-26,0.014951404825065306,11,1.0473814646881123
2016-08-29,-0.007020938589684677,11,1.040027863744563
2016-08-30,-0.0015664537499288493,11,1.0383987081973698
2016-08-31,-0.0018728558706118217,11,1.0364539370806867
2016-09-01,-0.009653176775900517,11,1.0264488640059688
2016-09-02,-0.00444231258758227,11,1.0218890572968855
2016-09-05,0.004814359457883766,11,1.0268087985447907
2016-09-06,0.00434852955444931,11,1.0312739069520314
2016-09-07,0.0036014264313385795,11,1.0349879640584783
2016-09-08,0.0015636207347703233,11,1.0366062926993178
2016-09-09,0.0009494566174674409,11,1.0375905054036296
2016-09-10,0.0,11,1.0375905054036296
2016-09-12,0.0,11,1.0375905054036296
2016-09-13,-0.006779605262324159,11,1.0305560513530576
2016-09-14,0.0005076270223579896,11,1.031079189452779
2016-09-19,0.017835083299788848,11,1.0494685726853483
2016-09-20,0.010624731270062682,11,1.0606188942465065
2016-09-21,0.008650208358383068,11,1.0697934686705766
2016-09-22,-0.0007706096356841445,11,1.068969075515427
2016-09-23,0.0162093306131472,11,1.086296348675687
2016-09-26,-0.0027107668619938963,11,1.083351652531392
2016-09-27,0.0,11,1.083351652531392
2016-09-28,0.0,11,1.083351652531392
2016-09-29,0.009369459970425114,11,1.0935020724736786
2016-09-30,-0.008740032535358983,11,1.0839448287827762
2016-10-03,0.0017455407565892004,11,1.0858368986593105
2016-10-04,0.009163760582138443,11,1.0957872480298763
2016-10-05,-0.0042908423160006514,11,1.0910853977366959
2016-10-06,0.0019083184171607805,11,1.0931675360958921
2016-10-07,-9.95295898001453e-05,11,1.0930587335794415
2016-10-11,-0.016764060112708843,11,1.0747346312629944
2016-10-12,0.0026368347557277653,11,1.0775685288918928
2016-10-13,-0.0019356699191369721,11,1.0754827119047081
2016-10-14,-0.0002286597737662377,12,1.0752367922711146
2016-10-17,0.0006659178657963949,12,1.0759528116610495
2016-10-18,0.007293998511622453,12,1.0838008098678813
2016-10-19,0.0047769017910440454,12,1.0889780198976742
2016-10-20,0.005004051980539048,12,1.0944273225149066
2016-10-21,0.0033665278711451454,12,1.0981117425990958
2016-10-24,0.0038738477151112893,12,1.1023656602641
2016-10-25,0.004005388125772225,12,1.106781062589981
2016-10-26,-0.003651325085987404,12,1.1027398451314503
2016-10-27,-0.007792384933280059,12,1.0941468717769205
2016-10-28,0.0005318228193932165,12,1.094728764051099
2016-10-31,0.0014877086486766815,12,1.0963574015013329
2016-11-01,-0.000370751560947874,12,1.0959509252833695
2016-11-02,-0.015528623574771019,12,1.078932315908222
2016-11-03,-0.004987153155607614,12,1.0735515152042534
2016-11-04,-0.005238650603050389,12,1.067927553911723
2016-11-07,0.004079778831981749,12,1.072284462140262
2016-11-08,-0.003756638014587995,12,1.0682562775673339
2016-11-09,-0.03076630274116059,12,1.0353899815265522
2016-11-10,0.028974551268889853,12,1.0653899416295882
2016-11-11,-0.02811259719832186,12,1.0354390633414121
2016-11-14,-0.00973652025377735,12,1.0253574899296363
2016-11-15,0.005086437175087739,13,1.030572906384169
2016-11-16,9.944829832122013e-05,13,1.030675395106005
2016-11-17,0.007183374793338219,13,1.0380791227593236
2016-11-18,0.007249633309700965,13,1.0456048157457847
2016-11-21,0.009294477370207986,13,1.0553231660439144
2016-11-22,0.013913880042668393,13,1.0700068059824983
2016-11-23,-0.0023722150443409563,13,1.0674685197397995
2016-11-24,-0.007198129215156766,13,1.0597847434016003
2016-11-25,0.0016609343973066264,13,1.0615449763356568
2016-11-28,0.007856172724738947,13,1.0698846570248288
2016-11-29,0.0013679527603720231,13,1.0713482086946857
2016-11-30,0.004324901019005119,13,1.0759816836541787
2016-12-01,0.005570648183278502,13,1.0819755990654678
2016-12-02,-0.002604721035324045,13,1.0791573544628745
2016-12-05,0.00201129205555429,13,1.0813278550765988
2016-12-06,0.005833399802197803,13,1.0876356727725136
2016-12-07,0.0013828896202665842,13,1.0891397528550224
2016-12-08,-0.0012964784521160865,13,1.087727706634103
2016-12-09,-0.002669070526367949,13,1.084824484671612
2016-12-12,-0.003747451679249383,13,1.0807591573348385
2016-12-13,0.003890188103708516,13,1.0849635137516767
2016-12-14,0.004963492690669006,13,1.0903487222218256
2016-12-15,-0.0006048414503902861,13,1.0896892341192457
2016-12-16,-0.002877313187153674,13,1.086553856916015
2016-12-19,-0.006079467628285621,13,1.0799481879165052
2016-12-20,0.0053641788481540486,13,1.085741223143229
2016-12-21,-0.0033641008602211062,13,1.0820886801604754
2016-12-22,0.0041781871660204065,13,1.086609849196418
2016-12-23,-0.0019404789117096243,13,1.0845013056987964
2016-12-26,-0.0011066656536971886,13,1.0833011253523899
2016-12-27,0.0026236294568486437,13,1.0861433060955017
2016-12-28,0.010026149893210668,13,1.0970331416879224
2016-12-29,0.0011881612065168458,13,1.0983365939091392
2016-12-30,0.007913900836050002,13,1.107028720797941
2017-01-03,-0.008000348832624144,13,1.0981721048638238
2017-01-04,0.004665007683994369,13,1.103295086171362
2017-01-05,0.007484573271620742,13,1.1115527790840305
2017-01-06,6.719183837162916e-05,13,1.1116274663587042
2017-01-09,-0.006186449428567284,13,1.1047504392546696
2017-01-10,0.005558408070590937,13,1.1108910930122116
2017-01-11,0.0030363487844117243,13,1.1142641458320932
2017-01-12,0.00047315090018022006,13,1.1147913609157323
2017-01-13,0.004902317150414363,13,1.1202564217234832
2017-01-16,-0.010961587669269971,13,1.1079766327446985
2017-01-17,0.005984468977003861,13,1.1146072845306043
2017-01-18,-0.002833713949585349,13,1.1114488063201204
2017-01-19,-0.0040573796636490436,13,1.10693923653617
2017-01-20,-0.0016129359484166135,13,1.105153814448848
2017-01-23,0.0029902782233734307,13,1.1084585318336726
2017-01-24,0.0013714771406115793,13,1.1099787573713982
2017-02-02,0.00396390936747731,13,1.1143786125654433
2017-02-03,0.005977111977946208,13,1.1210393783185753
2017-02-06,0.011934220967649666,13,1.1344181099728656
2017-02-07,0.007493602516696234,13,1.142918988376744
2017-02-08,0.0017285342913078321,13,1.1448945630403402
2017-02-09,0.000740600002172866,13,1.1457424719562155
2017-02-10,0.0015684052730123683,13,1.1475394604907456
2017-02-13,0.0018647879075255336,13,1.1496793782000772
2017-02-14,-0.0005609441613581098,13,1.149034472265442
2017-02-15,0.008501590973231905,13,1.1588030933627862
2017-02-16,0.0041788334397535425,13,1.1636455384794204
2017-02-17,0.009490222563358151,13,1.174688793624449
2017-02-20,0.0007612340981677512,13,1.1755830067888915
2017-02-21,-0.004795243602595491,13,1.169945799896267
2017-02-22,0.0005040616493340908,13,1.1705355247057943
2017-02-23,-0.0061877857407372635,13,1.1632925016769933
2017-02-24,0.007350075060598815,13,1.1718427888817509
2017-03-01,-0.0021499778872812693,13,1.1693233527982851
2017-03-02,-0.002244676329680694,13,1.1666986003465158
2017-03-03,0.002860100972671582,13,1.1700354761481815
2017-03-06,0.0021110264378699016,13,1.1725054519715759
2017-03-07,0.0033539809238995765,13,1.1764380128906569
2017-03-08,-0.0023560635991125736,13,1.1736662501118729
2017-03-09,-0.008355584378787525,13,1.1638595827265281
2017-03-10,-0.007382041953866688,13,1.155267922458431
2017-03-13,-0.0013410845596506771,13,1.1537186104853623
2017-03-14,0.008961370440825695,13,1.1640575103383963
2017-03-15,0.00670990938715925,13,1.1718682307542092
2017-03-16,-0.001261637219834496,13,1.170389758177548
2017-03-17,0.008705156449038371,13,1.1805781841288356
2017-03-20,0.013619330513473681,13,1.1966568686154828
2017-03-21,0.005947399540117684,13,1.2037738651255652
2017-03-22,0.0015766517224396097,13,1.2056717972634432
2017-03-23,0.00296544043734448,13,1.209247145165214
2017-03-24,-0.00435511755255842,13,1.2039807316979239
2017-03-27,-0.014694963229002109,13,1.1862882791171958
2017-03-28,-0.0007843412142766523,13,1.1853578243278708
2017-03-29,-0.001176604483755843,13,1.1839631269969115
2017-03-30,0.007962380153659576,13,1.1933902915019765
2017-03-31,0.004520119380573464,13,1.1987845580871828
2017-04-05,0.015764695532278942,13,1.2176830316542249
2017-04-06,-0.0012128451460784108,13,1.216206170699821
2017-04-07,0.0016171398199160776,13,1.2181729461276873
2017-04-10,0.0030621319521053456,13,1.2219031524292152
2017-04-11,-0.009913522168593673,13,1.2097897884397337
2017-04-12,-0.007872088651806561,13,1.2002662159750859
2017-04-13,-0.001093361738611503,13,1.1989538908183908
2017-04-14,-0.012963227100539987,13,1.183411579248636
2017-04-17,0.0033709160929562385,13,1.187400760385716
2017-04-18,0.0035435842048927237,13,1.1916084149650965
2017-04-19,-0.009548381309880082,13,1.180230483446948
2017-04-20,-0.003107877899808418,13,1.176562471210763
2017-04-21,0.001851724856799485,13,1.1787411411842814
2017-04-24,-0.00418971235320695,13,1.1738025548638285
2017-04-25,0.010397069125973584,13,1.1860066611669922
2017-04-26,0.0005377508805045445,13,1.186644437293319
2017-04-27,0.00047574746523334403,13,1.1872089803764945
2017-04-28,0.0007919478809660203,13,1.1881491880127673
2017-05-02,0.002392066563098547,13,1.1909913199573852
2017-05-03,0.00048674236558693835,13,1.1915710258898549
2017-05-04,0.004536676933805328,13,1.1969767986780002
2017-05-05,-0.007822386289150236,13,1.1876135837795905
2017-05-08,-0.0018812006189413016,13,1.1853794443707213
2017-05-09,-0.010803560686779208,13,1.1725731256066017
2017-05-10,0.006276557915140513,13,1.1799328487392087
2017-05-11,-0.005815729010678864,13,1.173070679040143
2017-05-12,0.00034303464182322123,13,1.1734730829203608
2017-05-15,0.009920567162585279,13,1.1851146014529583
2017-05-16,0.00038198753720965526,13,1.1855673004608787
2017-05-17,0.0031903882737225418,13,1.189349720473978
2017-05-18,-0.0024928536841638113,13,1.1863848456415351
2017-05-19,0.008647884915663852,13,1.1966445652523308
2017-05-22,0.004202026913418584,13,1.2016728979213172
2017-05-23,-0.0022213235544310196,13,1.199003593608443
2017-05-24,0.0005685245958367749,13,1.199685256641906
2017-05-25,0.005452248249016501,13,1.2062262384818028
2017-05-26,0.0025113602431478576,13,1.2092555071013678
2017-05-31,0.00215148243033051,13,1.2118571990786768
2017-06-01,0.005178637226877862,13,1.2181329678834856
2017-06-02,0.00597531542856042,13,1.225411696600518
2017-06-03,0.0,13,1.225411696600518
2017-06-05,0.0,13,1.225411696600518
2017-06-06,-0.0010423892741817738,13,1.2241343405915246
2017-06-07,0.004985943599924983,13,1.2302378053724452
2017-06-08,0.0019798950834827643,13,1.232673547154817
2017-06-09,-9.732995405597168e-05,13,1.2325535710951063
2017-06-12,0.0030352641199398777,13,1.236294696725355
2017-06-13,-0.0022927845565388497,13,1.2334601393373723
2017-06-14,-0.013090719341200251,13,1.217313258834749
2017-06-15,0.005496284610827795,14,1.2240039589658391
2017-06-16,0.0018896588828236083,14,1.2263169089195103
2017-06-19,0.007531464566234206,14,1.2355528712660113
2017-06-20,0.0052203523231577065,14,1.2420028925679092
2017-06-21,0.00220477498192028,14,1.2447412294729157
2017-06-22,-0.0040811356552978295,14,1.2396612716596944
2017-06-23,-6.38344388153895e-05,14,1.2395821385780967
2017-06-26,0.005628528680953125,14,1.246559162197481
2017-06-27,-0.004685494418328297,14,1.2407184162008886
2017-06-28,-0.0019633536850317546,14,1.2382824471263538
2017-06-29,-0.006369038589608752,14,1.2303957784357709
2017-06-30,-0.0006562113172645338,14,1.2295883788012467
2017-07-03,0.0010570005163808096,14,1.2308880543525755
2017-07-04,-0.004244749056560653,14,1.2256632434451307
2017-07-05,-0.0004739207580779186,14,1.225082376191649
2017-07-06,0.0019365778530786501,14,1.2274548435895787
2017-07-07,-0.0057736255720048845,14,1.2203679789161486
2017-07-10,-0.0006431750503570319,14,1.219583068679855
2017-07-11,0.002512829641261966,14,1.222647673164815
2017-07-12,0.0007047683241755103,14,1.2235093565164883
2017-07-13,0.0033611915146757082,14,1.2276218057837378
2017-07-14,0.0018557683201588348,15,1.2298999874400474
2017-07-17,0.00034059238228869584,15,1.2303188820067466
2017-07-18,-0.003342897087996688,15,1.2262060525987788
2017-07-19,-0.006569251992377049,15,1.2181507960446796
2017-07-20,-0.0009785579030656467,15,1.2169587649560842
2017-07-21,-0.0016525748902385636,15,1.2149476494586622
2017-07-24,-0.0032515064046839087,15,1.2109972393950919
2017-07-25,0.00959413228126511,15,1.2226157071020953
2017-07-26,0.0023121809764746907,15,1.225442615881596
2017-07-27,0.0076647053002227555,15,1.2348352723946627
2017-07-28,-0.0034901771895548958,15,1.230525478494093
2017-07-31,-0.004626186368305118,15,1.2248328382996316
2017-08-01,0.011436798495715312,15,1.2388410046621996
2017-08-02,-0.001378896923628507,15,1.237132770612006
2017-08-03,0.0019937778872880433,15,1.2395993385736916
2017-08-04,-0.0006079569399994729,15,1.238845715552987
2017-08-07,0.0052623897801591085,15,1.245365004585707
2017-08-08,-0.006854299629222112,15,1.2368288996965289
2017-08-09,-0.013210248652334548,15,1.2204900823911444
2017-08-10,-0.016233919470902046,15,1.200676744678572
2017-08-11,-0.0141822060549548,15,1.1836484996801482
2017-08-14,-0.0159264257464156,15,1.164797209740136
2017-08-15,0.014835846046342154,15,1.1820779618190498
2017-08-16,0.0026693919181512466,15,1.1852333911769544
2017-08-17,0.007828185306412428,15,1.194511617794435
2017-08-18,-0.00017059523242626273,15,1.1943078398073617
2017-08-21,-0.0023303736299337646,15,1.1915246563114514
2017-08-22,-0.0006086169453786594,15,1.1907994742147838
2017-08-23,0.0019621569750899017,15,1.1931360097090478
2017-08-24,0.0005668332835875681,15,1.1938123189111978
2017-08-25,-0.0002405444272204645,15,1.1935251540107366
2017-08-28,0.003897759927674212,15,1.1981772285287107
2017-08-29,-0.0021043428394552865,15,1.195655852857458
2017-08-30,0.0019110422183035677,15,1.1979408016708302
2017-08-31,0.004048728279843187,15,1.202790938472133
2017-09-01,0.0028091757772315132,15,1.2061697896415624
2017-09-04,-0.0031275659605476255,15,1.2023974140648386
2017-09-05,0.00146220682163829,15,1.2041555677660045
2017-09-06,-0.001716876841902648,15,1.202088180957659
2017-09-07,0.003876773528610866,15,1.2067484045966517
2017-09-08,0.0027589584801338846,15,1.2100777733409018
2017-09-11,0.0016372646709205203,15,1.212058990928259
2017-09-12,-0.0008986958646981217,15,1.2109697185253416
2017-09-13,0.0019533626404533303,15,1.2133351815322293
2017-09-14,-0.0026770782180513208,15,1.2100869883465541
2017-09-15,0.002401757605461108,15,1.212993323974085
2017-09-18,0.005287522343908635,15,1.21940705327761
2017-09-19,-0.0007532819745156442,15,1.2184884959247788
2017-09-20,-0.0013829968981430962,15,1.2168033301144918
2017-09-21,0.011553451617482498,15,1.230861608516961
2017-09-22,-0.014179544571881175,15,1.2134085514771773
2017-09-25,-0.014879642031216092,15,1.1953534665935805
2017-09-26,0.0001796162539473937,15,1.1955681715053932
2017-09-27,0.014521429199581097,15,1.2129295300611813
2017-09-28,0.007323958031728051,15,1.2218129750347932
2017-09-29,-0.0028226577055455652,15,1.2183642152260756
2017-10-02,0.014403936098597336,15,1.2359134555270097
2017-10-03,0.0007969058218581478,15,1.236898362155032
2017-10-05,0.00915511924727385,15,1.248222314157319
2017-10-06,0.0016560392117654181,15,1.2502894192545642
2017-10-11,-0.0007731887491139547,15,1.2493227095424604
2017-10-12,0.006783515604065167,15,1.2577975096371548
2017-10-13,0.007830331308808636,15,1.267646480857008
2017-10-16,0.0021374097507666613,15,1.2703559608057169
2017-10-17,-0.008257876144514143,15,1.259865518621938
2017-10-18,-0.0007235227009186958,15,1.2589539773191103
2017-10-19,-0.0019343840067322334,15,1.2565186768801724
2017-10-20,-0.0010655266214362783,15,1.2551798227796247
2017-10-23,0.003491960215410561,15,1.2595628607839573
2017-10-24,0.0023145338923223234,15,1.2624781617147522
2017-10-25,0.002399469248711217,15,1.2655074392409562
2017-10-26,0.0014159379356232385,15,1.267299319231991
2017-10-27,-0.012018197291111376,15,1.2520686659865699
2017-10-30,-0.000299984883363121,15,1.2516930643138413
2017-10-31,0.006046577301293646,15,1.2592615231847082
2017-11-01,0.00010327262803734675,15,1.2593915704315939
2017-11-02,-0.003909896087414307,15,1.2544674802578408
2017-11-03,0.0012889228628668592,15,1.256084392073868
2017-11-06,-0.0029962600231428827,15,1.2523208366242033
2017-11-07,9.063821993423223e-05,15,1.2524343447556214
2017-11-08,0.004558892733874021,15,1.258144058589582
2017-11-09,-0.005814562578328523,15,1.2508285012283606
2017-11-10,0.0007537718694440754,15,1.2517713405660855
2017-11-13,-0.01049264532948074,15,1.238636947855917
2017-11-14,-0.004890384631799842,15,1.232579536761743
2017-11-15,-0.00033475909928462215,14,1.23216691954622
2017-11-16,0.003404649177083988,14,1.2363620156348831
2017-11-17,0.018205222732034534,14,1.2588702615069434
2017-11-20,0.006310186721553186,14,1.2668139679152626
2017-11-21,0.01697486432731283,14,1.288317963148569
2017-11-22,0.009558929368642975,14,1.30063290356266
2017-11-23,-0.003297812544316357,14,1.2963436600577405
2017-11-24,-0.0021070134416501358,14,1.293612246541001
2017-11-27,-0.009262215270742558,14,1.2816305314366694
2017-11-28,0.010286199492045647,14,1.2948136387581233
2017-11-29,-0.003554098266758549,14,1.2902117438488376
2017-11-30,-0.011328779637625273,14,1.275595219316898
2017-12-01,0.00024033386046672694,14,1.2759017880403491
2017-12-04,0.006069518398099557,14,1.2836458974170284
2017-12-05,-0.006445573543100103,14,1.275372063381928
2017-12-06,-0.0029446391222547014,14,1.271616552908663
2017-12-07,-0.011195276886425234,14,1.2573804535054889
2017-12-08,-0.0044540410304674816,14,1.2517800293746677
2017-12-11,0.007910463977502502,14,1.261682190204793
2017-12-12,0.008660284725672056,14,1.272608717205276
2017-12-13,0.004535706012458325,14,1.2783808962154108
2017-12-14,0.0029421023346192865,14,1.2821420236346988
2017-12-15,-0.005627776910059761,13,1.27492641435867
2017-12-18,0.00894047994651026,13,1.2863248683995199
2017-12-19,-0.0055699180662117055,13,1.279160144276004
2017-12-20,0.005345688832648538,13,1.2859981363744295
2017-12-21,0.008958950486865569,13,1.2975193300044092
2017-12-22,0.0035587876749826417,13,1.3021369258040807
2017-12-25,-0.0037945924330980985,13,1.297195846878567
2017-12-26,-0.009551045830070066,13,1.2848062698944531
2017-12-27,0.0067515747001278565,13,1.2934807354008382
2017-12-28,0.004682791419951393,13,1.2995378358904457
2017-12-29,0.0023593448555409013,13,1.3026038937981343
2018-01-02,0.010848550860420145,13,1.3167352583909848
2018-01-03,0.0005606773138564331,13,1.3174735219787195
2018-01-04,0.01226654165631655,13,1.3336343658171657
2018-01-05,-0.003134771832588735,13,1.3294537263722297
2018-01-08,0.006634680396798487,13,1.3382742269490422
2018-01-09,-0.00048387339473974735,13,1.3376266716557557
2018-01-10,-0.011625860888627519,13,1.322075610050168
2018-01-11,-0.003503297599150724,13,1.3174439857395837
2018-01-12,0.0014226874066684248,13,1.3193182967070864
2018-01-15,0.009494564720714277,12,1.3318446496623944
2018-01-16,0.0025579581559768048,12,1.3352514525464922
2018-01-17,0.006390513582607495,12,1.3437843950901869
2018-01-18,0.001604567685894176,12,1.3459405881073576
2018-01-19,0.002353868228959601,12,1.3491087548957708
2018-01-22,0.006899675861215408,12,1.3584171680060795
2018-01-23,0.00040940484237382096,12,1.3589733105726247
2018-01-24,-0.0035748951892617675,12,1.3541151234223234
2018-01-25,0.0024798510375160787,12,1.3574731272160585
2018-01-26,-0.0025149552899943104,12,1.3540591429937414
2018-01-29,-0.0002807894975802953,12,1.3536789374072862
2018-01-30,-0.009331970921256297,12,1.3410464449266843
2018-01-31,-0.00036420806672576855,12,1.3405580249935882
2018-02-01,0.0005836009456665995,12,1.3413403759246953
2018-02-02,-0.0035926998123037937,12,1.3365213426078753
2018-02-05,-0.010324810829441672,12,1.3227220125759376
2018-02-06,-0.04240202326060357,12,1.2666359230313802
