year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.6047474923431115,14.0,0.6428571428571429,60.47,33.59,26.88
2021,0.40919369377774006,12.0,0.5833333333333334,40.92,18.99,21.93
2022,-0.38591464810986487,13.0,0.38461538461538464,-38.59,-23.97,-14.62
2023,0.7325397860919445,13.0,0.6153846153846154,73.25,22.02,51.23
2024,-0.10476061199292519,13.0,0.46153846153846156,-10.48,19.22,-29.7
2025,0.14144675357887415,13.0,0.38461538461538464,14.14,29.97,-15.83
