quarter_end,n,ic_ret_3m,ic_ret_6m,ic_ret_12m
2016-12-31,1571,0.1273324815018056,0.07911394008938952,0.024804954830802393
2017-03-31,1581,0.0465241031281565,0.03590537849255268,-0.04811774741689361
2017-06-30,1599,0.06272823642403377,0.0033819979131306656,0.003102067801448946
2017-09-30,1603,-0.015105775168241665,-0.042789046684957414,0.018913156944416004
2017-12-31,1614,0.0059679404323434325,0.054326137797987895,0.11001614074550588
2018-03-31,1620,0.11314769592328174,0.11081260936704078,0.16948372948740775
2018-06-30,1629,0.09104579546459866,0.12688033947441238,0.16965154628809306
2018-09-30,1631,0.10100358548511433,0.15633059642875483,0.17320806664878585
2018-12-31,1640,0.1323037115383467,0.16382711042798878,0.18916719419411773
2019-03-31,1646,0.17189651714116275,0.17729897069865727,0.11037149234317886
2019-06-30,1655,0.12133289566272322,0.15973262620445608,-0.013123009100242855
2019-09-30,1657,0.10288756405541286,0.027927039724035353,-0.045452327458760565
2019-12-31,1669,0.04350888749243833,-0.06223382131449032,-0.006601050222151879
2020-03-31,1675,-0.08010264775848494,-0.038023183673867436,0.03276737332587641
2020-06-30,1686,0.0552848815549344,0.09223779343279866,0.11110671621316297
2020-09-30,1688,0.09792550795937344,0.13755309536078325,0.07081738352931469
2020-12-31,1712,0.11865513475538832,0.1242749757620959,0.06763869746203398
2021-03-31,1714,0.11952971105514956,0.008620042073508062,0.011443512363109861
2021-06-30,1724,-0.09877168711700203,-0.02972476960526599,-0.05898221528463023
2021-09-30,1724,0.07121083520193887,0.0032247005288796597,0.013084056318805715
2021-12-31,1731,-0.051779722631283304,-0.0588652536505417,-0.005020583507715186
2022-03-31,1736,-0.03840944591187479,0.0022818706195984325,-0.017718038156700346
2022-06-30,1751,0.1066332044073339,0.13789168157700732,0.11518352758297941
2022-09-30,1760,0.10054428659469436,0.053525437679468636,0.07901223148262639
2022-12-31,1779,0.05432551526318314,0.11276331178708802,0.08837688214606021
2023-03-31,1790,0.16808511210500426,0.11226013395384311,0.051089210459973666
2023-06-30,1822,0.012566557051346005,0.08926525560290147,0.030053747148120646
2023-09-30,1829,0.14736808454039807,0.03413703177001079,0.09109560770869111
2023-12-31,1861,0.008857677906607575,0.029745028846624787,0.10845624139589574
2024-03-31,1871,0.08398858052523099,0.13259954780925207,0.1964623389414209
2024-06-30,1886,0.14040243164908786,0.17407725373279323,0.21277332598907256
2024-09-30,1887,0.11624696106694153,0.16119170322163656,0.14422985941519764
2024-12-31,1904,0.11671713129548106,0.12654484276182065,0.13152889592065659
