score,label,liquidity,year,ic_mean,ic_ir,ic_win,ic_t,ic_n_days,ls_spread_20d
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2007,0.02143712925459167,0.11300872230940247,56.14754098360656,1.7652526735832714,244,-0.007262572175796338
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2008,0.024645299327536393,0.13335609598865636,55.37848605577689,2.1127578973160337,251,0.009428606944287363
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2009,-0.03183542294527054,-0.24398258350593988,42.971887550200805,-3.849980228845857,249,-0.020278267691676025
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2010,0.03112625025096364,0.1866707201987742,63.2,2.9515232414606296,250,-0.006774755029853981
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2011,0.08254866208810936,0.511553795360825,74.08906882591093,8.039698970133896,247,0.013900186415734152
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2012,0.047650092882595044,0.25163057697844865,60.88709677419355,3.9626822889408797,248,-7.21097722059319e-06
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2013,0.02594966163436867,0.24776356720505843,65.1639344262295,3.870190640929568,244,4.956014878929396e-05
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2014,0.026549450148158252,0.15169087946984963,57.66129032258065,2.3888303587227453,248,-0.006157262523528325
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2015,0.06065533925864734,0.5384365845058708,73.57723577235772,8.445047842460667,246,0.007822749174562715
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2016,0.04966520247859982,0.5990588536986758,69.23076923076923,9.414948912134816,247,-0.001247307453329927
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2017,0.044454293894891014,0.5293517602982548,71.13821138211382,8.302557942477234,246,-0.0072825810313371445
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2018,0.09751465639036949,0.756865581684193,77.7327935222672,11.89507631998734,247,0.012972506782799936
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2019,0.0310616654339347,0.23866689519621245,54.958677685950406,3.712785560835579,242,-0.0035732562889110985
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2020,0.02184987234919754,0.15791954815858233,64.48979591836735,2.4718319126104933,245,-0.021074785336457236
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2021,0.052389277863811375,0.3090956853297196,54.91803278688525,4.828228952341175,244,-0.005276717305442703
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2022,0.07545576434463153,0.43801912810403365,65.4471544715447,6.870061580503801,246,0.008827469201744518
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2023,0.031215386735065815,0.360180426236577,63.59832635983263,5.568254262074155,239,-0.008413061223160085
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2024,0.05237094978073292,0.500405724190171,68.18181818181817,7.7844861802275735,242,-0.0017947327279769047
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2025,0.0297365603787924,0.19988707004897727,50.617283950617285,3.1159310499081703,243,-0.012023429726297968
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,2026,-0.049706053866810415,-0.5080953263595847,35.0,-4.544542755159888,80,-0.08719487767861483
sig_rvol_log_rn,log(RVOL),liq_50m,2006,-0.0019481854819957299,-0.014654169754422608,48.24561403508772,-0.2212731108644858,228,0.007034929820929452
sig_rvol_log_rn,log(RVOL),liq_50m,2007,-0.024680992665813632,-0.1869842261750998,36.21399176954733,-2.914795619543009,243,0.00017529953421646823
sig_rvol_log_rn,log(RVOL),liq_50m,2008,0.04357073680388229,0.27951319793445295,63.85542168674698,4.41064386763051,249,0.01546561891042126
sig_rvol_log_rn,log(RVOL),liq_50m,2009,-0.02132333982770124,-0.1616387505071836,46.558704453441294,-2.540352369137856,247,-0.007450700118150418
sig_rvol_log_rn,log(RVOL),liq_50m,2010,0.012273105398210036,0.10339628101011106,50.8,1.6348387479138313,250,0.004052553530017726
sig_rvol_log_rn,log(RVOL),liq_50m,2011,0.05093035579464437,0.3783215986169856,67.20647773279353,5.945790637004262,247,0.010451501570026746
sig_rvol_log_rn,log(RVOL),liq_50m,2012,0.008721282957474683,0.0633842920486011,52.226720647773284,0.9961623432905313,247,-0.00241168728300607
sig_rvol_log_rn,log(RVOL),liq_50m,2013,0.01807014338441638,0.15121840031499673,56.9672131147541,2.3621069241026516,244,0.007844935857412465
sig_rvol_log_rn,log(RVOL),liq_50m,2014,0.03350730196985592,0.255839984879756,63.96761133603239,4.02084097823187,247,0.009405954864816744
sig_rvol_log_rn,log(RVOL),liq_50m,2015,0.038611329538542016,0.37555520643969587,65.98360655737704,5.866359858761382,244,0.015088080794343274
sig_rvol_log_rn,log(RVOL),liq_50m,2016,0.022551956552238076,0.2593568080754714,63.934426229508205,4.051282852431269,244,0.002286380488951993
sig_rvol_log_rn,log(RVOL),liq_50m,2017,0.0042085227107660625,0.05723043429557876,51.21951219512195,0.8976242877599164,246,0.0026479560578138196
sig_rvol_log_rn,log(RVOL),liq_50m,2018,0.020391351926857672,0.22475631390492168,59.91902834008097,3.5323227426314743,247,0.008337386918597419
sig_rvol_log_rn,log(RVOL),liq_50m,2019,-0.015446851587088303,-0.18651327898578393,44.62809917355372,-2.901465695748097,242,-0.0016165000198759757
sig_rvol_log_rn,log(RVOL),liq_50m,2020,-0.011045423473317243,-0.11352617466858271,40.0,-1.7769657064912594,245,8.20669063324106e-05
sig_rvol_log_rn,log(RVOL),liq_50m,2021,0.0008721303878962444,0.009918592550652906,50.81967213114754,0.15493336850837403,244,0.008596688236723781
sig_rvol_log_rn,log(RVOL),liq_50m,2022,0.008587560578995247,0.09827755920997347,51.6260162601626,1.5414232859569694,246,-0.004786537594872305
sig_rvol_log_rn,log(RVOL),liq_50m,2023,-0.004188055398402013,-0.05539912331835155,49.37238493723849,-0.8564496626198292,239,0.0020593347955347625
sig_rvol_log_rn,log(RVOL),liq_50m,2024,-0.000391676625684486,-0.005535493799628004,51.2396694214876,-0.08611207446452708,242,0.005006307654051051
sig_rvol_log_rn,log(RVOL),liq_50m,2025,0.01992444150420151,0.212834065396233,55.96707818930041,3.3177547336294135,243,0.008108389393166347
sig_rvol_log_rn,log(RVOL),liq_50m,2026,0.0029027640570215827,0.0312909233482787,52.5,0.2798745267419461,80,-0.0017649956206769873
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2006,0.03650489732588434,0.15177170583614055,55.021834061135365,2.2967226668804277,229,-0.02414274367186634
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2007,-0.03970757250812688,-0.14807127523344105,43.0327868852459,-2.312947258806136,244,-0.0004242717963362074
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2008,-0.028423029656619556,-0.08951387666004348,43.82470119521912,-1.4181665144799036,251,-0.005097320410134703
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2009,0.04612271125341344,0.24255245568588804,65.46184738955823,3.827413192491035,249,-0.038452505578315074
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2010,-0.06429146694188179,-0.28166018292800327,31.6,-4.45343852116082,250,0.009500714619682951
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2011,-0.08733225606392393,-0.3380180859313425,32.388663967611336,-5.312371214902254,247,0.017082995739653502
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2012,-0.042769251911787,-0.15716509495802344,41.935483870967744,-2.4750383904385815,248,-0.0026206842412154156
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2013,0.026181026938814585,0.16175143513244847,58.606557377049185,2.5266381876412836,244,-0.02162330516571795
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2014,-0.03824232300801002,-0.12871161424893118,40.725806451612904,-2.02695252814571,248,-0.009286189608182
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2015,-0.03725160943094415,-0.1731576582055624,41.05691056910569,-2.715871747787008,246,-0.009967755237690145
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2016,-0.1027341330683151,-0.7091576223995903,23.88663967611336,-11.145286885120441,247,0.010472428568252886
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2017,-0.05154333914079812,-0.3300694270870708,32.113821138211385,-5.176936677959896,246,-0.008478082208872079
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2018,-0.1477238214483901,-0.5274643729214767,28.34008097165992,-8.289753324511976,247,0.03267613279361378
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2019,0.020555994498044735,0.0965093690809407,54.958677685950406,1.5013334451537066,242,-0.022726578902232272
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2020,-0.009141531468153845,-0.04209129397694821,43.26530612244898,-0.6588329621536857,245,-0.03322697514276507
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2021,-0.07527485328986475,-0.3069869294570884,40.16393442622951,-4.795289132599607,244,-0.015328261573864688
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2022,-0.09602850521133513,-0.43371320054911155,35.77235772357724,-6.802525745729762,246,0.007785106102301118
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2023,-0.05340079545489007,-0.3902640016451893,35.56485355648535,-6.033335051548836,239,-0.015657646706393923
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2024,-0.07131398354462838,-0.43770016994720096,29.338842975206614,-6.809016682515742,242,-0.00505835563310208
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2025,-0.026251045718405707,-0.12195004184261317,47.73662551440329,-1.9010130161090086,243,-0.031948019774604194
sig_atr_pct_rn,ATR% (raw rank),liq_50m,2026,0.13159039184119886,0.9360967349839199,80.0,8.372703731758602,80,-0.11195919175637681
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2006,-0.031005435433102517,-0.15976478414954673,42.79475982532751,-2.4176798903590275,229,-0.01950264261667443
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2007,0.02028516040470253,0.09493649656473559,56.9672131147541,1.4829554830528784,244,-0.0074414423055655515
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2008,0.04094817768453809,0.15768649491006773,59.36254980079681,2.498223909086759,251,0.014390884989572215
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2009,-0.047655863306257186,-0.29319207718698365,36.144578313253014,-4.626492941438398,249,-0.02565661108890234
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2010,0.04906330837185904,0.2601982851167065,68.4,4.114096121193418,250,0.006186470556571478
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2011,0.09451885195145086,0.4407257587488968,72.46963562753037,6.926548998088682,247,0.021775627070862422
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2012,0.03279037540581371,0.14536156409899967,57.66129032258065,2.289156200588392,248,-0.003403165691041538
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2013,-0.005050837927863246,-0.034260687332018036,48.77049180327869,-0.5351690442624663,244,-0.014096735411823089
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2014,0.0477454501009204,0.18991648056308333,59.67741935483871,2.9908077267166586,248,-0.0015012417737246767
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2015,0.039230259149308506,0.21278609595057746,61.78861788617886,3.337419507187033,246,0.00852664570117231
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2016,0.08500458078513355,0.7586464344046244,76.11336032388664,11.923064617429866,247,0.011759283205897022
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2017,0.03465692234180326,0.27570646423279205,63.00813008130082,4.324286922402117,246,-0.006137213211002825
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2018,0.1080415901693407,0.5237611194601849,72.06477732793523,8.2315521278658,247,0.022994161509318815
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2019,-0.023291989843633395,-0.13801875040628547,39.66942148760331,-2.147067875549916,242,-0.013454719198932609
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2020,-0.006324389932722078,-0.03592920142750355,53.06122448979592,-0.5623809573842629,245,-0.030166465783089035
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2021,0.04568700985197324,0.26537290703269345,61.47540983606557,4.145257322293001,244,-7.241668470904516e-05
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2022,0.06648611336149664,0.4009645642031274,64.22764227642277,6.288883454927795,246,0.003781211321781967
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2023,0.026281947367580324,0.25759319461713065,63.17991631799163,3.9822941485054932,239,-0.007413718166095446
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2024,0.04375290995684844,0.38943123527501394,66.94214876033058,6.058128279913956,242,-0.0019162232017304222
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2025,0.024708041697428275,0.14876909532570032,48.559670781893004,2.3190806853015347,243,-0.014932480372042617
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_50m,2026,-0.07836421236823854,-0.8023040743207048,17.5,-7.176025795224558,80,-0.11231596481192138
