score,label,liquidity,horizon,direction,ic_mean,ic_ir,ic_win,ic_t,ic_n,gross_spread,cost_roundtrip,net_spread,monotonic_rho,net_vs_rvol
volconf_mom_5d,sign(prior_ret 5d)×RVOL 量確認,all,60,top,-0.012963882125777784,-0.1878148116811039,39.86596263200649,-13.179194314109083,4924,0.003736370592237498,0.0035,-0.0032636294077625022,0.34545454545454546,-0.0014923045456711331
interact_20d,prior_ret(20d)×RVOL 交互 (乘積),all,10,top,-0.006056413900110771,-0.09537814102643814,45.06334204705409,-6.7260188970952814,4973,0.002486730568024875,0.0025,-0.002513269431975125,-0.05454545454545454,-0.002520623034214348
interact_20d,prior_ret(20d)×RVOL 交互 (乘積),all,10,top,-0.006056413900110771,-0.09537814102643814,45.06334204705409,-6.7260188970952814,4973,0.002486730568024875,0.0035,-0.004513269431975125,-0.05454545454545454,-0.002520623034214348
interact_20d,prior_ret(20d)×RVOL 交互 (乘積),all,20,top,-0.00802031877728925,-0.12491305809742476,42.83699375377796,-8.799945417397359,4963,0.0023152789931687213,0.0025,-0.0026847210068312788,-0.04242424242424241,-0.004435709176942476
interact_20d,prior_ret(20d)×RVOL 交互 (乘積),all,20,top,-0.00802031877728925,-0.12491305809742476,42.83699375377796,-8.799945417397359,4963,0.0023152789931687213,0.0035,-0.004684721006831279,-0.04242424242424241,-0.004435709176942476
interact_20d,prior_ret(20d)×RVOL 交互 (乘積),all,60,top,-0.008117706383000573,-0.12606603861934326,43.225675401178144,-8.845309305880397,4923,0.0016278317371903953,0.0025,-0.003372168262809605,0.18787878787878787,-0.0036008434007182358
interact_20d,prior_ret(20d)×RVOL 交互 (乘積),all,60,top,-0.008117706383000573,-0.12606603861934326,43.225675401178144,-8.845309305880397,4923,0.0016278317371903953,0.0035,-0.005372168262809605,0.18787878787878787,-0.0036008434007182358
volconf_mom_20d,sign(prior_ret 20d)×RVOL 量確認,all,10,top,-0.007223221172714682,-0.10624493782548261,45.284536497084254,-7.492339983192016,4973,0.0015486965585581854,0.0025,-0.0034513034414418147,0.4545454545454545,-0.0034586570436810375
volconf_mom_20d,sign(prior_ret 20d)×RVOL 量確認,all,10,top,-0.007223221172714682,-0.10624493782548261,45.284536497084254,-7.492339983192016,4973,0.0015486965585581854,0.0035,-0.005451303441441815,0.4545454545454545,-0.0034586570436810375
volconf_mom_20d,sign(prior_ret 20d)×RVOL 量確認,all,20,top,-0.008218430390849562,-0.12230354003286521,44.06608905903687,-8.616108620159345,4963,0.0011554265047191217,0.0025,-0.0038445734952808784,0.34545454545454546,-0.005595561665392075
volconf_mom_20d,sign(prior_ret 20d)×RVOL 量確認,all,20,top,-0.008218430390849562,-0.12230354003286521,44.06608905903687,-8.616108620159345,4963,0.0011554265047191217,0.0035,-0.005844573495280878,0.34545454545454546,-0.005595561665392075
volconf_mom_20d,sign(prior_ret 20d)×RVOL 量確認,all,60,top,-0.007710812100796279,-0.11691140897031461,44.07881373146456,-8.202983016316022,4923,0.0013508044325174634,0.0025,-0.0036491955674825367,0.1515151515151515,-0.0038778707053911676
volconf_mom_20d,sign(prior_ret 20d)×RVOL 量確認,all,60,top,-0.007710812100796279,-0.11691140897031461,44.07881373146456,-8.202983016316022,4923,0.0013508044325174634,0.0035,-0.005649195567482537,0.1515151515151515,-0.0038778707053911676
interact_turn_5d,prior_ret(5d)×turnover 交互,all,10,top,-0.015533770117817805,-0.22390478032418504,40.07703223190756,-15.726023615854784,4933,0.0024175393375870805,0.0025,-0.0025824606624129196,0.04242424242424241,-0.0025898142646521424
interact_turn_5d,prior_ret(5d)×turnover 交互,all,10,top,-0.015533770117817805,-0.22390478032418504,40.07703223190756,-15.726023615854784,4933,0.0024175393375870805,0.0035,-0.00458246066241292,0.04242424242424241,-0.0025898142646521424
interact_turn_5d,prior_ret(5d)×turnover 交互,all,20,top,-0.01598196291736867,-0.22851497527908468,39.42717854966484,-16.033546064474937,4923,0.003912931625136798,0.0025,-0.0010870683748632022,0.05454545454545454,-0.002838056544974399
interact_turn_5d,prior_ret(5d)×turnover 交互,all,20,top,-0.01598196291736867,-0.22851497527908468,39.42717854966484,-16.033546064474937,4923,0.003912931625136798,0.0035,-0.003087068374863202,0.05454545454545454,-0.002838056544974399
interact_turn_5d,prior_ret(5d)×turnover 交互,all,60,top,-0.013310798898118755,-0.19858294600320295,40.118779438869545,-13.876671625526336,4883,0.007210107083432123,0.0025,0.0022101070834321225,0.17575757575757575,0.0019814319455234916
interact_turn_5d,prior_ret(5d)×turnover 交互,all,60,top,-0.013310798898118755,-0.19858294600320295,40.118779438869545,-13.876671625526336,4883,0.007210107083432123,0.0035,0.0002101070834321225,0.17575757575757575,0.0019814319455234916
interact_turn_20d,prior_ret(20d)×turnover 交互,all,10,top,-0.012884014538614383,-0.16958471691752586,42.99614838840462,-11.910836647934646,4933,0.003875986452410476,0.0025,-0.0011240135475895242,0.33333333333333326,-0.001131367149828747
interact_turn_20d,prior_ret(20d)×turnover 交互,all,10,top,-0.012884014538614383,-0.16958471691752586,42.99614838840462,-11.910836647934646,4933,0.003875986452410476,0.0035,-0.003124013547589524,0.33333333333333326,-0.001131367149828747
interact_turn_20d,prior_ret(20d)×turnover 交互,all,20,top,-0.014989911918173492,-0.19824229028865045,40.8897014015844,-13.909490567907698,4923,0.0046055426954119405,0.0025,-0.0003944573045880596,0.32121212121212117,-0.0021454454746992566
interact_turn_20d,prior_ret(20d)×turnover 交互,all,20,top,-0.014989911918173492,-0.19824229028865045,40.8897014015844,-13.909490567907698,4923,0.0046055426954119405,0.0035,-0.0023944573045880596,0.32121212121212117,-0.0021454454746992566
interact_turn_20d,prior_ret(20d)×turnover 交互,all,60,top,-0.01566869780409154,-0.20810310449742594,40.15973786606594,-14.541925696463357,4883,0.007899220717753168,0.0025,0.0028992207177531678,0.406060606060606,0.002670545579844537
interact_turn_20d,prior_ret(20d)×turnover 交互,all,60,top,-0.01566869780409154,-0.20810310449742594,40.15973786606594,-14.541925696463357,4883,0.007899220717753168,0.0035,0.0008992207177531677,0.406060606060606,0.002670545579844537
rvol_only,純 RVOL baseline (對照),all,10,top,0.00890046799352324,0.11047926577484084,55.14676316847608,7.791725961455508,4974,0.005007353602239223,0.0025,7.353602239222774e-06,0.9999999999999999,0.0
rvol_only,純 RVOL baseline (對照),all,10,top,0.00890046799352324,0.11047926577484084,55.14676316847608,7.791725961455508,4974,0.005007353602239223,0.0035,-0.0019926463977607773,0.9999999999999999,0.0
rvol_only,純 RVOL baseline (對照),all,20,top,0.010369714446102934,0.13021983342857588,55.98307816277196,9.174724285240197,4964,0.006750988170111197,0.0025,0.001750988170111197,0.9999999999999999,0.0
rvol_only,純 RVOL baseline (對照),all,20,top,0.010369714446102934,0.13021983342857588,55.98307816277196,9.174724285240197,4964,0.006750988170111197,0.0035,-0.000249011829888803,0.9999999999999999,0.0
rvol_only,純 RVOL baseline (對照),all,60,top,0.010201109989355759,0.1307040074644149,57.53452477660439,9.171659554365151,4924,0.005228675137908631,0.0025,0.00022867513790863093,0.5515151515151515,0.0
