ticker,entry_date,entry_price,initial_sl,atr_at_entry,exit_date,exit_price,exit_reason,phase_at_exit,holding_days,gross_return_pct,net_return_pct
2454,2014-05-09,280.8154,267.8528,8.6417,2014-07-14,287.2029,trailing_stop,B,66,2.275,1.69
2454,2014-08-21,292.9126,284.6538,5.5059,2014-08-26,282.635,stop_loss,A,5,-3.509,-4.094
2454,2014-09-01,294.0546,286.4076,5.098,2014-09-15,286.0609,stop_loss,A,14,-2.718,-3.303
2454,2015-01-06,261.5088,255.8806,3.7522,2015-01-16,271.5009,trailing_stop,B,10,3.821,3.236
2454,2015-06-25,246.9488,239.0571,5.2612,2015-07-07,238.6696,stop_loss,A,12,-3.353,-3.938
2454,2015-10-22,161.5904,154.6521,4.6255,2015-10-29,153.1175,stop_loss,A,7,-5.243,-5.828
2454,2016-03-10,140.7107,134.8748,3.8906,2016-03-22,150.0914,trailing_stop,B,12,6.667,6.082
2454,2016-06-14,136.1717,129.6549,4.3445,2016-07-26,152.6823,trailing_stop,B,42,12.125,11.54
2454,2016-07-29,154.2661,150.0555,2.807,2016-08-19,155.2164,trailing_stop,B,21,0.616,0.031
2454,2017-03-01,142.5457,139.1178,2.2853,2017-03-03,139.0612,stop_loss,A,2,-2.444,-3.029
2454,2017-03-08,140.6451,136.742,2.602,2017-03-29,138.7444,trailing_stop,B,21,-1.351,-1.936
2454,2017-08-08,187.4848,178.7709,5.8093,2017-08-15,177.3594,stop_loss,A,7,-5.401,-5.986
2454,2017-09-05,182.5854,177.091,3.6629,2017-09-25,186.5049,trailing_stop,B,20,2.147,1.562
2454,2017-10-18,205.4494,196.7004,5.8327,2017-11-03,218.8412,trailing_stop,B,16,6.518,5.933
2454,2018-01-15,204.4695,196.4555,5.3427,2018-01-30,195.3239,stop_loss,A,15,-4.473,-5.058
2454,2018-03-14,204.7962,197.1671,5.0861,2018-03-23,214.2684,trailing_stop,B,9,4.625,4.04
2454,2018-03-28,217.5347,206.9659,7.0459,2018-04-24,223.0873,trailing_stop,B,27,2.553,1.968
2454,2018-06-06,216.2282,209.6489,4.3862,2018-06-13,209.3689,stop_loss,A,7,-3.172,-3.757
2454,2018-12-12,157.7438,150.2,5.0292,2018-12-25,149.6197,stop_loss,A,13,-5.15,-5.735
2454,2019-01-17,160.4519,154.4676,3.9895,2019-02-15,170.607,trailing_stop,B,29,6.329,5.744
2454,2019-02-21,175.3461,169.4706,3.917,2019-03-28,187.1938,trailing_stop,B,35,6.757,6.172
2454,2019-03-29,191.2559,185.598,3.7719,2019-04-03,196.672,trailing_stop,B,5,2.832,2.247
2454,2019-04-08,199.3801,193.7947,3.7236,2019-05-13,193.964,trailing_stop,B,35,-2.716,-3.301
2454,2019-06-04,210.5508,201.665,5.9239,2019-07-16,218.714,trailing_stop,B,42,3.877,3.292
2454,2019-07-17,215.9278,210.807,3.4139,2019-07-18,210.3554,stop_loss,A,1,-2.581,-3.166
2454,2019-09-06,260.8547,251.7872,6.045,2019-09-25,264.6857,trailing_stop,B,19,1.469,0.884
2454,2019-11-11,281.0544,269.972,7.3883,2019-11-18,292.199,trailing_stop,B,7,3.965,3.38
2454,2019-11-19,293.2439,281.6763,7.7117,2019-12-30,311.0057,trailing_stop,B,41,6.057,5.472
2454,2020-04-17,256.3271,244.4238,7.9356,2020-04-22,241.0033,stop_loss,A,5,-5.978,-6.563
2454,2020-04-27,259.1133,248.1801,7.2888,2020-06-12,343.0465,trailing_stop,B,46,32.392,31.807
2454,2020-07-14,433.3657,407.887,16.9858,2020-08-10,500.7466,trailing_stop,B,27,15.548,14.963
2454,2020-08-11,491.5261,454.2133,24.8752,2020-08-18,437.6213,stop_loss,A,7,-10.967,-11.552
2454,2020-10-16,482.3055,459.2794,15.3507,2020-11-10,486.5612,trailing_stop,B,25,0.882,0.297
2454,2020-11-26,517.7692,497.3269,13.6282,2020-12-01,494.3632,stop_loss,A,5,-4.521,-5.106
2454,2020-12-02,505.0022,485.2439,13.1722,2020-12-10,502.8744,trailing_stop,B,8,-0.421,-1.006
2454,2021-03-29,667.4257,639.992,18.2891,2021-04-13,681.6112,trailing_stop,B,15,2.125,1.54
2454,2021-04-14,684.4483,647.5915,24.5712,2021-05-05,712.8192,trailing_stop,B,21,4.145,3.56
2454,2021-06-01,692.9596,649.7953,28.7762,2021-06-22,640.4734,stop_loss,A,21,-7.574,-8.159
2454,2021-11-10,706.8104,683.4117,15.5992,2021-11-26,741.4869,trailing_stop,B,16,4.906,4.321
2454,2021-12-01,785.7548,735.6372,33.4117,2022-01-06,837.4007,trailing_stop,B,36,6.573,5.988
2454,2022-01-10,807.8887,762.8303,30.0389,2022-02-22,818.9556,trailing_stop,B,43,1.37,0.785
