date,ret,n_stocks,regime,source,in_market,mean_pe,mean_pb,mean_fscore,cum_ret,year
2020-01-03,0.0,0,neutral,cash,False,,,,1.0,2020
2020-01-31,0.0,0,neutral,cash,False,,,,1.0,2020
2020-02-27,0.0,0,ranging,cash,False,,,,1.0,2020
2020-03-27,0.1486611690666438,8,volatile,value,True,9.873526121259825,1.308535533618746,3.75,1.1486611690666437,2020
2020-04-24,0.10032188739466104,6,volatile,value,True,10.412236466189311,1.3328244758578147,3.3333333333333335,1.2638970255243671,2020
2020-05-22,0.0,0,neutral,cash,False,,,,1.2638970255243671,2020
2020-06-19,0.068230120903084,4,volatile,value,True,10.13031832800559,1.5239892640983672,3.25,1.3501328723849428,2020
2020-07-17,0.0,0,trending,cash,False,,,,1.3501328723849428,2020
2020-08-14,0.0,0,trending,cash,False,,,,1.3501328723849428,2020
2020-09-11,0.0,0,ranging,cash,False,,,,1.3501328723849428,2020
2020-10-08,0.0,0,ranging,cash,False,,,,1.3501328723849428,2020
2020-11-06,0.0,0,ranging,cash,False,,,,1.3501328723849428,2020
2020-12-04,0.004715158720473911,10,volatile,value,True,9.047149313254657,1.6596237396269093,4.3,1.3564989631719673,2020
2020-12-31,0.0,0,trending,cash,False,,,,1.3564989631719673,2020
2021-01-29,0.12409166882330645,16,volatile,value,True,7.89808714636693,1.515262099378909,5.5,1.5248291832690617,2021
2021-03-05,0.1896167475318825,12,volatile,value,True,8.544210077366763,1.4658819875284281,5.666666666666667,1.8139623335422381,2021
2021-04-01,0.0,0,neutral,cash,False,,,,1.8139623335422381,2021
2021-04-29,0.0,0,trending,cash,False,,,,1.8139623335422381,2021
2021-05-28,0.07124452352933922,20,volatile,value,True,7.917049916461046,1.286424920793474,4.1,1.9431972156956234,2021
2021-06-25,0.0,0,trending,cash,False,,,,1.9431972156956234,2021
2021-07-23,0.0,0,ranging,cash,False,,,,1.9431972156956234,2021
2021-08-20,0.0,0,neutral,cash,False,,,,1.9431972156956234,2021
2021-09-17,0.0,0,trending,cash,False,,,,1.9431972156956234,2021
2021-10-15,0.0,0,neutral,cash,False,,,,1.9431972156956234,2021
2021-11-12,0.0,0,neutral,cash,False,,,,1.9431972156956234,2021
2021-12-10,0.0,0,ranging,cash,False,,,,1.9431972156956234,2021
2022-01-07,0.0,0,ranging,cash,False,,,,1.9431972156956234,2022
2022-02-11,0.0,0,ranging,cash,False,,,,1.9431972156956234,2022
2022-03-11,-0.07017739731728591,20,volatile,value,True,6.936347457200888,1.7067145319341648,4.8,1.8068286926239079,2022
2022-04-08,0.0,0,ranging,cash,False,,,,1.8068286926239079,2022
2022-05-06,0.0,0,neutral,cash,False,,,,1.8068286926239079,2022
2022-06-02,0.0,0,ranging,cash,False,,,,1.8068286926239079,2022
2022-07-01,0.06324116357452376,20,volatile,value,True,6.383756200449157,1.5310381892872156,4.65,1.9210946415252794,2022
