regime,horizon,mean_ic,ic_ir,t_stat,p_value,n_days,n_obs_bull,n_obs_bear,bull_mean_ret,bear_mean_ret,bull_bear_spread,bull_strong_mean,bear_strong_mean,n_obs_bull_strong,n_obs_bear_strong
2016-2019,20,-0.020094165582924647,-0.14611771344386112,-4.557842225784767,5.8261162363404395e-06,973,31537,24480,0.009737408367341207,0.0093312829931201,0.00040612537422110746,0.01986860900677913,0.014557452789563238,5768,4586
2016-2019,40,-0.029433606768092105,-0.21984291676209688,-6.857548653353009,1.244271352618398e-11,973,31537,24480,0.01751798029990259,0.01710175422616523,0.00041622607373736215,0.027924538805868693,0.022138732000281804,5768,4586
2016-2019,60,-0.025072878588380983,-0.1885511543269879,-5.881466337359463,5.588459250915889e-09,973,31537,24480,0.02506199739726444,0.02231582318412952,0.00274617421313492,0.03126933912080355,0.031923231933990305,5768,4586
2020-2022,20,-0.021169883709128305,-0.16361549142746865,-4.432741963133903,1.072769638987836e-05,734,26308,22873,0.01635231771679713,0.02019903036904063,-0.003846712652243501,0.024500671564959192,0.020751809639501493,5993,4821
2020-2022,40,-0.010010644716550183,-0.07269453205144782,-1.9694718385372683,0.04927512057373562,734,26308,22873,0.03708629249870331,0.03418164069105411,0.0029046518076491987,0.04515924595292594,0.04247705815245254,5993,4821
2020-2022,60,0.002169689030033027,0.015103051133715883,0.4091784216010972,0.6825282588322654,734,26308,22873,0.06259484121397814,0.05499789150858112,0.007596949705397017,0.06427503377891064,0.06236991460734859,5993,4821
2023-2025,20,-0.01864798010227636,-0.1498865765790643,-4.030249094200233,6.163320393270943e-05,723,29800,22635,0.012035371891590468,0.014283727698342179,-0.002248355806751711,0.0038446223312502722,0.007952399873969458,5369,4322
2023-2025,40,-0.021333018072046545,-0.16676747322725108,-4.484153773180975,8.513083564531954e-06,723,29800,22635,0.026904200965816635,0.02662105844835539,0.0002831425174612441,0.01110787695320387,0.03188543482315539,5369,4322
2023-2025,60,-0.027188705739577743,-0.21638778664911373,-5.81837747610813,8.93124041390081e-09,723,29800,22634,0.03463673026880931,0.03695682046448013,-0.0023200901956708167,0.00105035030889584,0.06610768816853735,5369,4322
