ticker,entry_date,entry_price,initial_sl,atr_at_entry,exit_date,exit_price,exit_reason,phase_at_exit,holding_days,gross_return_pct,net_return_pct
2882,2014-05-19,25.0473,24.3794,0.4453,2014-07-02,26.476,trailing_stop,B,44,5.704,5.119
2882,2014-08-29,30.6549,29.9143,0.4937,2014-09-12,30.5948,trailing_stop,B,14,-0.196,-0.781
2882,2014-11-11,29.9336,29.1898,0.4959,2014-12-01,28.8517,stop_loss,A,20,-3.614,-4.199
2882,2015-02-10,28.2506,27.7289,0.3478,2015-03-25,29.4828,trailing_stop,B,43,4.362,3.777
2882,2015-03-26,30.0538,29.2359,0.5453,2015-05-07,32.6384,trailing_stop,B,42,8.6,8.015
2882,2015-05-08,32.7586,31.3547,0.936,2015-06-09,31.1357,stop_loss,A,32,-4.954,-5.539
2882,2015-06-25,32.6985,31.7325,0.644,2015-07-08,31.212,stop_loss,A,13,-4.546,-5.131
2882,2015-10-26,29.2768,28.6782,0.3991,2015-11-10,29.1832,trailing_stop,B,15,-0.32,-0.905
2882,2016-03-17,24.439,23.6063,0.5551,2016-03-29,23.2841,stop_loss,A,12,-4.725,-5.31
2882,2016-06-14,23.6274,23.0589,0.379,2016-06-16,22.972,stop_loss,A,2,-2.774,-3.359
2882,2016-07-20,24.3406,23.7638,0.3845,2016-07-29,23.6801,stop_loss,A,9,-2.714,-3.299
2882,2016-08-01,23.8452,23.2083,0.4246,2016-09-12,26.2892,trailing_stop,B,42,10.249,9.664
2882,2016-11-16,30.0212,28.8181,0.8021,2016-12-14,32.1349,trailing_stop,B,28,7.041,6.456
2882,2017-01-12,32.1679,31.4142,0.5025,2017-01-16,31.2432,stop_loss,A,4,-2.875,-3.46
2882,2017-02-13,31.8707,31.1099,0.5072,2017-03-01,31.6065,trailing_stop,B,16,-0.829,-1.414
2882,2017-03-02,32.2009,31.5145,0.4577,2017-03-22,33.0927,trailing_stop,B,20,2.769,2.184
2882,2017-03-24,33.1587,32.4298,0.486,2017-03-30,32.3661,stop_loss,A,6,-2.39,-2.975
2882,2017-05-18,32.6963,32.1089,0.3916,2017-05-23,32.0358,stop_loss,A,5,-2.02,-2.605
2882,2017-06-20,32.3661,31.8176,0.3657,2017-07-06,33.5399,trailing_stop,B,16,3.627,3.042
2882,2017-07-07,33.4022,32.7028,0.4663,2017-07-21,33.8494,trailing_stop,B,14,1.339,0.754
2882,2017-08-30,34.0214,33.4833,0.3587,2017-09-04,33.4711,stop_loss,A,5,-1.618,-2.203
2882,2017-11-27,36.051,34.949,0.7347,2017-12-04,37.8398,trailing_stop,B,7,4.962,4.377
2882,2017-12-05,37.4958,35.8741,1.0811,2018-01-24,38.3214,trailing_stop,B,50,2.202,1.617
2882,2018-06-26,38.1806,37.3013,0.5862,2018-07-05,37.028,stop_loss,A,9,-3.019,-3.604
2882,2018-09-21,38.1086,37.437,0.4477,2018-10-04,37.2441,stop_loss,A,13,-2.268,-2.853
2882,2019-06-28,30.9767,30.4904,0.3242,2019-07-08,31.3126,trailing_stop,B,10,1.084,0.499
2882,2019-07-12,31.0513,30.5238,0.3517,2019-07-31,30.4542,stop_loss,A,19,-1.923,-2.508
2882,2019-09-23,30.7155,30.3116,0.2692,2019-09-25,30.9394,trailing_stop,B,2,0.729,0.144
2882,2019-09-26,30.7528,30.2969,0.3039,2019-10-03,30.081,stop_loss,A,7,-2.184,-2.769
2882,2019-10-22,31.1183,30.6587,0.3064,2019-10-30,30.6309,stop_loss,A,8,-1.566,-2.151
2882,2019-11-05,31.0808,30.6349,0.2973,2019-11-29,31.2683,trailing_stop,B,24,0.603,0.018
2882,2019-12-16,32.1681,31.7141,0.3026,2020-01-06,31.6807,stop_loss,A,21,-1.515,-2.1
