date,regime,val_ret_gross,val_ret_net,val_turnover,qm_ret_gross,qm_ret_net,qm_turnover,combined_gross,combined_net
2022-01-21,ranging,0.0,0.0,0.0,0.017643814074380027,0.015243814074380028,0.6,0.008821907037190014,0.007621907037190014
2022-02-25,neutral,0.0,0.0,0.0,-0.053896999058130335,-0.05689699905813034,0.75,-0.026948499529065167,-0.02844849952906517
2022-03-25,ranging,0.0,0.0,0.0,-0.013025656045772993,-0.016025656045772992,0.75,-0.0065128280228864965,-0.008012828022886496
2022-04-22,neutral,0.0,0.0,0.0,-0.011536715923869031,-0.016870049257202365,1.3333333333333333,-0.0057683579619345155,-0.008435024628601183
2022-05-20,volatile,-0.12457565255341632,-0.12857565255341633,1.0,-0.004642681734979466,-0.007309348401646133,0.6666666666666666,-0.0646091671441979,-0.06794250047753123
2022-06-17,neutral,0.0,-0.002,1.0,-0.11039011813672397,-0.11339011813672398,0.75,-0.05519505906836199,-0.05769505906836199
2022-07-15,volatile,0.06538324733508079,0.061383247335080784,1.0,0.007178905731370477,-0.0008210942686295228,2.0,0.03628107653322563,0.03028107653322563
2022-08-12,trending,0.0,-0.002,1.0,0.0740648082975135,0.0730648082975135,0.25,0.03703240414875675,0.03553240414875675
2022-09-08,neutral,0.0,0.0,0.0,-0.0348978122858119,-0.038897812285811906,1.0,-0.01744890614290595,-0.019448906142905953
2022-10-07,volatile,0.010395269481230734,0.006395269481230734,1.0,-0.03396713746799432,-0.03696713746799432,0.75,-0.011785933993381792,-0.015285933993381793
2022-11-04,volatile,0.13204516295920343,0.13124516295920344,0.2,0.2534688864428307,0.24946888644283072,1.0,0.19275702470101708,0.19035702470101706
2022-12-02,volatile,-0.017443604649945092,-0.019243604649945092,0.45,-0.04249291784702547,-0.054492917847025465,3.0,-0.02996826124848528,-0.03686826124848528
2022-12-30,neutral,0.0,-0.002,1.0,0.03623990072153589,0.03543990072153589,0.2,0.018119950360767946,0.016719950360767944
2023-02-03,volatile,0.06943865479321776,0.06543865479321775,1.0,0.02616110288262652,0.01816110288262652,2.0,0.04779987883792214,0.04179987883792213
2023-03-03,ranging,0.0,-0.002,1.0,0.06125961736601959,0.06025961736601959,0.25,0.030629808683009796,0.029129808683009795
2023-03-31,ranging,0.0,0.0,0.0,0.034096395236562604,0.028096395236562606,1.5,0.017048197618281302,0.014048197618281303
2023-04-28,ranging,0.0,0.0,0.0,0.07867563505171532,0.07823119060727088,0.1111111111111111,0.03933781752585766,0.03911559530363544
2023-05-26,trending,0.0,0.0,0.0,0.05452792405192364,0.05186125738525697,0.6666666666666666,0.02726396202596182,0.025930628692628487
2023-06-21,trending,0.0,0.0,0.0,-0.08698503518386363,-0.09098503518386364,1.0,-0.04349251759193182,-0.04549251759193182
2023-07-21,ranging,0.0,0.0,0.0,-0.03911999570540958,-0.04711999570540958,2.0,-0.01955999785270479,-0.02355999785270479
2023-08-18,neutral,0.0,0.0,0.0,0.01747101801345896,0.013471018013458961,1.0,0.00873550900672948,0.0067355090067294805
2023-09-15,neutral,0.0,0.0,0.0,-0.03941779103644305,-0.04141779103644305,0.5,-0.019708895518221525,-0.020708895518221526
2023-10-13,ranging,0.0,0.0,0.0,-0.014466728696754694,-0.022466728696754694,2.0,-0.007233364348377347,-0.011233364348377347
2023-11-10,ranging,0.0,0.0,0.0,0.04448558910413847,0.042485589104138466,0.5,0.022242794552069234,0.021242794552069233
2023-12-08,neutral,0.0,0.0,0.0,-0.0015481952569879054,-0.0045481952569879055,0.75,-0.0007740976284939527,-0.0022740976284939527
2024-01-05,ranging,0.0,0.0,0.0,0.14967386545975817,0.14878497657086928,0.2222222222222222,0.07483693272987908,0.07439248828543464
2024-02-02,neutral,0.0,0.0,0.0,-0.0036042940728455266,-0.009204294072845527,1.4,-0.0018021470364227633,-0.004602147036422763
2024-03-01,trending,0.0,0.0,0.0,-0.09764920582415419,-0.10298253915748752,1.3333333333333333,-0.048824602912077096,-0.05149126957874376
2024-03-29,trending,0.0,0.0,0.0,-0.023622047244094446,-0.03562204724409444,3.0,-0.011811023622047223,-0.01781102362204722
2024-04-26,ranging,0.0,0.0,0.0,0.029475717711576643,0.029475717711576643,0.0,0.014737858855788322,0.014737858855788322
2024-05-24,volatile,0.018816214144585692,0.014816214144585692,1.0,0.046044922701367175,0.04471158936803384,0.3333333333333333,0.03243056842297643,0.029763901756309767
2024-06-21,volatile,0.015337627378962305,0.01472224276357769,0.15384615384615385,0.001455533767656858,-0.00014446623234314212,0.4,0.008396580573309581,0.007288888265617274
2024-07-19,ranging,0.0,-0.002,1.0,-0.04277839865324351,-0.046111731986576844,0.8333333333333334,-0.021389199326621755,-0.024055865993288423
2024-08-16,volatile,-0.018908886998411572,-0.022908886998411572,1.0,-0.03116173485826057,-0.04316173485826057,3.0,-0.025035310928336073,-0.03303531092833607
2024-09-13,neutral,0.0,-0.002,1.0,0.08606061121909975,0.08606061121909975,0.0,0.043030305609549874,0.04203030560954987
2024-10-11,volatile,0.04329940898592961,0.03929940898592961,1.0,-0.0029274515997744035,-0.010927451599774403,2.0,0.020185978693077606,0.014185978693077604
2024-11-08,neutral,0.0,-0.002,1.0,-0.014610159517191282,-0.018610159517191284,1.0,-0.007305079758595641,-0.010305079758595643
2024-12-06,ranging,0.0,0.0,0.0,0.019669014084506997,0.013669014084506997,1.5,0.009834507042253499,0.0068345070422534985
2025-01-03,ranging,0.0,0.0,0.0,0.10895603851695228,0.10838460994552371,0.14285714285714285,0.05447801925847614,0.054192304972761854
2025-02-07,ranging,0.0,0.0,0.0,-0.12049068668289084,-0.12649068668289085,1.5,-0.06024534334144542,-0.06324534334144542
2025-03-07,neutral,0.0,0.0,0.0,-0.16443898999574288,-0.1684389899957429,1.0,-0.08221949499787144,-0.08421949499787144
2025-04-02,volatile,-0.05229382134815394,-0.056293821348153944,1.0,0.0008135839347124696,-0.0007864160652875304,0.4,-0.025740118706720737,-0.028540118706720737
2025-05-02,volatile,0.014450790146362223,0.014165075860647938,0.07142857142857142,0.023346303501945442,0.007346303501945442,4.0,0.01889854682415383,0.01075568968129669
2025-05-29,trending,0.0,-0.002,1.0,-0.0004983212091627554,-0.0004983212091627554,0.0,-0.0002491606045813777,-0.0012491606045813776
2025-06-27,trending,0.0,0.0,0.0,-0.07273114816218268,-0.08073114816218269,2.0,-0.03636557408109134,-0.04036557408109134
2025-07-25,neutral,0.0,0.0,0.0,0.12788655640472424,0.12588655640472424,0.5,0.06394327820236212,0.06294327820236212
2025-08-22,ranging,0.0,0.0,0.0,0.24044907653995598,0.2377824098732893,0.6666666666666666,0.12022453826997799,0.11889120493664465
2025-09-19,volatile,-0.013142293051987244,-0.017142293051987244,1.0,0.08940519142490884,0.08540519142490884,1.0,0.038131449186460796,0.0341314491864608
2025-10-17,volatile,-0.06720707089789052,-0.06757070726152688,0.09090909090909091,-0.03486529318541998,-0.04686529318541997,3.0,-0.05103618204165525,-0.057218000223473425
2025-11-14,ranging,0.0,-0.002,1.0,0.1144014561787184,0.1144014561787184,0.0,0.0572007280893592,0.0562007280893592
2025-12-12,neutral,0.0,0.0,0.0,0.12976603912858894,0.12576603912858894,1.0,0.06488301956429447,0.06288301956429447
