date,ret,n_stocks,regime,source,in_market,mean_pe,mean_pb,mean_fscore,cum_ret,year
2020-01-03,0.003000323731664445,0,neutral,dual_qmonly,True,,,,1.0030003237316645,2020
2020-01-31,-0.013632035447863206,0,neutral,dual_qmonly,True,,,,0.9893273877643362,2020
2020-02-27,-0.08600590174838668,0,ranging,dual_qmonly,True,,,,0.9042393936552886,2020
2020-03-27,0.19037910874448627,0,volatile,dual_both,True,,,,1.0763876835110373,2020
2020-04-24,0.11214346139210099,0,volatile,dual_both,True,,,,1.1970975241397905,2020
2020-05-22,0.06639868342979958,0,neutral,dual_qmonly,True,,,,1.2765832236797454,2020
2020-06-19,0.06774341428397099,0,volatile,dual_both,True,,,,1.3630633298694497,2020
2020-07-17,0.036037604363168274,0,trending,dual_qmonly,True,,,,1.4121848668732275,2020
2020-08-14,-0.07332402390898857,0,trending,dual_qmonly,True,,,,1.3086377899307033,2020
2020-09-11,0.008008813975218299,0,ranging,dual_qmonly,True,,,,1.3191184265511993,2020
2020-10-08,-0.01699141025344314,0,ranging,dual_qmonly,True,,,,1.2967047441927915,2020
2020-11-06,0.08295607925523986,0,ranging,dual_qmonly,True,,,,1.4042742857226944,2020
2020-12-04,-4.962415235932596e-05,0,volatile,dual_both,True,,,,1.4042045998015855,2020
2020-12-31,0.06771590355550743,0,trending,dual_qmonly,True,,,,1.4992915830539497,2020
2021-01-29,0.09518014360060997,0,volatile,dual_both,True,,,,1.6419943712282103,2021
2021-03-05,0.14003807182628109,0,volatile,dual_both,True,,,,1.8719360969246157,2021
2021-04-01,0.0031417629596091436,0,neutral,dual_qmonly,True,,,,1.8778172764166887,2021
2021-04-29,-0.008807150843666603,0,trending,dual_qmonly,True,,,,1.8612790564064439,2021
2021-05-28,0.057883063058200714,0,volatile,dual_both,True,,,,1.9690155893973265,2021
2021-06-25,-0.000997173785913265,0,trending,dual_qmonly,True,,,,1.967052138667525,2021
2021-07-23,-0.030492140876514816,0,ranging,dual_qmonly,True,,,,1.907072507743825,2021
2021-08-20,0.0521131604996776,0,neutral,dual_qmonly,True,,,,2.0064560834244016,2021
2021-09-17,-0.026133890079509923,0,trending,dual_qmonly,True,,,,1.9540195806908243,2021
2021-10-15,0.07953378215134145,0,neutral,dual_qmonly,True,,,,2.109430148340944,2021
2021-11-12,0.027460306143384045,0,neutral,dual_qmonly,True,,,,2.1673557460024706,2021
2021-12-10,-0.01059701496382845,0,ranging,dual_qmonly,True,,,,2.144388244730143,2021
2022-01-07,0.001937240299086429,0,ranging,dual_qmonly,True,,,,2.1485424400547215,2022
2022-02-11,0.012239061909664721,0,ranging,dual_qmonly,True,,,,2.174838583994093,2022
2022-03-11,-0.030053272421017484,0,volatile,dual_both,True,,,,2.1094775675575783,2022
2022-04-08,-0.04329004329004327,0,ranging,dual_qmonly,True,,,,2.0181581923386354,2022
2022-05-06,-0.03067554723192545,0,neutral,dual_qmonly,True,,,,1.9562500853880542,2022
2022-06-02,-0.11469212747141226,0,ranging,dual_qmonly,True,,,,1.7318836012287664,2022
2022-07-01,0.031079895115188362,0,volatile,dual_both,True,,,,1.785710361906671,2022
2022-07-29,-0.03193149002071294,0,neutral,dual_qmonly,True,,,,1.7286899693055644,2022
2022-08-26,-0.03175045337149421,0,ranging,dual_qmonly,True,,,,1.6738032790413584,2022
2022-09-23,-0.03151250125776326,0,neutral,dual_qmonly,True,,,,1.6210575511053193,2022
2022-10-21,0.10866915263910455,0,volatile,dual_both,True,,,,1.7972165015631565,2022
2022-11-18,0.03943874738282161,0,volatile,dual_both,True,,,,1.8680964691605444,2022
2022-12-16,-0.025628760935788364,0,ranging,dual_qmonly,True,,,,1.8202194713474384,2022
2023-01-13,0.07518261455814512,0,ranging,dual_qmonly,True,,,,1.9570683302729837,2023
2023-02-17,0.035058421085066405,0,neutral,dual_qmonly,True,,,,2.0256800558879418,2023
2023-03-17,0.0237775138696243,0,ranging,dual_qmonly,True,,,,2.0738456915122385,2023
2023-04-14,-0.01242663983958714,0,neutral,dual_qmonly,True,,,,2.0480747580209364,2023
2023-05-12,0.06514792738491736,0,ranging,dual_qmonly,True,,,,2.1815025836353668,2023
2023-06-09,-0.010570127210762507,0,volatile,dual_both,True,,,,2.1584438238157335,2023
2023-07-07,-0.0027660987645101165,0,ranging,dual_qmonly,True,,,,2.1524733550214123,2023
2023-08-04,0.03257748757500987,0,ranging,dual_qmonly,True,,,,2.222595529000162,2023
2023-09-01,0.005806766198358071,0,ranging,dual_qmonly,True,,,,2.235501621590582,2023
2023-09-28,-0.014223779611209,0,ranging,dual_qmonly,True,,,,2.203704339204577,2023
2023-10-27,0.08356963036421414,0,ranging,dual_qmonly,True,,,,2.387867096263918,2023
2023-11-24,0.07742770317807615,0,volatile,dual_both,True,,,,2.5727541610221354,2023
2023-12-22,-0.01865294310018381,0,ranging,dual_qmonly,True,,,,2.5247647240458284,2023
2024-01-19,0.041451943945700495,0,ranging,dual_qmonly,True,,,,2.629421129863058,2024
2024-02-16,0.03511496507572291,0,volatile,dual_both,True,,,,2.7217531610075674,2024
2024-03-15,-0.02924533766482575,0,trending,dual_qmonly,True,,,,2.6421545707735943,2024
2024-04-12,-0.035226774517216675,0,neutral,dual_qmonly,True,,,,2.5490799874693195,2024
2024-05-10,0.015341732616876482,0,ranging,dual_qmonly,True,,,,2.588187291056105,2024
2024-06-07,0.042047229081118374,0,trending,dual_qmonly,True,,,,2.6970133949879807,2024
2024-07-05,-0.0927465068119338,0,trending,dual_qmonly,True,,,,2.4468748237778515,2024
2024-08-02,0.06940736613572906,0,volatile,dual_both,True,,,,2.616705960560098,2024
2024-08-30,-0.03959934400207582,0,volatile,dual_both,True,,,,2.5130861210755966,2024
2024-09-27,-0.05245570934834758,0,volatile,dual_both,True,,,,2.381260405941089,2024
2024-10-25,-0.030395239957418163,0,neutral,dual_qmonly,True,,,,2.3088814245014104,2024
2024-11-22,-0.0086576318781931,0,ranging,dual_qmonly,True,,,,2.288891979077679,2024
2024-12-20,0.0633370115436405,0,ranging,dual_qmonly,True,,,,2.433863556778668,2024
2025-01-17,0.03765503860272651,0,ranging,dual_qmonly,True,,,,2.525510782962938,2025
2025-02-21,-0.034929787323830196,0,trending,dual_qmonly,True,,,,2.4372952284300027,2025
2025-03-21,-0.09140520443609938,0,neutral,dual_qmonly,True,,,,2.214513759804229,2025
2025-04-18,0.02826137726502815,0,volatile,dual_both,True,,,,2.2770989686286525,2025
2025-05-16,-0.04368442801865371,0,volatile,dual_both,True,,,,2.1776252026422434,2025
2025-06-13,-0.016666666666666663,0,ranging,dual_qmonly,True,,,,2.141331449264873,2025
2025-07-11,,0,neutral,dual_qmonly,True,,,,,2025
2025-08-08,0.12765957446808507,0,trending,dual_qmonly,True,,,,2.4146929108731547,2025
