combo,description,horizon,universe,mean,std,ir,p,ci_low,ci_high,win_rate,n
combo_rvol_only,只用 RVOL（baseline）,5,momentum,-0.007931133610132516,0.1117646769926758,-0.07096279274937878,3.885630051714273e-06,-0.013705762918016808,-0.002241548977562408,45.936395759717314,4245
combo_squeeze_rvol,Squeeze + RVOL,5,momentum,-0.00901545867198099,0.10558615512236724,-0.08538485620139005,2.7298089566585304e-08,-0.014525026094591874,-0.003303952710906734,46.76698800846461,4253
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,5,momentum,-0.02715776579508189,0.14591254896672118,-0.186123578728488,0.0,-0.03647529690260463,-0.018826949580293774,42.91088643310604,4253
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),10,all,0.03417905745323591,0.14838107309172874,0.23034647708812916,0.0,0.02236614781486287,0.04508458757108527,60.156406657309006,4987
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),10,all,0.02998084258859876,0.10941651105330326,0.2740065671989241,0.0,0.02241823359058482,0.03734605253257644,61.80652914079712,4993
combo_all_equal,全 15 指標等權（方向 flipped）,10,all,0.025765623538298286,0.11492541214771965,0.22419431052533778,0.0,0.017993800402550077,0.0348190482894881,59.240759240759246,5005
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,10,all,0.0227619417840822,0.11686940330895862,0.19476390859897016,0.0,0.014684258861283946,0.031044858904389256,59.01343493082013,4987
combo_rvol_meanrev,RVOL + 均值回歸 composite,10,all,0.02260344430261711,0.08709955777828951,0.2595127332351538,0.0,0.01736211368790343,0.02788633891596897,62.181672348105074,4987
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),10,all,0.01904669013062192,0.10360665151285468,0.18383655733009344,0.0,0.01268567240266407,0.025505140943657426,58.6123922197714,4987
combo_momflip_volpos,動能 flip + 量能正向,10,all,0.01704015921207562,0.07803401992166799,0.21836833767093958,0.0,0.012097060957436888,0.0213265713842226,60.497292961700424,4987
combo_rvol_only,只用 RVOL（baseline）,10,all,0.010600176497502892,0.08004483000462283,0.1324279968723864,0.0,0.005596309507524378,0.014733700820753771,55.87052673904302,4974
combo_squeeze_rvol,Squeeze + RVOL,10,all,0.009974106580706613,0.07589631527926277,0.131417533828969,0.0,0.005357161648413068,0.014512968770617803,55.764988971325444,4987
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,10,all,-0.015552914857337494,0.12032260421022058,-0.1292601249733953,0.0,-0.024095723960025905,-0.007482436621419608,45.11730499298176,4987
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),10,momentum,0.02786508020589172,0.1763671899153595,0.157994694020268,0.0,0.013341268548938641,0.04321882013431266,55.626177024482104,4248
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),10,momentum,0.01523551554672293,0.13076374758510464,0.11651176895803815,3.7969627442180354e-14,0.005292491344454679,0.026254991696502555,54.30790960451978,4248
combo_all_equal,全 15 指標等權（方向 flipped）,10,momentum,0.013282401880053125,0.135614714504533,0.09794218812154896,1.9158497011062536e-10,0.002553071786016056,0.025589194248511977,53.38983050847458,4248
combo_rvol_meanrev,RVOL + 均值回歸 composite,10,momentum,0.012400507038943792,0.10415548544887275,0.11905764718489918,1.0658141036401503e-14,0.006536151062583269,0.020000358964671984,54.143126177024484,4248
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,10,momentum,0.012353676244142624,0.1342484046819561,0.09202102828267755,2.1688029150368493e-09,0.0023344530788937073,0.024093548249287323,53.2015065913371,4248
combo_rvol_only,只用 RVOL（baseline）,10,momentum,0.008435215011124389,0.10725768516302503,0.0786443880296632,3.17491415824378e-07,0.0016485450113063447,0.014836132975496196,52.31132075471698,4240
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),10,momentum,0.006370159078782913,0.11812500366456283,0.05392727095164478,0.00044467776297163475,-0.0014846690828810671,0.016090282304727543,50.7532956685499,4248
combo_squeeze_rvol,Squeeze + RVOL,10,momentum,0.005291338613470306,0.10121269572649055,0.05227939613197553,0.000661950945191947,-0.0013719644897373438,0.011887034792239005,52.00094161958568,4248
combo_momflip_volpos,動能 flip + 量能正向,10,momentum,-0.0009666405769583731,0.09373659872800351,-0.010312306933210627,0.5015426191321155,-0.006731777184694647,0.005270241291910744,48.44632768361582,4248
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,10,momentum,-0.0063201935587376586,0.1388654110938709,-0.04551308716081432,0.0030299522352532637,-0.018286441532994874,0.004251318553055605,48.89359698681733,4248
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),20,all,0.0368190260808472,0.14769179529521645,0.2492963539866979,0.0,0.022354909698730382,0.05109498488197675,61.26180429977899,4977
