ticker,entry_date,entry_price,initial_sl,atr_at_entry,exit_date,exit_price,exit_reason,phase_at_exit,holding_days,gross_return_pct,net_return_pct
1303,2014-04-23,38.4022,37.6883,0.476,2014-07-07,42.5522,trailing_stop,B,75,10.807,10.222
1303,2014-07-10,42.6266,41.6531,0.6489,2014-07-24,43.287,trailing_stop,B,14,1.549,0.964
1303,2014-07-29,43.2269,42.3392,0.5918,2014-07-31,42.0862,stop_loss,A,2,-2.639,-3.224
1303,2014-08-26,43.2269,42.2685,0.639,2014-09-10,41.3658,stop_loss,A,15,-4.306,-4.891
1303,2014-12-30,38.7842,37.5105,0.8491,2015-01-06,37.1031,stop_loss,A,7,-4.334,-4.919
1303,2015-02-09,41.0056,39.8348,0.7805,2015-02-12,39.7448,stop_loss,A,3,-3.075,-3.66
1303,2015-10-29,40.2683,38.9366,0.8877,2015-11-06,39.8333,trailing_stop,B,8,-1.08,-1.665
1303,2016-02-01,36.664,35.6653,0.6658,2016-03-11,40.8897,trailing_stop,B,39,11.525,10.94
1303,2016-07-29,39.5513,38.6782,0.5821,2016-08-02,40.4026,trailing_stop,B,4,2.152,1.567
1303,2016-10-13,41.3193,40.5967,0.4818,2016-10-31,43.0219,trailing_stop,B,18,4.12,3.535
1303,2016-12-15,45.7721,44.404,0.9121,2016-12-19,47.4747,trailing_stop,B,4,3.72,3.135
1303,2016-12-21,47.6056,46.2586,0.898,2016-12-23,46.0995,stop_loss,A,2,-3.164,-3.749
1303,2017-02-07,49.1772,47.9985,0.7858,2017-02-20,49.3082,trailing_stop,B,13,0.266,-0.319
1303,2017-02-21,48.9153,47.5822,0.8887,2017-03-01,47.4747,stop_loss,A,8,-2.945,-3.53
1303,2017-05-31,46.8853,46.1907,0.4631,2017-06-22,47.4747,trailing_stop,B,22,1.257,0.672
1303,2017-07-10,48.8498,48.0079,0.5613,2017-08-02,52.4048,trailing_stop,B,23,7.277,6.692
1303,2017-12-25,53.1693,52.4544,0.4766,2018-01-17,56.6444,trailing_stop,B,23,6.536,5.951
1303,2018-03-14,55.9494,54.7505,0.7993,2018-03-29,56.8529,trailing_stop,B,15,1.615,1.03
1303,2018-03-30,57.0614,55.8104,0.834,2018-04-10,58.243,trailing_stop,B,11,2.071,1.486
1303,2018-04-11,58.3125,57.0242,0.8588,2018-04-23,56.9919,stop_loss,A,12,-2.265,-2.85
1303,2018-05-29,59.772,58.6327,0.7596,2018-05-31,58.1735,stop_loss,A,2,-2.674,-3.259
1303,2018-07-17,62.0692,60.5812,0.992,2018-07-23,61.774,trailing_stop,B,6,-0.476,-1.061
1303,2018-07-24,62.2906,60.9057,0.9233,2018-08-16,60.5931,stop_loss,A,23,-2.725,-3.31
1303,2018-09-25,62.3644,61.1783,0.7908,2018-10-05,60.5931,stop_loss,A,10,-2.84,-3.425
1303,2019-04-01,57.641,56.8423,0.5324,2019-04-11,56.8291,stop_loss,A,10,-1.408,-1.993
1303,2019-04-12,56.4601,55.5903,0.5799,2019-04-18,57.0505,trailing_stop,B,6,1.046,0.461
1303,2019-06-06,57.9362,57.0901,0.5641,2019-06-28,58.01,trailing_stop,B,22,0.127,-0.458
1303,2019-09-20,55.7388,54.6322,0.7377,2019-10-03,54.3985,stop_loss,A,13,-2.405,-2.99
1303,2019-10-28,56.2906,55.4375,0.5688,2019-11-11,56.7637,trailing_stop,B,14,0.84,0.255
1303,2020-01-06,57.5521,56.9861,0.3773,2020-01-08,56.4483,stop_loss,A,2,-1.918,-2.503
1303,2020-04-29,49.274,47.2468,1.3515,2020-05-25,48.9587,trailing_stop,B,26,-0.64,-1.225
1303,2020-07-17,52.4957,51.4093,0.7243,2020-07-27,50.9469,stop_loss,A,10,-2.95,-3.535
1303,2020-11-05,50.1318,48.7606,0.9141,2020-11-30,52.3327,trailing_stop,B,25,4.39,3.805
1303,2020-12-18,55.0227,53.4768,1.0306,2021-01-06,57.6311,trailing_stop,B,19,4.741,4.156
1303,2021-01-07,58.2833,56.554,1.1529,2021-01-18,58.2833,trailing_stop,B,11,0.0,-0.585
1303,2021-02-23,60.1581,57.9659,1.4614,2021-03-18,62.4405,trailing_stop,B,23,3.794,3.209
1303,2021-03-24,62.1145,59.9485,1.444,2021-04-23,73.3635,trailing_stop,B,30,18.11,17.525
1303,2021-07-06,70.0214,68.0563,1.3101,2021-07-20,70.1029,trailing_stop,B,14,0.116,-0.469
1303,2021-07-21,69.7769,67.5585,1.4789,2021-07-23,71.7332,trailing_stop,B,2,2.804,2.219
1303,2021-08-31,75.1343,72.8252,1.5393,2021-09-30,76.7275,trailing_stop,B,30,2.121,1.536
1303,2022-01-03,72.367,71.1182,0.8326,2022-01-14,73.541,trailing_stop,B,11,1.622,1.037
1303,2022-01-17,73.3733,72.2952,0.7188,2022-01-25,71.6962,stop_loss,A,8,-2.286,-2.871
1303,2022-04-07,78.0692,76.6317,0.9583,2022-04-12,76.5598,stop_loss,A,5,-1.933,-2.518
1303,2023-02-02,69.5289,67.8052,1.1491,2023-04-14,72.0253,trailing_stop,B,71,3.59,3.005
1303,2023-04-17,71.8404,70.7606,0.7199,2023-05-12,71.4706,trailing_stop,B,25,-0.515,-1.1
1303,2023-05-25,73.5971,72.1508,0.9642,2023-05-31,71.8404,stop_loss,A,6,-2.387,-2.972
1303,2023-11-24,65.6446,63.9946,1.1,2023-12-21,63.5271,stop_loss,A,27,-3.226,-3.811
1303,2025-02-21,33.1525,31.5884,1.0428,2025-03-04,31.1995,stop_loss,A,11,-5.891,-6.476
