stop_mult,be_mult,stop_ceil,ma20_mult,train_sharpe,train_mean,train_rank,test_sharpe,test_mean,test_rank,train_start,test_start,note
3.0,3.0,0.14,1.2,0.24950586680441386,0.011000113678106493,241.0,0.24997221258950783,0.014287230769368236,241.0,2016-12-30,2017-03-24,baseline
4.0,1.5,0.14,1.0,0.16853529519691426,0.007942618043097087,1.0,0.39927493864304514,0.03016809315217457,81.0,2017-01-24,2017-04-21,train_top5
4.0,1.5,0.14,1.2,0.16853529519691426,0.007942618043097087,1.0,0.39927493864304514,0.03016809315217457,81.0,2017-01-24,2017-04-21,train_top5
4.0,1.5,0.14,1.5,0.16853529519691426,0.007942618043097087,1.0,0.39927493864304514,0.03016809315217457,81.0,2017-01-24,2017-04-21,train_top5
4.0,1.5,0.14,1.8,0.16853529519691426,0.007942618043097087,1.0,0.39927493864304514,0.03016809315217457,81.0,2017-01-24,2017-04-21,train_top5
4.0,2.0,0.14,1.0,0.16853529519691426,0.007942618043097087,1.0,0.39927493864304514,0.03016809315217457,81.0,2017-01-24,2017-04-21,train_top5
3.0,3.0,0.14,1.2,0.14488490437976229,0.0069278404079798055,221.0,0.3584159082059359,0.027936269618025332,401.0,2017-01-24,2017-04-21,baseline
4.0,1.5,0.14,1.0,0.25131750599687946,0.015830126088109117,1.0,0.5648656977904077,0.03984735560313997,281.0,2017-02-24,2017-05-19,train_top5
4.0,1.5,0.14,1.2,0.25131750599687946,0.015830126088109117,1.0,0.5648656977904077,0.03984735560313997,281.0,2017-02-24,2017-05-19,train_top5
4.0,1.5,0.14,1.5,0.25131750599687946,0.015830126088109117,1.0,0.5648656977904077,0.03984735560313997,281.0,2017-02-24,2017-05-19,train_top5
4.0,1.5,0.14,1.8,0.25131750599687946,0.015830126088109117,1.0,0.5648656977904077,0.03984735560313997,281.0,2017-02-24,2017-05-19,train_top5
4.0,2.0,0.14,1.0,0.25131750599687946,0.015830126088109117,1.0,0.5648656977904077,0.03984735560313997,281.0,2017-02-24,2017-05-19,train_top5
3.0,3.0,0.14,1.2,0.21951045970481714,0.01413593264836071,241.0,0.5654460592345263,0.03986516420489892,241.0,2017-02-24,2017-05-19,baseline
