ticker,entry_date,entry_price,initial_sl,atr_at_entry,exit_date,exit_price,exit_reason,phase_at_exit,holding_days,gross_return_pct,net_return_pct
2317,2014-05-26,56.2245,55.2216,0.6686,2014-06-13,56.65,trailing_stop,B,18,0.757,0.172
2317,2014-08-18,65.342,62.8347,1.6715,2014-09-22,69.5352,trailing_stop,B,35,6.417,5.832
2317,2014-11-10,68.013,66.2487,1.1762,2014-11-17,66.1449,stop_loss,A,7,-2.747,-3.332
2317,2015-03-31,63.3773,61.5537,1.2158,2015-04-08,64.8303,trailing_stop,B,8,2.293,1.708
2317,2015-05-21,67.1135,65.6013,1.0082,2015-06-04,65.3838,trailing_stop,B,14,-2.577,-3.162
2317,2015-06-25,68.4973,66.8442,1.1021,2015-07-06,66.6292,stop_loss,A,11,-2.727,-3.312
2317,2015-09-17,64.8339,63.0192,1.2098,2015-10-14,65.2889,trailing_stop,B,27,0.702,0.117
2317,2016-03-15,62.4074,60.4656,1.2945,2016-03-29,63.469,trailing_stop,B,14,1.701,1.116
2317,2016-06-14,60.5875,58.8976,1.1266,2016-08-03,66.3505,trailing_stop,B,50,9.512,8.927
2317,2016-09-02,67.4789,66.0737,0.9368,2016-09-13,67.5663,trailing_stop,B,11,0.13,-0.455
2317,2016-09-14,67.9159,66.3811,1.0232,2016-10-31,74.5589,trailing_stop,B,47,9.781,9.196
2317,2016-12-12,72.8981,71.3903,1.0052,2017-02-24,78.23,trailing_stop,B,74,7.314,6.729
2317,2017-03-01,77.793,76.2946,0.9989,2017-03-10,78.5797,trailing_stop,B,9,1.011,0.426
2317,2017-04-14,84.5234,82.3694,1.436,2017-05-18,89.156,trailing_stop,B,34,5.481,4.896
2317,2017-05-19,88.719,86.2653,1.6358,2017-05-24,90.9042,trailing_stop,B,5,2.463,1.878
2317,2017-05-25,91.7782,89.3433,1.6233,2017-06-12,89.156,stop_loss,A,18,-2.857,-3.442
2317,2017-06-22,98.3338,95.5243,1.873,2017-07-24,105.3954,trailing_stop,B,32,7.181,6.596
2317,2017-07-26,104.9412,102.6325,1.5391,2017-08-10,105.3954,trailing_stop,B,15,0.433,-0.152
2317,2017-09-04,105.8497,104.0001,1.2331,2017-09-18,103.5783,stop_loss,A,14,-2.146,-2.731
2317,2017-11-02,102.2154,99.295,1.947,2017-11-09,98.5811,stop_loss,A,7,-3.556,-4.141
2317,2018-03-21,83.9529,81.7431,1.4732,2018-04-02,80.046,stop_loss,A,12,-4.654,-5.239
2317,2018-05-14,80.8637,78.43,1.6225,2018-05-15,78.138,stop_loss,A,1,-3.371,-3.956
