train_start,train_end,test_start,test_end,version,test_ic_20d,test_ir_20d,test_n_weeks,test_top20_ret,best_weights
2024-01-26,2024-04-12,2024-04-19,2024-05-10,v1_current,-0.02889446734938829,-0.7975213658783747,4,0.051599895357164846,
2024-01-26,2024-04-12,2024-04-19,2024-05-10,v2_flat,-0.015805705044331916,-0.4246058744647929,4,0.051156242317771466,
2024-01-26,2024-04-12,2024-04-19,2024-05-10,v3_trained,-0.008839371782310187,-0.2139486753918509,4,0.055619641261203195,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
2024-02-23,2024-05-10,2024-05-17,2024-06-07,v1_current,0.053709944779176594,3.723239618866651,4,0.09069875590005824,
2024-02-23,2024-05-10,2024-05-17,2024-06-07,v2_flat,0.0518016451841084,3.3757786642914773,4,0.0909906127487416,
2024-02-23,2024-05-10,2024-05-17,2024-06-07,v3_trained,-0.0008551418906760193,-0.06828283284299613,4,0.07619624226050647,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
2024-03-22,2024-06-07,2024-06-14,2024-07-05,v1_current,-0.08383846134691003,-21.140157946539478,4,-0.04511290990349148,
2024-03-22,2024-06-07,2024-06-14,2024-07-05,v2_flat,-0.07631133660639455,-30.64841649938351,4,-0.04663672934044322,
2024-03-22,2024-06-07,2024-06-14,2024-07-05,v3_trained,-0.06682252070846982,-11.853551790595287,4,-0.05536344795453362,"{'trending': {'trend': 1.5, 'momentum': 1.0, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 1.3, 'volume': 1.0}, 'neutral': {'trend': 0.7, 'momentum': 0.7, 'volume': 1.0}}"
2024-04-19,2024-07-05,2024-07-12,2024-08-02,v1_current,0.12229973786595572,6.075238207230045,4,0.03978507676125263,
2024-04-19,2024-07-05,2024-07-12,2024-08-02,v2_flat,0.1260473002679765,6.140072916092206,4,0.03978507676125263,
2024-04-19,2024-07-05,2024-07-12,2024-08-02,v3_trained,0.10764762585734564,5.654354391716026,4,0.033809153610504045,"{'trending': {'trend': 1.5, 'momentum': 1.0, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 0.5, 'momentum': 1.5, 'volume': 1.0}}"
2024-05-17,2024-08-02,2024-08-09,2024-08-30,v1_current,0.18869992037782599,14.283840361975784,4,0.024533494694949164,
2024-05-17,2024-08-02,2024-08-09,2024-08-30,v2_flat,0.19338729521321868,15.040578442652132,4,0.024533494694949164,
2024-05-17,2024-08-02,2024-08-09,2024-08-30,v3_trained,0.19001091309198798,10.899433774788658,4,0.025065143690279977,"{'trending': {'trend': 1.5, 'momentum': 1.0, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 1.5, 'volume': 1.0}}"
2024-06-14,2024-08-30,2024-09-06,2024-09-27,v1_current,0.2628783933786295,20.319403353064473,4,0.05972027796110661,
2024-06-14,2024-08-30,2024-09-06,2024-09-27,v2_flat,0.24142335092308065,19.029188783721693,4,0.06043740547241995,
2024-06-14,2024-08-30,2024-09-06,2024-09-27,v3_trained,0.2311818334903748,21.607863790051926,4,0.05867785127894301,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 1.5, 'volume': 1.0}}"
2024-07-12,2024-09-27,2024-10-04,2024-10-25,v1_current,-0.005922714585813119,-0.28876040200375863,4,0.01722675270213472,
2024-07-12,2024-09-27,2024-10-04,2024-10-25,v2_flat,0.0008231832777911823,0.0414959451212927,4,0.01722675270213472,
2024-07-12,2024-09-27,2024-10-04,2024-10-25,v3_trained,-0.014402111266231898,-0.7361174856256231,4,0.012567923928792439,"{'trending': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 1.5, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 1.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 1.5, 'volume': 1.0}}"
2024-08-09,2024-10-25,2024-11-01,2024-11-22,v1_current,0.053039929986486704,2.4911807820786653,4,0.012039079986895336,
2024-08-09,2024-10-25,2024-11-01,2024-11-22,v2_flat,0.044186639203749004,1.959027268738173,4,0.012764081651404222,
2024-08-09,2024-10-25,2024-11-01,2024-11-22,v3_trained,0.050469263325074565,2.820222044158715,4,0.007241257652733765,"{'trending': {'trend': 0.5, 'momentum': 1.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 1.5, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 1.3, 'volume': 1.0}, 'neutral': {'trend': 0.5, 'momentum': 0.7, 'volume': 1.0}}"
2024-09-06,2024-11-22,2024-11-29,2024-12-20,v1_current,0.09686889815838824,6.573208532975606,4,-0.0054976773384775215,
2024-09-06,2024-11-22,2024-11-29,2024-12-20,v2_flat,0.1037838977806613,6.107993105644258,4,-0.004008303349103532,
2024-09-06,2024-11-22,2024-11-29,2024-12-20,v3_trained,0.09532979263229777,7.099941658824543,4,-0.00437512650212789,"{'trending': {'trend': 0.5, 'momentum': 1.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 0.5, 'momentum': 0.7, 'volume': 1.0}, 'neutral': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}}"
2024-10-04,2024-12-20,2024-12-27,2025-01-17,v1_current,-0.08549974897732633,-3.982579160827086,4,0.01637305754158364,
2024-10-04,2024-12-20,2024-12-27,2025-01-17,v2_flat,-0.07848970341350718,-3.634969242071756,4,0.016256858965634273,
2024-10-04,2024-12-20,2024-12-27,2025-01-17,v3_trained,-0.10533174312233426,-5.928447932534806,4,0.016870055685473357,"{'trending': {'trend': 0.5, 'momentum': 1.5, 'volume': 1.0}, 'ranging': {'trend': 1.3, 'momentum': 1.5, 'volume': 1.0}, 'volatile': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'neutral': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}}"
2024-11-01,2025-01-17,2025-01-22,2025-02-21,v1_current,-0.10719298216195762,-9.174575192569915,4,-0.08565061215914649,
2024-11-01,2025-01-17,2025-01-22,2025-02-21,v2_flat,-0.11905019907864714,-9.709204100090298,4,-0.08247081682447907,
2024-11-01,2025-01-17,2025-01-22,2025-02-21,v3_trained,-0.12066537370287461,-6.2811196786953705,4,-0.07689161078600647,"{'trending': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.3, 'momentum': 1.5, 'volume': 1.0}, 'volatile': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'neutral': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}}"
2024-11-29,2025-02-21,2025-02-27,2025-03-21,v1_current,-0.06360537789953317,-2.681969516533077,4,-0.16988044879486716,
2024-11-29,2025-02-21,2025-02-27,2025-03-21,v2_flat,-0.0606453844491799,-2.52225410721793,4,-0.1672901663386909,
2024-11-29,2025-02-21,2025-02-27,2025-03-21,v3_trained,-0.028974318526125337,-1.1376585123732814,4,-0.16290666141946403,"{'trending': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'neutral': {'trend': 1.0, 'momentum': 1.3, 'volume': 1.0}}"
2024-12-27,2025-03-21,2025-03-28,2025-04-18,v1_current,-0.01598149553844308,-0.4011984977167843,4,-0.12084039210147764,
2024-12-27,2025-03-21,2025-03-28,2025-04-18,v2_flat,-0.026706481510500327,-0.6972106289910144,4,-0.12084039210147764,
2024-12-27,2025-03-21,2025-03-28,2025-04-18,v3_trained,-0.016144962631076815,-0.3962240361679476,4,-0.11950341299725713,"{'trending': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.3, 'momentum': 0.7, 'volume': 1.0}, 'neutral': {'trend': 0.5, 'momentum': 1.3, 'volume': 1.0}}"
2025-01-22,2025-04-18,2025-04-25,2025-05-16,v1_current,-0.01625903257509791,-1.0058337056528788,4,0.07899918072347893,
2025-01-22,2025-04-18,2025-04-25,2025-05-16,v2_flat,-0.013801418006500775,-0.9180707364027343,4,0.07899918072347893,
2025-01-22,2025-04-18,2025-04-25,2025-05-16,v3_trained,-0.12311292999076687,-5.8121342525912265,4,0.07201991782699535,"{'trending': {'trend': 1.0, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.3, 'momentum': 0.7, 'volume': 1.0}, 'neutral': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}}"
2025-02-27,2025-05-16,2025-05-23,2025-06-13,v1_current,-0.16479050786914606,-7.858025873702166,4,0.02521010071640776,
2025-02-27,2025-05-16,2025-05-23,2025-06-13,v2_flat,-0.17036448713734625,-8.366568132191357,4,0.026221934321112035,
2025-02-27,2025-05-16,2025-05-23,2025-06-13,v3_trained,-0.1496609819997335,-8.220166636036277,4,0.030238018457308495,"{'trending': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'ranging': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}}"
2025-03-28,2025-06-13,2025-06-20,2025-07-11,v1_current,-0.033619720129900686,-1.728127274811826,4,0.10144909211028064,
2025-03-28,2025-06-13,2025-06-20,2025-07-11,v2_flat,-0.03556218026987166,-1.8452338415219898,4,0.09844691225603805,
2025-03-28,2025-06-13,2025-06-20,2025-07-11,v3_trained,0.0012965049766147374,0.06245273329799916,4,0.09261835262024783,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}}"
2025-04-25,2025-07-11,2025-07-18,2025-08-08,v1_current,0.14655650945405962,6.583088644552702,4,0.1592064497591587,
2025-04-25,2025-07-11,2025-07-18,2025-08-08,v2_flat,0.14489356834219236,6.366707892020021,4,0.16636690024195408,
2025-04-25,2025-07-11,2025-07-18,2025-08-08,v3_trained,0.15186509356889608,5.71168444498094,4,0.1662876588486044,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
2025-05-23,2025-08-08,2025-08-15,2025-09-05,v1_current,-0.046804732507012795,-3.822897329466593,4,0.06045490526915408,
2025-05-23,2025-08-08,2025-08-15,2025-09-05,v2_flat,-0.03853734487882426,-3.7171194869873534,4,0.060454905269154084,
2025-05-23,2025-08-08,2025-08-15,2025-09-05,v3_trained,-0.07779493583695304,-5.8305659612255205,4,0.04209554900717133,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
2025-06-20,2025-09-05,2025-09-12,2025-10-03,v1_current,0.03775154856901091,2.810027307351434,4,0.09490279586394174,
2025-06-20,2025-09-05,2025-09-12,2025-10-03,v2_flat,0.040400942595217794,3.934342572567372,4,0.08643141826384454,
2025-06-20,2025-09-05,2025-09-12,2025-10-03,v3_trained,0.14014409962881297,8.096571015890156,4,0.10210196540721067,"{'trending': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.0, 'momentum': 1.0, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.7, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
2025-07-18,2025-10-03,2025-10-09,2025-10-31,v1_current,-0.019467721997499673,-0.9249661991940136,4,0.0502491595888137,
2025-07-18,2025-10-03,2025-10-09,2025-10-31,v2_flat,-0.02324579036026811,-1.3295576342347508,4,0.04515398452028105,
2025-07-18,2025-10-03,2025-10-09,2025-10-31,v3_trained,0.055237067949259804,3.1981755424544085,4,0.05077273258002608,"{'trending': {'trend': 1.0, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.3, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.3, 'momentum': 1.0, 'volume': 1.0}, 'neutral': {'trend': 0.7, 'momentum': 0.5, 'volume': 1.0}}"
2025-08-15,2025-10-31,2025-11-07,2025-11-28,v1_current,0.11683687729470761,9.644201037354803,4,0.10175101320976743,
2025-08-15,2025-10-31,2025-11-07,2025-11-28,v2_flat,0.09131195556160834,8.406495395675664,4,0.10236474769309213,
2025-08-15,2025-10-31,2025-11-07,2025-11-28,v3_trained,0.07350065939858892,4.651055622361573,4,0.0943884475370666,"{'trending': {'trend': 1.3, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.5, 'momentum': 0.7, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
2025-09-12,2025-11-28,2025-12-05,2025-12-26,v1_current,0.0767552723173852,5.977394943077551,4,0.18848477437125333,
2025-09-12,2025-11-28,2025-12-05,2025-12-26,v2_flat,0.06597733345382224,4.524775733640237,4,0.182331871424996,
2025-09-12,2025-11-28,2025-12-05,2025-12-26,v3_trained,0.2013749327277921,34.158616927770375,4,0.21660761455677455,"{'trending': {'trend': 1.3, 'momentum': 0.5, 'volume': 1.0}, 'ranging': {'trend': 0.5, 'momentum': 0.5, 'volume': 1.0}, 'volatile': {'trend': 1.0, 'momentum': 0.5, 'volume': 1.0}, 'neutral': {'trend': 1.5, 'momentum': 0.5, 'volume': 1.0}}"
