tp1,tp2,tp3,tp_scale_floor,tp_scale_ceil,n,realized_mean,realized_std,realized_sharpe,win_rate,sl_trigger_rate,tp1_trigger_rate,tp2_trigger_rate,tp3_trigger_rate,avg_holding_ret_no_tp,rr_median
0.08,0.22,0.5,0.7,1.6,12797,0.02454645433626477,0.15230235852916715,0.16116923318402795,0.4723763382042666,0.46346800031257324,0.43814956630460267,0.17887004766742204,0.031257325935766196,-0.007466457273701634,1.2444815702232335
0.08,0.22,0.5,0.9,1.6,12797,0.024671552734177777,0.15244736427652686,0.16183653191553793,0.4718293350003907,0.46346800031257324,0.43377354067359536,0.17629131827772135,0.030866609361569118,-0.005732614794394631,1.2444815702232335
0.08,0.22,0.5,0.5,1.8,12797,0.025861193967981786,0.15570780958895283,0.16608796974443205,0.4721419082597484,0.46346800031257324,0.43252324763616473,0.16331952801437838,0.026881300304758927,-0.005540986038552737,1.2444815702232335
0.08,0.22,0.5,0.7,1.8,12797,0.02590191299893616,0.15574419890859334,0.16631061176241985,0.4715949050558725,0.46346800031257324,0.4286942252090334,0.1624599515511448,0.0267250136750801,-0.004321339746845338,1.2444815702232335
0.08,0.22,0.5,0.9,1.8,12797,0.02602701139684917,0.15588491531760956,0.16696298897055004,0.4710479018519966,0.46346800031257324,0.4243181995780261,0.1598812221614441,0.02633429710088302,-0.002856244845184642,1.2444815702232335
0.08,0.22,0.5,0.5,2.0,12797,0.026819723121988055,0.15818575395439274,0.16954575523735577,0.4713604751113542,0.46346800031257324,0.4271313589122451,0.1554270532155974,0.02461514417441588,-0.004434649521227956,1.2444815702232335
0.08,0.22,0.5,0.7,2.0,12797,0.026860442152942424,0.1582213266916094,0.16976499132317574,0.4708134719074783,0.46346800031257324,0.4233023364851137,0.15456747675236385,0.024458857544737048,-0.003310493970360255,1.2444815702232335
0.08,0.22,0.5,0.9,2.0,12797,0.026985540550855436,0.1583590847694845,0.17040727780245105,0.4702664687036024,0.46346800031257324,0.4189263108541064,0.15198874736266313,0.02406814097053997,-0.00195018239873129,1.2444815702232335
0.08,0.22,0.6,0.5,1.2,12797,0.020320612731002937,0.1432463229812514,0.14185783137807015,0.47643979057591623,0.46346800031257324,0.46659373290614986,0.23997811987184497,0.035477064937094634,-0.014401961765961964,1.2444815702232335
0.08,0.22,0.6,0.7,1.2,12797,0.020351939530798998,0.14328016528466436,0.1420429651959462,0.4758927873720403,0.46346800031257324,0.4627647104790185,0.23911854340861138,0.035242634992576384,-0.012159059548589861,1.2444815702232335
0.08,0.22,0.6,0.9,1.2,12797,0.02047614858176199,0.14344395572403135,0.14274668094872953,0.4753457841681644,0.46346800031257324,0.45838868484801126,0.2365398140189107,0.03477377510353989,-0.00961627096090741,1.2444815702232335
0.08,0.22,0.6,0.5,1.4,12797,0.023030524694704988,0.1491003461464282,0.15446325437827765,0.4741736344455732,0.46346800031257324,0.45284050949441274,0.2032507618973197,0.025005860748612958,-0.011125973283668161,1.2444815702232335
0.08,0.22,0.6,0.7,1.4,12797,0.02306185149450105,0.14913229077432344,0.15464022831513882,0.4736266312416973,0.46346800031257324,0.4490114870672814,0.2023911854340861,0.024771430804094708,-0.009378851625126314,1.2444815702232335
0.08,0.22,0.6,0.9,1.4,12797,0.02318606054546404,0.14928740613383326,0.15531156408919172,0.4730796280378214,0.46346800031257324,0.44463546143627414,0.1998124560443854,0.024302570915058216,-0.007349007285017051,1.2444815702232335
0.08,0.22,0.6,0.5,1.6,12797,0.02493660515395445,0.15354006333387354,0.1624110646595846,0.4729233414081425,0.46346800031257324,0.441978588731734,0.17972962413065563,0.019145112135656794,-0.008935432458064038,1.2444815702232335
0.08,0.22,0.6,0.7,1.6,12797,0.024967931953750508,0.15357069563032089,0.16258265843799993,0.4723763382042666,0.46346800031257324,0.43814956630460267,0.17887004766742204,0.018910682191138548,-0.007466457273701634,1.2444815702232335
0.08,0.22,0.6,0.9,1.6,12797,0.0250921410047135,0.15371979225220664,0.1632329880042061,0.4718293350003907,0.46346800031257324,0.43377354067359536,0.17629131827772135,0.018441822302102055,-0.005732614794394631,1.2444815702232335
0.08,0.22,0.6,0.5,1.8,12797,0.02608436214600547,0.15650472542222219,0.16666820810448027,0.4721419082597484,0.46346800031257324,0.43252324763616473,0.16331952801437838,0.015316089708525436,-0.005540986038552737,1.2444815702232335
