ticker,entry_date,entry_price,initial_sl,atr_at_entry,exit_date,exit_price,exit_reason,phase_at_exit,holding_days,gross_return_pct,net_return_pct
2603,2014-07-16,14.1808,13.9038,0.1847,2014-08-04,14.2642,trailing_stop,B,19,0.588,0.003
2603,2014-08-20,14.5145,14.0721,0.2949,2014-09-12,15.015,trailing_stop,B,23,3.448,2.863
2603,2014-11-06,15.5989,14.9465,0.435,2014-11-18,14.8899,stop_loss,A,12,-4.545,-5.13
2603,2014-12-17,15.9743,15.1163,0.572,2015-01-15,19.4778,trailing_stop,B,29,21.932,21.347
2603,2015-03-18,19.8115,19.016,0.5303,2015-03-23,18.8939,stop_loss,A,5,-4.632,-5.217
2603,2015-10-27,12.7161,12.3301,0.2574,2015-10-30,12.2922,stop_loss,A,3,-3.333,-3.918
2603,2016-03-11,10.9359,10.4772,0.3058,2016-03-15,10.3848,stop_loss,A,4,-5.039,-5.624
2603,2016-03-18,10.5968,10.07,0.3512,2016-04-06,9.7914,stop_loss,A,19,-7.6,-8.185
2603,2016-06-07,10.0457,9.7187,0.218,2016-06-24,9.961,trailing_stop,B,17,-0.844,-1.429
2603,2016-07-20,10.5968,10.2834,0.2089,2016-08-02,10.2577,stop_loss,A,13,-3.2,-3.785
2603,2016-09-12,11.1478,10.5302,0.4118,2016-09-30,10.3001,stop_loss,A,18,-7.605,-8.19
2603,2017-01-06,10.0881,9.802,0.1907,2017-02-08,11.0206,trailing_stop,B,33,9.244,8.659
2603,2017-03-17,12.4618,11.9668,0.33,2017-03-21,11.9108,stop_loss,A,4,-4.422,-5.007
2603,2017-06-15,12.5466,11.9743,0.3815,2017-07-21,13.8182,trailing_stop,B,36,10.135,9.55
2603,2018-01-04,15.5868,14.998,0.3926,2018-01-22,15.0286,trailing_stop,B,18,-3.581,-4.166
2603,2018-08-08,12.1517,11.7791,0.2484,2018-08-13,11.5506,stop_loss,A,5,-4.947,-5.532
2603,2018-08-31,11.9527,11.607,0.2304,2018-09-06,11.5405,stop_loss,A,6,-3.448,-4.033
2603,2018-10-02,11.8611,11.5225,0.2257,2018-10-05,11.4031,stop_loss,A,3,-3.861,-4.446
2603,2018-12-04,11.2547,10.8461,0.2723,2018-12-10,10.8412,stop_loss,A,6,-3.673,-4.258
2603,2018-12-13,11.4843,10.9872,0.3314,2018-12-25,10.8872,stop_loss,A,12,-5.2,-5.785
2603,2019-02-22,11.1628,10.9561,0.1378,2019-03-14,11.0709,trailing_stop,B,20,-0.823,-1.408
2603,2019-06-21,11.4384,11.212,0.1509,2019-07-12,12.1734,trailing_stop,B,21,6.426,5.841
2603,2019-07-31,13.23,12.7968,0.2887,2019-08-02,12.3112,stop_loss,A,2,-6.944,-7.529
2603,2019-10-25,12.1275,11.8469,0.187,2019-10-29,11.6681,stop_loss,A,4,-3.788,-4.373
2603,2020-01-02,11.7515,11.4987,0.1685,2020-01-30,10.9188,trailing_stop,B,28,-7.087,-7.672
2603,2020-04-29,9.9009,9.4597,0.2941,2020-06-11,10.1322,trailing_stop,B,43,2.336,1.751
2603,2020-07-07,10.4098,10.043,0.2445,2020-07-10,9.9472,stop_loss,A,3,-4.444,-5.029
2603,2020-10-08,15.4066,14.6134,0.5288,2020-10-29,17.5348,trailing_stop,B,21,13.814,13.229
2603,2020-11-19,20.3107,18.7691,1.0278,2020-12-01,22.4852,trailing_stop,B,12,10.706,10.121
2603,2021-01-07,35.5785,31.3402,2.8255,2021-01-12,35.671,trailing_stop,B,5,0.26,-0.325
2603,2021-02-05,31.1832,27.8124,2.2472,2021-03-02,33.7741,trailing_stop,B,25,8.309,7.724
2603,2021-03-03,35.2084,32.2391,1.9795,2021-04-23,64.6798,trailing_stop,B,51,83.706,83.121
2603,2021-11-17,110.3652,99.8745,6.9938,2021-12-14,125.4579,trailing_stop,B,27,13.675,13.09
2603,2021-12-15,130.1744,121.3816,5.8619,2022-01-12,121.2131,stop_loss,A,28,-6.884,-7.469
2603,2022-03-07,142.4372,131.9767,6.9736,2022-03-14,155.1716,trailing_stop,B,7,8.94,8.355
2603,2022-08-10,116.4836,110.51,3.9824,2022-08-16,109.8112,stop_loss,A,6,-5.728,-6.313
2603,2022-11-29,72.8305,69.0258,2.5365,2022-12-06,68.9854,stop_loss,A,7,-5.28,-5.865
2603,2022-12-29,72.3782,68.0161,2.9081,2023-02-09,67.8545,stop_loss,A,42,-6.25,-6.835
2603,2023-03-08,72.8305,69.9952,1.8902,2023-03-16,72.152,trailing_stop,B,8,-0.932,-1.517
2603,2023-03-17,73.2829,69.2116,2.7142,2023-04-25,73.2829,trailing_stop,B,39,0.0,-0.585
2603,2023-04-26,72.3782,69.6882,1.7933,2023-05-03,67.8545,stop_loss,A,7,-6.25,-6.835
2603,2023-06-16,75.0923,72.8628,1.4863,2023-06-21,71.4734,stop_loss,A,5,-4.819,-5.404
2603,2023-06-26,72.3782,70.1002,1.5186,2023-08-16,85.7894,trailing_stop,B,51,18.529,17.944
2603,2023-08-17,87.4392,83.1527,2.8577,2023-10-02,93.6259,trailing_stop,B,46,7.075,6.49
2603,2023-10-03,91.1512,86.7763,2.9166,2023-10-11,85.377,stop_loss,A,8,-6.335,-6.92
2603,2023-11-14,94.0384,90.3705,2.4452,2023-11-22,92.3886,trailing_stop,B,8,-1.754,-2.339
2603,2023-11-27,93.6259,90.4442,2.1212,2023-12-28,117.9604,trailing_stop,B,31,25.991,25.406
