stock_id,entry_date,regime,year,ret_3stage,exit_day,hit_S1,hit_S2,hit_S3,ret_bh
2356,2016-03-21,trending,2016,-0.07306889120053695,60,False,False,True,-0.04175365211459259
2409,2016-03-28,neutral,2016,-0.06911617662118352,60,False,True,True,-0.019527250424321352
2891,2016-03-28,neutral,2016,-0.028443068439667707,60,False,True,True,-0.014970065235232699
2317,2016-04-04,ranging,2016,-0.014778341924519989,60,False,True,True,0.025862031187897205
2498,2016-04-04,ranging,2016,-0.08323695893921601,60,False,False,True,0.19653179190751446
2317,2016-04-11,ranging,2016,-0.014162580261511737,60,False,True,True,0.011083751275696718
2412,2016-04-11,ranging,2016,0.057077625570776336,60,False,True,False,0.07762557077625565
2356,2016-04-18,ranging,2016,-0.011627906976744207,60,False,False,True,0.09767443634742912
2412,2016-04-18,ranging,2016,0.056306306306306286,60,False,True,False,0.08108108108108114
2330,2016-04-25,neutral,2016,-0.02857142857142858,60,False,False,True,0.09206349206349196
2412,2016-04-25,neutral,2016,0.04260089686098656,60,False,True,False,0.06278026905829592
2330,2016-05-02,neutral,2016,-0.003389830508474523,60,False,False,True,0.19661016949152543
2412,2016-05-02,neutral,2016,0.038461538461538325,60,False,True,False,0.05429864253393668
3450,2016-05-02,neutral,2016,-0.03000002980957084,60,False,False,True,0.016000005156250108
4966,2016-05-02,neutral,2016,-0.0015847860538826808,60,False,False,True,-0.08716323296354989
2412,2016-05-09,neutral,2016,0.018099547511312153,60,False,True,True,0.045248868778280604
2886,2016-05-09,neutral,2016,0.06713972080983566,60,False,True,False,0.08951962774644762
4966,2016-05-09,neutral,2016,0.0,60,False,False,True,-0.058064516129032295
2412,2016-05-16,neutral,2016,0.019230769230769162,60,False,True,True,0.05429864253393668
3293,2016-05-16,neutral,2016,0.03006012024048088,60,False,False,True,-0.038076152304609256
3665,2016-05-16,neutral,2016,0.011527353434841237,60,False,False,True,0.10053353235766327
2412,2016-05-23,neutral,2016,0.02386363636363642,60,False,True,True,0.031818181818181746
3293,2016-05-23,neutral,2016,-0.04267241379310338,60,False,True,True,-0.25172413793103443
3665,2016-05-23,neutral,2016,-0.052910029382787105,60,False,False,True,0.03248210440044286
2412,2016-05-30,neutral,2016,0.04318181818181821,60,False,True,True,0.050000000000000044
2891,2016-05-30,neutral,2016,-0.046647233997625825,60,False,False,True,0.058309057511147344
3450,2016-05-30,neutral,2016,-0.009933837641675103,60,False,False,True,-0.006622558427783476
3665,2016-05-30,neutral,2016,-0.06282718131517528,60,False,False,True,0.02991001036350971
4966,2016-05-30,neutral,2016,-0.004687499999999956,60,False,False,True,-0.043749999999999956
2002,2016-06-06,trending,2016,0.011904761904761862,60,False,False,True,0.04999996366954984
2105,2016-06-06,trending,2016,0.008358592657369046,60,False,True,True,0.018237034841750432
2317,2016-06-06,trending,2016,-0.01995006456446713,60,False,False,True,0.09725689960800898
2412,2016-06-06,trending,2016,0.024553571428571397,60,False,True,True,0.022321428571428603
2891,2016-06-06,trending,2016,-0.04385966338829572,60,False,False,True,0.07894730977404363
3450,2016-06-06,trending,2016,0.00671137074761452,60,False,False,True,-0.037583903286574016
2105,2016-06-11,volatile,2016,-0.01555557250976558,60,False,True,True,0.011851897063078765
2317,2016-06-11,volatile,2016,0.0025445214375225955,60,False,False,True,0.09580150118991759
2412,2016-06-11,volatile,2016,0.024553571428571397,60,False,True,True,0.017857142857142794
2891,2016-06-11,volatile,2016,0.009174277250457052,60,False,False,True,0.13761466271687994
3293,2016-06-11,volatile,2016,-0.0022241992882561235,60,False,True,True,-0.35765124555160144
3450,2016-06-11,volatile,2016,0.017421544393955157,60,False,False,True,-0.009059256982938635
3665,2016-06-11,volatile,2016,0.008333315786491102,60,False,False,True,0.06662056882346046
2105,2016-06-20,volatile,2016,-0.02074076334635422,60,False,False,True,-0.025185139973958326
2308,2016-06-20,volatile,2016,0.07549342105263168,60,True,True,True,0.04276315789473695
2330,2016-06-20,volatile,2016,-0.04601226993865026,60,False,False,True,0.07668711656441718
2412,2016-06-20,volatile,2016,0.015486725663716783,60,False,True,True,0.0
2882,2016-06-20,volatile,2016,-0.03191488480712856,60,False,False,True,0.058510691157228845
3665,2016-06-20,volatile,2016,-0.0271002153315838,60,False,False,True,0.017860044027355304
2105,2016-06-27,volatile,2016,-0.004538508763819893,60,False,False,True,0.006051460440434253
2308,2016-06-27,volatile,2016,0.04207119741100329,60,False,True,True,0.0744336569579287
2317,2016-06-27,volatile,2016,0.039512214612535734,60,False,True,True,0.0731707556711505
2330,2016-06-27,volatile,2016,0.14276527331189692,60,True,True,False,0.18327974276527326
2412,2016-06-27,volatile,2016,0.024553571428571397,60,False,True,True,-0.004464285714285698
3293,2016-06-27,volatile,2016,-0.06548672566371683,60,False,False,True,-0.327433628318584
2105,2016-07-04,volatile,2016,-0.004470870777724123,60,False,False,True,-0.005961274738824018
2317,2016-07-04,volatile,2016,0.023289342053891993,60,False,True,True,0.04321731749000346
2891,2016-07-04,volatile,2016,0.05162243707273406,60,False,True,True,0.0855457650164062
2317,2016-07-11,neutral,2016,0.03321211751302089,60,False,True,True,0.06133333333333324
2891,2016-07-11,neutral,2016,0.03333329551807385,60,False,True,True,0.066666650744452
3665,2016-07-11,neutral,2016,0.010928939113631131,60,False,False,True,-0.033993189673841795
2105,2016-07-18,volatile,2016,-0.02058825773351336,60,False,False,True,-0.03823527167825136
2412,2016-07-25,volatile,2016,-0.02155172413793105,60,False,False,True,-0.03879310344827591
1216,2016-08-01,volatile,2016,-0.037878787878787845,60,False,False,True,-0.10151516307484021
2105,2016-08-01,volatile,2016,0.0,60,False,False,True,-0.051851851851851816
2412,2016-08-01,volatile,2016,0.003260869565217428,60,False,True,True,-0.034782608695652195
2881,2016-08-01,volatile,2016,0.1077499277263052,60,True,True,False,0.1362499023643846
2891,2016-08-01,volatile,2016,0.011331430955652921,60,False,True,True,0.043286094844614764
3045,2016-08-01,volatile,2016,-0.0045045045045044585,60,False,False,True,-0.0045045045045044585
1216,2016-08-08,volatile,2016,-0.011041021231738002,60,False,False,True,-0.056782369119484866
2105,2016-08-08,volatile,2016,-0.05857736578809092,60,False,False,True,-0.10041837175306467
2412,2016-08-08,volatile,2016,-0.012875536480686733,60,False,False,True,-0.06866952789699576
2891,2016-08-08,volatile,2016,0.016243008289674066,60,False,True,True,0.031186510743035356
1216,2016-08-15,trending,2016,-0.006430892620137074,60,False,False,True,-0.08681674372416381
2105,2016-08-15,trending,2016,-0.03433478502844323,60,False,False,True,-0.05865519863548441
2317,2016-08-15,trending,2016,-0.024770666006367126,60,False,True,True,0.02809630149081732
2345,2016-08-15,trending,2016,-0.0053137997673189385,60,False,True,True,-0.018218653807276275
2412,2016-08-15,trending,2016,-0.0043290043290042934,60,False,False,True,-0.05627705627705626
2498,2016-08-15,trending,2016,-0.02439025903112113,60,False,False,True,-0.14329266519790484
2882,2016-08-15,trending,2016,0.018494118648768376,60,False,True,True,0.09511236045756766
2891,2016-08-15,trending,2016,-0.011675766418119848,60,False,True,True,0.011758277068954603
2892,2016-08-15,trending,2016,-0.0030581275329309987,60,False,False,True,0.012232440102010855
2105,2016-08-22,neutral,2016,-0.011747419309628304,60,False,True,True,-0.14096914374776703
2308,2016-08-22,neutral,2016,-0.04807692307692313,60,False,True,True,-0.07692307692307687
2317,2016-08-22,neutral,2016,0.0019320646273386366,60,False,True,True,0.03817328726813374
2330,2016-08-22,neutral,2016,0.04637681159420293,60,False,True,True,0.05217391304347818
2345,2016-08-22,neutral,2016,-0.00882944607592373,60,False,True,True,-0.1513622626736678
2454,2016-08-22,neutral,2016,-0.012345679012345623,60,False,True,True,-0.08847736625514402
2498,2016-08-22,neutral,2016,-0.013274386696699225,60,False,False,True,-0.12278759166772235
2882,2016-08-22,neutral,2016,0.060298145430281114,60,False,True,True,0.21544713903545332
2892,2016-08-22,neutral,2016,0.0,60,False,False,True,0.024767851463504575
2308,2016-08-29,neutral,2016,-0.0401785714285714,60,False,True,True,-0.05654761904761907
2317,2016-08-29,neutral,2016,-0.05117317141635891,60,False,False,True,-0.0032402098687397407
2330,2016-08-29,neutral,2016,0.024857954545454586,60,False,True,True,0.03977272727272729
2412,2016-08-29,neutral,2016,-0.0043290043290042934,60,False,False,True,-0.06926406926406925
2454,2016-08-29,neutral,2016,-0.017893660531697275,60,False,True,True,-0.09202453987730064
2308,2016-09-05,ranging,2016,-0.08645533141210371,60,False,False,True,-0.08933717579250722
2317,2016-09-05,ranging,2016,-0.007662835249042099,60,False,False,True,0.0523627075351214
2330,2016-09-05,ranging,2016,0.019067796610169552,60,False,True,True,0.03389830508474567
2409,2016-09-05,ranging,2016,-0.04081632653061229,60,False,False,True,-0.0653061224489796
2891,2016-09-05,ranging,2016,-0.032930080434987685,60,False,True,True,0.019032263923510317
3481,2016-09-05,ranging,2016,-0.008968532966394438,60,False,False,True,-0.017937130644087085
4938,2016-09-05,ranging,2016,-0.013834032024357734,60,False,True,True,0.00790511807719163
2308,2016-09-12,ranging,2016,0.03154574132492116,60,False,False,True,0.025236593059936974
2317,2016-09-12,ranging,2016,-0.005148005148005175,60,False,False,True,0.09137709137709127
2409,2016-09-12,ranging,2016,0.01327433628318575,60,False,False,True,0.06194690265486735
2454,2016-09-12,ranging,2016,0.004192872117400492,60,False,False,True,-0.03563941299790352
