indicator,label,horizon,universe,regime,mean,std,ir,p,ci_low,ci_high,win_rate,n
sig_td_setup,TD Setup,1,all,all,-0.037804264484093734,0.10497604287477943,-0.36012278086333005,0.0,-0.040956744455136425,-0.034860734990004194,33.612774451097806,5010
sig_bb_pos,BB %B,1,all,all,-0.037915418949543936,0.1217038533324012,-0.3115383606301126,0.0,-0.04171403396543995,-0.034094399747209576,34.45445445445445,4995
sig_kd_diff,KD 差,1,all,all,-0.03876775979588472,0.10017510765130674,-0.38699993146829437,0.0,-0.04268980250980981,-0.034910070843048736,29.96599319863973,4999
sig_efi,EFI,1,all,all,-0.03985128000869833,0.11684268160391738,-0.3410678312210376,0.0,-0.04305495748944189,-0.03671155434760553,34.57457457457458,4995
sig_squeeze,Squeeze,5,all,all,0.0006761911731072651,0.08520047081068936,0.007936472259756917,0.5749971014622863,-0.003442498301587175,0.0052270595219538135,52.56410256410257,4992
sig_rvol_log,log(RVOL),5,all,all,-0.0010099716588077778,0.08300279197493952,-0.01216792393095297,0.3906062160907555,-0.0050556325525109086,0.0024142683619654717,49.70877686282386,4979
sig_ma_align,MA 排列,5,all,all,-0.0060713490570305055,0.13995234876240664,-0.043381544580846386,0.0022817065156994776,-0.013048871443281132,0.0014024769908293098,50.03029690971521,4951
sig_obv_mom,OBV 動能,5,all,all,-0.007591698910324733,0.0821490880964341,-0.09241367233940447,7.291012238397343e-11,-0.011937623941300036,-0.0029337550776595096,45.041073933079545,4991
sig_supertrend,Supertrend,5,all,all,-0.01262405494337598,0.07370379987998574,-0.17128092396772127,0.0,-0.016745068826061495,-0.008635982651391838,42.13572854291417,5010
sig_macd_hist,MACD Hist,5,all,all,-0.023230441166459306,0.12642559310656915,-0.18374793106074216,0.0,-0.029773467771120332,-0.01676618300591906,41.57122764717702,4977
sig_adx_dir,ADX×方向,5,all,all,-0.027305104060483056,0.11482134759169506,-0.2378051175429508,0.0,-0.033814861454185295,-0.020919122498202217,39.807383627608345,4984
sig_vwap_dev,VWAP 偏離,5,all,all,-0.02906417282328591,0.1427534582924589,-0.20359697881183492,0.0,-0.03688736906368398,-0.02145769191187514,40.324519230769226,4992
sig_rsi_dev,RSI 偏離,5,all,all,-0.030610088461148235,0.12349122048823663,-0.24787258835185008,0.0,-0.03779082609924011,-0.02362235611682949,38.395358143257305,4998
sig_bb_pos,BB %B,5,all,all,-0.03249382931311639,0.1171603688448245,-0.2773448874691878,0.0,-0.0396477799028276,-0.025696296778591882,37.09935897435898,4992
sig_atr_pct,ATR%,5,all,all,-0.03326022283586611,0.21052801925885883,-0.15798478013974165,0.0,-0.043583814977442174,-0.021696096034697174,43.21728691476591,4998
sig_ma20_dev,MA20 偏離,5,all,all,-0.03699818600582338,0.14338384401487778,-0.2580359472158131,0.0,-0.0448009142988543,-0.02977495548149298,38.64182692307692,4992
sig_kd_diff,KD 差,5,all,all,-0.037820639403816865,0.09034493226224631,-0.41862491295066806,0.0,-0.04078142185276774,-0.034521783181526086,30.624499599679744,4996
sig_td_setup,TD Setup,5,all,all,-0.03818146516882495,0.10115090938311476,-0.37747031046661683,0.0,-0.04385332103476133,-0.03336138645481442,33.77271819452766,5007
sig_efi,EFI,5,all,all,-0.04549965150090138,0.11006367330956958,-0.4133939031175818,0.0,-0.051642664477696935,-0.0395578811708301,32.311698717948715,4992
sig_rvol_log,log(RVOL),10,all,all,0.010600176497502892,0.08004483000462283,0.1324279968723864,0.0,0.005596309507524378,0.014733700820753771,55.87052673904302,4974
sig_squeeze,Squeeze,10,all,all,-0.001380979680939565,0.08095599008362939,-0.017058400243304805,0.22839872990583654,-0.007079981495543929,0.004328909694432045,50.350912372167635,4987
sig_macd_hist,MACD Hist,10,all,all,-0.0019803163313321325,0.1229396942519981,-0.01610803039149373,0.25608831586680814,-0.010304592469734829,0.00623532858305559,50.724054706355595,4972
sig_vwap_dev,VWAP 偏離,10,all,all,-0.0053671014196348,0.13552921596774445,-0.039601065949589453,0.00518452040341888,-0.015383877129305414,0.004104958139203576,49.36835773009825,4987
sig_obv_mom,OBV 動能,10,all,all,-0.005630207056255439,0.08046541013724928,-0.06997052580297589,8.037617023060051e-07,-0.01175078156510115,0.00025866500021681636,45.788206979542714,4986
sig_bb_pos,BB %B,10,all,all,-0.009896251658993053,0.11077297203542931,-0.08933814338598647,3.0524560656886024e-10,-0.018490217451178573,-0.0021604826653849017,46.039703228393826,4987
sig_ma_align,MA 排列,10,all,all,-0.010606723092999622,0.13486183816092753,-0.07864881005361103,3.344146648487367e-08,-0.021123123564972743,-2.5415480822648616e-05,49.534977759805905,4946
sig_td_setup,TD Setup,10,all,all,-0.01081879684357762,0.09657050006668341,-0.11203003853254435,2.886579864025407e-15,-0.016807946155367647,-0.005247720596436612,45.461815273890444,5002
sig_supertrend,Supertrend,10,all,all,-0.012235414440894094,0.07461549787810848,-0.16397953225322986,0.0,-0.017989130427703948,-0.006837593993884424,43.65634365634365,5005
sig_rsi_dev,RSI 偏離,10,all,all,-0.013229484972297294,0.1182669235591094,-0.1118612421306896,3.3306690738754696e-15,-0.021491982719322556,-0.004698619651731553,44.46224714600441,4993
sig_adx_dir,ADX×方向,10,all,all,-0.015879837108302746,0.10943840839702211,-0.14510296102528888,0.0,-0.02404780311183254,-0.007741305446584785,43.34203655352481,4979
sig_ma20_dev,MA20 偏離,10,all,all,-0.01666109995988725,0.13631610648453454,-0.12222400118050247,0.0,-0.026269247293077638,-0.006944066680288987,45.13735712853419,4987
sig_kd_diff,KD 差,10,all,all,-0.022402956630585388,0.08659311522982348,-0.2587152173833515,0.0,-0.02501427381165523,-0.019340997830034963,37.96834301743138,4991
sig_efi,EFI,10,all,all,-0.03137885799626569,0.10584461645934072,-0.29646154000019076,0.0,-0.0390342852583257,-0.02389433379226251,37.357128534188895,4987
sig_atr_pct,ATR%,10,all,all,-0.03593186249149567,0.20240788678784039,-0.17752204749392342,0.0,-0.05075911078306057,-0.019248191156975868,42.59963949529341,4993
sig_rvol_log,log(RVOL),20,all,all,0.012770985614746093,0.07773376215880232,0.16429136143772693,0.0,0.007588233585084131,0.01732936337233902,56.849315068493155,4964
sig_vwap_dev,VWAP 偏離,20,all,all,0.001045190539415035,0.12755560796207793,0.00819399912017799,0.5632436460263559,-0.009084754328524545,0.011293379596765513,51.89873417721519,4977
sig_td_setup,TD Setup,20,all,all,0.00023366922917671928,0.09643911299021063,0.002422971571715292,0.8640790738673576,-0.005541795452003438,0.005178405882221633,51.302083333333336,4992
sig_bb_pos,BB %B,20,all,all,-0.003011782015179626,0.10586885790724236,-0.028448233736670863,0.044807710979426485,-0.011677926078674145,0.004556264134664745,48.72413100261201,4977
sig_squeeze,Squeeze,20,all,all,-0.003140706428256266,0.08067918676010373,-0.038928335229692246,0.006048640057709331,-0.01093655295904036,0.003813059407731698,50.31143258991361,4977
sig_macd_hist,MACD Hist,20,all,all,-0.003722186732858407,0.12080651357235297,-0.030811142733865333,0.030025201820049308,-0.013651609464958529,0.005513236173862231,47.40024183796856,4962
sig_rsi_dev,RSI 偏離,20,all,all,-0.006042024547371123,0.1140565078881341,-0.05297395702573239,0.00018649293499062303,-0.016017078816495237,0.003494924477252105,48.02327914910696,4983
sig_kd_diff,KD 差,20,all,all,-0.007035894221718155,0.08580551796327393,-0.08199815569821076,7.598377482764818e-09,-0.009510264697534793,-0.004559408068395719,45.4727966271833,4981
sig_obv_mom,OBV 動能,20,all,all,-0.008430626117727267,0.0803895397755049,-0.10487217791357628,1.616484723854228e-13,-0.015326033060570876,-0.001434639192026331,43.44855305466238,4976
sig_ma_align,MA 排列,20,all,all,-0.009084799269334073,0.1373078741369232,-0.06616371658536295,3.4316840933357184e-06,-0.02332644056221181,0.0038874789735655222,51.33711507293355,4936
sig_adx_dir,ADX×方向,20,all,all,-0.010577764934242031,0.10433501341126337,-0.10138269587935012,1.0187406473960436e-12,-0.01930538399056763,-0.0013835429513424614,46.38760313946469,4969
sig_ma20_dev,MA20 偏離,20,all,all,-0.01224360155726155,0.12884875494649112,-0.09502304901856543,2.258171427627076e-11,-0.02232811927637469,-0.0023048573781278723,47.15692184046614,4977
sig_supertrend,Supertrend,20,all,all,-0.014260839997799778,0.07443700717652943,-0.19158266215593273,0.0,-0.02200767750326964,-0.007005294599156893,41.8018018018018,4995
sig_efi,EFI,20,all,all,-0.028517254505384424,0.10281698386623353,-0.2773593761754946,0.0,-0.03719244073221635,-0.02035119560050206,38.095238095238095,4977
sig_atr_pct,ATR%,20,all,all,-0.037795485560710836,0.20218001287592016,-0.18693977225091132,0.0,-0.05873788876000938,-0.016335713828652457,40.77864740116396,4983
sig_rvol_log,log(RVOL),40,all,all,0.012273714289821816,0.07731340492433811,0.15875273248970664,0.0,0.007408085677643503,0.017225338449335294,58.63673139158576,4944
sig_vwap_dev,VWAP 偏離,40,all,all,0.00928158533877019,0.12221887758271155,0.07594232186013067,9.354484920010009e-08,-0.0014749920432228427,0.01961626614396212,58.94694371595723,4957
sig_rsi_dev,RSI 偏離,40,all,all,0.007482544009910102,0.10934856690343145,0.0684283683069951,1.4734170474817176e-06,-0.003019938035024262,0.017815842245650342,56.13540197461213,4963
sig_ma_align,MA 排列,40,all,all,0.007043841813107444,0.13718874342499737,0.05134416743862365,0.0003214112533913571,-0.008189603695180996,0.0220888063106331,57.50610252237591,4916
sig_bb_pos,BB %B,40,all,all,0.004203813600136598,0.09974487330440437,0.04214566083318663,0.003018577927468735,-0.003839815135650353,0.011807890946119151,53.5404478515231,4957
sig_td_setup,TD Setup,40,all,all,0.003934580590151813,0.09236519191566302,0.042598088181794794,0.0026805244257674943,-0.0017961822370085592,0.009787032377576893,53.29847144006437,4972
sig_adx_dir,ADX×方向,40,all,all,0.00324663345255639,0.10052019558949121,0.032298320088981265,0.023119654664923495,-0.006953706347058173,0.013237336914223892,54.21297231763993,4949
sig_obv_mom,OBV 動能,40,all,all,-0.0044838930292282865,0.0823286144049161,-0.054463360784565075,0.0001275580710589086,-0.01247345183920161,0.0034387302622587343,48.76916868442292,4956
sig_kd_diff,KD 差,40,all,all,-0.004735975510906215,0.0849605657113113,-0.05574322006045313,8.745488862271777e-05,-0.007246378654883813,-0.002496588923009752,46.64382181011893,4961
sig_squeeze,Squeeze,40,all,all,-0.004790198149643135,0.07753444295142904,-0.06178155110553802,1.390046080063101e-05,-0.012305059461549304,0.0022376156852094323,49.56626992132338,4957
sig_ma20_dev,MA20 偏離,40,all,all,-0.004964877966612947,0.12409724488586905,-0.04000796287765368,0.00486967243069758,-0.01545665136067294,0.005500878883282041,52.8545491224531,4957
sig_macd_hist,MACD Hist,40,all,all,-0.006927986420209082,0.11864821257640329,-0.05839098853468035,4.111045693089288e-05,-0.016167123564121564,0.002772363125954723,48.097936058276005,4942
sig_supertrend,Supertrend,40,all,all,-0.013283556348090636,0.07537600915677203,-0.17623056058145256,0.0,-0.021546965557295704,-0.005309628695493051,42.391959798994975,4975
sig_efi,EFI,40,all,all,-0.02063836178136565,0.10219116156495026,-0.20195838334070018,0.0,-0.02976482402795654,-0.011496042109270592,42.84849707484366,4957
sig_atr_pct,ATR%,40,all,all,-0.04255942699591133,0.2057999109208639,-0.20680002632399913,0.0,-0.06577415199742502,-0.01873254950665417,39.451944388474715,4963
sig_rsi_dev,RSI 偏離,60,all,all,0.01938117197538582,0.10986843753683288,0.17640345498577217,0.0,0.0070960061781749515,0.030703872421694405,60.89419380942748,4943
sig_ma_align,MA 排列,60,all,all,0.018096926093143253,0.13607314775483023,0.13299410200864453,0.0,0.001614511681242281,0.03308114136340967,63.68464052287581,4896
sig_vwap_dev,VWAP 偏離,60,all,all,0.018077725472284357,0.11751996689757671,0.1538268427869777,0.0,0.006853622249381707,0.028638793759609253,61.94044966578895,4937
sig_adx_dir,ADX×方向,60,all,all,0.015464618602696921,0.10212301376527422,0.1514312791261894,0.0,0.004964499246502047,0.025878391311510193,59.46439440048692,4929
sig_rvol_log,log(RVOL),60,all,all,0.011901710924722255,0.0776951187609246,0.15318479609182364,0.0,0.006531695777756091,0.016949097966765737,58.20471161657189,4924
sig_bb_pos,BB %B,60,all,all,0.011557636845365258,0.09963422215719123,0.11600067321377759,4.440892098500626e-16,0.002453364685897594,0.020605863110835464,55.98541624468301,4937
sig_td_setup,TD Setup,60,all,all,0.010229600083429687,0.09081685799019254,0.11263988107289946,2.886579864025407e-15,0.003980346827023106,0.016540283922782034,56.56300484652665,4952
sig_ma20_dev,MA20 偏離,60,all,all,0.005232530958948552,0.12076250016016916,0.043329104250148555,0.002343217364681127,-0.006865727504994308,0.0161638191563509,57.18047397204781,4937
sig_obv_mom,OBV 動能,60,all,all,0.0010088336873635925,0.08190810330667626,0.012316653012783941,0.3869013680497324,-0.008178008472406448,0.009507223975088852,53.11993517017828,4936
sig_squeeze,Squeeze,60,all,all,-0.0024198431638590583,0.07632198144128448,-0.03170571725421825,0.025941169173310907,-0.009089766633227603,0.005204792822064802,51.407737492404294,4937
sig_kd_diff,KD 差,60,all,all,-0.0031354937704752184,0.08344889524004404,-0.03757382001829799,0.008288572968603525,-0.005167165748623943,-0.0009880934892072444,47.540983606557376,4941
sig_macd_hist,MACD Hist,60,all,all,-0.0049630622130591405,0.11476855420738237,-0.04324409458091698,0.0024269525084115173,-0.014365617104553958,0.004548891959055195,47.84640390085331,4922
sig_efi,EFI,60,all,all,-0.010554837081791994,0.10137638319658564,-0.10411534470828786,2.97761815204467e-13,-0.020578040903349273,-0.0004916475190214096,46.52623050435487,4937
sig_supertrend,Supertrend,60,all,all,-0.012100975637406527,0.07492499537025236,-0.16150785966162373,0.0,-0.021253553935466414,-0.003647131768859549,42.68415741675076,4955
sig_atr_pct,ATR%,60,all,all,-0.050434673658047616,0.1972099856977595,-0.25574097315408206,0.0,-0.07414903299124276,-0.028429129659544763,37.831276552700785,4943
sig_squeeze,Squeeze,1,all,ranging,0.002035904016794297,0.08774546179753775,0.02320238534377885,0.1604370100280299,-0.0003011012955741193,0.00430080024430043,52.17153783119366,3661
sig_ma_align,MA 排列,1,all,ranging,-0.004769029415247629,0.1412149074293238,-0.03377143038269147,0.04220757198052505,-0.008769245267028191,-0.0004425723163054,49.682408174537414,3621
sig_obv_mom,OBV 動能,1,all,ranging,-0.008604209478287576,0.08643363119893269,-0.09954700917845766,1.888315503961735e-09,-0.01138242772092501,-0.005803156846119202,44.83606557377049,3660
sig_supertrend,Supertrend,1,all,ranging,-0.01101042316001251,0.0791597944107895,-0.13909110353262596,0.0,-0.013381138159288996,-0.008543113243115347,44.65992898115269,3661
sig_rvol_log,log(RVOL),1,all,ranging,-0.01264307289943469,0.09883885246434228,-0.127916022740105,1.354472090042691e-14,-0.01626102290580162,-0.008762362517404499,43.65079365079365,3654
sig_adx_dir,ADX×方向,1,all,ranging,-0.026014288303355983,0.12448156655272281,-0.2089810485501716,0.0,-0.030623127757849634,-0.021996620065556208,40.377771694497675,3653
sig_macd_hist,MACD Hist,1,all,ranging,-0.02791303661592153,0.13828043547441177,-0.2018581769731751,0.0,-0.03212053997888832,-0.023546769864398673,40.33452152454072,3647
sig_atr_pct,ATR%,1,all,ranging,-0.030801624691506553,0.21380903351940347,-0.1440613812452001,0.0,-0.03687651330167751,-0.023949429832750543,45.09696804151871,3661
sig_vwap_dev,VWAP 偏離,1,all,ranging,-0.03192440164034569,0.15399046116170137,-0.20731415049678115,0.0,-0.03702577964835272,-0.026179587184143833,40.12564872985523,3661
sig_rsi_dev,RSI 偏離,1,all,ranging,-0.033684756894660835,0.13110043797934282,-0.2569385534773611,0.0,-0.038166295928224195,-0.028561879545659263,37.69461895656924,3661
sig_kd_diff,KD 差,1,all,ranging,-0.034279865044937415,0.10518528378676226,-0.32589981992568046,0.0,-0.03868780364539358,-0.02936726853314798,32.17700081944824,3661
sig_ma20_dev,MA20 偏離,1,all,ranging,-0.037025012227675395,0.15579991236028268,-0.23764462807948283,0.0,-0.04176259997698517,-0.03153121526791241,38.51406719475553,3661
sig_bb_pos,BB %B,1,all,ranging,-0.037039273084227164,0.1285616200302426,-0.2881052142584553,0.0,-0.04167748219018788,-0.03174536167976648,35.53673859601202,3661
sig_td_setup,TD Setup,1,all,ranging,-0.03930942928611519,0.11165366620992688,-0.35206572807208253,0.0,-0.04284112337607811,-0.03536558776765652,33.97978694345807,3661
sig_efi,EFI,1,all,ranging,-0.039778362673141915,0.12195280685500871,-0.32617832831379545,0.0,-0.043651883428599776,-0.03520522207513125,35.48210871346627,3661
sig_squeeze,Squeeze,5,all,ranging,0.00011626202043471628,0.08997117275573359,0.0012922141267443605,0.937683605645347,-0.005311495263264922,0.005120844643490716,51.898388418464904,3661
sig_rvol_log,log(RVOL),5,all,ranging,-0.0029235607011930025,0.08949173519855964,-0.03266849943971202,0.04837102598875109,-0.007853913466499345,0.002235697814011633,47.92008757525999,3654
sig_ma_align,MA 排列,5,all,ranging,-0.006966290879622167,0.14579671320866106,-0.04778084996780527,0.00406127655891364,-0.016541618589645975,0.0019843674243009675,49.79287489643745,3621
sig_obv_mom,OBV 動能,5,all,ranging,-0.00805390914608092,0.0876191102844174,-0.09191954951308452,2.875254079270917e-08,-0.013664624902855752,-0.002395093157957933,44.75409836065574,3660
sig_supertrend,Supertrend,5,all,ranging,-0.012454573950252441,0.07815770014220147,-0.1593518479636987,0.0,-0.01763670745495097,-0.007096014972640789,43.59464627151052,3661
sig_macd_hist,MACD Hist,5,all,ranging,-0.02440614851768006,0.133207519753176,-0.1832189996698603,0.0,-0.03317717784996534,-0.016189081316919762,41.23937482862627,3647
sig_adx_dir,ADX×方向,5,all,ranging,-0.02923420525069218,0.12282784656362912,-0.23800958877470704,0.0,-0.03715598157780267,-0.0212473429965581,40.18614837120175,3653
sig_atr_pct,ATR%,5,all,ranging,-0.029560627907195568,0.21882014758441828,-0.13509097874907255,4.440892098500626e-16,-0.04125972917205714,-0.014991109794451552,44.93307839388145,3661
sig_vwap_dev,VWAP 偏離,5,all,ranging,-0.030673630018934733,0.15042298582614855,-0.20391584338304386,0.0,-0.03992951971194459,-0.021249160758858257,40.371483201311115,3661
sig_rsi_dev,RSI 偏離,5,all,ranging,-0.03225757964929394,0.13099987933007165,-0.246241292848955,0.0,-0.040446799683869494,-0.023134868036853818,38.8964763725758,3661
sig_bb_pos,BB %B,5,all,ranging,-0.0342328409863756,0.1249643138943509,-0.273940934972181,0.0,-0.04263261853825588,-0.025486805769385914,37.53072930893199,3661
sig_kd_diff,KD 差,5,all,ranging,-0.03680097222210984,0.0967046893221798,-0.3805500279257845,0.0,-0.04038273005088529,-0.03295099149494997,32.61403987981426,3661
sig_ma20_dev,MA20 偏離,5,all,ranging,-0.038395785827800115,0.15121694434761415,-0.2539119276179575,0.0,-0.04745814206061016,-0.029122642133762314,39.27888555039606,3661
sig_td_setup,TD Setup,5,all,ranging,-0.040866404808635945,0.10715179050219245,-0.38138797883923153,0.0,-0.04714729066868941,-0.03405256355343049,33.81589729582081,3661
sig_efi,EFI,5,all,ranging,-0.046169114172767076,0.11548458661729422,-0.39978594135481876,0.0,-0.05311169548574014,-0.03879387037350469,32.85987435127014,3661
sig_rvol_log,log(RVOL),10,all,ranging,0.008355354387141124,0.08709917838952516,0.09592919866332478,7.247541899957355e-09,0.0027756452231748998,0.014120334430741545,53.5303776683087,3654
sig_macd_hist,MACD Hist,10,all,ranging,-0.0016580038373520077,0.13091351503363907,-0.012664879076281567,0.444418070516142,-0.012091426314516908,0.008715814899066069,49.93145050726625,3647
sig_squeeze,Squeeze,10,all,ranging,-0.0030093581113030013,0.08469900025755137,-0.03553003107654392,0.031637401685175925,-0.010191458196763682,0.003842209331496097,49.30346899754166,3661
sig_obv_mom,OBV 動能,10,all,ranging,-0.005947779466344475,0.08621881398312978,-0.06898470521188406,3.0702307845409393e-05,-0.013520060490725194,0.0013684475937745153,45.90163934426229,3660
sig_vwap_dev,VWAP 偏離,10,all,ranging,-0.006608106932313693,0.1432085992803672,-0.04614322719110356,0.0052663154855052685,-0.01768263025958254,0.004490681634413276,48.6752253482655,3661
sig_bb_pos,BB %B,10,all,ranging,-0.011918637026871728,0.11901768046824512,-0.10014173507651006,1.5064742786563556e-09,-0.021693997645498776,-0.002011953459515361,45.943731220977874,3661
sig_supertrend,Supertrend,10,all,ranging,-0.012436420576898071,0.07923898555495582,-0.156948255833902,0.0,-0.019384311768711426,-0.004573898143253275,44.8784485113357,3661
sig_ma_align,MA 排列,10,all,ranging,-0.012761048730529639,0.13909503782459512,-0.09174337870069725,3.61519683078626e-08,-0.025509913941313363,-0.0006624792365909516,49.04722452361226,3621
sig_td_setup,TD Setup,10,all,ranging,-0.01304726577053256,0.10272505983897406,-0.12701151784174872,1.9539925233402755e-14,-0.019893820840342212,-0.006104598613879141,44.71455886369844,3661
sig_rsi_dev,RSI 偏離,10,all,ranging,-0.015307499100743475,0.12535448552114078,-0.12211369251850103,1.8274270985330077e-13,-0.0260445936881261,-0.004567621395608954,44.03168533187654,3661
sig_ma20_dev,MA20 偏離,10,all,ranging,-0.01731684599235453,0.14431469716325085,-0.11999364120735025,4.691802502065912e-13,-0.028482771933607813,-0.006108804637168329,45.124282982791584,3661
sig_adx_dir,ADX×方向,10,all,ranging,-0.01787493348627667,0.11670532624068611,-0.15316296232626497,0.0,-0.027095885865331026,-0.00736436030109995,43.36162058581988,3653
sig_kd_diff,KD 差,10,all,ranging,-0.02207332986748493,0.09266072158923784,-0.23821668436098878,0.0,-0.025420345700757265,-0.018639449779807016,39.87981425839934,3661
sig_efi,EFI,10,all,ranging,-0.03160093174245953,0.11160568920214471,-0.28314803634447927,0.0,-0.04009840785753787,-0.022391392841668273,38.51406719475553,3661
sig_atr_pct,ATR%,10,all,ranging,-0.03179465929485865,0.21044366684458923,-0.15108394456146176,0.0,-0.04844486495485325,-0.012087509300962678,43.70390603660202,3661
sig_rvol_log,log(RVOL),20,all,ranging,0.012069233316998319,0.08420369809001503,0.14333376788387756,0.0,0.0062816302885540165,0.01902750157749582,54.92610837438424,3654
sig_vwap_dev,VWAP 偏離,20,all,ranging,-0.0003201560182470957,0.13268773411390059,-0.0024128531577174294,0.8839352929007029,-0.012368007372127928,0.011787600022480119,51.10625512155149,3661
sig_td_setup,TD Setup,20,all,ranging,-0.0016744869778815721,0.10198365246002285,-0.016419170499291185,0.32055073796217437,-0.009006145369241285,0.005543184368528437,50.42338158972958,3661
sig_macd_hist,MACD Hist,20,all,ranging,-0.001956220955291508,0.12752635704778023,-0.015339738392735329,0.35431354398010884,-0.014552215566928652,0.01005724554852653,47.271730189196596,3647
sig_bb_pos,BB %B,20,all,ranging,-0.004986014231815863,0.11217543637771332,-0.04444836046839279,0.007190498269299184,-0.015362372353893067,0.004661538901131583,47.691887462441954,3661
sig_squeeze,Squeeze,20,all,ranging,-0.00511431216302755,0.08413050860781679,-0.060790220428459,0.00023827652912089547,-0.013452599002506992,0.0029013879081973126,49.65856323408905,3661
sig_kd_diff,KD 差,20,all,ranging,-0.007166589403803229,0.09119195886558079,-0.07858795329056326,2.0603321433387833e-06,-0.009974727918562892,-0.004097662048906429,45.725211690794865,3661
sig_rsi_dev,RSI 偏離,20,all,ranging,-0.008298386403868246,0.11884228155248579,-0.06982688564594182,2.4480844650787148e-05,-0.019197258829273752,0.0034148205281324642,47.391423108440314,3661
sig_obv_mom,OBV 動能,20,all,ranging,-0.009721531802614028,0.0854299499265097,-0.11379535878198317,6.801004204248784e-12,-0.01808315749565229,-0.0008945721326568732,41.912568306010925,3660
sig_ma_align,MA 排列,20,all,ranging,-0.01195079843805051,0.13995847701981015,-0.08538817149574268,2.9201972662207254e-07,-0.027825979311399032,0.004205202269093359,50.70422535211267,3621
sig_adx_dir,ADX×方向,20,all,ranging,-0.012307790248512805,0.10974793955197473,-0.11214598013190077,1.4139134307811219e-11,-0.022457313847095973,-0.001413316770867807,46.318094716671226,3653
sig_ma20_dev,MA20 偏離,20,all,ranging,-0.012712760768407572,0.13340713660555253,-0.09529295877173076,8.798897610517997e-09,-0.024553850176631066,-0.0012104757072496583,47.14558863698443,3661
sig_supertrend,Supertrend,20,all,ranging,-0.015310903986449851,0.07916268408865043,-0.1934106222232677,0.0,-0.024034182982925346,-0.0057252694720725025,41.16361649822453,3661
sig_efi,EFI,20,all,ranging,-0.028183517524259096,0.10554202539055357,-0.2670359737741174,0.0,-0.038233692052933047,-0.017709070976492245,38.84184649003004,3661
sig_atr_pct,ATR%,20,all,ranging,-0.032899740128486496,0.21032176713699818,-0.1564257498229199,0.0,-0.05563820812134742,-0.009037661246658554,42.14695438404807,3661
sig_rvol_log,log(RVOL),40,all,ranging,0.012913831680031582,0.08388591540851918,0.15394517204875247,0.0,0.007058811090265202,0.01958681950928215,58.21018062397373,3654
sig_vwap_dev,VWAP 偏離,40,all,ranging,0.00796232836777887,0.12598097388567583,0.06320262593782182,0.00013340948599260827,-0.004610059636928513,0.020584612604017078,58.97295820813985,3661
sig_rsi_dev,RSI 偏離,40,all,ranging,0.00435037785721629,0.11350134755576453,0.03832886525932125,0.020442568378036263,-0.007293658830261476,0.016934416068281857,55.25812619502868,3661
sig_td_setup,TD Setup,40,all,ranging,0.0032464857120007434,0.09645146056693131,0.033659269573713554,0.041762533731668494,-0.0037123942400578078,0.010660114983710367,52.827096421742695,3661
sig_bb_pos,BB %B,40,all,ranging,0.002178188107361222,0.10461066225166987,0.020821855635718933,0.20780332885340602,-0.007318400278869794,0.01198044575208544,52.827096421742695,3661
sig_ma_align,MA 排列,40,all,ranging,0.0017152241769501553,0.1411278907595499,0.012153686756875793,0.4646157822659469,-0.01667694517959618,0.019504245556525204,56.31041148853908,3621
sig_adx_dir,ADX×方向,40,all,ranging,0.0003377811198715887,0.10610512049003969,0.003183457295101012,0.8474330679939754,-0.01037252218544044,0.011840512509627305,53.29865863673693,3653
sig_macd_hist,MACD Hist,40,all,ranging,-0.00466329837535909,0.12412672891562099,-0.037568849321157186,0.023338834994105717,-0.01616880341980112,0.007802554915527199,48.64272004387168,3647
sig_kd_diff,KD 差,40,all,ranging,-0.004734407740708486,0.09063171355726785,-0.052237870772651074,0.001586673233546776,-0.007569569824742219,-0.0017509871895351127,46.65391969407266,3661
sig_ma20_dev,MA20 偏離,40,all,ranging,-0.006199230628939807,0.1280032828097273,-0.04843024720041564,0.0034069652963171215,-0.01812060019279084,0.006080044864798898,52.88172630428845,3661
sig_squeeze,Squeeze,40,all,ranging,-0.006657867398678801,0.08152281612769557,-0.0816687611508668,8.101048944997302e-07,-0.01529463250039011,0.0018042512922513347,48.26550122917236,3661
sig_obv_mom,OBV 動能,40,all,ranging,-0.00773246233900908,0.08749135147175224,-0.08837973364150867,9.500519837501997e-08,-0.017503484776276494,0.0018194902282711043,47.896174863387984,3660
sig_supertrend,Supertrend,40,all,ranging,-0.015094939122626421,0.08057580813413984,-0.18733835219495268,0.0,-0.025159939394398402,-0.004526796336404586,42.39278885550396,3661
sig_efi,EFI,40,all,ranging,-0.020991980768993605,0.10663721235108943,-0.19685417788192158,0.0,-0.03174580938626256,-0.009220729116083773,43.266866976236,3661
sig_atr_pct,ATR%,40,all,ranging,-0.03922695263435081,0.2147744242006834,-0.18264256919947544,0.0,-0.06765280042355332,-0.01268637193311073,40.69926249658563,3661
sig_vwap_dev,VWAP 偏離,60,all,ranging,0.018394088712902157,0.1205586853758237,0.15257373332797494,0.0,0.004951509561682783,0.030594684344682852,62.33269598470363,3661
sig_rsi_dev,RSI 偏離,60,all,ranging,0.017255150669106205,0.11415758602263966,0.15115202826454455,0.0,0.004154101351916712,0.0308278684289253,60.42065009560229,3661
sig_adx_dir,ADX×方向,60,all,ranging,0.013475713287116105,0.10840191835339202,0.12431249826396117,7.194245199571014e-14,0.00033942830358082277,0.026998080170690275,58.116616479605796,3653
