date,ret,n_stocks,regime,source,in_market,mean_pe,mean_pb,mean_fscore,cum_ret,year
2020-01-03,0.0,0,neutral,cash,False,,,,1.0,2020
2020-01-31,0.0,0,neutral,cash,False,,,,1.0,2020
2020-02-27,0.0,0,ranging,cash,False,,,,1.0,2020
2020-03-27,0.1291658501973567,3,volatile,value,True,10.61551367678787,1.002874539435445,4.0,1.1291658501973567,2020
2020-04-24,0.12521899396980754,3,volatile,value,True,11.133747867442558,1.2982965349351214,3.0,1.2705588619841321,2020
2020-05-22,0.0,0,neutral,cash,False,,,,1.2705588619841321,2020
2020-06-19,0.07986237450306577,3,volatile,value,True,10.729313326229674,1.8673289454050732,3.3333333333333335,1.3720287096480979,2020
2020-07-17,0.0,0,trending,cash,False,,,,1.3720287096480979,2020
2020-08-14,0.0,0,trending,cash,False,,,,1.3720287096480979,2020
2020-09-11,0.0,0,ranging,cash,False,,,,1.3720287096480979,2020
2020-10-08,0.0,0,ranging,cash,False,,,,1.3720287096480979,2020
2020-11-06,0.0,0,ranging,cash,False,,,,1.3720287096480979,2020
2020-12-04,0.03118579644260655,3,volatile,value,True,7.537175765629743,1.7154841097379652,5.666666666666667,1.4148165177005956,2020
2020-12-31,0.0,0,trending,cash,False,,,,1.4148165177005956,2020
2021-01-29,0.24848867124854493,3,volatile,value,True,7.413738843600164,1.573133108345696,6.666666666666667,1.76638239424451,2021
2021-03-05,0.23695155037091178,3,volatile,value,True,6.826697383873388,1.0608182390696725,6.666666666666667,2.18492944110863,2021
2021-04-01,0.0,0,neutral,cash,False,,,,2.18492944110863,2021
2021-04-29,0.0,0,trending,cash,False,,,,2.18492944110863,2021
2021-05-28,0.057916688949164984,3,volatile,value,True,8.112709497356912,1.4632634563032128,5.666666666666667,2.311473319925191,2021
2021-06-25,0.0,0,trending,cash,False,,,,2.311473319925191,2021
2021-07-23,0.0,0,ranging,cash,False,,,,2.311473319925191,2021
2021-08-20,0.0,0,neutral,cash,False,,,,2.311473319925191,2021
2021-09-17,0.0,0,trending,cash,False,,,,2.311473319925191,2021
2021-10-15,0.0,0,neutral,cash,False,,,,2.311473319925191,2021
2021-11-12,0.0,0,neutral,cash,False,,,,2.311473319925191,2021
2021-12-10,0.0,0,ranging,cash,False,,,,2.311473319925191,2021
2022-01-07,0.0,0,ranging,cash,False,,,,2.311473319925191,2022
2022-02-11,0.0,0,ranging,cash,False,,,,2.311473319925191,2022
2022-03-11,-0.10675990338771528,3,volatile,value,True,5.81924904300931,1.7360180258352713,5.333333333333333,2.0647006516066964,2022
2022-04-08,0.0,0,ranging,cash,False,,,,2.0647006516066964,2022
2022-05-06,0.0,0,neutral,cash,False,,,,2.0647006516066964,2022
2022-06-02,0.0,0,ranging,cash,False,,,,2.0647006516066964,2022
2022-07-01,0.06662925276057945,3,volatile,value,True,5.605222268157942,1.7523717337990925,5.333333333333333,2.2022701131975317,2022
