quarter_end,n_total,top_dec_ret_3m,bot_dec_ret_3m,f_ge_8_ret_3m,f_ge_7_ret_3m,f_le_5_ret_3m,n_ge_8,n_ge_7,n_le_5,top_dec_ret_6m,bot_dec_ret_6m,f_ge_8_ret_6m,f_ge_7_ret_6m,f_le_5_ret_6m,top_dec_ret_12m,bot_dec_ret_12m,f_ge_8_ret_12m,f_ge_7_ret_12m,f_le_5_ret_12m,scenario
2021-06-30,414,0.10299920741015475,0.07091096391296911,0.10299920741015475,0.10580115904614439,0.08374743496463369,29,94,239,0.05835539453544356,0.04631810382696816,0.05835539453544356,0.07790048973830975,0.06517974155332079,0.1229978167752227,0.06718344718113642,0.1229978167752227,0.11816071257778232,0.12359205493580101,P/B bottom 30%
2021-09-30,413,0.0015629781754880087,-0.03688202366844247,0.0015629781754880087,0.000413758875169797,-0.002328762539912015,36,90,239,0.06605774337034465,-0.08888295041209054,0.06605774337034465,0.03264472915495801,-0.013369483802217324,0.06924004945837821,0.014892024674049844,0.06924004945837821,0.05752109101342004,0.03964189503758372,P/B bottom 30%
2021-12-31,415,-0.005369726828372556,-0.004417917751601523,-0.005369726828372556,-0.019041411164659395,-0.0383608784639218,22,68,256,0.07661542940373033,0.09091570316440237,0.07661542940373033,0.04551497566425896,0.045601497276354194,0.11680928158466272,0.18712443313999216,0.11680928158466272,0.09617660738112553,0.09205502776406069,P/B bottom 30%
2022-03-31,414,0.1488533450496644,0.1456130307265959,0.1488533450496644,0.07429864617851213,0.10384859717962307,11,52,290,0.03438149394012151,0.11112560967353861,0.03438149394012151,0.012030138488798763,0.07337002141341459,-0.03761631693999217,0.07546608927458916,-0.03761631693999217,0.001262361182777379,0.03511504552887328,P/B bottom 30%
2022-06-30,415,-0.019585070008181753,-0.014867827926472016,-0.019585070008181753,-0.0031608144355100712,-0.0028007043688056473,19,59,272,0.013901757533752335,0.05530033541301787,0.013901757533752335,0.040726236786821225,0.061026603157059385,0.014847338223455391,0.04370803436918262,0.014847338223455391,0.07926939322476773,0.04074255580463105,P/B bottom 30%
2022-09-30,412,0.017071922762959414,0.12022731709662483,0.017071922762959414,0.08319003638064097,0.09117244098103187,20,58,283,-0.07544016576661158,-0.0029901406763177293,-0.07544016576661158,0.0009979321167192321,-0.049319708653780964,0.04088572531531353,0.1466788190391074,0.04088572531531353,0.15424342083624917,0.060972432141507424,P/B bottom 30%
2022-12-31,418,-0.08941865944864175,-0.1816827216365395,-0.08941865944864175,-0.0912050494515674,-0.17287840933261123,17,50,274,0.06369056236030926,-0.03217281296729229,0.06369056236030926,0.07028638238445742,-0.06159614264557196,0.24103472930289846,0.13075605097814624,0.24103472930289846,0.3738273723278971,0.06503192595116708,P/B bottom 30%
2023-03-31,418,0.1509884927784246,0.1572094987085428,0.1509884927784246,0.12975267122722656,0.16035941505090656,19,55,295,0.11373324943028677,0.08088579300398065,0.11373324943028677,0.0902186364662232,0.08442020714385351,0.4253905890266225,0.3796726751369986,0.4253905890266225,0.46171574110134644,0.39649901262162324,P/B bottom 30%
2023-06-30,421,-0.03761083086186427,-0.09621886950583483,-0.03761083086186427,-0.04489602355709698,-0.07728266765390798,17,55,285,0.09633910452560214,0.04833712193185799,0.09633910452560214,0.08381733817649085,0.03690104920330314,0.035009592531038414,0.21918157388058365,0.035009592531038414,0.1259906666443285,0.19454526019184729,P/B bottom 30%
2023-09-30,421,0.11131376814828768,0.17555835480603388,0.11131376814828768,0.12112577233496455,0.14011884472734604,20,51,299,0.21240130895710826,0.26088204059021614,0.21240130895710826,0.18831052940879792,0.208583283698098,0.23011434848470821,0.8468915529267195,0.23011434848470821,0.25987929275849525,0.5189570840786915,P/B bottom 30%
2023-12-31,425,0.07145740163410014,0.09514051933788971,0.07145740163410014,0.11116165055777968,0.08890515015266262,16,53,305,0.02662549349740053,0.13900182347671663,0.02662549349740053,0.07846376537089653,0.1258034828113751,0.14988282999785546,0.29103348881120017,0.14988282999785546,0.1412399297387861,0.2623186000060678,P/B bottom 30%
2024-03-31,425,-0.08850934562487528,0.043197640839748856,-0.08850934562487528,-0.011377360716736836,0.034612957137826104,11,38,317,0.0037048258662166263,0.14257626158707287,0.0037048258662166263,0.12157467175658676,0.14566657472595265,-0.18918204147939754,0.1071231344146792,-0.18918204147939754,0.041130853916297096,0.06985817677539716,P/B bottom 30%
2024-06-30,427,0.10492213158488525,0.12914135464440896,0.10492213158488525,0.19133361520583728,0.132243281681785,15,52,291,0.0034951865319593858,0.14755623805850654,0.0034951865319593858,0.1258411809444622,0.11382838147946688,0.04376732449830092,0.3054113987947916,0.04376732449830092,0.14302700835353688,0.1527524867676368,P/B bottom 30%
2024-09-30,427,-0.05833336180062597,0.028061310245375153,-0.05833336180062597,-0.024428237408827616,0.0039803623106177705,16,59,299,-0.11077708953260856,-0.05597943228458878,-0.11077708953260856,-0.0699836812006641,-0.06404865994674541,0.02106040755205702,0.22409827269550908,0.02106040755205702,0.036186970754983734,0.06559074015007436,P/B bottom 30%
2024-12-31,428,-0.02978592188062831,-0.03130523322475279,-0.02978592188062831,-0.061890987012726106,-0.05050903816930703,14,48,291,-0.022201641277798907,0.02643208962092026,-0.022201641277798907,0.01194268354636419,0.0006439448790514935,0.16651722260776497,0.3912218480082859,0.16651722260776497,0.32568485335105163,0.2756640235645486,P/B bottom 30%
