score,label,liquidity,horizon,decile,mean_ret,median_ret,win_rate,n_days
sig_atr_pct_rn,ATR% (raw rank),all,20,2,0.007469924960166997,0.009276894950058885,0.6144915932746197,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,3,0.009237482963613366,0.01186934436023694,0.6257005604483586,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,4,0.010513805227640704,0.01378831993831247,0.6273018414731786,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,5,0.011024042481817336,0.014302046967054675,0.6114891913530824,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,6,0.010891626031853731,0.01468178298085422,0.6020816653322658,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,7,0.013089622357893235,0.016434946781306047,0.6170936749399519,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,8,0.014463463857758844,0.017179763698164575,0.6172938350680545,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,9,0.017484414871093115,0.019314720789471565,0.6192954363490792,4996
sig_atr_pct_rn,ATR% (raw rank),all,20,10,0.01787509004745972,0.01819145737618888,0.5984787830264211,4996
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,1,0.006271378599469505,0.009550644666933655,0.5881291357529577,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,2,0.005628327593494543,0.009632818507138083,0.594946861840786,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,3,0.005839639672376724,0.009728409975245626,0.6029677160617606,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,4,0.006114247326234024,0.010084970914679378,0.6091838780830159,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,5,0.0064413493877636336,0.010251404684233374,0.6198115099258071,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,6,0.006013447835062194,0.009987043273865334,0.6206135953479045,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,7,0.006376878068825776,0.009949123553893591,0.6298375777020253,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,8,0.005759871389874283,0.00917788417615612,0.6276318427912573,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,9,0.005767258931569278,0.00866396168166621,0.6330459193904151,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,10,10,0.004530248712402299,0.006244136577829284,0.6226188089031481,4987
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,1,0.01385814313110132,0.015087488844596828,0.596745027124774,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,2,0.012452924926018055,0.016444852104122096,0.6063893911995177,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,3,0.012280417673785599,0.015724001015433923,0.6106088004822182,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,4,0.012609667624314789,0.015305770901893934,0.6210568615631907,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,5,0.012341919583634202,0.014936941047228565,0.620253164556962,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,6,0.01178731841834971,0.014767007336374687,0.6208559373116335,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,7,0.012470999739927043,0.015431310314897577,0.631303998392606,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,8,0.011650630938049251,0.014275225596143155,0.630098452883263,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,9,0.01086507104978013,0.013517377128926276,0.6389391199517782,4977
combo_rvol_lowatr,RVOL - ATR% (低波動放量),all,20,10,0.00935630697792289,0.01122405262852054,0.6439622262407072,4977
sig_rvol_log_rn,log(RVOL),liq_50m,10,1,0.004549232654580523,0.00799289878599104,0.5758973330659716,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,2,0.004041828184554739,0.008255880768645222,0.5793061961098857,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,3,0.004471263379109795,0.00783087443488172,0.5807098455985562,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,4,0.005112473464529524,0.008583886301790846,0.586123922197714,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,5,0.005205416639905491,0.0088287036959103,0.5901343493082013,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,6,0.005533496724437043,0.009668758480869441,0.5969520753960297,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,7,0.006136682580674588,0.009150797420066099,0.5907359133747744,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,8,0.006186013920044263,0.00905180977154703,0.6011630238620413,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,9,0.006831870388495782,0.009429931689335615,0.5955484259073591,4987
sig_rvol_log_rn,log(RVOL),liq_50m,10,10,0.008478932660660316,0.01082126704935158,0.6041708441949067,4987
sig_rvol_log_rn,log(RVOL),liq_50m,20,1,0.009926041587840929,0.01205017352929938,0.5750452079566004,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,2,0.008996135337255183,0.013377075974199704,0.5818766325095439,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,3,0.009929581744797682,0.013794903123870854,0.5862969660438014,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,4,0.010163857087112907,0.013255694595442546,0.5895117540687161,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,5,0.01063465329590584,0.0143706740808768,0.5989551938919028,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,6,0.010945773543066042,0.013951283416165779,0.5961422543701025,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,7,0.011483924177374833,0.01453304154795052,0.5989551938919028,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,8,0.012042113716236582,0.013721558291757573,0.6009644364074744,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,9,0.012776985788202236,0.01598754956634215,0.6148282097649186,4977
sig_rvol_log_rn,log(RVOL),liq_50m,20,10,0.014344932312673944,0.016215345189403943,0.6073940124573036,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,1,0.00409009608921282,0.0059606046352627395,0.6055744936835773,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,2,0.0039410703935050945,0.006687096754976426,0.5891317425305795,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,3,0.003939982314634216,0.008359929188739679,0.5983557248847002,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,4,0.004576319782219923,0.009238671392951361,0.5975536394626028,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,5,0.004539014753802066,0.008276139927582268,0.5809103669540806,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,6,0.004973623696728202,0.009253654369546975,0.5895327852416282,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,7,0.0065744999191222325,0.010167389235900286,0.5875275716863846,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,8,0.006046056988517949,0.009024470942112894,0.5738921195107279,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,9,0.008043877683468547,0.010363726709623594,0.5777020252656908,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,10,10,0.009787955414312186,0.009980304865788332,0.5664728293563265,4987
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,1,0.008396046782680099,0.01012632786272822,0.6302993771348202,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,2,0.007541721279910051,0.010928831506391134,0.5989551938919028,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,3,0.008565921830895197,0.013063952219155125,0.6019690576652602,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,4,0.008962060655119189,0.015216664544194472,0.6081977094635322,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,5,0.00926630759361593,0.014076753084524319,0.5963431786216596,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,6,0.009703978337732552,0.014131547510238018,0.5939320876029737,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,7,0.012139553033032971,0.01581534807483535,0.5963431786216596,4977
sig_atr_pct_rn,ATR% (raw rank),liq_50m,20,8,0.0122628671080616,0.014450288835587688,0.58569419328913,4977
