version,ic_20d,ir_20d,n_weeks_20d,ic_40d,ir_40d,n_weeks_40d,top20_ret_20d,top20_sharpe_20d,top20_ret_40d,top20_sharpe_40d
V1_current,0.03627228943189468,1.2611416546397693,255,0.03331925288219025,1.120711928878914,255,0.03674117980548253,1.4861496253976245,0.07499650665054239,2.018439343103663
V2_flat,0.03594291088639879,1.2543818460086635,255,0.03315919534858349,1.120114760459627,255,0.03632833344992408,1.4830031284405862,0.07417319001343474,2.009574528419245
