date,ret,n_stocks,regime,source,in_market,mean_pe,mean_pb,mean_fscore,cum_ret,year
2020-01-03,0.009451659138911772,0,neutral,dual_qmonly,True,,,,1.0094516591389118,2020
2020-01-31,-0.010117217892424901,0,neutral,dual_qmonly,True,,,,0.9992388167515336,2020
2020-02-27,-0.07502413293691125,0,ranging,dual_qmonly,True,,,,0.9242717909278446,2020
2020-03-27,0.19037910874448627,0,volatile,dual_both,True,,,,1.100233830722358,2020
2020-04-24,0.15384783699979587,0,volatile,dual_both,True,,,,1.2695024257729925,2020
2020-05-22,0.0020705526172268562,0,neutral,dual_qmonly,True,,,,1.2721309973432526,2020
2020-06-19,0.03063801016266876,0,volatile,dual_both,True,,,,1.311106559768101,2020
2020-07-17,0.036037604363168274,0,trending,dual_qmonly,True,,,,1.3583556992469785,2020
2020-08-14,,0,trending,dual_qmonly,True,,,,,2020
2020-09-11,-0.0012626070451295934,0,ranging,dual_qmonly,True,,,,1.3566406297713174,2020
2020-10-08,,0,ranging,dual_qmonly,True,,,,,2020
2020-11-06,0.04510715050974866,0,ranging,dual_qmonly,True,,,,1.4178348228460524,2020
2020-12-04,0.036721840528621826,0,volatile,dual_both,True,,,,1.4699003271065318,2020
2020-12-31,0.06252135853428548,0,trending,dual_qmonly,True,,,,1.5618004924672226,2020
2021-01-29,0.11788128906911119,0,volatile,dual_both,True,,,,1.7459075477880315,2021
2021-03-05,0.13861780466961007,0,volatile,dual_both,True,,,,1.9879214192185106,2021
2021-04-01,,0,neutral,dual_qmonly,True,,,,,2021
2021-04-29,-0.015913886206773226,0,trending,dual_qmonly,True,,,,1.95628586396506,2021
2021-05-28,,0,volatile,dual_both,True,,,,,2021
2021-06-25,-0.026394198983135848,0,trending,dual_qmonly,True,,,,1.9046512656036703,2021
2021-07-23,,0,ranging,dual_qmonly,True,,,,,2021
2021-08-20,0.052276629365830135,0,neutral,dual_qmonly,True,,,,2.0042200138867927,2021
2021-09-17,-0.025046445285207202,0,trending,dual_qmonly,True,,,,1.95402142696946,2021
2021-10-15,0.09719074475513595,0,neutral,dual_qmonly,True,,,,2.143934224724115,2021
2021-11-12,-0.00039778102692011874,0,neutral,dual_qmonly,True,,,,2.1430814083665553,2021
2021-12-10,0.020000000000000018,0,ranging,dual_qmonly,True,,,,2.1859430365338866,2021
2022-01-07,-0.016988300601666756,0,ranging,dual_qmonly,True,,,,2.1488075791311285,2022
2022-02-11,-0.009792779622995351,0,ranging,dual_qmonly,True,,,,2.1277647800564754,2022
2022-03-11,-0.05648402135476544,0,volatile,dual_both,True,,,,2.0075800687818477,2022
