base_pct,top_n,n_weeks,total_exposure_mean,total_exposure_p10,total_exposure_p90,mean_pos,max_pos,min_pos
4.0,20,529,0.14751913463558075,0.05870555555555556,0.25507555555555556,0.034124748689372195,0.044444444444444446,0.0105
6.0,20,529,0.22127870195337113,0.08805833333333334,0.38261333333333325,0.05118712303405828,0.06666666666666667,0.01575
8.0,20,529,0.2950382692711615,0.11741111111111112,0.5101511111111111,0.06824949737874439,0.08888888888888889,0.021
10.0,20,529,0.3687978365889519,0.14676388888888892,0.6376888888888889,0.08531187172343048,0.1111111111111111,0.02625
12.0,20,529,0.44255740390674225,0.17611666666666667,0.7652266666666665,0.10237424606811656,0.13333333333333333,0.0315
