quarter_end,n,ic_ret_3m,ic_ret_6m,ic_ret_12m
2015-12-31,1270,-0.012876248729739671,-0.03588600827015141,-0.08621524773481917
2016-03-31,1273,-0.06956213617671793,-0.11294279260847345,-0.13051679538506092
2016-06-30,1275,-0.0824937492530345,-0.0859928520186895,-0.06419896706451905
2016-09-30,1280,-0.06517825013123749,0.0338349800429286,-0.009470849902684784
2016-12-31,1303,0.122271954159778,0.055493444054981966,0.0652190349384154
2017-03-31,1310,-0.028852602936012082,0.015159392685921107,0.016735885289881902
2017-06-30,1312,0.04876908938736401,0.028458397140944915,0.0024560513444337366
2017-09-30,1317,0.07040158402485569,-0.00699020997034463,-0.053664726405123556
2017-12-31,1350,-0.05671320169797963,-0.06493794653913412,-0.057253393624879655
2018-03-31,1355,0.0021553782020582238,-0.007128371907719382,-0.03895148636675545
2018-06-30,1358,0.0055195187281247325,-0.014352804781073468,-0.02829745039741914
2018-09-30,1360,-0.052588792765247826,-0.071156177484996,-0.003224513310060464
2018-12-31,1377,-0.013777309428154867,0.009515356453397477,-0.020070404612969633
2019-03-31,1382,0.07342283571642579,0.0034062774451790083,0.030469294187799836
2019-06-30,1386,-0.026094513760206373,-0.07452584640942765,-0.002259814528754207
2019-09-30,1387,-0.04438721840004514,0.0529012357200799,0.0016071068193232402
2019-12-31,1406,0.05815589466238636,0.04861053885900864,-0.08377111071489138
2020-03-31,1409,-0.09448842004819413,-0.1262093850877426,-0.15899313832847192
2020-06-30,1410,-0.1472597685184897,-0.29060022267656094,-0.16030083941236073
2020-09-30,1412,-0.13320131106421998,-0.0620426743143569,-0.011660567352681186
2020-12-31,1443,0.06902332574847837,0.1326086147332901,0.03746349056870226
2021-03-31,1451,0.05860641857314023,0.030435043192699383,0.03842316581051958
2021-06-30,1454,-0.06853132970412712,-0.03456628156654643,-0.012304675023227699
2021-09-30,1455,0.08433692317517479,0.12204592140619958,0.09316838261293664
2021-12-31,1464,0.1332871537452263,0.043841261836965885,0.08254616695536153
2022-03-31,1466,-0.15690404527824123,-0.09130426379412293,-0.027684512056998917
2022-06-30,1466,0.030876100716124472,0.03506431891457293,0.07765325469904932
2022-09-30,1466,-0.09218626560616656,-0.010580103029688972,0.018858996134677713
2022-12-31,1484,0.11689866087877802,0.09758619956204664,0.06038554823975303
2023-03-31,1485,-0.06118112627695056,0.01944499424831659,-0.041237393278750784
2023-06-30,1486,0.11170350240238701,0.0664215824865459,-0.058216070048408806
2023-09-30,1488,0.02670180914965899,0.008317738905700938,-0.07453172804552309
2023-12-31,1502,0.007019799880856831,-0.04494277437843097,-0.0622906767238255
2024-03-31,1502,-0.018588041231538024,-0.005689383917312774,0.03615171001221141
2024-06-30,1503,-0.0346379855588235,-0.03945127416646303,-0.008190523159220087
2024-09-30,1503,-0.03291967641508499,0.015987844732919636,-0.03725692529366902
2024-12-31,1512,0.04728426036200003,0.06998369820875981,0.04406114279605278
