date,ret,n_stocks,regime,source,in_market,mean_pe,mean_pb,mean_fscore,cum_ret,year
2020-01-03,0.0,0,neutral,cash,False,,,,1.0,2020
2020-01-31,0.0,0,neutral,cash,False,,,,1.0,2020
2020-02-27,0.0,0,ranging,cash,False,,,,1.0,2020
2020-03-27,0.1486611690666438,8,volatile,value,True,9.873526121259825,1.308535533618746,3.75,1.1486611690666437,2020
2020-04-24,0.10032188739466104,6,volatile,value,True,10.412236466189311,1.3328244758578147,3.3333333333333335,1.2638970255243671,2020
2020-05-22,0.0,0,neutral,cash,False,,,,1.2638970255243671,2020
2020-06-19,0.068230120903084,4,volatile,value,True,10.13031832800559,1.5239892640983672,3.25,1.3501328723849428,2020
2020-07-17,0.0,0,trending,cash,False,,,,1.3501328723849428,2020
2020-08-14,0.0,0,trending,cash,False,,,,1.3501328723849428,2020
2020-09-11,0.0,0,ranging,cash,False,,,,1.3501328723849428,2020
2020-10-08,0.0,0,ranging,cash,False,,,,1.3501328723849428,2020
2020-11-06,0.0,0,ranging,cash,False,,,,1.3501328723849428,2020
2020-12-04,0.004715158720473911,10,volatile,value,True,9.047149313254657,1.6596237396269093,4.3,1.3564989631719673,2020
2020-12-31,0.0,0,trending,cash,False,,,,1.3564989631719673,2020
2021-01-29,0.173156748433336,10,volatile,value,True,7.221153723971331,1.4200844952729532,5.8,1.5913859128880168,2021
2021-03-05,0.21541512132207313,10,volatile,value,True,8.181068575112281,1.5150258907282175,5.9,1.9341945023830271,2021
2021-04-01,0.0,0,neutral,cash,False,,,,1.9341945023830271,2021
2021-04-29,0.0,0,trending,cash,False,,,,1.9341945023830271,2021
2021-05-28,0.06238968360408379,10,volatile,value,True,7.83004407158603,1.3344055324967297,4.6,2.0548682854154627,2021
2021-06-25,0.0,0,trending,cash,False,,,,2.0548682854154627,2021
2021-07-23,0.0,0,ranging,cash,False,,,,2.0548682854154627,2021
2021-08-20,0.0,0,neutral,cash,False,,,,2.0548682854154627,2021
2021-09-17,0.0,0,trending,cash,False,,,,2.0548682854154627,2021
2021-10-15,0.0,0,neutral,cash,False,,,,2.0548682854154627,2021
2021-11-12,0.0,0,neutral,cash,False,,,,2.0548682854154627,2021
2021-12-10,0.0,0,ranging,cash,False,,,,2.0548682854154627,2021
2022-01-07,0.0,0,ranging,cash,False,,,,2.0548682854154627,2022
2022-02-11,0.0,0,ranging,cash,False,,,,2.0548682854154627,2022
2022-03-11,-0.09267830753605745,10,volatile,value,True,6.837982832225725,1.7677024911788073,5.0,1.8644265705136374,2022
2022-04-08,0.0,0,ranging,cash,False,,,,1.8644265705136374,2022
2022-05-06,0.0,0,neutral,cash,False,,,,1.8644265705136374,2022
2022-06-02,0.0,0,ranging,cash,False,,,,1.8644265705136374,2022
2022-07-01,0.05399400636752903,10,volatile,value,True,5.387111733932548,1.444271337838447,5.1,1.965094430633741,2022
