group,n,CAR_1d_mean,CAR_5d_mean,CAR_10d_mean,CAR_20d_mean,CAR_1d_t,CAR_5d_t,CAR_10d_t,CAR_20d_t
all,392013,4.646083012672777e-05,-0.00017994966419046128,-0.0012321607923259656,-0.00461534856074299,0.9943342841413845,-1.6454526538716547,-7.93167959809081,-20.460857771080217
regime_bull,298875,1.305969642281749e-05,-0.00044587368215871293,-0.0018674322261032902,-0.006750784422184907,0.24203026620103676,-3.518568882660051,-10.321766547310814,-25.799588072820214
regime_bear,93138,0.0001536433317453601,0.0006733866847783935,0.0008063922125721199,0.0022371541029222483,1.6476250788801043,3.1224275730436357,2.6820522952230164,5.057205629946204
vol_high,127712,0.000557625387651423,0.0021517124585978867,0.00268152960472669,0.005796656589490655,6.4722488903118585,10.552786409063952,9.311002511428434,13.608577706759455
vol_low,130350,0.00020175621327425032,-0.0005005742997191781,-0.0022264896162358023,-0.006831481412838586,2.6726498756229446,-2.950669811713633,-9.310072549471302,-20.1695037859328
