year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.3564989631719673,14.0,0.2857142857142857,35.65,33.59,2.06
2021,0.5148321828499334,12.0,0.25,51.48,18.99,32.49
2022,0.091877158919627,13.0,0.23076923076923078,9.19,-23.97,33.16
2023,0.09031475630185426,13.0,0.07692307692307693,9.03,22.02,-12.99
2024,0.010436327359599096,13.0,0.15384615384615385,1.04,19.22,-18.18
2025,0.0028854484294389415,13.0,0.07692307692307693,0.29,29.97,-29.68
