quarter_end,n_total,top_dec_ret_3m,bot_dec_ret_3m,top_quin_ret_3m,bot_quin_ret_3m,top_dec_ret_6m,bot_dec_ret_6m,top_quin_ret_6m,bot_quin_ret_6m,top_dec_ret_12m,bot_dec_ret_12m,top_quin_ret_12m,bot_quin_ret_12m
2015-12-31,1200,0.09286946769152676,0.2462823434095575,0.08482930713660129,0.17626761007610803,0.18856635683277884,0.47968733883913545,0.1761962334192032,0.3341032481221677,0.30655192146045934,0.678495431269244,0.28353651393616797,0.5886484681436592
2016-03-31,1194,0.09472833592566841,0.1810099611522971,0.08063672103618855,0.11692986164744389,0.106133057437148,0.22721806206064804,0.08898580101005919,0.20790065423955587,0.22320627726870063,0.43008926490211286,0.20631500364328834,0.35585080946369313
2016-06-30,1199,0.0013583396711769262,0.0720252867288464,0.008358524877982176,0.0720252867288464,0.08124318070895623,0.20693494252047834,0.09644137627236544,0.20693494252047834,0.12772274545467888,0.2408509278398673,0.14619261831933922,0.2408509278398673
2016-09-30,1211,0.07867926295926789,0.10836491479599593,0.08165407210337804,0.10836491479599593,0.08630612078425554,0.08636972235991854,0.08504776234194368,0.08636972235991854,0.24740476409956183,0.24740174704370427,0.2352094287845431,0.24740174704370427
2016-12-31,1238,0.034472224642321886,0.0001787957043023615,0.031899326132581125,0.0001787957043023615,0.04006556253856159,0.04695475723819062,0.05244290894194429,0.04695475723819062,0.2265156227733441,0.18945224417801226,0.2261995142058431,0.18945224417801226
2017-03-31,1234,0.026467075636291068,0.03456344472178194,0.02642315910489667,0.03456344472178194,0.10834983069523244,0.13232522027665922,0.09946212619099418,0.13232522027665922,0.21016475224935738,0.2753758184936923,0.20156998624961803,0.2753758184936923
2017-06-30,1239,0.08150542938181518,0.07151841089681803,0.07623668357887177,0.07151841089681803,0.15005348606088806,0.119270362222367,0.14159709164551962,0.119270362222367,0.28027657153953,0.29834410900028846,0.26382623123313187,0.29834410900028846
2017-09-30,1248,0.08016220703611032,0.0623641815787824,0.08396538151522295,0.0623641815787824,0.09864068725598855,0.1355103848837989,0.10150256288353027,0.1355103848837989,0.10262798966199622,0.1165002214365087,0.09071212862631535,0.1165002214365087
2017-12-31,1273,0.036619207361633356,0.050798823688182046,0.02291421794890885,0.050798823688182046,0.09159966855575429,0.11837020330224564,0.07253629738834494,0.11837020330224564,0.09967258436612474,0.1132108900849933,0.06288788633994684,0.1132108900849933
2018-03-31,1279,0.06004110498984874,0.05339416992831565,0.07092095478125453,0.05339416992831565,0.00834753244363616,0.0035516322619922993,0.0073207540768017755,0.0035516322619922993,0.12369882261876688,0.07839501783951887,0.10080875586593922,0.07839501783951887
