date,Adj Close,Close,High,Low,Open,Volume,ret,nav
2018-06-01,10949.080078125,10949.080078125,10954.669921875,10876.9697265625,10882.6796875,2817400,0.006815668053375523,1.4105985960767942
2018-06-04,11109.5,11109.5,11109.5,11002.150390625,11002.150390625,2890900,0.01465145206084495,1.4312659137843085
2018-06-05,11100.1103515625,11100.1103515625,11131.080078125,11054.6201171875,11130.0302734375,3024000,-0.0008451909120572587,1.4300562208412406
2018-06-06,11201.830078125,11201.830078125,11207.150390625,11111.1396484375,11111.1396484375,3038200,0.009163848226804383,1.4431610390048273
2018-06-07,11251.75,11251.75,11261.6796875,11188.990234375,11228.6396484375,3563000,0.0044564077054234374,1.4495923529792152
2018-06-08,11156.419921875,11156.419921875,11243.58984375,11122.98046875,11243.58984375,2935100,-0.008472466782944887,1.4373107299197878
2018-06-11,11149.23046875,11149.23046875,11186.669921875,11118.8095703125,11168.990234375,2763200,-0.0006444229578436156,1.4363844938878725
2018-06-12,11144.7900390625,11144.7900390625,11160.0498046875,11088.5302734375,11140.01953125,3009100,-0.00039827230228539623,1.4358124217285246
2018-06-13,11173.2099609375,11173.2099609375,11188.009765625,11119.240234375,11153.2001953125,3259400,0.002550063462424035,1.4394738345240692
2018-06-14,11013.98046875,11013.98046875,11143.0400390625,11013.98046875,11143.0400390625,3145600,-0.014251006894543283,1.418959882983752
2018-06-15,11087.4697265625,11087.4697265625,11087.4697265625,10981.6103515625,10998.2001953125,3547100,0.006672361370261282,1.4284276960929232
2018-06-19,10904.1904296875,10904.1904296875,11008.76953125,10904.1904296875,11008.76953125,3158000,-0.016530308663293414,1.40481534537331
2018-06-20,10927.4404296875,10927.4404296875,10969.2001953125,10842.5595703125,10904.7998046875,3060000,0.002132207810375375,1.4078107036248502
2018-06-21,10941.0703125,10941.0703125,10992.3095703125,10941.0703125,10949.849609375,2522200,0.001247307903456507,1.409566677042052
2018-06-22,10899.2802734375,10899.2802734375,10914.830078125,10828.8603515625,10901.25,2733900,-0.0038195567589722756,1.404182757113534
2018-06-25,10786.4599609375,10786.4599609375,10851.16015625,10786.4599609375,10834.0703125,2393700,-0.010351170872718307,1.389647821458127
2018-06-26,10742.169921875,10742.169921875,10752.990234375,10651.419921875,10730.900390625,2616000,-0.004106077362071914,1.3839418199971851
2018-06-27,10701.0302734375,10701.0302734375,10800.33984375,10701.0302734375,10766.8798828125,2357900,-0.003829733539563951,1.3786416915923367
2018-06-28,10654.2802734375,10654.2802734375,10723.83984375,10633.009765625,10669.419921875,2259600,-0.004368738224771129,1.3726187669360141
2018-06-29,10836.91015625,10836.91015625,10836.91015625,10667.6396484375,10667.6396484375,2256100,0.01714145659072064,1.3961474519450563
2018-07-02,10777.9404296875,10777.9404296875,10886.2001953125,10777.9404296875,10852.169921875,2244500,-0.005441562743647044,1.3885502279859143
2018-07-03,10715.7197265625,10715.7197265625,10873.48046875,10707.6796875,10802.8798828125,2685900,-0.005772967806874751,1.380534172221523
2018-07-04,10721.8701171875,10721.8701171875,10752.0498046875,10680.4404296875,10714.25,2081200,0.0005739596389175983,1.3813265431165247
2018-07-05,10611.8095703125,10611.8095703125,10709.7998046875,10585.26953125,10690.91015625,2075800,-0.010265051308406492,1.3671471552777699
2018-07-06,10608.5703125,10608.5703125,10665.7197265625,10523.580078125,10645.66015625,2613100,-0.0003052502771593302,1.3667298332297038
2018-07-09,10720.2802734375,10720.2802734375,10746.740234375,10638.900390625,10638.900390625,2329300,0.01053016171329646,1.3811217193919993
2018-07-10,10756.8896484375,10756.8896484375,10776.4697265625,10728.240234375,10737.6201171875,2427500,0.003414964354123251,1.3858382008324284
2018-07-11,10676.83984375,10676.83984375,10693.6396484375,10635.0302734375,10693.6396484375,2140700,-0.0074417240767294945,1.3755251753268423
2018-07-12,10738.3798828125,10738.3798828125,10752.5703125,10643.650390625,10644.91015625,2053500,0.005763881444613483,1.3834535393615073
2018-07-13,10864.5400390625,10864.5400390625,10864.5400390625,10769.7001953125,10769.7001953125,2134000,0.011748527955499855,1.399707081943831
2018-07-16,10817.4501953125,10817.4501953125,10890.2001953125,10817.4501953125,10867.9697265625,1889400,-0.0043342694288660555,1.3936403743291945
2018-07-17,10778.990234375,10778.990234375,10818.83984375,10758.830078125,10802.75,2029100,-0.003555362885254265,1.3886854770669126
2018-07-18,10842.4599609375,10842.4599609375,10872.740234375,10788.3701171875,10811.4296875,2388600,0.0058882812937421924,1.3968624477844171
2018-07-19,10835.3798828125,10835.3798828125,10896.25,10826.1396484375,10868.5595703125,2052700,-0.000652995551794322,1.3959503028195455
2018-07-20,10932.1103515625,10932.1103515625,10963.9501953125,10893.73046875,10932.509765625,2245800,0.008927279873540694,1.4084123418623695
2018-07-23,10946.8896484375,10946.8896484375,10984.83984375,10901.75,10929.4599609375,2153400,0.0013519161808395186,1.4103163972966273
2018-07-24,10995.3896484375,10995.3896484375,10995.3896484375,10917.6103515625,10937.76953125,2213600,0.004430482224411891,1.4165647790256466
2018-07-25,10965.7900390625,10965.7900390625,10992.2900390625,10956.0,10957.66015625,1970700,-0.0026920018590887995,1.4127513840069899
2018-07-26,11010.6103515625,11010.6103515625,11018.1904296875,10966.330078125,10969.349609375,2336000,0.0040872853064248815,1.4185257019804731
2018-07-27,11075.7802734375,11075.7802734375,11075.7802734375,11009.16015625,11023.0703125,2230900,0.00591882918332054,1.4269217133026455
2018-07-30,11033.5400390625,11033.5400390625,11080.41015625,11001.150390625,11072.7001953125,2141500,-0.0038137479556453746,1.4214797935356716
