year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.23976470337586386,14.0,0.6428571428571429,23.98,33.59,-9.61
2021,0.45753032270907656,12.0,0.6666666666666666,45.75,18.99,26.76
2022,-0.30704961317107704,13.0,0.46153846153846156,-30.7,-23.97,-6.73
2023,0.6432096745862632,13.0,0.6153846153846154,64.32,22.02,42.3
2024,0.08279448870293238,13.0,0.5384615384615384,8.28,19.22,-10.94
2025,-0.08986743059520963,13.0,0.5384615384615384,-8.99,29.97,-38.96
