date,eq_A_BuyHold,alloc_A_BuyHold,eq_B_Always50,alloc_B_Always50,eq_C1_CompositeTop5_10,alloc_C1_CompositeTop5_10,eq_C2_MdDist_Rank,alloc_C2_MdDist_Rank,eq_C3_AND_combo,alloc_C3_AND_combo,eq_C4_OR_combo,alloc_C4_OR_combo
2013-12-24,0.9609119150716824,1.0,0.989096663770431,0.5,0.9999058089648142,1.0,0.9649547791758755,1.0,0.9429053904564036,1.0,0.9860927288151463,1.0
2013-12-25,0.962875700458481,1.0,0.9901073566050073,0.5,1.0019492849432274,1.0,0.9669268268365871,1.0,0.9448323764765257,1.0,0.9881079754371336,1.0
2013-12-26,0.9649372771268456,1.0,0.9911672972726245,0.5,1.004094520582407,1.0,0.9689970772180985,1.0,0.9468553212677714,1.0,0.9902235759731283,1.0
2013-12-27,0.9705261625791418,1.0,0.9940377017122858,0.5,1.009910203520393,1.0,0.9746094769010157,1.0,0.9523394766174533,1.0,0.9959589188492534,1.0
2013-12-30,0.9805770595298732,1.0,0.9991848944878526,0.5,1.0203689667938127,1.0,0.984702661193448,1.0,0.9622020298495667,1.0,1.0062732007784634,1.0
2013-12-31,0.9792216268830497,1.0,0.9984943175397998,0.5,1.0189585305655158,1.0,0.983341525807479,1.0,0.9608719966498066,1.0,1.0048822488540807,1.0
2014-01-02,0.979338748999344,1.0,0.9985540311757977,0.5,1.0190804055080616,1.0,0.9834591406940183,1.0,0.9609869240152221,1.0,1.0050024401696944,1.0
2014-01-03,0.9718338366931072,1.0,0.9947279493197133,0.5,1.011270943170176,1.0,0.9759226528186871,1.0,0.9536226462313158,1.0,0.9973008607226092,1.0
2014-01-06,0.9665428735172101,1.0,0.9920201464262707,0.5,1.0057652722219668,1.0,0.9706094288665784,1.0,0.9484308303936617,1.0,0.9918712472124139,1.0
2014-01-07,0.9679403791572654,1.0,0.9927373177942795,0.5,1.0072194887694306,1.0,0.9720128142603333,1.0,0.9498021481809982,1.0,0.9933053746579393,1.0
2014-01-08,0.9729106778982597,1.0,0.9952861323426853,0.5,1.0123914826904759,1.0,0.9770040246395869,1.0,0.9546793085133399,1.0,0.9984059206826683,1.0
2014-01-09,0.9682110108434602,1.0,0.9928822562456655,0.5,1.0075011027143423,1.0,0.9722845845806863,1.0,0.9500677085010847,1.0,0.9935830982804253,1.0
2014-01-10,0.9698791481697101,1.0,0.9937375780369203,0.5,1.009236933206718,1.0,0.973959740294794,1.0,0.9517045866085075,1.0,0.9952949493484367,1.0
2014-01-13,0.9740693908740256,1.0,0.995884238084325,0.5,1.0135972163453706,1.0,0.9781676126918539,1.0,0.9558163083711885,1.0,0.9995949978730592,1.0
2014-01-14,0.9720157739611369,1.0,0.9948344336588035,0.5,1.0114602634692762,1.0,0.9761053555550586,1.0,0.9538011741775921,1.0,0.997487565678902,1.0
2014-01-15,0.9782027781820815,1.0,0.9980005576071348,0.5,1.017898336890554,1.0,0.9823183904837974,1.0,0.9598722401506579,1.0,1.0038367010988398,1.0
2014-01-16,0.9792898533585609,1.0,0.9985550958156151,0.5,1.0190295256776785,1.0,0.9834100393336184,1.0,0.9609389446296603,1.0,1.0049522632126906,1.0
2014-01-17,0.9774579724910839,1.0,0.9976211363914096,0.5,1.0171233069161127,1.0,0.9815704511567761,1.0,0.9591413913705886,1.0,1.0030723776840156,1.0
2014-01-20,0.9803644203478629,1.0,0.9991043376621265,0.5,1.0201476986942393,1.0,0.9844891273703135,1.0,0.961993375312356,1.0,1.0060549893607957,1.0
2014-01-21,0.977901444581907,1.0,0.9978493095724441,0.5,1.0175847751451697,1.0,0.982015789076682,1.0,0.9595765532396375,1.0,1.0035274710149795,1.0
2014-01-22,0.9807896987118828,1.0,0.9993228948736184,0.5,1.020590234893386,1.0,0.984916195016582,1.0,0.9624106843867771,1.0,1.0064914121961304,1.0
2014-01-23,0.977355632777817,1.0,0.9975734165119856,0.5,1.0170168142478688,1.0,0.981467680867567,1.0,0.959040969400808,1.0,1.0029673561461006,1.0
2014-01-24,0.9777206444218022,1.0,0.997759697687714,0.5,1.0173966380979387,1.0,0.9818342282324126,1.0,0.9593991410930253,1.0,1.0033419329646633,1.0
2014-01-27,0.9622855414453085,1.0,0.9898839697037188,0.5,1.001335177223021,1.0,0.9663341848354815,1.0,0.9442532764507913,1.0,0.9875023512351581,1.0
2014-02-05,0.9397605705552714,1.0,0.9782984752523519,0.5,0.9778961409425402,1.0,0.9437144441805669,0.5,0.9221504009020942,0.5,0.9643871107401107,0.5
2014-02-06,0.9450515337311685,1.0,0.9810524433213348,0.5,0.9834018118907496,1.0,0.9463710561566214,0.5,0.9247463088209213,0.5,0.9671019174952085,0.5
2014-02-07,0.9537322156320491,1.0,0.9855581257548266,0.5,0.9924347566615705,1.0,0.9507174572815746,0.5,0.9289933939053688,0.5,0.9715435293078271,0.5
2014-02-10,0.9542552852776354,1.0,0.9858283879579343,0.5,0.9929790525214839,1.0,0.9509781653898266,0.5,0.9292481447868727,0.5,0.9718099483934032,0.5
2014-02-11,0.9586456589767838,1.0,0.9880962061681865,0.5,0.9975475879891467,1.0,0.9531658134910247,0.5,0.9313858047389826,0.5,0.9740455183209805,0.5
