score,label,liquidity,horizon,decile,mean_ret,win_rate,n_days
rvol_only,純 RVOL baseline (對照),all,20,8,0.0141050492152088,0.6347703464947623,4964
rvol_only,純 RVOL baseline (對照),all,20,9,0.01449698776056222,0.6412167606768735,4964
rvol_only,純 RVOL baseline (對照),all,20,10,0.016507023893890072,0.6363819500402901,4964
rvol_only,純 RVOL baseline (對照),all,60,1,0.03932509976342581,0.6636880584890333,4924
rvol_only,純 RVOL baseline (對照),all,60,2,0.03571453181861033,0.6527213647441105,4924
rvol_only,純 RVOL baseline (對照),all,60,3,0.034861793687867064,0.6573923639317628,4924
rvol_only,純 RVOL baseline (對照),all,60,4,0.03439169245470578,0.6606417546709992,4924
rvol_only,純 RVOL baseline (對照),all,60,5,0.034700072183470494,0.662672623883022,4924
rvol_only,純 RVOL baseline (對照),all,60,6,0.03598098668148018,0.6685621445978879,4924
rvol_only,純 RVOL baseline (對照),all,60,7,0.03727305283839616,0.6724207961007311,4924
rvol_only,純 RVOL baseline (對照),all,60,8,0.03901958913407695,0.6823720552396426,4924
rvol_only,純 RVOL baseline (對照),all,60,9,0.03985475488247299,0.6821689683184403,4924
rvol_only,純 RVOL baseline (對照),all,60,10,0.04455377490133444,0.6829813160032494,4924
mom_only_5d,純動量 5d baseline (對照),all,10,1,0.00826911623773365,0.6134723336006416,4988
mom_only_5d,純動量 5d baseline (對照),all,10,2,0.00603371983673936,0.605252606255012,4988
mom_only_5d,純動量 5d baseline (對照),all,10,3,0.005318067042368086,0.6102646351242983,4988
mom_only_5d,純動量 5d baseline (對照),all,10,4,0.005351221714989316,0.6116680032076984,4988
mom_only_5d,純動量 5d baseline (對照),all,10,5,0.005087556685817963,0.6108660785886126,4988
mom_only_5d,純動量 5d baseline (對照),all,10,6,0.0051992455776894275,0.609663191659984,4988
mom_only_5d,純動量 5d baseline (對照),all,10,7,0.005264265465613069,0.6148757016840417,4988
mom_only_5d,純動量 5d baseline (對照),all,10,8,0.005347824821140615,0.6188853247794708,4988
mom_only_5d,純動量 5d baseline (對照),all,10,9,0.0057093711468222405,0.6120689655172413,4988
mom_only_5d,純動量 5d baseline (對照),all,10,10,0.008620148581121187,0.6142742582197274,4988
mom_only_5d,純動量 5d baseline (對照),all,20,1,0.015416710658761228,0.6147047006830052,4978
mom_only_5d,純動量 5d baseline (對照),all,20,2,0.01118206169671564,0.603455202892728,4978
mom_only_5d,純動量 5d baseline (對照),all,20,3,0.010680729196081805,0.6060666934511852,4978
mom_only_5d,純動量 5d baseline (對照),all,20,4,0.010528551619413509,0.6179188429087987,4978
mom_only_5d,純動量 5d baseline (對照),all,20,5,0.010615578372143298,0.6104861390116513,4978
mom_only_5d,純動量 5d baseline (對照),all,20,6,0.011098644056209988,0.618521494576135,4978
mom_only_5d,純動量 5d baseline (對照),all,20,7,0.011289011590920616,0.6213338690237042,4978
mom_only_5d,純動量 5d baseline (對照),all,20,8,0.011733914971209751,0.6295701084773001,4978
mom_only_5d,純動量 5d baseline (對照),all,20,9,0.013254082306898726,0.6341904379268782,4978
mom_only_5d,純動量 5d baseline (對照),all,20,10,0.017944187720170236,0.6366010445962234,4978
mom_only_5d,純動量 5d baseline (對照),all,60,1,0.04312369124615988,0.6435803969218307,4938
mom_only_5d,純動量 5d baseline (對照),all,60,2,0.03502884308204788,0.6441879303361685,4938
mom_only_5d,純動量 5d baseline (對照),all,60,3,0.03359560148209236,0.651478331308222,4938
mom_only_5d,純動量 5d baseline (對照),all,60,4,0.03398973282948602,0.6697043337383556,4938
mom_only_5d,純動量 5d baseline (對照),all,60,5,0.03411121368525926,0.6709194005670311,4938
mom_only_5d,純動量 5d baseline (對照),all,60,6,0.034673451089382995,0.6832725799918996,4938
mom_only_5d,純動量 5d baseline (對照),all,60,7,0.03544392698506652,0.6836776022681248,4938
mom_only_5d,純動量 5d baseline (對照),all,60,8,0.03774174572559732,0.6816524908869988,4938
mom_only_5d,純動量 5d baseline (對照),all,60,9,0.041086320524723795,0.6788173349534224,4938
mom_only_5d,純動量 5d baseline (對照),all,60,10,0.049936761496765576,0.6749696233292831,4938
mom_only_20d,純動量 20d baseline (對照),all,10,1,0.006708488966700061,0.5986326161270863,4973
mom_only_20d,純動量 20d baseline (對照),all,10,2,0.004462751440109619,0.5946108988538106,4973
mom_only_20d,純動量 20d baseline (對照),all,10,3,0.00407837028601156,0.59139352503519,4973
mom_only_20d,純動量 20d baseline (對照),all,10,4,0.004456308677263442,0.6028554192640257,4973
