scheme,week,ret,n_picks,overlap_jaccard
S1_replace_SM,2020-05-08,0.24373985939010712,50,0.9607843137254902
S1_replace_SM,2020-05-15,0.22459027897255646,50,0.7241379310344828
S1_replace_SM,2020-05-22,0.19275372161303628,50,0.8181818181818182
S1_replace_SM,2020-05-29,0.1397117165616252,50,0.9230769230769231
S1_replace_SM,2020-06-05,0.06911568686297458,50,0.9230769230769231
S1_replace_SM,2020-06-12,0.06986110951220695,50,0.6666666666666666
S1_replace_SM,2020-06-19,0.05713544069919786,50,0.9230769230769231
S1_replace_SM,2020-06-24,0.04273643553459132,50,0.9230769230769231
S1_replace_SM,2020-07-03,-0.06570704188970419,50,0.42857142857142855
S1_replace_SM,2020-07-10,-0.017921038859793414,50,0.6666666666666666
S1_replace_SM,2020-07-17,0.02835466704926171,50,0.9230769230769231
S1_replace_SM,2020-07-24,0.012413242482516169,50,0.8518518518518519
S1_replace_SM,2020-07-31,-0.021421689900029267,50,0.8867924528301887
S1_replace_SM,2020-08-07,-0.057643148749224264,50,0.8867924528301887
S1_replace_SM,2020-08-14,-0.023996491101620207,50,0.7543859649122807
S1_replace_SM,2020-08-21,0.06032658917579553,50,0.8518518518518519
S1_replace_SM,2020-08-28,0.04440634425076859,50,0.8867924528301887
S1_replace_SM,2020-09-04,0.11600242459889869,50,0.8518518518518519
S1_replace_SM,2020-09-11,0.13890683766084078,50,0.6666666666666666
S1_replace_SM,2020-09-18,0.07576204329624646,50,0.8518518518518519
S1_replace_SM,2020-09-25,0.12897093064143508,50,0.7543859649122807
S1_replace_SM,2020-09-30,0.11099234133449638,50,0.4084507042253521
S1_replace_SM,2020-10-08,0.10495866831847961,50,0.9607843137254902
S1_replace_SM,2020-10-16,0.12464663220210076,50,0.6949152542372882
S1_replace_SM,2020-10-23,0.06627507001004046,50,0.7857142857142857
S1_replace_SM,2020-10-30,0.11080562392534478,50,0.8867924528301887
S1_replace_SM,2020-11-06,0.03670730956372136,50,0.9607843137254902
S1_replace_SM,2020-11-13,0.14731563155329785,50,0.7241379310344828
S1_replace_SM,2020-11-20,0.15116507188900674,50,0.8867924528301887
S1_replace_SM,2020-11-27,0.08229524584528349,50,0.8518518518518519
S1_replace_SM,2020-12-04,0.07921059179762899,50,0.8181818181818182
S1_replace_SM,2020-12-11,0.14692014859722485,50,0.6949152542372882
S1_replace_SM,2020-12-18,0.162936491134515,50,0.9230769230769231
S1_replace_SM,2020-12-25,0.22781076996071875,50,0.8518518518518519
S1_replace_SM,2020-12-31,0.33132162964093553,50,0.5384615384615384
S1_replace_SM,2021-01-08,0.3424315060443089,50,0.8867924528301887
S1_replace_SM,2021-01-15,0.37018430736409824,50,0.7543859649122807
S1_replace_SM,2021-01-22,0.31619123655241,50,0.8518518518518519
S1_replace_SM,2021-01-29,0.315732427296722,50,0.8867924528301887
S1_replace_SM,2021-02-05,0.2013141923100143,50,0.8181818181818182
S1_replace_SM,2021-02-19,0.1757121833861624,50,0.7543859649122807
S1_replace_SM,2021-02-26,0.2536289180547879,50,0.9230769230769231
S1_replace_SM,2021-03-05,0.3367700886995728,50,0.9607843137254902
S1_replace_SM,2021-03-12,0.2860576358788151,50,0.9607843137254902
S1_replace_SM,2021-03-19,0.33607195301951465,50,0.7543859649122807
S1_replace_SM,2021-03-26,0.3200362520635822,50,0.8518518518518519
S1_replace_SM,2021-04-01,0.3943965690918639,50,0.4084507042253521
S1_replace_SM,2021-04-09,0.31339729509787567,50,0.8181818181818182
S1_replace_SM,2021-04-16,0.2525030548750825,50,0.8518518518518519
S1_replace_SM,2021-04-23,0.20602014932300894,50,0.8181818181818182
S1_replace_SM,2021-04-29,0.15378501011196963,50,0.9230769230769231
S1_replace_SM,2021-05-07,0.19522691540239515,50,0.8867924528301887
S1_replace_SM,2021-05-14,0.3941370506303698,50,0.6666666666666666
S1_replace_SM,2021-05-21,0.24271067577299746,50,0.9607843137254902
S1_replace_SM,2021-05-28,0.13200879987862285,50,0.9230769230769231
S1_replace_SM,2021-06-04,0.08122436402487512,50,0.8518518518518519
S1_replace_SM,2021-06-11,0.04584962340434776,50,0.8518518518518519
S1_replace_SM,2021-06-18,0.02220034214262304,50,0.8518518518518519
S1_replace_SM,2021-06-25,-0.018024540299600687,50,0.9230769230769231
S1_replace_SM,2021-07-02,-0.0684790297404652,50,0.4492753623188406
S1_replace_SM,2021-07-09,-0.14792640865216705,50,0.8867924528301887
S1_replace_SM,2021-07-16,-0.17507989633479426,50,0.7857142857142857
S1_replace_SM,2021-07-23,-0.14022280281275862,50,0.8518518518518519
S1_replace_SM,2021-07-30,-0.09605818521648862,50,0.9230769230769231
S1_replace_SM,2021-08-06,-0.09933784792950034,50,0.8867924528301887
S1_replace_SM,2021-08-13,0.006873069985687786,50,0.8181818181818182
S1_replace_SM,2021-08-20,0.09035680707868922,50,0.9607843137254902
S1_replace_SM,2021-08-27,0.047206134362514286,50,0.9607843137254902
S1_replace_SM,2021-09-03,0.022512994837971347,50,0.8867924528301887
S1_replace_SM,2021-09-10,0.05290807939594676,50,0.8518518518518519
S1_replace_SM,2021-09-17,0.05191447467727445,50,0.9230769230769231
S1_replace_SM,2021-09-24,0.06745393426722907,50,0.9230769230769231
