year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.39331980562974334,14.0,0.2857142857142857,39.33,33.59,5.74
2021,0.5536497034556547,12.0,0.25,55.36,18.99,36.37
2022,0.07638900446873809,13.0,0.23076923076923078,7.64,-23.97,31.61
2023,0.17934263681404938,13.0,0.15384615384615385,17.93,22.02,-4.09
2024,0.0897464687935634,13.0,0.23076923076923078,8.97,19.22,-10.25
2025,-0.023487946909029445,13.0,0.15384615384615385,-2.35,29.97,-32.32
