week,v_n,q_n,overlap_n,overlap_pct,v_ret,q_ret,dual_ret_naive,overlap_ids
2025-05-29,20,5,2,0.1,-0.006751483988901274,-0.0004983212091627554,-0.0036249025990320147,"1319,2412"
2025-06-06,20,2,1,0.05,-0.005509517808799058,0.03783467913302163,0.016162580662111285,2412
2025-06-13,20,1,1,0.05,0.018443497898113986,-0.033333333333333326,-0.00744491771760967,2412
2025-06-20,20,2,1,0.05,0.07703940855379933,-0.07640869768529346,0.0003153554342529355,2412
2025-06-27,20,2,1,0.05,0.062064220468577444,-0.07273114816218268,-0.005333463846802618,2412
2025-07-04,20,0,0,0.0,0.05312602276026437,0.0,0.026563011380132184,
2025-07-11,20,0,0,0.0,0.054894187093923776,0.0,0.027447093546961888,
2025-07-18,20,0,0,0.0,0.08711863124649427,0.0,0.043559315623247136,
2025-07-25,20,4,1,0.05,0.09175898569790131,0.12788655640472424,0.10982277105131277,4749
2025-07-31,20,3,0,0.0,0.10836710218259982,0.21083011620980704,0.15959860919620344,
2025-08-08,20,1,0,0.0,0.1136154024268365,0.25531914893617014,0.1844672756815033,
2025-08-15,20,1,1,0.05,0.062011138763024734,0.35114503816793885,0.20657808846548179,4749
2025-08-22,20,3,1,0.05,0.10105195192909386,0.24044907653995598,0.17075051423452492,4749
2025-08-29,20,2,0,0.0,0.020704923611400288,0.05133581857719782,0.03602037109429906,
2025-09-05,20,2,0,0.0,0.01698446206707651,0.1658601780864304,0.09142232007675345,
2025-09-12,20,1,0,0.0,-0.021162254778040623,0.1122345803842264,0.04553616280309289,
2025-09-19,20,3,0,0.0,-0.01996915204107295,0.08940519142490884,0.03471801969191794,
2025-09-26,20,5,0,0.0,-0.008292139635232575,0.28826024360009017,0.1399840519824288,
2025-10-03,20,3,1,0.05,-0.012285141821515761,-0.009444131445491943,-0.010864636633503852,3533
2025-10-09,20,3,1,0.05,-0.02309745479390803,0.10345801005221296,0.04018027762915247,3533
2025-10-17,20,1,0,0.0,0.011109535739497889,-0.03486529318541998,-0.011877878722961043,
2025-10-23,20,3,0,0.0,-0.05023667858084413,0.08610657750868267,0.01793494946391927,
2025-10-31,20,0,0,0.0,0.011267129419565359,0.0,0.0056335647097826794,
2025-11-07,20,3,1,0.05,-6.226220091985479e-05,0.11045016418330326,0.055193950991191704,6739
2025-11-14,20,3,1,0.05,0.005745492413938347,0.1144014561787184,0.06007347429632837,6510
2025-11-21,20,5,1,0.05,0.048643588297824766,0.021483591050729257,0.035063589674277015,2059
2025-11-28,20,2,0,0.0,-0.008357463215220951,0.02286073825503354,0.007251637519906295,
2025-12-05,20,3,0,0.0,0.020898416636242527,0.18487069775669726,0.1028845571964699,
2025-12-12,20,3,2,0.1,0.03510359926626484,0.12976603912858894,0.0824348191974269,"6446,6531"
2025-12-19,20,6,4,0.2,0.10864412647947852,0.1114123845915493,0.1100282555355139,"2059,6446,6531,6739"
2025-12-26,20,3,1,0.05,0.09047948955496957,0.01932203655602982,0.05490076305549969,2059
