week,v_n,q_n,overlap_n,overlap_pct,v_ret,q_ret,dual_ret_naive,overlap_ids
2025-01-03,20,7,3,0.15,0.024987212285724952,0.10895603851695228,0.06697162540133861,"2330,3529,4763"
2025-01-10,20,5,3,0.15,0.08400358068765716,0.02766339114417249,0.055833485915914825,"2059,2330,3529"
2025-01-17,20,4,2,0.1,0.06577077793311392,0.07531007720545302,0.07054042756928347,"2059,3529"
2025-01-22,20,4,2,0.1,0.049845078816576203,-0.09524097397109038,-0.02269794757725709,"1590,6510"
2025-02-07,20,4,1,0.05,0.00937318468559849,-0.12049068668289084,-0.05555875099864618,6510
2025-02-14,20,5,2,0.1,-0.0064562058276303345,-0.07194670955735927,-0.0392014576924948,"4763,6510"
2025-02-21,20,8,3,0.15,-0.04013009730472121,-0.06985957464766039,-0.0549948359761908,"3008,4763,6510"
2025-02-27,20,5,2,0.1,-0.04145232450781426,-0.06700350729522105,-0.054227915901517654,"3008,4763"
2025-03-07,20,3,1,0.05,-0.20945669542972878,-0.16443898999574288,-0.18694784271273585,3008
2025-03-14,20,8,1,0.05,-0.12344990289971922,-0.12291666963760793,-0.12318328626866357,4763
2025-03-21,20,5,1,0.05,-0.20162305932162336,-0.18281040887219877,-0.19221673409691106,4763
2025-03-28,20,7,1,0.05,-0.06780341716426291,-0.1365695575738343,-0.1021864873690486,4763
2025-04-02,20,5,3,0.15,-0.04790789415450393,0.0008135839347124696,-0.02354715510989573,"2059,2412,3034"
2025-04-11,20,3,0,0.0,0.17544107890733274,-0.03987509232026617,0.06778299329353328,
2025-04-18,20,4,0,0.0,0.1388690561574012,-0.024056348335921546,0.057406353910739824,
2025-04-25,20,2,0,0.0,0.12737688213374562,0.05266261061350519,0.0900197463736254,
2025-05-02,20,1,0,0.0,0.05338713697682094,0.023346303501945442,0.03836672023938319,
2025-05-09,20,3,1,0.05,0.017046911305099915,-0.016423348502863828,0.00031178140111804385,1319
2025-05-16,20,3,2,0.1,-0.011286106802505113,-0.020641743184191357,-0.015963924993348234,"1319,2412"
2025-05-23,20,3,1,0.05,-0.031674114185233346,0.008225763684300169,-0.011724175250466588,2412
