group,n_days,fwd_5d_mean,fwd_5d_t,fwd_20d_mean,fwd_20d_t
all_days,2720,0.0026654914706203884,5.687064556055184,0.010914201997558595,11.567849273776995
non_gap_3pct,2713,0.0026295634845988325,5.629966649616633,0.010779009568130184,11.421995294567294
gap_up_3pct,2,,,,
gap_dn_3pct,5,0.017427488917094402,0.5782302663862873,0.05734347381656575,2.564767738146484
non_gap_1pct,2571,0.002461838512912012,5.230025953175484,0.01001289430628838,10.408417457941164
gap_up_1pct,81,0.005922225458764379,2.1737010390910663,0.0286038205827653,6.249806620371649
gap_dn_1pct,68,0.006486025312217048,1.3166526954081652,0.023920128010117028,2.977763745566039
