year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.5618004924672226,14.0,0.6428571428571429,56.18,33.59,22.59
2021,0.3996301365488031,12.0,0.4166666666666667,39.96,18.99,20.97
2022,-0.3593498953972579,13.0,0.23076923076923078,-35.93,-23.97,-11.96
2023,0.8207786569208517,13.0,0.8461538461538461,82.08,22.02,60.06
2024,0.0931206481565785,13.0,0.46153846153846156,9.31,19.22,-9.91
2025,0.1266998711180174,13.0,0.46153846153846156,12.67,29.97,-17.3
