pool,signal,cagr,sharpe,mdd,n_months,bench_cagr,bench_sharpe,ir_vs_0050
all,composite_z,0.10505327246380647,0.8035634082280427,-0.1710273527784797,61,0.2761913045237916,1.1266347511667407,-0.622303271292308
all,retail_exit_20d,0.1409033196261873,1.2149007796345193,-0.09316382507815613,61,0.2761913045237916,1.1266347511667407,-0.5229966491545688
all,dual_buy_strength,0.0955375180969198,0.5906238565359215,-0.2546414070102624,62,0.2761913045237916,1.1266347511667407,-0.6403967462073825
quality,composite_z,0.17946711527111647,1.3611559946895546,-0.107785175558613,61,0.2761913045237916,1.1266347511667407,-0.396900520185359
quality,retail_exit_20d,0.1974168858664136,1.816011245204492,-0.0816082413830318,61,0.2761913045237916,1.1266347511667407,-0.34294384757922797
quality,dual_buy_strength,0.20088514695084214,1.2357575013788409,-0.09256576765517155,62,0.2761913045237916,1.1266347511667407,-0.233090782573114
