ticker,entry_date,entry_price,initial_sl,atr_at_entry,exit_date,exit_price,exit_reason,phase_at_exit,holding_days,gross_return_pct,net_return_pct
2308,2014-05-07,130.943,127.0585,2.5897,2014-05-09,126.719,stop_loss,A,2,-3.226,-3.811
2308,2014-06-04,136.9269,133.0047,2.6148,2014-07-11,150.5101,trailing_stop,B,37,9.92,9.335
2308,2014-07-14,148.3393,143.2896,3.3665,2014-09-04,151.5955,trailing_stop,B,52,2.195,1.61
2308,2014-09-05,149.7865,145.3673,2.9461,2014-09-11,144.7213,stop_loss,A,6,-3.382,-3.967
2308,2014-11-28,135.3144,129.4609,3.9023,2014-12-15,127.7165,stop_loss,A,17,-5.615,-6.2
2308,2015-01-30,140.0178,135.056,3.3079,2015-02-10,140.0178,trailing_stop,B,11,0.0,-0.585
2308,2015-02-11,144.7213,138.829,3.9281,2015-03-10,149.7865,trailing_stop,B,27,3.5,2.915
2308,2015-03-11,147.2539,141.7105,3.6956,2015-03-17,140.7414,stop_loss,A,6,-4.423,-5.008
2308,2015-07-28,122.7931,118.6235,2.7797,2015-07-31,117.5035,stop_loss,A,3,-4.308,-4.893
2308,2015-09-17,122.4153,114.9262,4.9927,2015-11-11,119.7705,trailing_stop,B,55,-2.161,-2.746
2308,2016-03-22,110.6536,107.2431,2.2737,2016-03-25,106.1062,stop_loss,A,3,-4.11,-4.695
2308,2016-03-31,107.622,104.2521,2.2466,2016-04-07,104.2115,stop_loss,A,7,-3.169,-3.754
2308,2016-04-25,114.4431,110.0987,2.8963,2016-05-04,106.8641,stop_loss,A,9,-6.623,-7.208
2308,2016-05-30,112.1694,109.0837,2.0572,2016-06-16,112.9273,trailing_stop,B,17,0.676,0.091
2308,2016-06-17,115.201,111.4251,2.5173,2016-07-22,131.0972,trailing_stop,B,35,13.799,13.214
2308,2016-12-14,127.5751,124.6401,1.9567,2016-12-16,122.8791,stop_loss,A,2,-3.681,-4.266
2308,2017-02-09,136.9672,132.9839,2.6555,2017-03-01,131.8798,stop_loss,A,20,-3.714,-4.299
2308,2017-04-25,133.8365,131.3627,1.6492,2017-05-08,133.0538,trailing_stop,B,13,-0.585,-1.17
2308,2017-05-10,133.0538,129.7834,2.1803,2017-06-09,129.5318,stop_loss,A,30,-2.647,-3.232
2308,2017-09-01,132.3317,129.522,1.8732,2017-09-13,129.1041,stop_loss,A,12,-2.439,-3.024
2308,2018-01-25,119.0179,115.5597,2.3054,2018-02-06,111.7558,stop_loss,A,12,-6.102,-6.687
2308,2018-08-01,90.8922,87.948,1.9628,2018-08-16,87.0874,stop_loss,A,15,-4.186,-4.771
2308,2018-09-12,98.5017,93.2475,3.5028,2018-10-05,100.1927,trailing_stop,B,23,1.717,1.132
2308,2018-11-01,109.9161,104.4807,3.6236,2018-11-22,102.3065,stop_loss,A,21,-6.923,-7.508
2308,2018-12-28,109.4934,106.368,2.0836,2019-01-29,125.9808,trailing_stop,B,32,15.058,14.473
2308,2019-04-11,139.9317,134.5415,3.5934,2019-04-19,134.4359,stop_loss,A,8,-3.927,-4.512
2308,2019-04-22,135.2814,131.1595,2.7479,2019-05-06,129.7855,stop_loss,A,14,-4.063,-4.648
2308,2019-06-24,134.0131,129.7554,2.8385,2019-06-26,129.3628,stop_loss,A,2,-3.47,-4.055
2308,2019-06-27,131.8993,127.9134,2.6573,2019-07-15,134.8314,trailing_stop,B,18,2.223,1.638
2308,2019-07-16,134.8314,131.1233,2.4721,2019-07-17,130.9043,stop_loss,A,1,-2.913,-3.498
2308,2019-12-05,122.6137,119.4813,2.0882,2019-12-24,127.8498,trailing_stop,B,19,4.27,3.685
2308,2020-04-27,116.5048,110.6609,3.896,2020-06-15,133.5224,trailing_stop,B,49,14.607,14.022
2308,2020-08-14,181.193,171.8475,6.2303,2020-08-20,171.3016,stop_loss,A,6,-5.459,-6.044
2308,2020-10-26,174.8985,170.5148,2.9225,2020-10-30,170.852,trailing_stop,B,4,-2.314,-2.899
2308,2020-12-31,236.4951,227.535,5.9734,2021-01-15,269.3167,trailing_stop,B,15,13.878,13.293
