year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.25503079520151584,14.0,0.2857142857142857,25.5,33.59,-8.09
2021,0.36115153155790725,12.0,0.4166666666666667,36.12,18.99,17.13
2022,-0.23845550249363823,13.0,0.23076923076923078,-23.85,-23.97,0.12
2023,1.1714388147258141,13.0,0.6153846153846154,117.14,22.02,95.12
2024,0.13510025322615227,13.0,0.3076923076923077,13.51,19.22,-5.71
2025,0.11339660483554082,13.0,0.38461538461538464,11.34,29.97,-18.63
