year,value_ret,n_rebal,hit_rate,value_ret_pct,twii_ret_pct,alpha_pct
2020,0.47997875146641045,14.0,0.7142857142857143,48.0,33.59,14.41
2021,0.6621666006772966,12.0,0.5833333333333334,66.22,18.99,47.23
2022,-0.3951461814991378,13.0,0.38461538461538464,-39.51,-23.97,-15.54
2023,0.812813720041492,13.0,0.6153846153846154,81.28,22.02,59.26
2024,-0.09062929632190331,13.0,0.46153846153846156,-9.06,19.22,-28.28
2025,0.13608978206036237,13.0,0.46153846153846156,13.61,29.97,-16.36
