universe,score,label,liquidity,horizon,direction,ic_mean,ic_ir,ic_win,ic_t,ic_n,gross_spread,cost_roundtrip,net_spread,monotonic_rho
full,mom_only_20d,純動量 20d baseline (對照),all,5,top,-0.02107489041543967,-0.16417335222196197,43.19912948857454,-8.62027357869219,2757,0.0028554982915252377,0.0025,-0.0021445017084747624,0.6606060606060605
full,mom_only_20d,純動量 20d baseline (對照),all,5,top,-0.02107489041543967,-0.16417335222196197,43.19912948857454,-8.62027357869219,2757,0.0028554982915252377,0.0035,-0.0041445017084747625,0.6606060606060605
full,mom_only_20d,純動量 20d baseline (對照),all,20,top,-0.017799445271373567,-0.14203295108500788,45.0401167031364,-7.437429052415783,2742,0.010356927189793216,0.0025,0.005356927189793216,0.6969696969696969
full,mom_only_20d,純動量 20d baseline (對照),all,20,top,-0.017799445271373567,-0.14203295108500788,45.0401167031364,-7.437429052415783,2742,0.010356927189793216,0.0035,0.003356927189793216,0.6969696969696969
full,mom_only_20d,純動量 20d baseline (對照),all,60,top,0.008823772979902179,0.07760524732740043,58.2901554404145,4.033980176357138,2702,0.0281436213758336,0.0025,0.0231436213758336,0.8909090909090909
full,mom_only_20d,純動量 20d baseline (對照),all,60,top,0.008823772979902179,0.07760524732740043,58.2901554404145,4.033980176357138,2702,0.0281436213758336,0.0035,0.0211436213758336,0.8909090909090909
full,flow_only_5d,"法人流量/市值 conviction (5d, 無動量)",liq_50m,5,top,0.00875873319699146,0.09175380472716255,54.077094143810235,4.765901417339004,2698,0.0030437724468288215,0.0025,-0.0019562275531711786,0.6121212121212121
full,flow_only_5d,"法人流量/市值 conviction (5d, 無動量)",liq_50m,5,top,0.00875873319699146,0.09175380472716255,54.077094143810235,4.765901417339004,2698,0.0030437724468288215,0.0035,-0.003956227553171179,0.6121212121212121
full,flow_only_5d,"法人流量/市值 conviction (5d, 無動量)",liq_50m,20,top,-0.0034227086228236004,-0.03683924396158299,49.72046216921357,-1.9081874934236782,2683,0.0011846953381088113,0.0025,-0.003815304661891189,0.17575757575757575
full,flow_only_5d,"法人流量/市值 conviction (5d, 無動量)",liq_50m,20,top,-0.0034227086228236004,-0.03683924396158299,49.72046216921357,-1.9081874934236782,2683,0.0011846953381088113,0.0035,-0.005815304661891189,0.17575757575757575
full,flow_only_5d,"法人流量/市值 conviction (5d, 無動量)",liq_50m,60,top,0.011810392096352075,0.13329647977991807,56.41316685584563,6.852787452701343,2643,0.012733520289519469,0.0025,0.007733520289519469,0.2606060606060606
full,flow_only_5d,"法人流量/市值 conviction (5d, 無動量)",liq_50m,60,top,0.011810392096352075,0.13329647977991807,56.41316685584563,6.852787452701343,2643,0.012733520289519469,0.0035,0.005733520289519469,0.2606060606060606
full,flow_cont_5d,prior_ret(5d)×法人流量/市值 續勢交互,liq_50m,5,top,0.01013117275533833,0.12984591358281647,55.841799709724235,6.816601299150084,2756,0.004146110402144343,0.0025,-0.0008538895978556574,0.7818181818181817
full,flow_cont_5d,prior_ret(5d)×法人流量/市值 續勢交互,liq_50m,5,top,0.01013117275533833,0.12984591358281647,55.841799709724235,6.816601299150084,2756,0.004146110402144343,0.0035,-0.0028538895978556574,0.7818181818181817
full,flow_cont_5d,prior_ret(5d)×法人流量/市值 續勢交互,liq_50m,20,top,0.0070545536900485555,0.0930328149321483,53.885443268879975,4.870692133276381,2741,0.0058416169660016806,0.0025,0.0008416169660016804,0.2727272727272727
full,flow_cont_5d,prior_ret(5d)×法人流量/市值 續勢交互,liq_50m,20,top,0.0070545536900485555,0.0930328149321483,53.885443268879975,4.870692133276381,2741,0.0058416169660016806,0.0035,-0.0011583830339983196,0.2727272727272727
full,flow_cont_5d,prior_ret(5d)×法人流量/市值 續勢交互,liq_50m,60,top,0.006483113529628666,0.08356476432290695,54.683450573861535,4.342956553773293,2701,0.011336914808116112,0.0025,0.006336914808116112,0.4666666666666666
full,flow_cont_5d,prior_ret(5d)×法人流量/市值 續勢交互,liq_50m,60,top,0.006483113529628666,0.08356476432290695,54.683450573861535,4.342956553773293,2701,0.011336914808116112,0.0035,0.004336914808116112,0.4666666666666666
full,flow_samesign_5d,prior_ret×flow 同號 gate (5d),liq_50m,5,top,-0.001342514357325966,-0.012973237639532812,49.96293550778355,-0.6738594855829603,2698,0.003128844147842006,0.0025,-0.0018711558521579941,0.6969696969696969
full,flow_samesign_5d,prior_ret×flow 同號 gate (5d),liq_50m,5,top,-0.001342514357325966,-0.012973237639532812,49.96293550778355,-0.6738594855829603,2698,0.003128844147842006,0.0035,-0.003871155852157994,0.6969696969696969
