signal,raw_ic,raw_ic_ir,raw_ic_t,raw_spread_20d,resid_ic,resid_ic_ir,resid_ic_t,resid_spread_20d,mean_R2_vs_whale,ic_retention_pct,corr_composite_score,corr_smart_money_score,corr_revenue_score,corr_f_score,corr_eps_yoy,corr_foreign_pct,corr_total_pct
flow_cont_20d,0.002873968266536107,0.02492540321769382,1.304958529522156,0.00418689329003534,-0.010972625073980698,-0.08557775762605471,-4.040321614188294,0.0007389453093703813,0.11618633598051673,-381.793536196752,-0.023379448573192595,0.027540317928533852,0.02270795854129339,0.07073926590641469,0.026964994665242638,0.09611861656666944,0.09845889897206675
flow_cont_5d,0.0005031997940528717,0.0046357373009104745,0.24265771218975196,0.003093399964299793,-0.0063801167698384655,-0.05165984387017691,-2.43897935122714,0.0017599386120644937,0.11224328413525919,-1267.9092569676409,-0.01849452757388648,0.014420924985427498,0.009009068714920746,0.044114672503956585,0.014439113054162815,0.07909300803733454,0.08379502366144556
flow_only_20d,-0.005553292716654394,-0.040519649075653516,-2.1042927005040077,0.003072438642598374,-0.0105327196034247,-0.07327687444404059,-3.4595687927476253,0.0027741977115351545,0.2548897039071645,189.66620599409325,0.17774410417804076,0.07325769438217303,0.035957790215238525,0.07992731580281033,0.08257402592272929,0.48344969155986545,0.5341576497203475
flow_samesign_20d,-0.0007667085569102547,-0.005335847028541404,-0.2770532916756922,0.005628597678973297,-0.005322925156133479,-0.03615362195602394,-1.7068951591183468,0.0024651632653387642,0.2615400396426755,694.256651782294,0.19892210613382455,0.07707678760167712,0.03358127892857096,0.07432198916596022,0.0752583399660732,0.4653882874285373,0.5274970846516711
