run,mt_mode,cap_label,cap,period,side,n_weeks,n_years,cagr,vol_annual,sharpe,mdd,hit_rate,mean_qm_top1_sec,mean_qm_top3_sec,qm_skip,value_skip
theme_primary__cap_20,theme_primary,cap_20,0.2,OOS_2025,value,51,0.98,-3.66,12.94,-0.36,-17.9,13.7,0.2844070961718021,0.44014939309056966,0,0
theme_primary__cap_20,theme_primary,cap_20,0.2,OOS_2025,qm,51,0.98,19.92,15.57,1.215,-7.39,37.3,0.2844070961718021,0.44014939309056966,0,0
theme_primary__cap_20,theme_primary,cap_20,0.2,OOS_2025,dual,51,0.98,7.95,10.7,0.65,-8.83,41.2,0.2844070961718021,0.44014939309056966,0,0
theme_primary__cap_20,theme_primary,cap_20,0.2,FULL_2020_2025,value,309,5.94,12.68,10.85,1.077,-17.9,16.2,0.27902604407458775,0.43817742846869057,0,1
theme_primary__cap_20,theme_primary,cap_20,0.2,FULL_2020_2025,qm,309,5.94,11.72,19.01,0.564,-23.64,37.9,0.27902604407458775,0.43817742846869057,0,1
theme_primary__cap_20,theme_primary,cap_20,0.2,FULL_2020_2025,dual,309,5.94,12.75,11.72,1.002,-11.78,43.7,0.27902604407458775,0.43817742846869057,0,1
theme_primary__cap_20,theme_primary,cap_20,0.2,BEAR_2022,value,51,0.98,11.76,9.57,1.124,-5.67,13.7,0.5399626517273576,0.67609710550887,0,1
theme_primary__cap_20,theme_primary,cap_20,0.2,BEAR_2022,qm,51,0.98,17.22,16.15,1.005,-10.37,25.5,0.5399626517273576,0.67609710550887,0,1
theme_primary__cap_20,theme_primary,cap_20,0.2,BEAR_2022,dual,51,0.98,14.78,10.85,1.27,-7.5,29.4,0.5399626517273576,0.67609710550887,0,1
theme_primary__cap_20,theme_primary,cap_20,0.2,AI_ERA_2024_2025,value,103,1.98,3.73,10.85,0.252,-17.9,16.5,0.24837417167514247,0.40466944059177057,0,0
theme_primary__cap_20,theme_primary,cap_20,0.2,AI_ERA_2024_2025,qm,103,1.98,14.67,13.16,1.038,-7.77,43.7,0.24837417167514247,0.40466944059177057,0,0
theme_primary__cap_20,theme_primary,cap_20,0.2,AI_ERA_2024_2025,dual,103,1.98,9.42,8.78,0.959,-8.83,51.5,0.24837417167514247,0.40466944059177057,0,0
