score,label,liquidity,horizon,top_n,direction,mean_ret,std_ret,sharpe_proxy,win_rate,n_days
sig_lambda_level,lambda level (低衝擊=高分),ex_bottom20pct,60,10,top,0.032504704604156415,0.1165599862484327,4.42687242458578,0.6244922826969943,4924
sig_lambda_level,lambda level (低衝擊=高分),ex_bottom20pct,60,10,bot,0.05893217640524136,0.17766149763299596,5.265740244185547,0.6035743298131601,4924
sig_lambda_level,lambda level (低衝擊=高分),ex_bottom20pct,60,20,top,0.03261307151610274,0.11910928659759903,4.346566712959126,0.636068237205524,4924
sig_lambda_level,lambda level (低衝擊=高分),ex_bottom20pct,60,20,bot,0.053449424147682736,0.1543982183911414,5.4954215983035954,0.6448009748172218,4924
sig_lambda_level,lambda level (低衝擊=高分),ex_bottom20pct,60,50,top,0.03475114705316648,0.12077352518891762,4.567701045395193,0.6488301119023397,4915
sig_lambda_level,lambda level (低衝擊=高分),ex_bottom20pct,60,50,bot,0.04802834064213109,0.13417826439328923,5.682189099557188,0.6787385554425229,4915
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,10,10,top,0.013605413847069625,0.07400253146842319,2.918538661517585,0.5784077201447527,4974
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,10,10,bot,0.00370348758299138,0.06152550757325115,0.9555555913012129,0.5313630880579011,4974
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,10,20,top,0.012570978081075953,0.06299203167994208,3.167989428411608,0.5981101728990752,4974
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,10,20,bot,0.0030168412850662416,0.05655304329794724,0.846831008883391,0.5406111781262566,4974
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,10,50,top,0.011244453073940737,0.053628048377786335,3.328485077772021,0.6219536757301107,4965
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,10,50,bot,0.0034182983938964074,0.05138438445852888,1.0560368741473094,0.5637462235649546,4965
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,20,10,top,0.02300656771700888,0.10355621418102302,3.526760253747886,0.5731265108783239,4964
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,20,10,bot,0.00954364634293261,0.08925518421410941,1.6973881156469037,0.5302175664786463,4964
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,20,20,top,0.02123321421462169,0.09014088096040228,3.739333612978255,0.6017324738114423,4964
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,20,20,bot,0.008270509059288365,0.08179308248409461,1.6051511586720446,0.5376712328767124,4964
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,20,50,top,0.018415734065745534,0.07757498092463588,3.768492261390146,0.6260343087790111,4955
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,20,50,bot,0.008733772566958743,0.07453586773996164,1.86010233088215,0.5634712411705348,4955
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,60,10,top,0.06683960920782255,0.20087230838285508,5.2821910132756305,0.6151502843216897,4924
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,60,10,bot,0.022715778804116165,0.15873005641456295,2.2717928630684816,0.5485377741673436,4924
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,60,20,top,0.058158728315681536,0.1688914067205476,5.466478183073003,0.6409423233143785,4924
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,60,20,bot,0.022352364419013938,0.146571912201528,2.4208784580371923,0.5629569455727051,4924
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,60,50,top,0.05215404289046108,0.14438207672940212,5.734228118080112,0.6771108850457782,4915
sig_lambda_diverge,lambda 背離 (價漲+lambda 降=吸籌),ex_bottom20pct,60,50,bot,0.02374126782116373,0.1338165526017108,2.8164000301727907,0.5884028484231943,4915
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,10,10,top,0.01717545018854807,0.07307577196698017,3.731083665459648,0.5948934459187777,4974
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,10,10,bot,0.004133106506497748,0.06279256727380335,1.0448853200080666,0.5390028146361078,4974
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,10,20,top,0.015900741191851475,0.0659100869135995,3.8297088192635442,0.6137917169280257,4974
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,10,20,bot,0.004117120609695132,0.058638373809226825,1.1145817876550255,0.5452352231604343,4974
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,10,50,top,0.012070519620239905,0.05432384640875611,3.527245792227235,0.6302114803625377,4965
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,10,50,bot,0.0037448429436531304,0.05362502833092092,1.1085782258343209,0.5615307150050353,4965
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,20,10,top,0.027031723713216722,0.1041971240720809,4.1183028279228,0.5896454472199839,4964
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,20,10,bot,0.009968749954124218,0.0894858142434221,1.7684255421124235,0.5443190975020145,4964
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,20,20,top,0.024663068410434204,0.0933305043570955,4.194920794520778,0.6154311039484287,4964
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,20,20,bot,0.009909890880984432,0.08387130100283892,1.8756671097769748,0.5435132957292506,4964
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,20,50,top,0.019983077757492054,0.07905609033899909,4.012613369769101,0.6298688193743693,4955
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,20,50,bot,0.009258167478539704,0.07714901324300655,1.904999769776503,0.5568113017154389,4955
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,60,10,top,0.06904357883525011,0.19196215439886138,5.709629790184453,0.6344435418359058,4924
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,60,10,bot,0.02691923285266426,0.17047915021136825,2.5066383375733223,0.5375710804224207,4924
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,60,20,top,0.06168475827621335,0.16893334440848104,5.7964588573124995,0.6584077985377742,4924
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,60,20,bot,0.026070099160305973,0.15567640392021675,2.6583989851787444,0.5607229894394801,4924
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,60,50,top,0.05324806946160729,0.14426820111893843,5.85913521470583,0.6779247202441505,4915
sig_lambda_diverge_signed,lambda 背離(帶符號 CLV),ex_bottom20pct,60,50,bot,0.02528312432484164,0.13982000761111185,2.8705273504051507,0.5873855544252289,4915
