strategy,n_periods,total_return,cagr,annual_vol,sharpe,mdd,win_rate
B&H TWII,130,0.6541905521820663,0.04755570508421303,0.11366092244186422,0.46640714431982905,-0.29858629327186426,0.5923076923076923
top-10 composite_score,129,2.361978460846715,0.2768368602754283,0.16121015448844483,1.6014683961780773,-0.17855320980207423,0.627906976744186
top-10 dist_52w_high,114,-0.20346451196895132,-0.05055931800883218,0.3307528953598085,0.0075709335280472415,-0.5262873919538216,0.49122807017543857
top-10 composite_parsi,129,1.5147490230779597,0.2042588637635543,0.3073867310436159,0.759165849378822,-0.44846161306687604,0.5503875968992248
top-10 low52w_prox_adj,128,1.216790829088056,0.17550730671623715,0.43583477971330425,0.5890829020387058,-0.5809051297934731,0.5625
top-10 close_to_ma60,125,11.774786451510824,0.6987190572796471,0.5428920368586376,1.2448848147906766,-0.3365713205172518,0.52
top-10 close_to_ma240,115,-0.24846981413307456,-0.06253922377177346,0.4247906246397069,0.057915996709171365,-0.599591583658843,0.46956521739130436
top-10 stock_rs_in_sector_60d,122,1.9148991019293193,0.2560823947498574,0.49039715320213717,0.7041299219626468,-0.4197687366121239,0.5491803278688525
top-10 composite_wf_score,129,0.2457368926883956,0.04528137723268655,0.2714329395655746,0.30134303452654454,-0.48292881259116927,0.5038759689922481
top-20 composite_score,129,1.6345529813226611,0.215608270455663,0.14857108231966953,1.3927481757446907,-0.21335148931397052,0.6511627906976745
top-20 dist_52w_high,114,-0.10773921794279906,-0.02566420653349788,0.30961872797245427,0.07136784797410697,-0.4557466898585,0.5087719298245614
top-20 composite_parsi,129,2.2629483294525117,0.26916572245385884,0.2650067860753422,1.0350519851136633,-0.3147441443832605,0.5891472868217055
top-20 low52w_prox_adj,128,1.0970460622201834,0.16232243050180672,0.38344567319970957,0.5836729025257016,-0.5669911506955826,0.546875
top-20 close_to_ma60,125,4.397753120001773,0.42003911618549883,0.4382677760166736,1.0187813846986484,-0.32079840292957196,0.544
top-20 close_to_ma240,115,0.9519436525197305,0.16324411090061242,0.3808670801475333,0.586399231859982,-0.42535998385400375,0.5391304347826087
top-20 stock_rs_in_sector_60d,122,1.1937523381116217,0.1822575898257932,0.4111082278286001,0.6119107603947188,-0.41230715381962857,0.5655737704918032
top-20 composite_wf_score,129,0.2918167956015265,0.052961737006064435,0.24246540523520224,0.3363248488039867,-0.46592972873419636,0.5271317829457365
