date,融資餘額,融券餘額
2016-09-26,7768,6673
2016-09-29,7983,6701
2016-09-30,8901,6561
2016-10-03,8039,6609
2016-10-04,7965,6609
2016-10-05,8136,6597
2016-10-06,8227,6576
2016-10-07,9147,6544
2016-10-11,9301,6408
2016-10-12,9227,6416
2016-10-13,9669,6369
2016-10-14,8395,6398
2016-10-17,8708,6322
2016-10-18,9031,6356
2016-10-19,8281,6421
2016-10-20,8177,6469
2016-10-21,8519,6435
2016-10-24,8244,6470
2016-10-25,7949,6412
2016-10-26,8471,6306
2016-10-27,9158,6227
2016-10-28,8746,6294
2016-10-31,8997,6247
2016-11-01,8960,6231
2016-11-02,9880,6031
2016-11-03,9941,5827
2016-11-04,10088,5771
2016-11-07,9555,5934
2016-11-08,9408,6028
2016-11-09,11071,5598
2016-11-10,10617,5812
2016-11-11,11629,5598
2016-11-14,11820,5495
2016-11-15,11938,5554
2016-11-16,11811,5654
2016-11-17,11902,5619
2016-11-18,12755,5535
2016-11-21,12856,5607
2016-11-22,11537,5796
2016-11-23,11090,5896
2016-11-24,11450,5823
2016-11-25,11626,5774
2016-11-28,11676,5834
2016-11-29,11892,5837
2016-11-30,11791,5826
2016-12-01,11974,5783
2016-12-02,13796,5364
2016-12-05,13750,5470
2016-12-06,12610,5713
2016-12-07,12908,5690
2016-12-08,12318,5907
2016-12-09,11987,6066
2016-12-12,11843,6079
2016-12-13,11667,6202
2016-12-14,11181,6316
2016-12-15,11547,6154
2016-12-16,12028,6086
2016-12-19,12471,5929
2016-12-20,13109,5825
2016-12-21,13693,5465
2016-12-22,13798,5315
2016-12-23,14746,5276
2016-12-26,14928,5188
2016-12-27,14910,5098
2016-12-28,14145,5129
2016-12-29,14467,5080
2016-12-30,13980,5113
2017-01-03,13308,5174
2017-01-04,13239,5271
2017-01-05,13237,5258
2017-01-06,13185,5288
2017-01-09,13114,5335
2017-01-10,12936,5319
2017-01-11,13386,5266
2017-01-12,12595,5904
2017-01-13,13134,5193
2017-01-16,14125,4989
2017-01-17,13893,4983
2017-01-18,14112,4958
2017-01-19,14137,4930
2017-01-20,13465,4949
2017-01-23,11912,5098
2017-01-24,10755,5151
2017-02-02,10305,5177
2017-02-03,10302,5097
2017-02-06,10340,5046
2017-02-07,10382,5047
2017-02-08,10668,4908
2017-02-09,10589,4899
2017-02-10,10933,4870
2017-02-13,10203,5004
2017-02-14,10242,5013
2017-02-15,9675,5086
2017-02-16,9525,5091
2017-02-17,9357,5124
2017-02-18,9268,5099
2017-02-20,9044,5196
2017-02-21,9127,5189
2017-02-22,9275,5089
2017-02-23,9333,4716
2017-02-24,9170,4702
2017-03-01,9568,4473
2017-03-02,9788,4364
2017-03-03,10416,4161
2017-03-06,10616,4099
2017-03-07,10557,4074
2017-03-08,10058,4109
2017-03-09,10547,3943
2017-03-10,11044,3850
2017-03-13,10732,3840
2017-03-14,10369,3855
2017-03-15,10344,3839
2017-03-16,9557,4111
2017-03-17,9488,4248
2017-03-20,9348,4177
2017-03-21,8892,4331
2017-03-22,8994,3985
2017-03-23,9250,3696
2017-03-24,9383,3350
2017-03-27,9325,3030
2017-03-28,9344,2198
2017-03-29,10014,30
2017-03-30,10181,0
2017-03-31,10924,0
2017-04-05,10398,0
2017-04-06,10415,240
2017-04-07,10969,382
2017-04-10,10994,500
2017-04-11,10994,694
2017-04-12,10832,799
2017-04-13,11052,984
2017-04-14,11447,950
2017-04-17,11634,1018
2017-04-18,11481,981
2017-04-19,11390,960
2017-04-20,11484,890
2017-04-21,11306,1043
2017-04-24,11421,1080
2017-04-25,11226,1147
2017-04-26,11224,1191
2017-04-27,10954,1228
2017-04-28,10127,1541
2017-05-02,8808,1606
2017-05-03,8627,1719
2017-05-04,8517,1785
2017-05-05,8364,1956
2017-05-08,7519,2490
2017-05-09,7047,2731
2017-05-10,6975,2838
2017-05-11,6632,3004
2017-05-12,6669,3004
2017-05-15,6694,3024
2017-05-16,6844,2931
2017-05-17,6984,2889
2017-05-18,6916,2846
2017-05-19,7068,2791
2017-05-22,7030,2818
2017-05-23,7181,2823
2017-05-24,7041,2817
2017-05-25,6832,2840
2017-05-26,6778,2844
2017-05-31,7766,2665
2017-06-01,7326,2772
2017-06-02,7075,2860
2017-06-03,7126,2860
2017-06-05,6935,2876
2017-06-06,7005,2810
2017-06-07,7387,2734
2017-06-08,7307,2633
2017-06-09,8126,2500
2017-06-12,9085,2188
2017-06-13,9522,2015
2017-06-14,9541,1878
2017-06-15,9544,1872
2017-06-16,9291,1595
2017-06-19,9356,1235
2017-06-20,10262,44
2017-06-21,9984,0
2017-06-22,9550,0
2017-06-23,11028,0
2017-06-26,11024,697
2017-06-27,12908,471
2017-06-28,13754,795
2017-06-29,13661,1029
2017-06-30,14182,1002
2017-07-03,14123,1052
2017-07-04,14822,855
2017-07-05,15320,551
2017-07-06,15131,518
2017-07-07,14931,512
2017-07-10,15165,512
2017-07-11,14491,1016
2017-07-12,14578,1033
2017-07-13,13325,1549
2017-07-14,13199,1468
2017-07-17,12964,1622
2017-07-18,12741,1668
2017-07-19,11976,1590
2017-07-20,11556,1740
2017-07-21,11312,1827
2017-07-24,11212,1816
2017-07-25,11308,1854
2017-07-26,11217,1891
2017-07-27,10117,1845
2017-07-28,10516,1740
2017-07-31,10211,1730
2017-08-01,10483,1656
2017-08-02,9372,1849
2017-08-03,10057,1657
2017-08-04,10207,1633
2017-08-07,9189,1522
2017-08-08,9208,1636
2017-08-09,9621,1544
2017-08-10,9655,1541
2017-08-11,10714,1191
2017-08-14,10638,1341
2017-08-15,10216,1467
2017-08-16,10497,1414
2017-08-17,10323,1458
2017-08-18,10445,1474
2017-08-21,10525,1433
2017-08-22,10075,1523
2017-08-23,9860,1494
2017-08-24,9555,1718
2017-08-25,9308,1848
2017-08-28,9359,1690
2017-08-29,9374,1538
2017-08-30,9107,1735
2017-08-31,9539,1584
2017-09-01,9769,1542
2017-09-04,9618,1644
2017-09-05,9651,1577
2017-09-06,9566,1612
2017-09-07,9652,1597
2017-09-08,9595,1634
2017-09-11,9774,1604
2017-09-12,9074,1644
2017-09-13,9043,1677
2017-09-14,8842,1772
2017-09-15,8962,1723
2017-09-18,8874,1733
2017-09-19,8537,1743
2017-09-20,8608,1732
2017-09-21,8373,1763
2017-09-22,8237,1673
2017-09-25,8286,1700
2017-09-26,8679,1609
2017-09-27,8680,1634
2017-09-28,9007,1546
2017-09-29,8520,1696
2017-09-30,8597,1685
2017-10-02,8414,1922
2017-10-03,8089,2289
2017-10-05,7931,2461
2017-10-06,7890,2514
2017-10-11,8334,2678
2017-10-12,8325,2982
2017-10-13,8260,2992
2017-10-16,8420,2982
2017-10-17,8473,2945
2017-10-18,8565,3033
2017-10-19,8337,3103
2017-10-20,8168,3089
2017-10-23,8264,3073
2017-10-24,8212,3074
2017-10-25,7901,3062
2017-10-26,8062,2960
2017-10-27,7949,3067
2017-10-30,8261,3159
2017-10-31,8439,3174
2017-11-01,9732,3123
2017-11-02,9873,3087
2017-11-03,10207,2954
2017-11-06,9916,2952
2017-11-07,8548,3031
2017-11-08,8793,3001
2017-11-09,8869,2963
2017-11-10,8733,2974
2017-11-13,8878,2936
2017-11-14,8892,2935
2017-11-15,8973,2788
2017-11-16,8931,2726
2017-11-17,8766,2776
2017-11-20,8798,2721
2017-11-21,8531,2811
2017-11-22,8464,2808
2017-11-23,8535,2813
2017-11-24,8481,2851
2017-11-27,9582,2573
2017-11-28,10123,2276
2017-11-29,10266,2239
2017-11-30,11117,1870
2017-12-01,10341,2211
2017-12-04,10057,2262
2017-12-05,10214,2102
2017-12-06,10308,2029
2017-12-07,10246,1918
2017-12-08,10642,1939
2017-12-11,10405,1956
2017-12-12,10462,1957
2017-12-13,10383,1969
2017-12-14,10099,2073
2017-12-15,9944,2169
2017-12-18,10127,1982
2017-12-19,10334,1940
2017-12-20,10601,1865
2017-12-21,10551,1883
2017-12-22,10322,2034
2017-12-25,10065,1934
2017-12-26,10247,1932
2017-12-27,10258,1909
2017-12-28,10244,1916
2017-12-29,9889,2002
2018-01-02,9703,2161
2018-01-03,9434,2321
2018-01-04,9066,2395
2018-01-05,8554,2526
2018-01-08,8470,2615
2018-01-09,8336,2633
2018-01-10,8803,2331
2018-01-11,9012,2153
2018-01-12,9053,2194
2018-01-15,8841,2240
2018-01-16,8726,2296
2018-01-17,8443,2452
2018-01-18,8044,3122
2018-01-19,7563,3425
2018-01-22,7881,3426
2018-01-23,7434,3665
2018-01-24,7860,3170
2018-01-25,8032,3207
2018-01-26,8786,3022
2018-01-29,9314,3006
2018-01-30,9899,2908
2018-01-31,9863,2923
2018-02-01,9427,3129
2018-02-02,9312,3060
2018-02-05,10192,2836
2018-02-06,12529,2182
2018-02-07,12615,2195
2018-02-08,12253,2176
2018-02-09,13125,2019
2018-02-12,12621,2092
2018-02-21,13010,2181
2018-02-22,13350,2195
2018-02-23,12336,2421
2018-02-26,12533,2423
2018-02-27,12365,2488
2018-03-01,12704,2352
2018-03-02,13240,2195
2018-03-05,12820,2283
2018-03-06,11747,2429
2018-03-07,11769,2444
2018-03-08,11566,2529
2018-03-09,11579,2441
2018-03-12,11033,2532
2018-03-13,10491,2878
2018-03-14,10521,2737
2018-03-15,10794,2629
2018-03-16,10877,2440
2018-03-19,10814,2391
2018-03-20,11196,2293
2018-03-21,11371,2077
2018-03-22,11349,1862
2018-03-23,11898,1374
2018-03-26,12003,1067
2018-03-27,10994,873
2018-03-28,12313,6
2018-03-29,12914,0
2018-03-30,12291,0
2018-03-31,12064,0
2018-04-02,12250,185
2018-04-03,12661,304
2018-04-09,12747,400
2018-04-10,13210,537
2018-04-11,12791,690
2018-04-12,13364,591
2018-04-13,13312,662
2018-04-16,13457,553
2018-04-17,14816,477
2018-04-18,15084,525
2018-04-19,14221,799
2018-04-20,16840,707
2018-04-23,17902,626
2018-04-24,18256,692
2018-04-25,18475,687
2018-04-26,17811,690
2018-04-27,17751,680
2018-04-30,16923,764
2018-05-02,17502,770
2018-05-03,17528,751
2018-05-04,17272,831
2018-05-07,17488,816
2018-05-08,16156,977
2018-05-09,15426,1070
2018-05-10,15280,1088
2018-05-11,14330,1154
2018-05-14,14192,1107
2018-05-15,14119,1125
2018-05-16,13905,1147
2018-05-17,14425,1093
2018-05-18,15039,1128
2018-05-21,14557,1043
2018-05-22,14610,1085
2018-05-23,14426,1091
2018-05-24,14286,1088
2018-05-25,14433,1063
2018-05-28,14696,957
2018-05-29,15366,739
2018-05-30,16228,682
2018-05-31,16100,685
2018-06-01,16094,679
2018-06-04,15927,703
2018-06-05,15907,730
2018-06-06,14999,661
2018-06-07,14996,627
2018-06-08,15644,573
2018-06-11,15572,554
2018-06-12,15530,483
2018-06-13,15179,437
2018-06-14,16442,340
2018-06-15,16105,319
2018-06-19,17497,3
2018-06-20,17581,0
2018-06-21,17774,0
2018-06-22,18771,0
2018-06-25,18186,245
2018-06-26,18793,371
2018-06-27,18723,428
2018-06-28,18417,519
2018-06-29,18330,521
2018-07-02,18368,547
2018-07-03,18549,688
2018-07-04,18144,726
2018-07-05,18315,686
2018-07-06,18058,709
2018-07-09,15897,995
2018-07-10,15642,1085
2018-07-11,15940,1027
2018-07-12,15786,1060
2018-07-13,14908,1191
2018-07-16,14555,1241
2018-07-17,14769,1218
2018-07-18,14514,1240
2018-07-19,13599,1585
2018-07-20,11473,2151
2018-07-23,10916,2315
2018-07-24,10839,2233
2018-07-25,10869,2231
2018-07-26,10693,2253
2018-07-27,9990,2510
2018-07-30,9649,2642
2018-07-31,9455,2737
2018-08-01,9466,2862
2018-08-02,9422,2692
2018-08-03,9377,2706
2018-08-06,9549,2737
2018-08-07,9886,2465
2018-08-08,9252,2764
2018-08-09,9185,2780
2018-08-10,9211,2693
2018-08-13,9336,2270
2018-08-14,9097,2422
2018-08-15,9170,2381
2018-08-16,9512,2198
2018-08-17,9772,2268
2018-08-20,9738,2282
2018-08-21,9945,2222
2018-08-22,10044,2228
2018-08-23,9659,2341
2018-08-24,9926,2382
2018-08-27,9550,2432
2018-08-28,10193,2700
2018-08-29,10324,3222
2018-08-30,9817,3424
2018-08-31,11139,3028
2018-09-03,10804,3187
2018-09-04,10969,3157
2018-09-05,11252,3532
2018-09-06,11125,3573
2018-09-07,10183,3794
2018-09-10,9603,3858
2018-09-11,9670,3399
2018-09-12,9810,3493
2018-09-13,10329,3170
2018-09-14,10083,3392
2018-09-17,10757,3276
2018-09-18,11167,3079
2018-09-19,11302,3315
2018-09-20,10989,3399
2018-09-21,11090,3434
2018-09-25,11075,3447
2018-09-26,10852,3424
2018-09-27,10777,3636
2018-09-28,11010,3276
2018-10-01,10888,3325
2018-10-02,11641,3351
2018-10-03,11344,3453
2018-10-04,12340,3338
2018-10-05,12496,3192
2018-10-08,14100,2682
2018-10-09,14139,2842
2018-10-11,14704,2705
2018-10-12,14252,2454
2018-10-15,14968,2594
2018-10-16,13903,2812
2018-10-17,14097,2832
2018-10-18,14256,3059
2018-10-19,14176,2950
2018-10-22,14558,3054
2018-10-23,14983,2756
2018-10-24,15258,2293
2018-10-25,15817,2275
2018-10-26,15450,2609
2018-10-29,15227,2488
2018-10-30,15051,2854
2018-10-31,13854,3445
2018-11-01,13319,3633
2018-11-02,13237,3693
2018-11-05,12956,3839
2018-11-06,12823,3893
2018-11-07,12906,3743
2018-11-08,12736,3821
2018-11-09,12886,3631
2018-11-12,12781,3765
2018-11-13,13056,3562
2018-11-14,12975,3615
2018-11-15,12875,3692
2018-11-16,13602,3232
2018-11-19,14173,3262
2018-11-20,14906,3241
2018-11-21,15352,3066
2018-11-22,14753,3345
2018-11-23,14731,3831
2018-11-26,14294,3842
2018-11-27,14335,3670
2018-11-28,14096,3646
2018-11-29,13206,3714
2018-11-30,13919,3613
2018-12-03,12160,3870
2018-12-04,11992,3916
2018-12-05,13044,3553
2018-12-06,13662,3801
2018-12-07,13642,3769
2018-12-10,13499,3691
2018-12-11,13670,3512
2018-12-12,13569,3516
2018-12-13,13504,3584
2018-12-14,13966,3304
2018-12-17,13491,3468
2018-12-18,13557,3440
2018-12-19,13281,3595
2018-12-20,13578,3405
2018-12-21,13660,3153
2018-12-22,13776,2818
2018-12-24,14089,2448
2018-12-25,14283,2532
2018-12-26,14540,2599
2018-12-27,13214,2874
2018-12-28,12604,3179
2019-01-02,13389,2782
2019-01-03,14099,2475
2019-01-04,15087,2164
2019-01-07,14188,2154
2019-01-08,14247,2219
2019-01-09,13263,2425
2019-01-10,13167,2545
2019-01-11,12187,3012
2019-01-14,12493,3060
2019-01-15,12352,3342
2019-01-16,12880,3351
2019-01-17,12935,3736
2019-01-18,12780,3223
2019-01-21,12445,3420
2019-01-22,12065,3690
2019-01-23,12210,3593
2019-01-24,12149,3641
2019-01-25,11438,3844
2019-01-28,11179,4447
2019-01-29,11973,3673
2019-01-30,12070,3368
2019-02-11,10884,3830
2019-02-12,10567,3769
2019-02-13,10680,4128
2019-02-14,10855,4050
2019-02-15,10890,4163
2019-02-18,10834,4217
2019-02-19,10920,3862
2019-02-20,10430,4083
2019-02-21,10230,4097
2019-02-22,10164,4085
2019-02-25,9861,3972
2019-02-26,9562,4065
2019-02-27,9429,3969
2019-03-04,9835,3835
2019-03-05,10152,3784
2019-03-06,10161,3864
2019-03-07,10160,3882
2019-03-08,10481,3533
2019-03-11,10694,3258
2019-03-12,10328,3294
2019-03-13,10278,3354
2019-03-14,10456,3334
2019-03-15,9590,3467
2019-03-18,9334,3222
2019-03-19,9386,3125
2019-03-20,9100,3186
2019-03-21,8626,3099
2019-03-22,8488,2676
2019-03-25,8758,1802
2019-03-26,8920,1239
2019-03-27,9224,109
2019-03-28,9112,0
2019-03-29,8868,0
2019-04-01,8702,0
2019-04-02,8517,239
2019-04-03,8454,474
2019-04-08,8304,920
2019-04-09,7929,1072
2019-04-10,7918,1216
2019-04-11,7972,1286
2019-04-12,7950,1242
2019-04-15,7903,1337
2019-04-16,7688,1468
2019-04-17,7297,1835
2019-04-18,7249,2125
2019-04-19,7241,1941
2019-04-22,7477,1988
2019-04-23,7536,2050
2019-04-24,7587,2115
2019-04-25,7257,2112
2019-04-26,7917,1605
2019-04-29,7882,1592
2019-04-30,8021,1575
2019-05-02,8165,1530
2019-05-03,8067,1639
2019-05-06,8596,1455
2019-05-07,8461,1507
2019-05-08,8572,1474
2019-05-09,8915,1336
2019-05-10,9032,1325
2019-05-13,9260,1347
2019-05-14,9482,1029
2019-05-15,9865,969
2019-05-16,9919,959
2019-05-17,9991,877
2019-05-20,10076,1120
2019-05-21,11459,811
2019-05-22,10599,883
2019-05-23,11401,838
2019-05-24,11383,894
2019-05-27,12034,924
2019-05-28,12046,872
2019-05-29,11838,1090
2019-05-30,12185,1051
2019-05-31,11255,1057
2019-06-03,10881,1098
2019-06-04,11479,946
2019-06-05,11477,1123
2019-06-06,11676,930
2019-06-10,10644,1067
2019-06-11,9768,967
2019-06-12,9333,1020
2019-06-13,10250,648
2019-06-14,11310,801
2019-06-17,12550,519
2019-06-18,12181,17
2019-06-19,10408,0
2019-06-20,10062,0
2019-06-21,9556,0
2019-06-24,10662,191
2019-06-25,10501,290
2019-06-26,11827,253
2019-06-27,10948,526
2019-06-28,11144,579
2019-07-01,9538,1182
2019-07-02,8914,1237
2019-07-03,9447,902
2019-07-04,9302,932
2019-07-05,9696,868
2019-07-08,10134,874
2019-07-09,10242,905
2019-07-10,9591,1091
2019-07-11,8948,1317
2019-07-12,8625,1355
2019-07-15,8714,1619
2019-07-16,9122,1758
2019-07-17,9462,1563
2019-07-18,9741,1672
2019-07-19,8189,2037
2019-07-22,7759,2296
2019-07-23,7373,2344
2019-07-24,7911,2406
2019-07-25,8009,2375
2019-07-26,8582,2185
2019-07-29,9031,2142
2019-07-30,9079,2089
2019-07-31,9406,1991
2019-08-01,10212,1765
2019-08-02,8948,1603
2019-08-05,10447,1390
2019-08-06,10234,1470
2019-08-07,10502,1447
2019-08-08,10016,1520
2019-08-12,10426,1468
2019-08-13,10946,1255
2019-08-14,12534,1239
2019-08-15,13223,1192
2019-08-16,12653,1195
2019-08-19,11874,1214
2019-08-20,11407,1301
2019-08-21,11546,1362
2019-08-22,11355,1397
2019-08-23,11569,1403
2019-08-26,12265,1096
2019-08-27,12550,1091
2019-08-28,12547,1170
2019-08-29,12110,1213
2019-08-30,11526,1335
2019-09-02,11532,1322
2019-09-03,12283,1228
2019-09-04,11974,1487
2019-09-05,10172,1487
2019-09-06,9591,1441
2019-09-09,9305,1415
2019-09-10,9715,1116
2019-09-11,10392,902
2019-09-12,10466,91
2019-09-16,10051,0
2019-09-17,9973,0
2019-09-18,9407,0
2019-09-19,9685,214
2019-09-20,9692,358
2019-09-23,9663,387
2019-09-24,9796,479
2019-09-25,9745,595
2019-09-26,9529,765
2019-09-27,9504,1139
2019-10-01,9781,1689
2019-10-02,10254,1809
2019-10-03,10978,1496
2019-10-04,11089,1466
2019-10-07,11017,1494
2019-10-08,10729,1839
2019-10-09,11506,1607
2019-10-14,11744,1732
2019-10-15,12073,2203
2019-10-16,12037,2335
2019-10-17,12524,2253
2019-10-18,12594,2219
2019-10-21,13408,2108
2019-10-22,13263,2142
2019-10-23,13383,2159
2019-10-24,13475,2128
2019-10-25,13232,2167
2019-10-28,13774,2150
2019-10-29,12700,2312
2019-10-30,12285,2407
2019-10-31,12368,2441
2019-11-01,12429,2409
2019-11-04,13492,2654
2019-11-05,13599,2699
2019-11-06,13686,2731
2019-11-07,13980,2651
2019-11-08,14031,2451
2019-11-11,13669,2273
2019-11-12,13766,2318
2019-11-13,13833,2344
2019-11-14,13781,2328
2019-11-15,13697,2404
2019-11-18,13780,2561
2019-11-19,13421,2702
2019-11-20,13424,2754
2019-11-21,13416,2615
2019-11-22,13441,2619
2019-11-25,13409,2615
2019-11-26,13820,2531
2019-11-27,13027,2574
2019-11-28,13182,2569
2019-11-29,13696,2380
2019-12-02,13493,2470
2019-12-03,13423,2143
2019-12-04,13180,2000
2019-12-05,12740,2026
2019-12-06,13104,1979
2019-12-09,13368,1922
2019-12-10,13386,1723
2019-12-11,12844,1737
2019-12-12,12754,1428
2019-12-13,12329,65
2019-12-16,13456,0
2019-12-17,14148,0
2019-12-18,14529,0
2019-12-19,16387,98
2019-12-20,18122,156
2019-12-23,17548,357
2019-12-24,17603,254
2019-12-25,17468,280
2019-12-26,17578,275
2019-12-27,17458,361
2019-12-30,17793,354
2019-12-31,17975,326
2020-01-02,17198,445
2020-01-03,16293,571
2020-01-06,18141,344
2020-01-07,17469,351
2020-01-08,17724,532
2020-01-09,17235,642
2020-01-10,16967,750
2020-01-13,16937,794
2020-01-14,16464,889
2020-01-15,16896,807
2020-01-16,19982,678
2020-01-17,19867,608
2020-01-20,20313,829
2020-01-30,21561,656
2020-01-31,20840,689
2020-02-03,20542,637
2020-02-04,19764,1030
2020-02-05,18208,1157
2020-02-06,17732,1155
2020-02-07,17148,1154
2020-02-10,17341,1130
2020-02-11,18106,1079
2020-02-12,17581,1057
2020-02-13,16783,1102
2020-02-14,16799,1101
2020-02-17,16843,1043
2020-02-18,19143,952
2020-02-19,19099,890
2020-02-20,18998,869
2020-02-21,19038,849
2020-02-24,19490,787
2020-02-25,20248,809
2020-02-26,21211,691
2020-02-27,21323,586
2020-03-02,23114,498
2020-03-03,21940,587
2020-03-04,21058,704
2020-03-05,20110,679
2020-03-06,22207,501
2020-03-09,24189,508
2020-03-10,25949,389
2020-03-11,25785,288
2020-03-12,26225,303
2020-03-13,28098,2
2020-03-16,29841,0
2020-03-17,31440,0
2020-03-18,31980,0
2020-03-19,30650,1529
2020-03-20,29321,2199
2020-03-23,30161,2212
2020-03-24,28001,2489
2020-03-25,25853,2675
2020-03-26,24352,3021
2020-03-27,25207,2246
2020-03-30,26310,1909
2020-03-31,25037,1977
2020-04-01,25648,24
2020-04-06,26285,0
2020-04-07,24666,0
2020-04-08,24286,0
2020-04-09,23395,398
2020-04-10,23804,398
2020-04-13,24437,731
2020-04-14,23669,961
2020-04-15,23462,1235
2020-04-16,24186,1410
2020-04-17,21177,2349
2020-04-20,22246,2338
2020-04-21,23308,2114
2020-04-22,24753,1815
2020-04-23,24592,1897
2020-04-24,25071,1884
2020-04-27,25208,1869
2020-04-28,25884,1806
2020-04-29,24688,1988
2020-04-30,24584,2064
2020-05-04,26733,1861
2020-05-05,26880,1865
2020-05-06,27279,1840
2020-05-07,27027,1839
2020-05-08,27469,1825
2020-05-11,26722,1803
2020-05-12,28200,1699
2020-05-13,27961,1733
2020-05-14,28314,1678
2020-05-15,27218,1780
2020-05-18,28532,1584
2020-05-19,28487,1672
2020-05-20,26944,1760
2020-05-21,25924,1834
2020-05-22,27063,1811
2020-05-25,27146,1651
2020-05-26,25774,1765
2020-05-27,25216,1800
2020-05-28,25206,1734
2020-05-29,26330,1441
2020-06-01,25373,1372
2020-06-02,24264,1395
2020-06-03,24175,1464
2020-06-04,22746,1515
2020-06-05,21677,1416
2020-06-08,21361,1315
2020-06-09,20791,1250
2020-06-10,20172,1188
2020-06-11,18371,811
2020-06-12,18474,62
2020-06-15,20426,0
2020-06-16,20666,0
2020-06-17,21054,0
2020-06-18,21193,156
2020-06-19,20471,365
