date,融資餘額,融券餘額
2016-06-27,4247,1544
2016-06-28,4384,1201
2016-06-29,4360,1188
2016-06-30,4403,1154
2016-07-01,4579,1224
2016-07-04,4595,1144
2016-07-05,4616,1106
2016-07-06,4918,1012
2016-07-07,4956,1032
2016-07-08,4956,1032
2016-07-11,4843,991
2016-07-12,4936,981
2016-07-13,4873,986
2016-07-14,4740,1086
2016-07-15,4659,1114
2016-07-18,4627,1089
2016-07-19,4572,1093
2016-07-20,4542,1114
2016-07-21,4519,1093
2016-07-22,4550,1064
2016-07-25,4503,1041
2016-07-26,4555,1002
2016-07-27,4674,1020
2016-07-28,4682,1082
2016-07-29,4775,1075
2016-08-01,4756,1033
2016-08-02,4896,965
2016-08-03,5016,1009
2016-08-04,5019,966
2016-08-05,5014,978
2016-08-08,4992,962
2016-08-09,5020,946
2016-08-10,4879,863
2016-08-11,4916,767
2016-08-12,4861,615
2016-08-15,4831,410
2016-08-16,5019,324
2016-08-17,5449,642
2016-08-18,5346,112
2016-08-19,5264,1
2016-08-22,5223,0
2016-08-23,5004,0
2016-08-24,4879,0
2016-08-25,5192,357
2016-08-26,5167,409
2016-08-29,5497,550
2016-08-30,5735,844
2016-08-31,5767,909
2016-09-01,5973,948
2016-09-02,6231,1232
2016-09-05,6041,1124
2016-09-06,5911,1166
2016-09-07,5803,1152
2016-09-08,5922,1248
2016-09-09,5910,1265
2016-09-10,5905,1283
2016-09-12,5890,1241
2016-09-13,5818,1428
2016-09-14,5766,1570
2016-09-19,5754,1501
2016-09-20,5772,1527
2016-09-21,5772,1533
2016-09-22,5806,1695
2016-09-23,5814,1805
2016-09-26,5864,1666
2016-09-27,5872,1666
2016-09-28,5872,1666
2016-09-29,5967,1650
2016-09-30,5764,1574
2016-10-03,5533,1680
2016-10-04,5520,1653
2016-10-05,5588,1760
2016-10-06,5535,1734
2016-10-07,5556,1740
2016-10-11,5584,1705
2016-10-12,5649,1665
2016-10-13,5575,1687
2016-10-14,5546,1554
2016-10-17,5444,1661
2016-10-18,5373,1669
2016-10-19,5378,1664
2016-10-20,5413,1758
2016-10-21,5393,1644
2016-10-24,5426,1614
2016-10-25,5506,1585
2016-10-26,5584,1540
2016-10-27,5754,1393
2016-10-28,5829,1414
2016-10-31,5891,1243
2016-11-01,5894,1206
2016-11-02,5991,1688
2016-11-03,5832,1041
2016-11-04,5693,1223
2016-11-07,5660,1255
2016-11-08,5473,1272
2016-11-09,5307,1146
2016-11-10,5364,1418
2016-11-11,5263,1315
2016-11-14,5244,1314
2016-11-15,5126,1454
2016-11-16,5053,1477
2016-11-17,4953,1418
2016-11-18,5189,1240
2016-11-21,5247,1231
2016-11-22,5759,1276
2016-11-23,5478,1287
2016-11-24,5680,1393
2016-11-25,5775,1568
2016-11-28,5846,1548
2016-11-29,5597,1569
2016-11-30,5744,1708
2016-12-01,5653,1730
2016-12-02,5607,1789
2016-12-05,5574,1943
2016-12-06,5637,1979
2016-12-07,5446,2090
2016-12-08,5337,2068
2016-12-09,5263,1920
2016-12-12,5342,1895
2016-12-13,5539,1717
2016-12-14,5536,1855
2016-12-15,5750,1915
2016-12-16,5727,1918
2016-12-19,5756,1929
2016-12-20,5725,1897
2016-12-21,5461,1836
2016-12-22,5421,1982
2016-12-23,5468,2018
2016-12-26,5513,1982
2016-12-27,5420,1933
2016-12-28,5484,1971
2016-12-29,5491,1926
2016-12-30,5819,1793
2017-01-03,5771,1788
2017-01-04,5736,1761
2017-01-05,5698,1746
2017-01-06,5645,1672
2017-01-09,5418,1650
2017-01-10,5336,1490
2017-01-11,5322,1451
2017-01-12,5397,1451
2017-01-13,5369,1410
2017-01-16,5535,1483
2017-01-17,5533,1451
2017-01-18,5314,1499
2017-01-19,5316,1441
2017-01-20,5245,1361
2017-01-23,5184,1360
2017-01-24,5229,1327
2017-02-02,5186,1272
2017-02-03,5233,1258
2017-02-06,5327,1255
2017-02-07,5303,1218
2017-02-08,5268,1173
2017-02-09,5191,1163
2017-02-10,5392,1167
2017-02-13,5384,1183
2017-02-14,5364,1138
2017-02-15,5373,1129
2017-02-16,5297,1111
2017-02-17,5380,1127
2017-02-18,5412,1113
2017-02-20,5248,1127
2017-02-21,5380,1089
2017-02-22,5343,1107
2017-02-23,5337,1089
2017-02-24,5391,1131
2017-03-01,5287,1276
2017-03-02,5255,1147
2017-03-03,5345,1214
2017-03-06,5316,1173
2017-03-07,5346,1176
2017-03-08,5328,1221
2017-03-09,5272,1182
2017-03-10,5267,1098
2017-03-13,5279,1070
2017-03-14,5339,1018
2017-03-15,5360,1013
2017-03-16,5377,1006
2017-03-17,5371,1001
2017-03-20,5322,983
2017-03-21,5272,980
2017-03-22,5248,996
2017-03-23,5275,1001
2017-03-24,5255,996
2017-03-27,5228,1001
2017-03-28,5193,990
2017-03-29,5168,1010
2017-03-30,5153,960
2017-03-31,5082,952
2017-04-05,5229,931
2017-04-06,5214,837
2017-04-07,5155,792
2017-04-10,5030,765
2017-04-11,5045,718
2017-04-12,4973,671
2017-04-13,4972,639
2017-04-14,4925,566
2017-04-17,4834,549
2017-04-18,4810,466
2017-04-19,4790,397
2017-04-20,4751,247
2017-04-21,4650,2
2017-04-24,4623,0
2017-04-25,4579,0
2017-04-26,4549,0
2017-04-27,4549,37
2017-04-28,4614,64
2017-05-02,4685,73
2017-05-03,4973,333
2017-05-04,4569,425
2017-05-05,4422,320
2017-05-08,4363,367
2017-05-09,4339,210
2017-05-10,4324,251
2017-05-11,4315,255
2017-05-12,4287,237
2017-05-15,4262,223
2017-05-16,4194,195
2017-05-17,4177,186
2017-05-18,4093,154
2017-05-19,4225,182
2017-05-22,4276,199
2017-05-23,4501,244
2017-05-24,4412,222
2017-05-25,4223,231
2017-05-26,4230,224
2017-05-31,4267,189
2017-06-01,4229,179
2017-06-02,4187,227
2017-06-03,4276,264
2017-06-05,4224,273
2017-06-06,4156,214
2017-06-07,4129,204
2017-06-08,4113,188
2017-06-09,4178,174
2017-06-12,4202,106
2017-06-13,4158,116
2017-06-14,4166,159
2017-06-15,4147,161
2017-06-16,4118,153
2017-06-19,4087,127
2017-06-20,4142,140
2017-06-21,4129,127
2017-06-22,4123,126
2017-06-23,4106,128
2017-06-26,4021,127
2017-06-27,4523,942
2017-06-28,4915,388
2017-06-29,4895,544
2017-06-30,4992,575
2017-07-03,5103,552
2017-07-04,5088,521
2017-07-05,5093,556
2017-07-06,5144,509
2017-07-07,5099,437
2017-07-10,5055,342
2017-07-11,4933,293
2017-07-12,4923,260
2017-07-13,4893,261
2017-07-14,4949,238
2017-07-17,5065,227
2017-07-18,5127,225
2017-07-19,5188,203
2017-07-20,5194,197
2017-07-21,5258,227
2017-07-24,5253,226
2017-07-25,5407,208
2017-07-26,5498,215
2017-07-27,5447,212
2017-07-28,5576,196
2017-07-31,5592,193
2017-08-01,5596,184
2017-08-02,5668,162
2017-08-03,5712,165
2017-08-04,5663,157
2017-08-07,5806,145
2017-08-08,5840,136
2017-08-09,5754,185
2017-08-10,5722,193
2017-08-11,5670,175
2017-08-14,5864,177
2017-08-15,5893,160
2017-08-16,6019,147
2017-08-17,6195,128
2017-08-18,5942,98
2017-08-21,5873,56
2017-08-22,5731,0
2017-08-23,5729,0
2017-08-24,5761,0
2017-08-25,5650,0
2017-08-28,5700,31
2017-08-29,5649,23
2017-08-30,5556,22
2017-08-31,5519,16
2017-09-01,5571,19
2017-09-04,5661,16
2017-09-05,5682,21
2017-09-06,5527,30
2017-09-07,5574,32
2017-09-08,5587,46
2017-09-11,5606,40
2017-09-12,5580,41
2017-09-13,5410,37
2017-09-14,5447,31
2017-09-15,5343,34
2017-09-18,5336,39
2017-09-19,5304,41
2017-09-20,5208,45
2017-09-21,5133,47
2017-09-22,5037,38
2017-09-25,5009,43
2017-09-26,4985,46
2017-09-27,4937,48
2017-09-28,4950,53
2017-09-29,4930,45
2017-09-30,4942,45
2017-10-02,4971,58
2017-10-03,4952,41
2017-10-05,4936,41
2017-10-06,4947,47
2017-10-11,4920,41
2017-10-12,5046,65
2017-10-13,4997,60
2017-10-16,4985,65
2017-10-17,4848,54
2017-10-18,4775,50
2017-10-19,4757,47
2017-10-20,4797,45
2017-10-23,4790,46
2017-10-24,4753,42
2017-10-25,4708,39
2017-10-26,4588,148
2017-10-27,4556,226
2017-10-30,4342,145
2017-10-31,4344,132
2017-11-01,4338,129
2017-11-02,4341,122
2017-11-03,4291,119
2017-11-06,4246,112
2017-11-07,4219,109
2017-11-08,4189,106
2017-11-09,4145,98
2017-11-10,4129,96
2017-11-13,4107,94
2017-11-14,4131,90
2017-11-15,4133,94
2017-11-16,4115,84
2017-11-17,4098,84
2017-11-20,4066,82
2017-11-21,4049,82
2017-11-22,4014,78
2017-11-23,4078,97
2017-11-24,4154,101
2017-11-27,4148,97
2017-11-28,4142,94
2017-11-29,4290,108
2017-11-30,4433,107
2017-12-01,4361,92
2017-12-04,4282,78
2017-12-05,4195,81
2017-12-06,4254,74
2017-12-07,4179,92
2017-12-08,4167,83
2017-12-11,4179,97
2017-12-12,4163,95
2017-12-13,4184,94
2017-12-14,4199,92
2017-12-15,4160,89
2017-12-18,4140,84
2017-12-19,4120,79
2017-12-20,4101,79
2017-12-21,4110,78
2017-12-22,4095,78
2017-12-25,4047,71
2017-12-26,3917,67
2017-12-27,3925,69
2017-12-28,3932,64
2017-12-29,3924,66
2018-01-02,3963,68
2018-01-03,3928,66
2018-01-04,3954,65
2018-01-05,3957,63
2018-01-08,3998,71
2018-01-09,3994,65
2018-01-10,3980,65
2018-01-11,3967,65
2018-01-12,3956,66
2018-01-15,4014,66
2018-01-16,4032,66
2018-01-17,3982,73
2018-01-18,4067,97
2018-01-19,4102,92
2018-01-22,4051,94
2018-01-23,4051,92
2018-01-24,4011,94
2018-01-25,4028,89
2018-01-26,4127,96
2018-01-29,4105,87
2018-01-30,4018,78
2018-01-31,4022,84
2018-02-01,4036,86
2018-02-02,3998,87
2018-02-05,4001,79
2018-02-06,3844,69
2018-02-07,3762,67
2018-02-08,3694,54
2018-02-09,3588,54
2018-02-12,3511,54
2018-02-21,3483,54
2018-02-22,3446,94
2018-02-23,3424,97
2018-02-26,3400,94
2018-02-27,3373,93
2018-03-01,3352,94
2018-03-02,3365,97
2018-03-05,3352,94
2018-03-06,3324,93
2018-03-07,3309,93
2018-03-08,3319,51
2018-03-09,3285,49
2018-03-12,3313,49
2018-03-13,3311,48
2018-03-14,3325,49
2018-03-15,3323,53
2018-03-16,3329,52
2018-03-19,3334,28
2018-03-20,3344,27
2018-03-21,3344,26
2018-03-22,3328,26
2018-03-23,3254,26
2018-03-26,3325,36
2018-03-27,3267,34
2018-03-28,3435,72
2018-03-29,3438,73
2018-03-30,3411,73
2018-03-31,3417,69
2018-04-02,3390,72
2018-04-03,3547,72
2018-04-09,3496,70
2018-04-10,3329,33
2018-04-11,3311,34
2018-04-12,3298,34
2018-04-13,3243,29
2018-04-16,3245,25
2018-04-17,3246,24
2018-04-18,3248,24
2018-04-19,3264,19
2018-04-20,3294,0
2018-04-23,3317,0
2018-04-24,3295,0
2018-04-25,3291,0
2018-04-26,3281,4
2018-04-27,3272,4
2018-04-30,3280,5
2018-05-02,3281,4
2018-05-03,3314,5
2018-05-04,3288,9
2018-05-07,3289,16
2018-05-08,3251,14
2018-05-09,3244,22
2018-05-10,3524,46
2018-05-11,3427,55
2018-05-14,3445,76
2018-05-15,3511,78
2018-05-16,3473,88
2018-05-17,3857,116
2018-05-18,3996,113
2018-05-21,3968,107
2018-05-22,3719,100
2018-05-23,3586,108
2018-05-24,3499,124
2018-05-25,3503,128
2018-05-28,3475,145
2018-05-29,3405,120
2018-05-30,3434,120
2018-05-31,3235,123
2018-06-01,3229,111
2018-06-04,3209,100
2018-06-05,3218,97
2018-06-06,3253,90
2018-06-07,3137,85
2018-06-08,3093,76
2018-06-11,3099,74
2018-06-12,3097,75
2018-06-13,3128,69
2018-06-14,3125,73
2018-06-15,3102,71
2018-06-19,3076,68
2018-06-20,3036,60
2018-06-21,2986,55
2018-06-22,2969,56
2018-06-25,2967,58
2018-06-26,2956,60
2018-06-27,2978,60
2018-06-28,3003,59
2018-06-29,2971,52
2018-07-02,2960,52
2018-07-03,2948,51
2018-07-04,2942,52
2018-07-05,2918,54
2018-07-06,2909,36
2018-07-09,2913,34
2018-07-10,2885,180
2018-07-11,2878,31
2018-07-12,2893,31
2018-07-13,2881,31
2018-07-16,2840,61
2018-07-17,2860,55
2018-07-18,2839,32
2018-07-19,2810,76
2018-07-20,2825,32
2018-07-23,2832,34
2018-07-24,2804,34
2018-07-25,2791,34
2018-07-26,2782,34
2018-07-27,2784,33
2018-07-30,2800,61
2018-07-31,2807,30
2018-08-01,2807,29
2018-08-02,2799,29
2018-08-03,2800,28
2018-08-06,2693,27
2018-08-07,2678,25
2018-08-08,2654,25
2018-08-09,2644,24
2018-08-10,2599,23
2018-08-13,2553,24
2018-08-14,2545,24
2018-08-15,2520,28
2018-08-16,2475,18
2018-08-17,2451,11
2018-08-20,2360,4
2018-08-21,2363,0
2018-08-22,2321,0
2018-08-23,2282,0
2018-08-24,2235,0
2018-08-27,2196,0
2018-08-28,2167,0
2018-08-29,2164,2
2018-08-30,2179,2
2018-08-31,2161,7
2018-09-03,2138,7
2018-09-04,2136,7
2018-09-05,2121,7
2018-09-06,2106,7
2018-09-07,1980,21
2018-09-10,1870,21
2018-09-11,1829,13
2018-09-12,1829,15
2018-09-13,1825,15
2018-09-14,1809,15
2018-09-17,1816,19
2018-09-18,1800,20
2018-09-19,1801,21
2018-09-20,1795,21
2018-09-21,1803,20
2018-09-25,1790,20
2018-09-26,1778,25
2018-09-27,1781,27
2018-09-28,1781,29
2018-10-01,1772,29
2018-10-02,1768,33
2018-10-03,1766,32
2018-10-04,1751,33
2018-10-05,1646,17
2018-10-08,1632,83
2018-10-09,1606,89
2018-10-11,1347,37
2018-10-12,1311,35
2018-10-15,1306,37
2018-10-16,1287,32
2018-10-17,1275,35
2018-10-18,1273,35
2018-10-19,1262,37
2018-10-22,1261,38
2018-10-23,1265,34
2018-10-24,1257,30
2018-10-25,1239,39
2018-10-26,1222,54
2018-10-29,1220,53
2018-10-30,1213,54
2018-10-31,1209,52
2018-11-01,1205,53
2018-11-02,1201,53
2018-11-05,1177,53
2018-11-06,1217,64
2018-11-07,1162,67
2018-11-08,1151,79
2018-11-09,1151,79
2018-11-12,1143,67
2018-11-13,1138,67
2018-11-14,1137,66
2018-11-15,1130,82
2018-11-16,1152,67
2018-11-19,1147,67
2018-11-20,1153,67
2018-11-21,1158,64
2018-11-22,1152,78
2018-11-23,1137,63
2018-11-26,1123,63
2018-11-27,1121,62
2018-11-28,1108,59
2018-11-29,1116,59
2018-11-30,1117,61
2018-12-03,1147,56
2018-12-04,1145,56
2018-12-05,1129,65
2018-12-06,1096,52
2018-12-07,1095,54
2018-12-10,1090,54
2018-12-11,1106,54
2018-12-12,1108,65
2018-12-13,1119,54
2018-12-14,1237,54
2018-12-17,1217,55
2018-12-18,1197,54
2018-12-19,1168,55
2018-12-20,1176,53
2018-12-21,1142,52
2018-12-22,1130,52
2018-12-24,1134,52
2018-12-25,1128,51
2018-12-26,1125,51
2018-12-27,1113,50
2018-12-28,1107,50
2019-01-02,1099,50
2019-01-03,1089,50
2019-01-04,1081,50
2019-01-07,1073,50
2019-01-08,1089,49
2019-01-09,1093,45
2019-01-10,1087,45
2019-01-11,1086,47
2019-01-14,1086,46
2019-01-15,1131,50
2019-01-16,1124,48
2019-01-17,1140,48
2019-01-18,1174,49
2019-01-21,1171,49
2019-01-22,1146,49
2019-01-23,1159,49
2019-01-24,1173,50
2019-01-25,1160,50
2019-01-28,1129,50
2019-01-29,1118,46
2019-01-30,1087,45
2019-02-11,1060,45
2019-02-12,1052,44
2019-02-13,1075,60
2019-02-14,1151,44
2019-02-15,1109,44
2019-02-18,1099,42
2019-02-19,1124,41
2019-02-20,1116,40
2019-02-21,1154,39
2019-02-22,1193,40
2019-02-25,1226,38
2019-02-26,1445,98
2019-02-27,1886,250
2019-03-04,2265,248
2019-03-05,2338,235
2019-03-06,2189,223
2019-03-07,2270,226
2019-03-08,2264,252
2019-03-11,2305,226
2019-03-12,2265,224
2019-03-13,2177,232
2019-03-14,2182,308
2019-03-15,2035,236
2019-03-18,1969,228
2019-03-19,1992,201
2019-03-20,2069,194
2019-03-21,2181,190
2019-03-22,2130,171
2019-03-25,2105,179
2019-03-26,2090,182
2019-03-27,1998,144
2019-03-28,2009,150
2019-03-29,1972,144
2019-04-01,1900,133
2019-04-02,1914,126
2019-04-03,1860,123
2019-04-08,2496,143
2019-04-09,2203,133
2019-04-10,2414,144
2019-04-11,2317,314
2019-04-12,2345,265
2019-04-15,2333,240
2019-04-16,2415,240
2019-04-17,2437,211
2019-04-18,2372,156
2019-04-19,2456,3
2019-04-22,2434,0
2019-04-23,2465,0
2019-04-24,2495,0
2019-04-25,2478,19
2019-04-26,2308,35
2019-04-29,2261,66
2019-04-30,2256,80
2019-05-02,2446,114
2019-05-03,2463,125
2019-05-06,2405,50
2019-05-07,2340,72
2019-05-08,2307,61
2019-05-09,2266,96
2019-05-10,2215,121
2019-05-13,2431,94
2019-05-14,2382,134
2019-05-15,2592,250
2019-05-16,2539,228
2019-05-17,2318,326
2019-05-20,2346,349
2019-05-21,2362,366
2019-05-22,2358,419
2019-05-23,2292,415
2019-05-24,2230,345
2019-05-27,2273,399
2019-05-28,2211,390
2019-05-29,2323,409
2019-05-30,2626,424
2019-05-31,2565,450
2019-06-03,2494,484
2019-06-04,2509,453
2019-06-05,2487,524
2019-06-06,2509,686
2019-06-10,2519,795
2019-06-11,2521,793
2019-06-12,2497,818
2019-06-13,2423,754
2019-06-14,2362,749
2019-06-17,2379,770
2019-06-18,2276,744
2019-06-19,2141,822
2019-06-20,2182,743
2019-06-21,2095,649
2019-06-24,2093,667
2019-06-25,1922,684
2019-06-26,1992,701
2019-06-27,2157,659
2019-06-28,2167,655
2019-07-01,2258,649
2019-07-02,2414,618
2019-07-03,2441,672
2019-07-04,2537,667
2019-07-05,2599,689
2019-07-08,2574,696
2019-07-09,2540,697
2019-07-10,2387,661
2019-07-11,2353,680
2019-07-12,2254,643
2019-07-15,2351,646
2019-07-16,2301,614
2019-07-17,2151,627
2019-07-18,2128,614
2019-07-19,2138,624
2019-07-22,2100,601
2019-07-23,2287,582
2019-07-24,2212,566
2019-07-25,2231,560
2019-07-26,2210,526
2019-07-29,2201,524
2019-07-30,2200,515
2019-07-31,2233,508
2019-08-01,2250,506
2019-08-02,2263,483
2019-08-05,2288,486
2019-08-06,2657,693
2019-08-07,2669,756
2019-08-08,2480,657
2019-08-12,2451,622
2019-08-13,2436,584
2019-08-14,2448,527
2019-08-15,2209,445
2019-08-16,2107,431
2019-08-19,2094,300
2019-08-20,2048,8
2019-08-21,2116,0
2019-08-22,2068,0
2019-08-23,2008,0
2019-08-26,2007,34
2019-08-27,2065,85
2019-08-28,2095,88
2019-08-29,2078,83
2019-08-30,2132,85
2019-09-02,2192,97
2019-09-03,2234,116
2019-09-04,2688,366
2019-09-05,2239,490
2019-09-06,2255,211
2019-09-09,2272,199
2019-09-10,2254,204
2019-09-11,2185,233
2019-09-12,2197,234
2019-09-16,2134,216
2019-09-17,2157,224
2019-09-18,2163,222
2019-09-19,2104,225
2019-09-20,2151,222
2019-09-23,2201,215
2019-09-24,2232,259
2019-09-25,2146,238
2019-09-26,2099,229
2019-09-27,2042,208
2019-10-01,2098,217
2019-10-02,2033,254
2019-10-03,2111,259
2019-10-04,2123,257
2019-10-07,2017,244
2019-10-08,2096,225
2019-10-09,2090,218
2019-10-14,2049,212
2019-10-15,2016,205
2019-10-16,1975,188
2019-10-17,1980,198
2019-10-18,1967,199
2019-10-21,1962,198
2019-10-22,1965,194
2019-10-23,1981,169
2019-10-24,2041,159
2019-10-25,2013,160
2019-10-28,2089,171
2019-10-29,2117,161
2019-10-30,2152,160
2019-10-31,2149,187
2019-11-01,2184,229
2019-11-04,2217,216
2019-11-05,2164,189
2019-11-06,2183,202
2019-11-07,2255,229
2019-11-08,2139,211
2019-11-11,2102,205
2019-11-12,2059,214
2019-11-13,2088,223
2019-11-14,2114,214
2019-11-15,2156,227
2019-11-18,2088,225
2019-11-19,2090,222
2019-11-20,2087,239
2019-11-21,2055,242
2019-11-22,2084,242
2019-11-25,2093,229
2019-11-26,2025,208
2019-11-27,2074,192
2019-11-28,2064,196
2019-11-29,2048,194
2019-12-02,2070,197
2019-12-03,2165,169
2019-12-04,2254,156
2019-12-05,2298,153
2019-12-06,2183,288
2019-12-09,2228,228
2019-12-10,2363,262
2019-12-11,2317,251
2019-12-12,2284,242
2019-12-13,2215,230
2019-12-16,2204,247
2019-12-17,2236,286
2019-12-18,2326,274
2019-12-19,2360,238
2019-12-20,2357,246
2019-12-23,2346,239
2019-12-24,2401,258
2019-12-25,2504,274
2019-12-26,2497,259
2019-12-27,2490,236
2019-12-30,2527,232
2019-12-31,2607,204
2020-01-02,2664,209
2020-01-03,2605,204
2020-01-06,2549,210
2020-01-07,2581,210
2020-01-08,2590,300
2020-01-09,2843,475
2020-01-10,2823,557
2020-01-13,2833,557
2020-01-14,2812,575
2020-01-15,2800,517
2020-01-16,2704,503
2020-01-17,2640,474
2020-01-20,2673,483
2020-01-30,2494,528
2020-01-31,2640,521
2020-02-03,2538,480
2020-02-04,2536,532
2020-02-05,2677,532
2020-02-06,2701,586
2020-02-07,2712,593
2020-02-10,2673,652
2020-02-11,2877,634
2020-02-12,2813,585
2020-02-13,2840,585
2020-02-14,2794,608
2020-02-17,2784,695
2020-02-18,2605,686
2020-02-19,2635,726
2020-02-20,2580,772
2020-02-21,2504,806
2020-02-24,2350,858
2020-02-25,2310,831
2020-02-26,2160,870
2020-02-27,2012,804
2020-03-02,2045,763
2020-03-03,2083,754
2020-03-04,2092,740
2020-03-05,2155,825
2020-03-06,2221,800
2020-03-09,2131,781
2020-03-10,2072,772
2020-03-11,2076,760
2020-03-12,2007,585
2020-03-13,1913,627
2020-03-16,1908,567
2020-03-17,1917,620
2020-03-18,1951,576
2020-03-19,1799,459
2020-03-20,1877,470
2020-03-23,1828,467
2020-03-24,1768,553
2020-03-25,1604,535
2020-03-26,1661,590
2020-03-27,1482,598
2020-03-30,1536,583
2020-03-31,1650,556
2020-04-01,1685,543
2020-04-06,1831,489
2020-04-07,1888,416
2020-04-08,1912,292
2020-04-09,1963,279
2020-04-10,2014,4
2020-04-13,2054,0
2020-04-14,2113,0
2020-04-15,2248,0
2020-04-16,2182,63
2020-04-17,2143,127
2020-04-20,2216,137
2020-04-21,2200,232
2020-04-22,2138,233
2020-04-23,2185,238
2020-04-24,2198,223
2020-04-27,2307,212
2020-04-28,2307,228
2020-04-29,2322,238
2020-04-30,2450,225
2020-05-04,2551,281
2020-05-05,2527,278
2020-05-06,2597,291
2020-05-07,2675,287
2020-05-08,2821,320
2020-05-11,2879,345
2020-05-12,2858,361
2020-05-13,2912,336
2020-05-14,2847,352
2020-05-15,2846,347
2020-05-18,2784,331
2020-05-19,2777,339
2020-05-20,2674,335
2020-05-21,2748,310
2020-05-22,2770,318
2020-05-25,2703,298
2020-05-26,2671,282
2020-05-27,2649,258
2020-05-28,2861,311
2020-05-29,2916,272
2020-06-01,2921,307
2020-06-02,2953,309
2020-06-03,2825,297
2020-06-04,2776,318
2020-06-05,2852,313
2020-06-08,2815,308
2020-06-09,2795,318
2020-06-10,2679,314
2020-06-11,2742,300
2020-06-12,2751,324
2020-06-15,2733,330
2020-06-16,2993,319
2020-06-17,2985,319
2020-06-18,3418,567
2020-06-19,3200,565
2020-06-22,3219,559
2020-06-23,3181,520
2020-06-24,3305,538
2020-06-29,3206,471
2020-06-30,3421,434
2020-07-01,3437,446
2020-07-02,3537,489
2020-07-03,3543,466
2020-07-06,3529,465
2020-07-07,3578,449
2020-07-08,3567,450
2020-07-09,3572,431
2020-07-10,3518,422
2020-07-13,3556,429
2020-07-14,3579,401
2020-07-15,3154,382
2020-07-16,3197,375
2020-07-17,2748,378
2020-07-20,2710,402
2020-07-21,3007,380
2020-07-22,2858,387
2020-07-23,2867,377
2020-07-24,2758,333
2020-07-27,2688,319
2020-07-28,2597,317
2020-07-29,2611,331
2020-07-30,2590,315
2020-07-31,2658,305
2020-08-03,2511,303
2020-08-04,2431,300
2020-08-05,2471,298
2020-08-06,2546,285
2020-08-07,2538,285
2020-08-10,2557,247
2020-08-11,2534,216
2020-08-12,2461,210
2020-08-13,2591,162
2020-08-14,2549,157
2020-08-17,2591,146
2020-08-18,2538,6
2020-08-19,2377,0
2020-08-20,2215,0
2020-08-21,2042,0
2020-08-24,2205,47
2020-08-25,2075,209
2020-08-26,2109,167
2020-08-27,2083,180
2020-08-28,2229,155
2020-08-31,2227,125
