date,融資餘額,融券餘額
2016-01-04,18065,8662
2016-01-05,18856,8898
2016-01-06,18850,9752
2016-01-07,19412,7991
2016-01-08,19111,8317
2016-01-11,18366,8078
2016-01-12,18253,8052
2016-01-13,18222,8663
2016-01-14,17988,7934
2016-01-15,18490,7335
2016-01-18,17084,7940
2016-01-19,17554,8057
2016-01-20,17397,7425
2016-01-21,15965,8333
2016-01-22,16854,8266
2016-01-25,15927,8693
2016-01-26,16905,8795
2016-01-27,16372,9206
2016-01-28,16867,9000
2016-01-29,17889,8139
2016-01-30,18407,7852
2016-02-01,19945,7393
2016-02-02,19972,7280
2016-02-03,20153,7132
2016-02-15,22153,6413
2016-02-16,22424,6402
2016-02-17,22716,6357
2016-02-18,26012,6773
2016-02-19,26931,6381
2016-02-22,27367,6380
2016-02-23,27454,6336
2016-02-24,28608,6202
2016-02-25,28885,6192
2016-02-26,28861,6328
2016-03-01,30711,6739
2016-03-02,33170,7011
2016-03-03,34128,6721
2016-03-04,34861,7409
2016-03-07,33189,8012
2016-03-08,34526,7238
2016-03-09,34919,7647
2016-03-10,34980,7604
2016-03-11,34372,7480
2016-03-14,34609,7427
2016-03-15,34919,7100
2016-03-16,34691,7299
2016-03-17,35067,7435
2016-03-18,35845,7742
2016-03-21,35879,7761
2016-03-22,37715,9184
2016-03-23,39250,8794
2016-03-24,39343,7943
2016-03-25,38888,7974
2016-03-28,39092,7834
2016-03-29,37812,6771
2016-03-30,37760,6777
2016-03-31,37411,6563
2016-04-01,37667,6038
2016-04-06,37567,5232
2016-04-07,37218,4528
2016-04-08,37459,3213
2016-04-11,35873,56
2016-04-12,36299,0
2016-04-13,35118,0
2016-04-14,35314,0
2016-04-15,36193,1887
2016-04-18,36465,2698
2016-04-19,36188,3878
2016-04-20,36406,3923
2016-04-21,36943,4660
2016-04-22,36830,5054
2016-04-25,37154,5109
2016-04-26,37260,5092
2016-04-27,37159,5241
2016-04-28,36939,5269
2016-04-29,36734,4758
2016-05-03,37027,4696
2016-05-04,37412,4428
2016-05-05,37266,4293
2016-05-06,36746,5478
2016-05-09,36692,6277
2016-05-10,36973,6194
2016-05-11,36599,7499
2016-05-12,33998,9692
2016-05-13,34202,9004
2016-05-16,33754,10404
2016-05-17,32963,11135
2016-05-18,32966,10964
2016-05-19,32803,10834
2016-05-20,32593,10973
2016-05-23,33824,11175
2016-05-24,33455,10942
2016-05-25,37053,11904
2016-05-26,40485,11432
2016-05-27,40522,11422
2016-05-30,42502,12202
2016-05-31,42951,11606
2016-06-01,43636,11647
2016-06-02,43841,11386
2016-06-03,44201,11228
2016-06-04,43565,11733
2016-06-06,43520,11821
2016-06-07,43415,11744
2016-06-08,43195,12284
2016-06-13,43486,12102
2016-06-14,43023,12548
2016-06-15,43478,11965
2016-06-16,43690,11617
2016-06-17,45200,10986
2016-06-20,45818,9937
2016-06-21,46016,10215
2016-06-22,46121,10261
2016-06-23,46408,9202
2016-06-24,45742,7994
2016-06-27,46139,7777
2016-06-28,46478,7395
2016-06-29,47472,6269
2016-06-30,47883,6000
2016-07-01,48181,5617
2016-07-04,47935,5409
2016-07-05,48883,4044
2016-07-06,49824,148
2016-07-07,51347,0
2016-07-11,52159,0
2016-07-12,52900,1202
2016-07-13,52802,3878
2016-07-14,52713,5081
2016-07-15,51325,5754
2016-07-18,50829,5935
2016-07-19,51071,6653
2016-07-20,50868,6748
2016-07-21,50422,7820
2016-07-22,50303,7654
2016-07-25,50095,8947
2016-07-26,50356,10315
2016-07-27,50784,10109
2016-07-28,49311,9277
2016-07-29,49281,9750
2016-08-01,49799,9720
2016-08-02,50465,8632
2016-08-03,50533,8581
2016-08-04,50924,8179
2016-08-05,50985,7377
2016-08-08,50762,7023
2016-08-09,51257,7357
2016-08-10,52439,5724
2016-08-11,52903,5985
2016-08-12,52892,6306
2016-08-15,52655,6307
2016-08-16,52430,6440
2016-08-17,51951,6546
2016-08-18,52083,6700
2016-08-19,51635,6918
2016-08-22,51617,6919
2016-08-23,51511,6994
2016-08-24,51662,6880
2016-08-25,51080,6910
2016-08-26,52002,6921
2016-08-29,50967,6772
2016-08-30,50478,7031
2016-08-31,50208,7064
2016-09-01,50139,6928
2016-09-02,50511,7597
2016-09-05,50699,8229
2016-09-06,50887,8424
2016-09-07,52137,8604
2016-09-08,52918,8490
2016-09-09,53486,8332
2016-09-10,53481,8472
2016-09-12,52174,7961
2016-09-13,52891,9934
2016-09-14,54530,9509
2016-09-19,55864,9474
2016-09-20,55690,9566
2016-09-21,56398,9398
2016-09-22,56368,9597
2016-09-23,56271,9317
2016-09-26,56272,8665
2016-09-29,56029,8773
2016-09-30,56056,8054
2016-10-03,56233,7729
2016-10-04,56127,7479
2016-10-05,57448,7278
2016-10-06,57414,7414
2016-10-07,57799,7402
2016-10-11,58405,7927
2016-10-12,58508,8143
2016-10-13,58392,8626
2016-10-14,59121,8223
2016-10-17,58942,8138
2016-10-18,58864,8368
2016-10-19,58827,9028
2016-10-20,58874,9231
2016-10-21,58942,9240
2016-10-24,58850,8976
2016-10-25,59047,8717
2016-10-26,58992,8776
2016-10-27,59100,9136
2016-10-28,59666,9282
2016-10-31,59338,10002
2016-11-01,59801,9910
2016-11-02,59599,9493
2016-11-03,59792,8487
2016-11-04,59435,8431
2016-11-07,59102,8750
2016-11-08,59248,9428
2016-11-09,59029,8622
2016-11-10,59479,9113
2016-11-11,59397,8158
2016-11-14,59324,8115
2016-11-15,60106,7364
2016-11-16,60726,7625
2016-11-17,60964,7513
2016-11-18,61357,7248
2016-11-21,61423,7148
2016-11-22,60607,6831
2016-11-23,60653,6901
2016-11-24,61406,6637
2016-11-25,61345,6855
2016-11-28,61175,6548
2016-11-29,61161,6492
2016-11-30,61226,6635
2016-12-01,61530,6689
2016-12-02,61975,6571
2016-12-05,62265,6608
2016-12-06,62586,6885
2016-12-07,63205,6932
2016-12-08,62789,7622
2016-12-09,62214,7577
2016-12-12,61885,7374
2016-12-13,61487,7612
2016-12-14,61383,7852
2016-12-15,61501,7763
2016-12-16,61223,7826
2016-12-19,61052,7914
2016-12-20,61213,7936
2016-12-21,62713,8643
2016-12-22,62468,9333
2016-12-23,62767,9088
2016-12-26,62593,9455
2016-12-27,62421,10240
2016-12-28,62826,10395
2016-12-29,62842,10262
2016-12-30,62818,10424
2017-01-03,62832,10702
2017-01-04,62662,10702
2017-01-05,62387,10740
2017-01-06,62392,10835
2017-01-09,62454,10681
2017-01-10,60881,11302
2017-01-11,60735,11458
2017-01-12,61051,11152
2017-01-13,60958,11343
2017-01-16,60674,11215
2017-01-17,60925,11024
2017-01-18,60594,10179
2017-01-19,60456,10064
2017-01-20,60794,9767
2017-01-23,60557,10085
2017-01-24,60701,9848
2017-02-02,61521,9898
2017-02-03,61570,9751
2017-02-06,62335,9290
2017-02-07,62756,9236
2017-02-08,64214,9813
2017-02-09,63871,10030
2017-02-10,63590,9427
2017-02-13,63797,9300
2017-02-14,63983,9178
2017-02-15,64396,9309
2017-02-16,64400,9108
2017-02-17,65442,8365
2017-02-18,65139,8216
2017-02-20,64892,8024
2017-02-21,65322,7500
2017-02-22,65008,7884
2017-02-23,64751,7946
2017-02-24,64673,7820
2017-03-01,65391,8049
2017-03-02,66082,8107
2017-03-03,65201,9575
2017-03-06,65624,9077
2017-03-07,65538,9168
2017-03-08,65943,8891
2017-03-09,65994,8351
2017-03-10,65823,7962
2017-03-13,65892,8003
2017-03-14,65888,8349
2017-03-15,66212,8341
2017-03-16,65922,8593
2017-03-17,65801,8643
2017-03-20,65502,8987
2017-03-21,64915,8969
2017-03-22,65516,8661
2017-03-23,65886,7976
2017-03-24,65637,7736
2017-03-27,65989,7435
2017-03-28,65401,7262
2017-03-29,65138,7218
2017-03-30,64937,7355
2017-03-31,64255,6578
2017-04-05,63181,6287
2017-04-06,63151,3812
2017-04-07,61713,261
2017-04-10,61632,0
2017-04-11,60811,0
2017-04-12,59188,0
2017-04-13,59131,1397
2017-04-14,59241,1454
2017-04-17,59641,1688
2017-04-18,59622,2097
2017-04-19,59235,2136
2017-04-20,59616,2023
2017-04-21,59856,2363
2017-04-24,59177,2735
2017-04-25,59184,3194
2017-04-26,58586,3916
2017-04-27,58947,3560
2017-04-28,58474,3827
2017-05-02,59807,3045
2017-05-03,61233,2866
2017-05-04,61044,3627
2017-05-05,60847,3814
2017-05-08,60810,4091
2017-05-09,60447,4635
2017-05-10,60715,4628
2017-05-11,60196,4613
2017-05-12,60408,4323
2017-05-15,60367,4314
2017-05-16,60711,4272
2017-05-17,60998,4288
2017-05-18,61257,4743
2017-05-19,61260,5110
2017-05-22,61253,5039
2017-05-23,61350,4917
2017-05-24,61174,4901
2017-05-25,60509,5148
2017-05-26,60944,4968
2017-05-31,60821,4869
2017-06-01,60943,4950
2017-06-02,60714,4889
2017-06-03,60805,5005
2017-06-05,60384,5188
2017-06-06,60485,5112
2017-06-07,60263,5053
2017-06-08,60358,4990
2017-06-09,60095,5162
2017-06-12,59903,6699
2017-06-13,60197,6529
2017-06-14,59887,5064
2017-06-15,60511,4523
2017-06-16,59979,4735
2017-06-19,59756,4840
2017-06-20,59675,4798
2017-06-21,59527,4960
2017-06-22,58739,5205
2017-06-23,58909,4851
2017-06-26,59016,4635
2017-06-27,59064,4384
2017-06-28,59237,3523
2017-06-29,59283,3371
2017-06-30,59512,2901
2017-07-03,59775,2484
2017-07-04,60081,1401
2017-07-05,60029,132
2017-07-06,60536,0
2017-07-07,60363,0
2017-07-10,59884,0
2017-07-11,60966,138
2017-07-12,60827,558
2017-07-13,60414,1615
2017-07-14,60753,1443
2017-07-17,60072,2365
2017-07-18,59818,2617
2017-07-19,59789,2611
2017-07-20,59988,2319
2017-07-21,59458,2236
2017-07-24,59821,2747
2017-07-25,60162,2764
2017-07-26,59996,3223
2017-07-27,60403,3448
2017-07-28,61422,3524
2017-07-31,61704,3509
2017-08-01,61209,3639
2017-08-02,61155,3901
2017-08-03,61011,3278
2017-08-04,61223,3468
2017-08-07,60584,3375
2017-08-08,60656,3713
2017-08-09,61228,3830
2017-08-10,59457,3212
2017-08-11,59328,3220
2017-08-14,59174,3100
2017-08-15,58819,3204
2017-08-16,58758,3012
2017-08-17,58372,2770
2017-08-18,57786,2834
2017-08-21,57898,2694
2017-08-22,58036,2604
2017-08-23,57918,2723
2017-08-24,57335,2832
2017-08-25,56434,2710
2017-08-28,56427,2832
2017-08-29,56491,2776
2017-08-30,56619,2799
2017-08-31,57048,2800
2017-09-01,57509,2485
2017-09-04,57331,2634
2017-09-05,56239,2854
2017-09-06,56120,2845
2017-09-07,57147,2843
2017-09-08,57119,2959
2017-09-11,56559,2913
2017-09-12,56332,2999
2017-09-13,56216,3194
2017-09-14,56374,3257
2017-09-15,56015,3755
2017-09-18,56188,3529
2017-09-19,54985,3173
2017-09-20,55112,3095
2017-09-21,55008,3247
2017-09-22,55346,3331
2017-09-25,55152,3090
2017-09-26,55077,3349
2017-09-27,55626,3880
2017-09-28,54932,3963
2017-09-29,52805,4036
2017-09-30,52392,4042
2017-10-02,51648,4073
2017-10-03,50740,4084
2017-10-05,48709,4137
2017-10-06,47093,3884
2017-10-11,45994,3763
2017-10-12,45184,3854
2017-10-13,44989,3812
2017-10-16,45208,3700
2017-10-17,45363,3476
2017-10-18,45342,3252
2017-10-19,45272,3377
2017-10-20,45226,3291
2017-10-23,45544,3493
2017-10-24,46062,3416
2017-10-25,46277,3413
2017-10-26,46410,3304
2017-10-27,45623,3223
2017-10-30,44609,3568
2017-10-31,44628,3610
2017-11-01,44327,3567
2017-11-02,44297,3636
2017-11-03,43561,3499
2017-11-06,43466,3431
2017-11-07,43329,3438
2017-11-08,43502,3356
2017-11-09,43352,3243
2017-11-10,43248,3349
2017-11-13,42637,3343
2017-11-14,40632,4319
2017-11-15,39072,4167
2017-11-16,32518,4353
2017-11-17,27883,4329
