date,ForeignHoldingRatio
2016-07-01,10.01
2016-07-04,10.06
2016-07-05,10.12
2016-07-06,10.08
2016-07-07,10.09
2016-07-11,10.15
2016-07-12,10.15
2016-07-13,10.14
2016-07-14,10.37
2016-07-15,10.53
2016-07-18,10.53
2016-07-19,10.44
2016-07-20,10.49
2016-07-21,10.63
2016-07-22,10.57
2016-07-25,10.82
2016-07-26,10.95
2016-07-27,11.13
2016-07-28,11.11
2016-07-29,11.05
2016-08-01,11.14
2016-08-02,11.52
2016-08-03,11.47
2016-08-04,11.72
2016-08-05,11.76
2016-08-08,11.73
2016-08-09,11.8
2016-08-10,11.69
2016-08-11,11.48
2016-08-12,11.45
2016-08-15,11.48
2016-08-16,11.56
2016-08-17,11.47
2016-08-18,11.45
2016-08-19,11.31
2016-08-22,11.53
2016-08-23,11.61
2016-08-24,11.61
2016-08-25,11.8
2016-08-26,11.81
2016-08-29,11.84
2016-08-30,11.87
2016-08-31,11.95
2016-09-01,12.02
2016-09-02,12.04
2016-09-05,12.09
2016-09-06,12.1
2016-09-07,12.21
2016-09-08,12.42
2016-09-09,12.72
2016-09-10,12.72
2016-09-12,12.66
2016-09-13,12.52
2016-09-14,12.59
2016-09-19,12.72
2016-09-20,12.67
2016-09-21,12.71
2016-09-22,12.67
2016-09-23,12.83
2016-09-26,12.84
2016-09-29,12.9
2016-09-30,13.02
2016-10-03,13.01
2016-10-04,13.06
2016-10-05,13.05
2016-10-06,13.0
2016-10-07,12.98
2016-10-11,12.87
2016-10-12,12.66
2016-10-13,12.52
2016-10-14,12.52
2016-10-17,12.51
2016-10-18,12.48
2016-10-19,12.44
2016-10-20,12.46
2016-10-21,12.46
2016-10-24,12.46
2016-10-25,12.51
2016-10-26,12.6
2016-10-27,12.67
2016-10-28,12.59
2016-10-31,12.62
2016-11-01,12.6
2016-11-02,12.6
2016-11-03,12.66
2016-11-04,12.69
2016-11-07,12.75
2016-11-08,12.75
2016-11-09,12.78
2016-11-10,12.86
2016-11-11,12.89
2016-11-14,12.92
2016-11-15,12.99
2016-11-16,13.01
2016-11-17,13.02
2016-11-18,13.09
2016-11-21,13.27
2016-11-22,13.55
2016-11-23,13.57
2016-11-24,13.7
2016-11-25,13.72
2016-11-28,13.76
2016-11-29,14.17
2016-11-30,14.33
2016-12-01,14.67
2016-12-02,14.7
2016-12-05,14.71
2016-12-06,14.7
2016-12-07,15.22
2016-12-08,15.45
2016-12-09,15.65
2016-12-12,15.93
2016-12-13,16.06
2016-12-14,16.3
2016-12-15,16.43
2016-12-16,16.56
2016-12-19,16.58
2016-12-20,16.61
2016-12-21,16.46
2016-12-22,16.62
2016-12-23,16.6
2016-12-26,16.72
2016-12-27,16.74
2016-12-28,16.58
2016-12-29,16.6
2016-12-30,16.76
2017-01-03,16.94
2017-01-04,16.76
2017-01-05,16.74
2017-01-06,16.8
2017-01-09,16.74
2017-01-10,16.65
2017-01-11,16.7
2017-01-12,16.9
2017-01-13,16.8
2017-01-16,16.62
2017-01-17,16.47
2017-01-18,16.48
2017-01-19,16.73
2017-01-20,16.88
2017-01-23,16.93
2017-01-24,17.3
2017-01-25,17.3
2017-01-26,17.3
2017-02-02,17.9
2017-02-03,18.03
2017-02-06,18.07
2017-02-07,18.08
2017-02-08,18.19
2017-02-09,18.07
2017-02-10,18.19
2017-02-13,18.21
2017-02-14,18.4
2017-02-15,18.75
2017-02-16,19.07
2017-02-17,18.98
2017-02-18,18.98
2017-02-20,18.95
2017-02-21,18.95
2017-02-22,18.91
2017-02-23,18.95
2017-02-24,18.88
2017-03-01,19.04
2017-03-02,19.04
2017-03-03,19.02
2017-03-06,19.2
2017-03-07,19.23
2017-03-08,19.18
2017-03-09,19.25
2017-03-10,19.25
2017-03-13,19.29
2017-03-14,19.38
2017-03-15,19.69
2017-03-16,19.88
2017-03-17,20.09
2017-03-20,20.17
2017-03-21,20.19
2017-03-22,20.14
2017-03-23,20.14
2017-03-24,20.15
2017-03-27,20.09
2017-03-28,20.24
2017-03-29,20.14
2017-03-30,19.89
2017-03-31,19.83
2017-04-05,19.74
2017-04-06,19.47
2017-04-07,19.13
2017-04-10,18.85
2017-04-11,18.57
2017-04-12,18.49
2017-04-13,18.49
2017-04-14,18.41
2017-04-17,18.4
2017-04-18,18.82
2017-04-19,19.13
2017-04-20,19.15
2017-04-21,19.33
2017-04-24,19.75
2017-04-25,21.05
2017-04-26,21.54
2017-04-27,21.91
2017-04-28,22.36
2017-05-02,22.76
2017-05-03,23.16
2017-05-04,23.36
2017-05-05,23.76
2017-05-08,23.86
2017-05-09,24.01
2017-05-10,23.69
2017-05-11,23.74
2017-05-12,23.6
2017-05-15,23.74
2017-05-16,23.88
2017-05-17,23.98
2017-05-18,24.16
2017-05-19,24.67
2017-05-22,24.82
2017-05-23,24.8
2017-05-24,24.94
2017-05-25,24.54
2017-05-26,24.68
2017-05-31,24.67
2017-06-01,24.76
2017-06-02,24.47
2017-06-03,24.47
2017-06-05,23.69
2017-06-06,23.51
2017-06-07,23.6
2017-06-08,23.7
2017-06-09,23.36
2017-06-12,23.2
2017-06-13,23.07
2017-06-14,23.0
2017-06-15,22.85
2017-06-16,22.77
2017-06-19,22.78
2017-06-20,22.65
2017-06-21,22.58
2017-06-22,22.33
2017-06-23,21.96
2017-06-26,21.89
2017-06-27,21.85
2017-06-28,21.73
2017-06-29,21.68
2017-06-30,22.05
2017-07-03,21.96
2017-07-04,21.82
2017-07-05,21.74
2017-07-06,21.72
2017-07-07,22.01
2017-07-10,22.07
2017-07-11,22.55
2017-07-12,22.55
2017-07-13,22.62
2017-07-14,22.53
2017-07-17,22.42
2017-07-18,22.46
2017-07-19,22.16
2017-07-20,22.29
2017-07-21,21.97
2017-07-24,22.11
2017-07-25,22.16
2017-07-26,22.15
2017-07-27,22.02
2017-07-28,21.99
2017-07-31,22.35
2017-08-01,22.57
2017-08-02,22.29
2017-08-03,22.35
2017-08-04,23.36
2017-08-07,23.27
2017-08-08,23.54
2017-08-09,22.89
2017-08-10,23.68
2017-08-11,24.12
2017-08-14,24.04
2017-08-15,24.19
2017-08-16,24.43
2017-08-17,24.74
2017-08-18,24.54
2017-08-21,24.49
2017-08-22,23.99
2017-08-23,24.08
2017-08-24,24.09
2017-08-25,24.13
2017-08-28,24.01
2017-08-29,23.72
2017-08-30,23.4
2017-08-31,23.45
2017-09-01,23.36
2017-09-04,23.33
2017-09-05,23.13
2017-09-06,23.66
2017-09-07,23.33
2017-09-08,23.32
2017-09-11,23.0
2017-09-12,22.56
2017-09-13,22.4
2017-09-14,22.12
2017-09-15,22.14
2017-09-18,22.27
2017-09-19,22.06
2017-09-20,22.04
2017-09-21,21.88
2017-09-22,21.87
2017-09-25,21.62
2017-09-26,21.9
2017-09-27,22.05
2017-09-28,21.8
2017-09-29,21.8
2017-09-30,21.8
2017-10-02,21.41
2017-10-03,21.18
2017-10-05,21.21
2017-10-06,21.34
2017-10-11,21.58
2017-10-12,21.23
2017-10-13,21.48
2017-10-16,21.2
2017-10-17,21.13
2017-10-18,21.44
2017-10-19,21.86
2017-10-20,21.56
2017-10-23,21.6
2017-10-24,21.56
2017-10-25,21.24
2017-10-26,21.18
2017-10-27,21.05
2017-10-30,21.21
2017-10-31,21.21
2017-11-01,21.43
2017-11-02,20.94
2017-11-03,20.91
2017-11-06,20.85
2017-11-07,20.97
2017-11-08,21.3
2017-11-09,20.94
2017-11-10,20.86
2017-11-13,20.74
2017-11-14,20.8
2017-11-15,20.89
2017-11-16,20.52
2017-11-17,20.48
2017-11-20,20.34
2017-11-21,20.25
2017-11-22,19.96
2017-11-23,19.81
2017-11-24,19.81
2017-11-27,19.22
2017-11-28,19.79
2017-11-29,19.57
2017-11-30,19.6
2017-12-01,19.58
2017-12-04,19.78
2017-12-05,19.74
2017-12-06,19.52
2017-12-07,19.3
2017-12-08,19.28
2017-12-11,19.08
2017-12-12,18.92
2017-12-13,18.58
2017-12-14,18.5
2017-12-15,18.26
2017-12-18,18.28
2017-12-19,18.27
2017-12-20,18.33
2017-12-21,18.38
2017-12-22,18.52
2017-12-25,18.29
2017-12-26,18.08
2017-12-27,17.6
2017-12-28,17.68
2017-12-29,17.66
2018-01-02,17.73
2018-01-03,17.83
2018-01-04,17.58
2018-01-05,17.23
2018-01-08,17.04
2018-01-09,16.5
2018-01-10,17.12
2018-01-11,16.8
2018-01-12,16.66
2018-01-15,16.64
2018-01-16,16.45
2018-01-17,16.63
2018-01-18,16.27
2018-01-19,16.23
2018-01-22,16.11
2018-01-23,16.1
2018-01-24,16.01
2018-01-25,15.92
2018-01-26,15.83
2018-01-29,15.87
2018-01-30,15.69
2018-01-31,15.73
2018-02-01,15.8
2018-02-02,15.8
2018-02-05,15.72
2018-02-06,15.48
2018-02-07,15.29
2018-02-08,15.4
2018-02-09,15.56
2018-02-12,14.99
2018-02-13,14.99
2018-02-14,14.99
2018-02-21,15.84
2018-02-22,15.08
2018-02-23,15.05
2018-02-26,15.33
2018-02-27,15.15
2018-03-01,15.46
2018-03-02,15.54
2018-03-05,15.34
2018-03-06,15.22
2018-03-07,15.33
2018-03-08,15.35
2018-03-09,15.29
2018-03-12,15.3
2018-03-13,15.4
2018-03-14,15.29
2018-03-15,15.26
2018-03-16,15.23
2018-03-19,15.41
2018-03-20,15.42
2018-03-21,15.41
2018-03-22,15.33
2018-03-23,15.36
2018-03-26,15.51
2018-03-27,15.53
2018-03-28,15.64
2018-03-29,15.87
2018-03-30,15.96
2018-03-31,15.96
2018-04-02,15.81
2018-04-03,16.28
2018-04-09,16.04
2018-04-10,15.97
2018-04-11,15.92
2018-04-12,15.95
2018-04-13,15.89
2018-04-16,15.89
2018-04-17,15.94
2018-04-18,15.79
2018-04-19,15.93
2018-04-20,15.87
2018-04-23,15.99
2018-04-24,15.88
2018-04-25,15.81
2018-04-26,15.92
2018-04-27,15.81
2018-04-30,15.65
2018-05-02,15.5
2018-05-03,15.5
2018-05-04,15.65
2018-05-07,15.66
2018-05-08,15.66
2018-05-09,15.5
2018-05-10,15.46
2018-05-11,15.45
2018-05-14,15.8
2018-05-15,15.72
2018-05-16,15.89
2018-05-17,15.84
2018-05-18,15.86
2018-05-21,15.96
2018-05-22,15.98
2018-05-23,16.2
2018-05-24,16.74
2018-05-25,16.71
2018-05-28,16.75
2018-05-29,16.92
2018-05-30,16.96
2018-05-31,16.86
2018-06-01,16.94
2018-06-04,16.91
2018-06-05,16.9
2018-06-06,16.82
2018-06-07,16.88
2018-06-08,16.41
2018-06-11,16.36
2018-06-12,16.4
2018-06-13,16.32
2018-06-14,16.58
2018-06-15,16.94
2018-06-19,16.93
2018-06-20,16.72
2018-06-21,16.89
2018-06-22,16.46
2018-06-25,16.53
2018-06-26,16.53
2018-06-27,16.48
2018-06-28,16.42
2018-06-29,16.36
2018-07-02,16.65
2018-07-03,16.7
2018-07-04,17.68
2018-07-05,18.13
2018-07-06,18.32
2018-07-09,18.26
2018-07-10,18.57
2018-07-11,18.56
2018-07-12,18.62
2018-07-13,18.7
2018-07-16,19.01
2018-07-17,19.3
2018-07-18,19.0
2018-07-19,19.57
2018-07-20,19.99
2018-07-23,20.55
2018-07-24,21.16
2018-07-25,21.01
2018-07-26,21.14
2018-07-27,21.32
2018-07-30,21.19
2018-07-31,21.43
2018-08-01,21.76
2018-08-02,21.86
2018-08-03,21.8
2018-08-06,21.48
2018-08-07,21.26
2018-08-08,21.1
2018-08-09,20.9
2018-08-10,21.3
2018-08-13,20.98
2018-08-14,20.72
2018-08-15,20.78
2018-08-16,20.76
2018-08-17,21.16
2018-08-20,20.99
2018-08-21,21.09
2018-08-22,21.3
2018-08-23,21.58
2018-08-24,21.74
2018-08-27,21.66
2018-08-28,21.56
2018-08-29,21.38
2018-08-30,21.83
2018-08-31,21.83
2018-09-03,21.49
2018-09-04,21.66
2018-09-05,21.55
2018-09-06,21.32
2018-09-07,21.24
2018-09-10,21.15
2018-09-11,21.04
2018-09-12,21.0
2018-09-13,20.83
2018-09-14,20.45
2018-09-17,20.31
2018-09-18,20.18
2018-09-19,20.21
2018-09-20,20.34
2018-09-21,20.42
2018-09-25,20.13
2018-09-26,20.02
2018-09-27,20.03
2018-09-28,19.57
2018-10-01,20.6
2018-10-02,20.23
2018-10-03,20.72
2018-10-04,21.21
2018-10-05,22.01
2018-10-08,22.69
2018-10-09,22.82
2018-10-11,23.16
2018-10-12,23.25
2018-10-15,23.0
2018-10-16,22.76
2018-10-17,22.13
2018-10-18,22.02
2018-10-19,22.41
2018-10-22,22.37
2018-10-23,21.77
2018-10-24,20.94
2018-10-25,20.35
2018-10-26,20.04
2018-10-29,20.08
2018-10-30,20.03
2018-10-31,19.74
2018-11-01,18.71
2018-11-02,18.0
2018-11-05,17.7
2018-11-06,17.75
2018-11-07,17.61
2018-11-08,17.38
2018-11-09,17.33
2018-11-12,17.22
2018-11-13,17.1
2018-11-14,16.45
2018-11-15,16.4
2018-11-16,16.33
2018-11-19,16.53
2018-11-20,16.44
2018-11-21,16.4
2018-11-22,16.1
2018-11-23,15.91
2018-11-26,15.93
2018-11-27,16.25
2018-11-28,15.65
2018-11-29,15.52
2018-11-30,15.51
2018-12-03,15.47
2018-12-04,15.37
2018-12-05,15.47
2018-12-06,15.19
2018-12-07,14.95
2018-12-10,15.22
2018-12-11,15.39
2018-12-12,15.15
2018-12-13,15.18
2018-12-14,14.93
2018-12-17,14.91
2018-12-18,14.86
2018-12-19,14.9
2018-12-20,14.87
2018-12-21,15.05
2018-12-22,15.05
2018-12-24,14.95
2018-12-25,14.94
2018-12-26,14.69
2018-12-27,14.84
2018-12-28,14.88
2019-01-02,14.83
2019-01-03,14.99
2019-01-04,15.26
2019-01-07,15.14
2019-01-08,15.19
2019-01-09,15.08
2019-01-10,15.03
2019-01-11,16.49
2019-01-14,16.53
2019-01-15,16.25
2019-01-16,16.53
2019-01-17,16.94
2019-01-18,16.79
2019-01-21,16.51
2019-01-22,16.34
2019-01-23,16.28
2019-01-24,15.71
2019-01-25,15.56
2019-01-28,15.55
2019-01-29,15.6
2019-01-30,15.64
2019-01-31,15.64
2019-02-01,15.64
2019-02-11,15.3
2019-02-12,15.14
2019-02-13,15.11
2019-02-14,15.15
2019-02-15,14.81
2019-02-18,14.92
2019-02-19,14.79
2019-02-20,14.82
2019-02-21,15.09
2019-02-22,15.23
2019-02-25,15.24
2019-02-26,15.16
2019-02-27,15.43
2019-03-04,15.23
2019-03-05,15.02
2019-03-06,14.98
2019-03-07,14.88
2019-03-08,15.07
2019-03-11,14.97
2019-03-12,14.98
2019-03-13,14.91
2019-03-14,15.08
2019-03-15,15.08
2019-03-18,15.29
2019-03-19,15.34
2019-03-20,15.14
2019-03-21,15.3
2019-03-22,15.25
2019-03-25,15.6
2019-03-26,15.14
2019-03-27,16.4
2019-03-28,16.96
2019-03-29,16.57
2019-04-01,16.79
2019-04-02,17.26
2019-04-03,17.25
2019-04-08,16.99
2019-04-09,17.25
2019-04-10,17.43
2019-04-11,17.35
2019-04-12,18.0
2019-04-15,18.22
2019-04-16,18.29
2019-04-17,17.7
2019-04-18,17.93
2019-04-19,18.01
2019-04-22,17.91
2019-04-23,18.09
2019-04-24,18.21
2019-04-25,18.15
2019-04-26,17.95
2019-04-29,18.13
2019-04-30,18.08
2019-05-02,17.85
2019-05-03,17.86
2019-05-06,17.76
2019-05-07,17.56
2019-05-08,17.24
2019-05-09,16.93
2019-05-10,16.61
2019-05-13,16.69
2019-05-14,17.11
2019-05-15,16.92
2019-05-16,16.84
2019-05-17,16.78
2019-05-20,16.48
2019-05-21,16.16
2019-05-22,15.9
2019-05-23,15.99
2019-05-24,15.9
2019-05-27,15.8
2019-05-28,15.88
2019-05-29,15.8
2019-05-30,15.8
2019-05-31,15.75
2019-06-03,15.72
2019-06-04,15.63
2019-06-05,15.62
2019-06-06,14.93
2019-06-10,14.97
2019-06-11,15.07
2019-06-12,14.82
2019-06-13,15.04
2019-06-14,14.83
2019-06-17,14.71
2019-06-18,14.62
2019-06-19,14.53
2019-06-20,14.66
2019-06-21,14.74
2019-06-24,14.74
2019-06-25,14.75
2019-06-26,14.99
2019-06-27,14.99
2019-06-28,15.02
2019-07-01,15.14
2019-07-02,15.18
2019-07-03,15.15
2019-07-04,15.21
2019-07-05,15.12
2019-07-08,15.12
2019-07-09,14.91
2019-07-10,15.01
2019-07-11,15.12
2019-07-12,15.9
2019-07-15,15.54
2019-07-16,15.51
2019-07-17,15.49
2019-07-18,15.12
2019-07-19,14.58
2019-07-22,14.52
2019-07-23,14.57
2019-07-24,14.07
2019-07-25,13.95
2019-07-26,14.01
2019-07-29,14.02
2019-07-30,13.73
2019-07-31,14.01
2019-08-01,14.09
2019-08-02,13.94
2019-08-05,13.95
2019-08-06,13.97
2019-08-07,13.77
2019-08-08,13.82
2019-08-12,13.61
2019-08-13,13.96
2019-08-14,13.84
2019-08-15,14.43
2019-08-16,14.0
2019-08-19,13.95
2019-08-20,13.85
2019-08-21,14.19
2019-08-22,14.09
2019-08-23,13.94
2019-08-26,14.49
2019-08-27,14.58
2019-08-28,14.71
2019-08-29,15.11
2019-08-30,14.54
2019-09-02,14.81
2019-09-03,14.72
2019-09-04,14.64
2019-09-05,14.38
2019-09-06,14.28
2019-09-09,14.22
2019-09-10,14.36
2019-09-11,14.37
2019-09-12,14.53
2019-09-16,14.51
2019-09-17,14.48
2019-09-18,14.72
2019-09-19,15.06
2019-09-20,15.16
2019-09-23,15.5
2019-09-24,15.64
2019-09-25,16.07
2019-09-26,16.43
2019-09-27,16.66
2019-10-01,16.5
2019-10-02,16.98
2019-10-03,16.71
2019-10-04,16.97
2019-10-07,17.43
2019-10-08,18.53
2019-10-09,18.88
2019-10-14,18.85
2019-10-15,19.04
2019-10-16,18.19
2019-10-17,17.9
2019-10-18,18.48
2019-10-21,18.79
2019-10-22,19.07
2019-10-23,18.96
2019-10-24,19.12
2019-10-25,18.61
2019-10-28,19.24
2019-10-29,19.27
2019-10-30,19.46
2019-10-31,19.26
2019-11-01,19.16
2019-11-04,19.2
2019-11-05,19.11
2019-11-06,19.15
2019-11-07,19.15
2019-11-08,18.98
2019-11-11,18.88
2019-11-12,19.67
2019-11-13,19.15
2019-11-14,20.01
2019-11-15,20.02
2019-11-18,20.31
2019-11-19,20.38
2019-11-20,19.6
2019-11-21,20.16
2019-11-22,20.37
2019-11-25,21.04
2019-11-26,20.47
2019-11-27,20.43
2019-11-28,20.29
2019-11-29,20.25
2019-12-02,20.62
2019-12-03,20.63
2019-12-04,21.15
2019-12-05,21.3
2019-12-06,21.86
2019-12-09,22.07
2019-12-10,22.0
2019-12-11,22.47
2019-12-12,22.33
2019-12-13,23.11
2019-12-16,22.77
2019-12-17,22.6
2019-12-18,22.48
2019-12-19,22.56
2019-12-20,22.58
2019-12-23,22.44
2019-12-24,22.63
2019-12-25,22.97
2019-12-26,22.85
2019-12-27,22.86
2019-12-30,22.98
2019-12-31,22.84
2020-01-02,22.81
2020-01-03,22.74
2020-01-06,22.83
2020-01-07,22.83
2020-01-08,22.9
2020-01-09,23.11
2020-01-10,23.24
2020-01-13,23.39
2020-01-14,23.51
2020-01-15,23.9
2020-01-16,23.84
2020-01-17,23.41
2020-01-20,23.76
2020-01-21,23.76
2020-01-22,23.76
2020-01-30,23.98
2020-01-31,23.82
2020-02-03,23.94
2020-02-04,23.91
2020-02-05,23.7
2020-02-06,23.84
2020-02-07,24.07
2020-02-10,24.03
2020-02-11,24.09
2020-02-12,24.31
2020-02-13,24.4
2020-02-14,24.58
2020-02-17,24.82
2020-02-18,24.38
2020-02-19,24.43
2020-02-20,24.43
2020-02-21,24.6
2020-02-24,24.57
2020-02-25,24.65
2020-02-26,24.53
2020-02-27,24.26
2020-03-02,24.35
2020-03-03,23.86
2020-03-04,23.94
2020-03-05,24.11
2020-03-06,24.27
2020-03-09,24.02
2020-03-10,24.07
2020-03-11,23.86
2020-03-12,23.88
2020-03-13,24.7
2020-03-16,24.54
2020-03-17,24.52
2020-03-18,24.09
2020-03-19,24.18
2020-03-20,24.22
2020-03-23,23.85
2020-03-24,23.15
2020-03-25,22.35
2020-03-26,22.1
2020-03-27,22.1
2020-03-30,22.23
2020-03-31,21.91
2020-04-01,21.84
2020-04-06,21.87
2020-04-07,21.5
2020-04-08,21.42
2020-04-09,21.86
2020-04-10,21.77
2020-04-13,21.85
2020-04-14,21.87
2020-04-15,21.83
2020-04-16,22.27
2020-04-17,22.28
2020-04-20,22.39
2020-04-21,22.62
2020-04-22,22.89
2020-04-23,22.86
2020-04-24,22.93
2020-04-27,22.76
2020-04-28,22.88
2020-04-29,22.97
2020-04-30,22.82
2020-05-04,22.91
2020-05-05,22.81
2020-05-06,22.92
2020-05-07,23.24
2020-05-08,23.43
2020-05-11,23.57
2020-05-12,24.02
2020-05-13,24.74
2020-05-14,26.15
2020-05-15,26.26
2020-05-18,26.48
2020-05-19,26.39
2020-05-20,26.7
2020-05-21,26.4
2020-05-22,26.61
2020-05-25,26.91
2020-05-26,26.88
2020-05-27,26.95
2020-05-28,27.38
2020-05-29,27.73
2020-06-01,27.8
2020-06-02,27.87
2020-06-03,27.84
2020-06-04,28.14
2020-06-05,27.71
2020-06-08,27.66
2020-06-09,28.0
2020-06-10,28.66
2020-06-11,28.56
2020-06-12,28.81
2020-06-15,28.43
2020-06-16,28.16
2020-06-17,28.04
2020-06-18,28.3
2020-06-19,28.5
2020-06-22,28.71
2020-06-23,28.2
2020-06-24,28.4
2020-06-29,28.23
2020-06-30,28.16
2020-07-01,28.23
2020-07-02,28.22
2020-07-03,28.1
2020-07-06,28.38
2020-07-07,28.28
2020-07-08,29.09
2020-07-09,28.95
2020-07-10,29.47
2020-07-13,29.16
2020-07-14,29.5
2020-07-15,29.56
2020-07-16,29.39
2020-07-17,29.55
2020-07-20,30.05
2020-07-21,30.19
2020-07-22,30.15
2020-07-23,30.08
2020-07-24,30.14
2020-07-27,30.49
2020-07-28,30.29
2020-07-29,30.59
2020-07-30,30.09
2020-07-31,30.14
2020-08-03,30.16
2020-08-04,30.15
2020-08-05,30.0
2020-08-06,29.75
2020-08-07,29.79
2020-08-10,29.79
2020-08-11,30.0
2020-08-12,30.13
2020-08-13,30.21
2020-08-14,30.15
2020-08-17,30.12
2020-08-18,30.21
2020-08-19,30.11
2020-08-20,30.38
2020-08-21,30.35
2020-08-24,30.01
2020-08-25,29.66
2020-08-26,29.63
2020-08-27,29.84
2020-08-28,30.31
2020-08-31,29.88
2020-09-01,29.82
2020-09-02,29.81
2020-09-03,29.62
2020-09-04,29.64
2020-09-07,29.58
2020-09-08,29.55
2020-09-09,29.5
2020-09-10,29.47
2020-09-11,29.28
2020-09-14,29.36
2020-09-15,29.63
2020-09-16,29.54
2020-09-17,29.44
2020-09-18,29.48
2020-09-21,29.4
2020-09-22,29.22
2020-09-23,30.04
2020-09-24,30.22
2020-09-25,30.42
2020-09-28,29.96
2020-09-29,31.32
2020-09-30,30.5
2020-10-05,30.45
2020-10-06,30.63
2020-10-07,30.75
2020-10-08,31.42
2020-10-12,31.2
2020-10-13,30.95
2020-10-14,30.96
2020-10-15,31.35
2020-10-16,31.38
2020-10-19,31.31
2020-10-20,31.9
2020-10-21,31.93
2020-10-22,31.88
2020-10-23,31.85
2020-10-26,31.95
2020-10-27,32.04
2020-10-28,32.18
2020-10-29,32.22
2020-10-30,32.31
2020-11-02,32.69
2020-11-03,32.56
2020-11-04,32.54
2020-11-05,32.41
2020-11-06,32.45
2020-11-09,32.55
2020-11-10,32.56
2020-11-11,32.3
2020-11-12,32.39
2020-11-13,32.13
2020-11-16,31.94
2020-11-17,31.82
2020-11-18,31.63
2020-11-19,31.31
2020-11-20,30.97
2020-11-23,30.86
2020-11-24,30.53
2020-11-25,29.92
2020-11-26,29.66
2020-11-27,29.55
2020-11-30,29.53
2020-12-01,29.73
2020-12-02,29.65
2020-12-03,29.42
2020-12-04,29.52
2020-12-07,29.37
2020-12-08,28.96
2020-12-09,29.98
2020-12-10,29.64
2020-12-11,29.4
2020-12-14,29.62
2020-12-15,29.33
2020-12-16,29.28
2020-12-17,29.11
2020-12-18,29.75
2020-12-21,30.04
2020-12-22,29.72
2020-12-23,30.24
2020-12-24,30.09
2020-12-25,30.09
2020-12-28,30.06
2020-12-29,29.99
2020-12-30,30.04
2020-12-31,30.19
2021-01-04,31.0
2021-01-05,30.66
2021-01-06,30.83
2021-01-07,30.81
2021-01-08,30.94
2021-01-11,30.85
2021-01-12,30.85
2021-01-13,30.88
2021-01-14,30.75
2021-01-15,30.9
2021-01-18,31.0
2021-01-19,31.0
2021-01-20,30.99
2021-01-21,30.78
2021-01-22,30.94
2021-01-25,30.9
2021-01-26,30.76
2021-01-27,30.74
2021-01-28,30.78
2021-01-29,30.61
2021-02-01,30.6
2021-02-02,30.5
2021-02-03,30.39
2021-02-04,30.45
2021-02-05,30.33
2021-02-08,30.33
2021-02-09,30.33
2021-02-17,30.51
2021-02-18,30.36
2021-02-19,29.78
2021-02-22,29.87
2021-02-23,29.66
2021-02-24,29.54
2021-02-25,29.65
2021-02-26,29.61
2021-03-02,29.54
