date,Dealer_self,Foreign_Dealer_Self,外資,投信,自營商,三大法人合計
2016-01-04,0,0,-8000,0,0,-8000
2016-01-05,1000,0,7000,0,0,8000
2016-01-06,-1000,0,-13000,0,0,-14000
2016-01-07,0,0,1000,0,0,1000
2016-01-08,1000,0,53000,0,0,54000
2016-01-11,-1000,0,-58106,0,0,-59106
2016-01-12,3000,0,-16000,0,0,-13000
2016-01-13,0,0,-3000,0,0,-3000
2016-01-14,-3000,0,32000,0,0,29000
2016-01-15,0,0,3000,0,0,3000
2016-01-18,2000,0,48000,0,0,50000
2016-01-19,-1000,0,-9000,0,0,-10000
2016-01-20,0,0,-27000,0,0,-27000
2016-01-21,-1000,0,0,0,0,-1000
2016-01-22,1000,0,5000,0,0,6000
2016-01-25,0,0,14000,0,0,14000
2016-01-26,0,0,-6000,0,0,-6000
2016-01-27,0,0,0,0,0,0
2016-01-28,0,0,4000,0,0,4000
2016-01-29,0,0,14000,0,0,14000
2016-02-01,0,0,-5000,0,0,-5000
2016-02-02,0,0,2000,0,0,2000
2016-02-03,0,0,-2000,0,0,-2000
2016-02-05,-1000,0,-344000,0,0,-345000
2016-02-15,0,0,-4000,0,0,-4000
2016-02-16,-1000,0,-3000,0,0,-4000
2016-02-17,30000,0,-43000,0,0,-13000
2016-02-18,5000,0,13000,0,0,18000
2016-02-19,15000,0,42000,0,0,57000
2016-02-22,-6000,0,-20000,0,0,-26000
2016-02-23,0,0,0,0,0,0
2016-02-24,120000,0,-23000,0,0,97000
2016-02-25,60000,0,10000,0,0,70000
2016-02-26,0,0,-4000,0,0,-4000
2016-03-01,5000,0,26000,0,0,31000
2016-03-02,22000,0,0,0,0,22000
2016-03-03,20000,0,48000,0,0,68000
2016-03-04,-20000,0,-29000,0,0,-49000
2016-03-07,0,0,-13000,0,0,-13000
2016-03-08,-30000,0,-15000,0,0,-45000
2016-03-09,-10000,0,1000,0,0,-9000
2016-03-10,0,0,-13000,0,0,-13000
2016-03-11,-149000,0,-64000,0,0,-213000
2016-03-14,-49000,0,7000,0,0,-42000
2016-03-15,0,0,-21000,0,0,-21000
2016-03-16,-13000,0,-3000,0,0,-16000
2016-03-17,0,0,-49000,0,0,-49000
2016-03-18,0,0,0,0,0,0
2016-03-21,0,0,-4000,0,0,-4000
2016-03-22,0,0,-7000,0,0,-7000
2016-03-23,0,0,-38000,0,0,-38000
2016-03-24,0,0,-8000,0,0,-8000
2016-03-25,0,0,0,0,0,0
2016-03-28,0,0,-9000,0,0,-9000
2016-03-29,0,0,-8000,0,0,-8000
2016-03-30,0,0,8000,0,0,8000
2016-03-31,0,0,84000,0,0,84000
2016-04-01,0,0,-26000,0,0,-26000
2016-04-06,0,0,-8000,0,0,-8000
2016-04-07,0,0,-10000,0,0,-10000
2016-04-08,0,0,-24000,0,0,-24000
2016-04-11,0,0,-28000,0,0,-28000
2016-04-12,0,0,-110000,0,0,-110000
2016-04-13,0,0,-206000,0,0,-206000
2016-04-14,0,0,-59000,0,0,-59000
2016-04-15,0,0,86000,0,0,86000
2016-04-18,0,0,-82000,0,0,-82000
2016-04-19,5000,0,50000,0,0,55000
2016-04-20,1000,0,86000,0,0,87000
2016-04-21,0,0,21000,0,0,21000
2016-04-22,-6000,0,-80000,0,0,-86000
2016-04-25,0,0,-140000,0,0,-140000
2016-04-26,-4000,0,-194000,0,0,-198000
2016-04-27,-1000,0,-77000,0,0,-78000
2016-04-28,0,0,-6000,0,0,-6000
2016-04-29,-2000,0,5000,0,0,3000
2016-05-03,-1000,0,-26000,0,0,-27000
2016-05-04,0,0,87000,0,0,87000
2016-05-05,0,0,72000,0,0,72000
2016-05-06,-1000,0,-41000,0,0,-42000
2016-05-09,0,0,-22000,0,0,-22000
2016-05-10,2000,0,49000,0,0,51000
2016-05-11,0,0,-78000,0,0,-78000
2016-05-12,-3000,0,99000,0,0,96000
2016-05-13,0,0,127000,0,0,127000
2016-05-16,1000,0,2000,0,0,3000
2016-05-17,0,0,105000,0,0,105000
2016-05-18,-1000,0,54000,0,0,53000
2016-05-19,1000,0,-96000,0,0,-95000
2016-05-20,-1000,0,-39000,0,0,-40000
2016-05-23,0,0,26000,0,0,26000
2016-05-24,0,0,-68000,0,0,-68000
2016-05-25,-1000,0,-4000,0,0,-5000
2016-05-26,0,0,-51000,0,0,-51000
2016-05-27,-1000,0,-11000,0,0,-12000
2016-05-30,0,0,6000,0,0,6000
2016-05-31,4000,0,25000,0,0,29000
2016-06-01,0,0,47000,0,0,47000
2016-06-02,2000,0,-1000,0,0,1000
2016-06-03,0,0,16000,0,0,16000
2016-06-04,-2000,0,0,0,0,-2000
2016-06-06,-3000,0,48000,0,0,45000
2016-06-07,4000,0,0,0,0,4000
2016-06-08,0,0,-18000,0,0,-18000
2016-06-13,3000,0,5000,0,0,8000
2016-06-14,3000,0,61000,0,0,64000
2016-06-15,-2000,0,-42000,0,0,-44000
2016-06-16,-3000,0,-37000,0,0,-40000
2016-06-17,1000,0,-8000,0,0,-7000
2016-06-20,4000,0,85000,0,0,89000
2016-06-21,0,0,-27000,0,0,-27000
2016-06-22,0,0,-2000,0,0,-2000
2016-06-23,0,0,4000,0,0,4000
2016-06-24,-7000,0,-49000,0,0,-56000
2016-06-27,0,0,27000,0,0,27000
2016-06-28,0,0,13000,0,0,13000
2016-06-29,0,0,5000,0,0,5000
2016-06-30,0,0,6000,0,0,6000
2016-07-01,0,0,4000,0,0,4000
2016-07-04,0,0,-2000,0,0,-2000
2016-07-05,-1000,0,-9000,0,0,-10000
2016-07-06,0,0,-23000,0,0,-23000
2016-07-07,0,0,5000,0,0,5000
2016-07-11,0,0,1000,0,0,1000
2016-07-12,0,0,-8000,0,0,-8000
2016-07-13,0,0,-70000,0,0,-70000
2016-07-14,0,0,21000,0,0,21000
2016-07-15,-1000,0,4000,0,0,3000
2016-07-18,0,0,2000,0,0,2000
2016-07-19,1000,0,-139000,0,0,-138000
2016-07-20,2000,0,-27000,0,0,-25000
2016-07-21,5000,0,40000,0,0,45000
2016-07-22,0,0,18000,0,0,18000
2016-07-25,0,0,-6000,0,0,-6000
2016-07-26,0,0,37000,0,0,37000
2016-07-27,0,0,5000,0,0,5000
2016-07-28,0,0,-9000,0,0,-9000
2016-07-29,0,0,-15000,0,0,-15000
2016-08-01,0,0,-14000,0,0,-14000
2016-08-02,0,0,26000,0,0,26000
2016-08-03,-1000,0,-36000,0,0,-37000
2016-08-04,-6000,0,-1000,0,0,-7000
2016-08-05,9000,0,-2000,0,0,7000
2016-08-08,0,0,11000,0,0,11000
2016-08-09,0,0,-14000,0,0,-14000
2016-08-10,0,0,-22000,0,0,-22000
2016-08-11,0,0,-13000,0,0,-13000
2016-08-12,0,0,-2000,0,0,-2000
2016-08-15,0,0,-4000,0,0,-4000
2016-08-16,0,0,-2000,0,0,-2000
2016-08-17,2000,0,13132,0,0,15132
2016-08-18,-2000,0,-9000,0,0,-11000
2016-08-19,0,0,-8132,0,0,-8132
2016-08-22,0,0,-13000,0,0,-13000
2016-08-23,0,0,3000,0,0,3000
2016-08-24,0,0,-2000,0,0,-2000
2016-08-25,0,0,2000,0,0,2000
2016-08-26,0,0,-17000,0,0,-17000
2016-08-29,0,0,-63000,0,0,-63000
2016-08-30,0,0,-7000,0,0,-7000
2016-08-31,0,0,-3000,0,0,-3000
2016-09-01,0,0,-3000,0,0,-3000
2016-09-02,0,0,-5000,0,0,-5000
2016-09-06,0,0,2000,0,0,2000
2016-09-07,0,0,1000,0,0,1000
2016-09-08,0,0,-17000,0,0,-17000
2016-09-09,0,0,24000,0,0,24000
2016-09-10,0,0,-1000,0,0,-1000
2016-09-12,0,0,-4000,0,0,-4000
2016-09-13,0,0,-11000,0,0,-11000
2016-09-14,0,0,-11000,0,0,-11000
2016-09-19,0,0,8000,0,0,8000
2016-09-20,0,0,-6000,0,0,-6000
2016-09-21,0,0,-18000,0,0,-18000
2016-09-22,0,0,1000,0,0,1000
2016-09-23,0,0,-5000,0,0,-5000
2016-09-26,0,0,95000,0,0,95000
2016-09-29,0,0,33000,0,0,33000
2016-09-30,0,0,101000,0,0,101000
2016-10-03,0,0,47000,0,0,47000
2016-10-04,0,0,86000,0,0,86000
2016-10-05,0,0,231000,0,0,231000
2016-10-06,0,0,-163000,0,0,-163000
2016-10-07,0,0,-37000,0,0,-37000
2016-10-11,0,0,-40000,0,0,-40000
2016-10-12,0,0,47000,0,0,47000
2016-10-13,0,0,16000,0,0,16000
2016-10-14,0,0,-12000,0,0,-12000
2016-10-17,0,0,-7000,0,0,-7000
2016-10-18,0,0,-20000,0,0,-20000
2016-10-19,0,0,-18000,0,0,-18000
2016-10-20,0,0,-14000,0,0,-14000
2016-10-21,0,0,15000,0,0,15000
2016-10-24,0,0,-25000,0,0,-25000
2016-10-26,0,0,1000,0,0,1000
2016-10-27,0,0,0,0,0,0
2016-10-28,0,0,-2000,0,0,-2000
2016-10-31,0,0,1000,0,0,1000
2016-11-01,0,0,6000,0,0,6000
2016-11-02,0,0,-1000,0,0,-1000
2016-11-03,0,0,-11000,0,0,-11000
2016-11-04,0,0,4000,0,0,4000
2016-11-07,0,0,5000,0,0,5000
2016-11-08,0,0,-5000,0,0,-5000
2016-11-09,0,0,-6000,0,0,-6000
2016-11-10,0,0,48000,0,0,48000
2016-11-11,0,0,-28000,0,0,-28000
2016-11-14,0,0,-18000,0,0,-18000
2016-11-15,0,0,309000,0,0,309000
2016-11-16,50000,0,34000,0,0,84000
2016-11-17,20000,0,-135000,0,0,-115000
2016-11-18,0,0,21000,0,0,21000
2016-11-21,0,0,-74000,0,0,-74000
2016-11-22,-70000,0,-202000,0,0,-272000
2016-11-23,0,0,-32000,0,0,-32000
2016-11-24,0,0,-36000,0,0,-36000
2016-11-25,0,0,-2000,0,0,-2000
2016-11-28,0,0,1000,0,0,1000
2016-11-29,0,0,-24000,0,0,-24000
2016-11-30,-2000,0,-14000,0,0,-16000
2016-12-01,0,0,10000,0,0,10000
2016-12-02,0,0,-4000,0,0,-4000
2016-12-05,0,0,-3000,0,0,-3000
2016-12-06,0,0,-9000,0,0,-9000
2016-12-07,0,0,37000,0,0,37000
