date,ForeignHoldingRatio
2016-06-08,6.31
2016-06-13,6.24
2016-06-14,6.18
2016-06-15,6.07
2016-06-16,5.94
2016-06-17,5.75
2016-06-20,5.61
2016-06-21,5.68
2016-06-22,5.43
2016-06-23,5.44
2016-06-24,5.38
2016-06-27,5.52
2016-06-28,5.74
2016-06-29,6.16
2016-06-30,6.29
2016-07-01,6.04
2016-07-04,6.26
2016-07-05,6.44
2016-07-06,6.36
2016-07-07,6.37
2016-07-11,6.61
2016-07-12,6.44
2016-07-13,6.86
2016-07-14,7.01
2016-07-15,6.87
2016-07-18,6.97
2016-07-19,7.07
2016-07-20,7.23
2016-07-21,7.4
2016-07-22,7.33
2016-07-25,7.34
2016-07-26,7.5
2016-07-27,7.54
2016-07-28,7.65
2016-07-29,7.69
2016-08-01,7.86
2016-08-02,7.77
2016-08-03,7.76
2016-08-04,7.76
2016-08-05,7.95
2016-08-08,7.98
2016-08-09,7.93
2016-08-10,8.01
2016-08-11,7.83
2016-08-12,7.88
2016-08-15,7.95
2016-08-16,7.78
2016-08-17,7.93
2016-08-18,8.3
2016-08-19,8.43
2016-08-22,8.59
2016-08-23,8.99
2016-08-24,9.37
2016-08-25,9.25
2016-08-26,9.38
2016-08-29,8.96
2016-08-30,8.82
2016-08-31,8.91
2016-09-01,8.93
2016-09-02,9.1
2016-09-05,9.72
2016-09-06,9.73
2016-09-07,9.6
2016-09-08,9.38
2016-09-09,9.31
2016-09-10,9.33
2016-09-12,9.11
2016-09-13,9.45
2016-09-14,9.96
2016-09-19,9.88
2016-09-20,9.79
2016-09-21,9.83
2016-09-22,9.83
2016-09-23,10.1
2016-09-26,10.16
2016-09-29,10.02
2016-09-30,10.38
2016-10-03,10.1
2016-10-04,9.93
2016-10-05,9.69
2016-10-06,9.68
2016-10-07,9.56
2016-10-11,9.59
2016-10-12,9.51
2016-10-13,9.5
2016-10-14,9.5
2016-10-17,9.76
2016-10-18,9.67
2016-10-19,9.72
2016-10-20,9.26
2016-10-21,9.06
2016-10-24,9.03
2016-10-25,8.71
2016-10-26,8.46
2016-10-27,7.99
2016-10-28,7.55
2016-10-31,7.51
2016-11-01,7.45
2016-11-02,7.47
2016-11-03,8.12
2016-11-04,8.33
2016-11-07,8.23
2016-11-08,8.49
2016-11-09,8.52
2016-11-10,8.71
2016-11-11,8.47
2016-11-14,8.36
2016-11-15,8.42
2016-11-16,8.46
2016-11-17,8.55
2016-11-18,8.05
2016-11-21,7.97
2016-11-22,7.86
2016-11-23,7.39
2016-11-24,7.21
2016-11-25,7.03
2016-11-28,6.64
2016-11-29,6.54
2016-11-30,6.37
2016-12-01,6.11
2016-12-02,6.2
2016-12-05,6.26
2016-12-06,6.16
2016-12-07,6.37
2016-12-08,6.35
2016-12-09,6.45
2016-12-12,6.49
2016-12-13,6.36
2016-12-14,6.63
2016-12-15,6.55
2016-12-16,6.53
2016-12-19,6.14
2016-12-20,5.96
2016-12-21,6.0
2016-12-22,6.54
2016-12-23,6.34
2016-12-26,6.5
2016-12-27,6.53
2016-12-28,6.63
2016-12-29,6.61
2016-12-30,6.57
2017-01-03,6.56
2017-01-04,6.48
2017-01-05,6.37
2017-01-06,6.35
2017-01-09,6.31
2017-01-10,6.34
2017-01-11,6.35
2017-01-12,6.3
2017-01-13,6.29
2017-01-16,6.16
2017-01-17,5.92
2017-01-18,5.94
2017-01-19,5.83
2017-01-20,5.82
2017-01-23,5.84
2017-01-24,5.89
2017-01-25,5.89
2017-01-26,5.89
2017-02-02,5.95
2017-02-03,5.89
2017-02-06,5.95
2017-02-07,5.96
2017-02-08,5.85
2017-02-09,5.7
2017-02-10,5.63
2017-02-13,5.75
2017-02-14,5.68
2017-02-15,5.52
2017-02-16,5.38
2017-02-17,5.33
2017-02-18,5.33
2017-02-20,5.28
2017-02-21,5.24
2017-02-22,5.02
2017-02-23,5.04
2017-02-24,5.06
2017-03-01,5.04
2017-03-02,5.13
2017-03-03,5.18
2017-03-06,5.35
2017-03-07,5.34
2017-03-08,5.35
2017-03-09,5.27
2017-03-10,5.26
2017-03-13,5.25
2017-03-14,5.27
2017-03-15,5.3
2017-03-16,5.24
2017-03-17,5.01
2017-03-20,5.03
2017-03-21,5.09
2017-03-22,5.1
2017-03-23,4.9
2017-03-24,4.98
2017-03-27,4.97
2017-03-28,5.0
2017-03-29,5.25
2017-03-30,5.28
2017-03-31,5.28
2017-04-05,5.28
2017-04-06,5.34
2017-04-07,5.36
2017-04-10,5.37
2017-04-11,5.38
2017-04-12,5.46
2017-04-13,5.46
2017-04-14,5.3
2017-04-17,5.33
2017-04-18,5.43
2017-04-19,5.62
2017-04-20,5.72
2017-04-21,5.82
2017-04-24,5.78
2017-04-25,5.87
2017-04-26,6.05
2017-04-27,6.17
2017-04-28,6.13
2017-05-02,6.26
2017-05-03,6.43
2017-05-04,6.48
2017-05-05,6.52
2017-05-08,6.49
2017-05-09,6.5
2017-05-10,6.59
2017-05-11,6.2
2017-05-12,6.35
2017-05-15,6.39
2017-05-16,6.39
2017-05-17,6.36
2017-05-18,6.39
2017-05-19,6.32
2017-05-22,6.2
2017-05-23,6.18
2017-05-24,6.18
2017-05-25,6.19
2017-05-26,6.12
2017-05-31,6.13
2017-06-01,6.12
2017-06-02,6.01
2017-06-03,6.01
2017-06-05,6.06
2017-06-06,6.01
2017-06-07,6.01
2017-06-08,5.98
2017-06-09,5.94
2017-06-12,5.95
2017-06-13,5.96
2017-06-14,5.89
2017-06-15,5.86
2017-06-16,5.86
2017-06-19,5.8
2017-06-20,5.81
2017-06-21,5.75
2017-06-22,5.73
2017-06-23,5.72
2017-06-26,5.74
2017-06-27,5.77
2017-06-28,6.11
2017-06-29,5.59
2017-06-30,5.57
2017-07-03,5.47
2017-07-04,5.51
2017-07-05,5.45
2017-07-06,5.27
2017-07-07,5.17
2017-07-10,5.18
2017-07-11,5.38
2017-07-12,5.44
2017-07-13,5.42
2017-07-14,5.35
2017-07-17,5.33
2017-07-18,5.34
2017-07-19,5.55
2017-07-20,5.45
2017-07-21,5.45
2017-07-24,5.45
2017-07-25,5.57
2017-07-26,5.47
2017-07-27,5.53
2017-07-28,5.44
2017-07-31,5.38
2017-08-01,5.36
2017-08-02,5.36
2017-08-03,5.35
2017-08-04,5.34
2017-08-07,5.39
2017-08-08,5.34
2017-08-09,5.4
2017-08-10,5.35
2017-08-11,5.34
2017-08-14,5.26
2017-08-15,5.3
2017-08-16,5.47
2017-08-17,5.41
2017-08-18,5.58
2017-08-21,5.8
2017-08-22,5.89
2017-08-23,6.18
2017-08-24,6.27
2017-08-25,6.57
2017-08-28,6.75
2017-08-29,6.86
2017-08-30,7.15
2017-08-31,7.28
2017-09-01,7.38
2017-09-04,7.43
2017-09-05,7.96
2017-09-06,8.36
2017-09-07,8.35
2017-09-08,8.57
2017-09-11,8.72
2017-09-12,8.83
2017-09-13,9.25
2017-09-14,9.25
2017-09-15,9.27
2017-09-18,9.33
2017-09-19,9.4
2017-09-20,9.53
2017-09-21,9.89
2017-09-22,10.01
2017-09-25,10.3
2017-09-26,10.26
2017-09-27,10.42
2017-09-28,10.49
2017-09-29,10.6
2017-09-30,10.6
2017-10-02,10.65
2017-10-03,10.71
2017-10-05,10.71
2017-10-06,10.75
2017-10-11,10.71
2017-10-12,10.69
2017-10-13,10.76
2017-10-16,10.8
2017-10-17,10.87
2017-10-18,10.63
2017-10-19,10.55
2017-10-20,10.48
2017-10-23,10.45
2017-10-24,10.44
2017-10-25,10.4
2017-10-26,10.41
2017-10-27,10.45
2017-10-30,10.58
2017-10-31,10.53
2017-11-01,10.62
2017-11-02,10.68
2017-11-03,10.58
2017-11-06,10.61
2017-11-07,10.59
2017-11-08,10.61
2017-11-09,10.52
2017-11-10,10.54
2017-11-13,10.6
2017-11-14,10.63
2017-11-15,10.72
2017-11-16,10.72
2017-11-17,10.72
2017-11-20,10.73
2017-11-21,10.74
2017-11-22,10.72
2017-11-23,10.72
2017-11-24,10.7
2017-11-27,10.72
2017-11-28,10.74
2017-11-29,10.67
2017-11-30,10.67
2017-12-01,10.42
2017-12-04,10.39
2017-12-05,10.32
2017-12-06,10.12
2017-12-07,9.97
2017-12-08,9.88
2017-12-11,9.88
2017-12-12,9.84
2017-12-13,9.78
2017-12-14,9.75
2017-12-15,9.68
2017-12-18,9.61
2017-12-19,9.52
2017-12-20,9.45
2017-12-21,9.36
2017-12-22,9.31
2017-12-25,9.31
2017-12-26,9.3
2017-12-27,9.26
2017-12-28,9.24
2017-12-29,9.21
2018-01-02,9.22
2018-01-03,9.05
2018-01-04,8.97
2018-01-05,8.96
2018-01-08,9.05
2018-01-09,9.07
2018-01-10,9.06
2018-01-11,9.1
2018-01-12,9.1
2018-01-15,9.13
2018-01-16,9.14
2018-01-17,9.15
2018-01-18,9.19
2018-01-19,9.21
2018-01-22,9.26
2018-01-23,9.24
2018-01-24,9.22
2018-01-25,9.22
2018-01-26,9.26
2018-01-29,9.23
2018-01-30,9.2
2018-01-31,9.15
2018-02-01,9.16
2018-02-02,9.18
2018-02-05,9.21
2018-02-06,9.26
2018-02-07,9.29
2018-02-08,9.3
2018-02-09,9.4
2018-02-12,9.43
2018-02-13,9.43
2018-02-14,9.43
2018-02-21,9.4
2018-02-22,9.36
2018-02-23,9.3
2018-02-26,9.27
2018-02-27,9.28
2018-03-01,9.29
2018-03-02,9.31
2018-03-05,9.3
2018-03-06,9.28
2018-03-07,9.23
2018-03-08,9.15
2018-03-09,9.17
2018-03-12,9.16
2018-03-13,9.21
2018-03-14,9.23
2018-03-15,9.19
2018-03-16,9.22
2018-03-19,9.27
2018-03-20,9.36
2018-03-21,9.44
2018-03-22,9.52
2018-03-23,9.66
2018-03-26,9.75
2018-03-27,9.78
2018-03-28,10.32
2018-03-29,10.59
2018-03-30,10.75
2018-03-31,10.75
2018-04-02,10.82
2018-04-03,10.83
2018-04-09,10.69
2018-04-10,10.69
2018-04-11,10.62
2018-04-12,10.67
2018-04-13,10.64
2018-04-16,10.57
2018-04-17,10.54
2018-04-18,10.55
2018-04-19,10.51
2018-04-20,10.46
2018-04-23,10.41
2018-04-24,10.31
2018-04-25,10.31
2018-04-26,10.28
2018-04-27,10.28
2018-04-30,10.24
2018-05-02,10.25
2018-05-03,10.25
2018-05-04,10.26
2018-05-07,10.23
2018-05-08,10.27
2018-05-09,10.28
2018-05-10,10.38
2018-05-11,10.33
2018-05-14,10.59
2018-05-15,10.52
2018-05-16,10.6
2018-05-17,10.85
2018-05-18,10.77
2018-05-21,10.84
2018-05-22,10.99
2018-05-23,11.01
2018-05-24,11.07
2018-05-25,11.13
2018-05-28,11.16
2018-05-29,11.14
2018-05-30,11.16
2018-05-31,11.39
2018-06-01,11.41
2018-06-04,11.4
2018-06-05,11.49
2018-06-06,11.71
2018-06-07,11.58
2018-06-08,11.6
2018-06-11,11.69
2018-06-12,11.76
2018-06-13,11.77
2018-06-14,11.76
2018-06-15,11.74
2018-06-19,11.72
2018-06-20,11.74
2018-06-21,11.61
2018-06-22,11.61
2018-06-25,11.58
2018-06-26,11.63
2018-06-27,11.52
2018-06-28,11.51
2018-06-29,11.54
2018-07-02,11.6
2018-07-03,11.65
2018-07-04,11.68
2018-07-05,11.68
2018-07-06,11.85
2018-07-09,11.96
2018-07-10,12.12
2018-07-11,12.09
2018-07-12,12.17
2018-07-13,12.23
2018-07-16,12.3
2018-07-17,12.27
2018-07-18,12.3
2018-07-19,12.32
2018-07-20,12.32
2018-07-23,12.32
2018-07-24,12.37
2018-07-25,12.4
2018-07-26,12.44
2018-07-27,12.45
2018-07-30,12.42
2018-07-31,12.46
2018-08-01,12.5
2018-08-02,12.49
2018-08-03,12.47
2018-08-06,12.67
2018-08-07,12.71
2018-08-08,12.75
2018-08-09,12.78
2018-08-10,12.88
2018-08-13,12.89
2018-08-14,12.85
2018-08-15,12.85
2018-08-16,12.87
2018-08-17,12.78
2018-08-20,12.82
2018-08-21,12.67
2018-08-22,12.69
2018-08-23,12.55
2018-08-24,12.44
2018-08-27,12.86
2018-08-28,12.95
2018-08-29,13.09
2018-08-30,13.07
2018-08-31,13.1
2018-09-03,13.05
2018-09-04,13.03
2018-09-05,13.05
2018-09-06,12.99
2018-09-07,12.95
2018-09-10,12.96
2018-09-11,13.06
2018-09-12,13.09
2018-09-13,13.09
2018-09-14,13.05
2018-09-17,13.04
2018-09-18,13.06
2018-09-19,13.07
2018-09-20,13.06
2018-09-21,13.06
2018-09-25,13.09
2018-09-26,13.42
2018-09-27,13.49
2018-09-28,13.45
2018-10-01,13.45
2018-10-02,13.48
2018-10-03,13.48
2018-10-04,13.5
2018-10-05,13.74
2018-10-08,13.8
2018-10-09,13.84
2018-10-11,13.84
2018-10-12,14.04
2018-10-15,14.08
2018-10-16,14.17
2018-10-17,14.31
2018-10-18,14.43
2018-10-19,14.5
2018-10-22,14.5
2018-10-23,14.49
2018-10-24,14.54
2018-10-25,14.52
2018-10-26,14.64
2018-10-29,14.67
2018-10-30,14.73
2018-10-31,14.87
2018-11-01,14.96
2018-11-02,14.86
2018-11-05,14.89
2018-11-06,14.98
2018-11-07,15.06
2018-11-08,15.09
2018-11-09,15.16
2018-11-12,15.18
2018-11-13,15.21
2018-11-14,15.23
2018-11-15,15.23
2018-11-16,15.23
2018-11-19,15.24
2018-11-20,15.25
2018-11-21,15.24
2018-11-22,15.24
2018-11-23,15.25
2018-11-26,15.26
2018-11-27,15.28
2018-11-28,15.39
2018-11-29,15.4
2018-11-30,15.42
2018-12-03,15.54
2018-12-04,15.55
2018-12-05,15.54
2018-12-06,15.51
2018-12-07,15.54
2018-12-10,15.54
2018-12-11,15.55
2018-12-12,15.58
2018-12-13,15.53
2018-12-14,15.54
2018-12-17,15.54
2018-12-18,15.51
2018-12-19,15.47
2018-12-20,15.49
2018-12-21,15.52
2018-12-22,15.52
2018-12-24,15.52
2018-12-25,15.51
2018-12-26,15.51
2018-12-27,15.51
2018-12-28,15.51
2019-01-02,15.51
2019-01-03,15.49
2019-01-04,15.49
2019-01-07,15.49
2019-01-08,15.45
2019-01-09,15.43
2019-01-10,15.46
2019-01-11,15.46
2019-01-14,15.46
2019-01-15,15.53
2019-01-16,15.56
2019-01-17,15.63
2019-01-18,15.63
2019-01-21,15.62
2019-01-22,15.62
2019-01-23,15.64
2019-01-24,15.64
2019-01-25,15.65
2019-01-28,15.67
2019-01-29,15.75
2019-01-30,15.72
2019-01-31,15.72
2019-02-01,15.72
2019-02-11,15.73
2019-02-12,15.74
2019-02-13,15.83
2019-02-14,15.77
2019-02-15,15.83
2019-02-18,15.81
2019-02-19,15.78
2019-02-20,15.79
2019-02-21,15.94
2019-02-22,15.99
2019-02-25,16.06
2019-02-26,16.3
2019-02-27,16.54
2019-03-04,16.58
2019-03-05,16.58
2019-03-06,16.54
2019-03-07,16.66
2019-03-08,16.88
2019-03-11,16.83
2019-03-12,17.03
2019-03-13,17.21
2019-03-14,18.0
2019-03-15,17.98
2019-03-18,18.03
2019-03-19,18.11
2019-03-20,18.02
2019-03-21,18.5
2019-03-22,19.19
2019-03-25,19.43
2019-03-26,19.67
2019-03-27,19.68
2019-03-28,20.01
2019-03-29,20.15
2019-04-01,20.25
2019-04-02,20.2
2019-04-03,20.39
2019-04-08,20.29
2019-04-09,20.03
2019-04-10,20.43
2019-04-11,21.74
2019-04-12,22.94
2019-04-15,23.28
2019-04-16,23.93
2019-04-17,23.94
2019-04-18,24.05
2019-04-19,24.41
2019-04-22,24.47
2019-04-23,24.49
2019-04-24,24.43
2019-04-25,24.85
2019-04-26,24.67
2019-04-29,24.97
2019-04-30,25.08
2019-05-02,24.86
2019-05-03,24.85
2019-05-06,24.72
2019-05-07,24.98
2019-05-08,25.33
2019-05-09,25.43
2019-05-10,26.13
2019-05-13,25.94
2019-05-14,26.18
2019-05-15,26.25
2019-05-16,26.2
2019-05-17,26.88
2019-05-20,26.27
2019-05-21,26.57
2019-05-22,26.45
2019-05-23,26.69
2019-05-24,26.23
2019-05-27,26.39
2019-05-28,26.18
2019-05-29,26.34
2019-05-30,26.04
2019-05-31,26.29
2019-06-03,26.62
2019-06-04,26.58
2019-06-05,26.97
2019-06-06,27.44
2019-06-10,28.66
2019-06-11,28.91
2019-06-12,29.34
2019-06-13,29.39
2019-06-14,29.81
2019-06-17,29.97
2019-06-18,30.06
2019-06-19,31.24
2019-06-20,31.09
2019-06-21,30.75
2019-06-24,31.03
2019-06-25,31.43
2019-06-26,31.51
2019-06-27,30.48
2019-06-28,30.25
2019-07-01,30.07
2019-07-02,30.02
2019-07-03,29.61
2019-07-04,29.0
2019-07-05,29.19
2019-07-08,28.94
2019-07-09,28.83
2019-07-10,28.26
2019-07-11,28.67
2019-07-12,28.83
2019-07-15,29.2
2019-07-16,28.91
2019-07-17,28.97
2019-07-18,28.92
2019-07-19,28.98
2019-07-22,29.12
2019-07-23,29.12
2019-07-24,29.06
2019-07-25,29.05
2019-07-26,29.09
2019-07-29,29.11
2019-07-30,28.91
2019-07-31,28.87
2019-08-01,28.97
2019-08-02,28.88
2019-08-05,28.85
2019-08-06,29.42
2019-08-07,30.76
2019-08-08,31.3
2019-08-12,31.19
2019-08-13,31.49
2019-08-14,31.43
2019-08-15,31.55
2019-08-16,31.74
2019-08-19,31.84
2019-08-20,31.79
2019-08-21,31.82
2019-08-22,31.84
2019-08-23,31.82
2019-08-26,31.89
2019-08-27,31.97
2019-08-28,31.98
2019-08-29,31.57
2019-08-30,31.65
2019-09-02,31.73
2019-09-03,31.83
2019-09-04,32.37
2019-09-05,32.1
2019-09-06,31.95
2019-09-09,31.59
2019-09-10,31.49
2019-09-11,31.59
2019-09-12,31.53
2019-09-16,31.58
2019-09-17,31.71
2019-09-18,31.68
2019-09-19,31.94
2019-09-20,31.82
2019-09-23,31.74
2019-09-24,32.0
2019-09-25,32.02
2019-09-26,32.08
2019-09-27,32.11
2019-10-01,32.19
2019-10-02,32.3
2019-10-03,32.25
2019-10-04,32.2
2019-10-07,32.18
2019-10-08,32.08
2019-10-09,32.1
2019-10-14,32.01
2019-10-15,32.01
2019-10-16,32.05
2019-10-17,32.25
2019-10-18,32.27
2019-10-21,32.24
2019-10-22,32.31
2019-10-23,32.25
2019-10-24,32.03
2019-10-25,32.05
2019-10-28,32.01
2019-10-29,31.95
2019-10-30,32.03
2019-10-31,32.05
2019-11-01,32.2
2019-11-04,32.03
2019-11-05,31.96
2019-11-06,31.88
2019-11-07,31.65
2019-11-08,31.44
2019-11-11,31.25
2019-11-12,31.23
2019-11-13,31.03
2019-11-14,30.91
2019-11-15,30.29
2019-11-18,30.25
2019-11-19,30.21
2019-11-20,30.3
2019-11-21,30.46
2019-11-22,30.29
2019-11-25,30.28
2019-11-26,30.39
2019-11-27,30.26
2019-11-28,30.32
2019-11-29,30.3
2019-12-02,30.09
2019-12-03,30.03
2019-12-04,30.12
2019-12-05,30.13
2019-12-06,30.47
2019-12-09,30.49
2019-12-10,30.32
2019-12-11,30.25
2019-12-12,30.27
2019-12-13,30.4
2019-12-16,30.49
2019-12-17,30.41
2019-12-18,30.29
2019-12-19,30.09
2019-12-20,30.06
2019-12-23,30.07
2019-12-24,29.99
2019-12-25,29.94
2019-12-26,29.88
2019-12-27,29.81
2019-12-30,29.85
2019-12-31,29.67
2020-01-02,29.67
2020-01-03,29.76
2020-01-06,29.81
2020-01-07,29.65
2020-01-08,29.79
2020-01-09,30.44
2020-01-10,30.97
2020-01-13,31.2
2020-01-14,31.11
2020-01-15,31.04
2020-01-16,30.99
2020-01-17,30.79
2020-01-20,31.01
2020-01-21,31.01
2020-01-22,31.01
2020-01-30,30.98
2020-01-31,30.79
2020-02-03,30.74
2020-02-04,30.96
2020-02-05,30.18
2020-02-06,30.17
2020-02-07,30.03
2020-02-10,30.05
2020-02-11,29.52
2020-02-12,29.13
2020-02-13,29.18
2020-02-14,29.36
2020-02-17,30.11
2020-02-18,29.73
2020-02-19,29.92
2020-02-20,30.55
2020-02-21,30.88
2020-02-24,31.21
2020-02-25,31.14
2020-02-26,31.17
2020-02-27,31.53
2020-03-02,31.47
2020-03-03,31.54
2020-03-04,31.88
2020-03-05,32.02
2020-03-06,31.64
2020-03-09,31.64
2020-03-10,31.84
2020-03-11,31.24
2020-03-12,31.58
2020-03-13,31.55
2020-03-16,30.47
2020-03-17,30.43
2020-03-18,29.84
2020-03-19,29.63
2020-03-20,29.77
2020-03-23,29.82
2020-03-24,29.64
2020-03-25,29.09
2020-03-26,29.1
2020-03-27,29.74
2020-03-30,30.29
2020-03-31,30.51
2020-04-01,30.7
2020-04-06,30.97
2020-04-07,30.46
2020-04-08,30.46
2020-04-09,30.49
2020-04-10,30.41
2020-04-13,30.42
2020-04-14,30.59
2020-04-15,30.72
2020-04-16,31.04
2020-04-17,31.02
2020-04-20,31.59
2020-04-21,31.85
2020-04-22,32.35
2020-04-23,32.26
2020-04-24,32.2
2020-04-27,32.09
2020-04-28,32.17
2020-04-29,32.22
2020-04-30,31.45
2020-05-04,31.31
2020-05-05,31.54
2020-05-06,31.57
2020-05-07,31.6
2020-05-08,31.19
2020-05-11,31.32
2020-05-12,31.72
2020-05-13,31.72
2020-05-14,31.74
2020-05-15,31.7
2020-05-18,32.0
2020-05-19,31.97
2020-05-20,32.12
2020-05-21,32.14
2020-05-22,32.22
2020-05-25,32.27
2020-05-26,32.28
2020-05-27,32.25
2020-05-28,32.15
2020-05-29,31.6
2020-06-01,31.35
2020-06-02,31.21
2020-06-03,30.71
2020-06-04,30.43
2020-06-05,30.2
2020-06-08,30.11
2020-06-09,30.05
2020-06-10,30.27
2020-06-11,30.38
2020-06-12,30.67
2020-06-15,30.76
2020-06-16,30.7
2020-06-17,30.31
2020-06-18,30.95
2020-06-19,31.04
2020-06-22,31.22
2020-06-23,31.16
2020-06-24,31.04
2020-06-29,31.12
2020-06-30,30.9
2020-07-01,30.79
2020-07-02,30.73
2020-07-03,30.26
2020-07-06,30.55
2020-07-07,30.41
2020-07-08,30.72
2020-07-09,30.09
2020-07-10,30.5
2020-07-13,30.66
2020-07-14,29.62
2020-07-15,30.04
2020-07-16,29.95
2020-07-17,30.81
2020-07-20,30.97
2020-07-21,29.88
2020-07-22,30.46
2020-07-23,30.06
2020-07-24,30.08
2020-07-27,30.36
2020-07-28,30.7
2020-07-29,30.47
2020-07-30,30.31
2020-07-31,29.59
2020-08-03,29.47
2020-08-04,29.35
2020-08-05,29.05
2020-08-06,28.68
2020-08-07,28.77
2020-08-10,28.44
2020-08-11,28.18
2020-08-12,28.33
2020-08-13,27.84
2020-08-14,27.99
2020-08-17,27.97
2020-08-18,28.35
2020-08-19,28.72
2020-08-20,28.82
2020-08-21,29.43
2020-08-24,29.7
2020-08-25,30.49
2020-08-26,30.17
2020-08-27,30.6
2020-08-28,30.84
2020-08-31,30.93
2020-09-01,31.37
2020-09-02,30.56
2020-09-03,30.88
2020-09-04,30.57
2020-09-07,30.78
2020-09-08,31.04
2020-09-09,30.98
2020-09-10,30.77
2020-09-11,31.22
2020-09-14,30.65
2020-09-15,30.47
2020-09-16,30.92
2020-09-17,30.39
2020-09-18,30.48
2020-09-21,30.54
2020-09-22,30.8
2020-09-23,30.71
2020-09-24,30.77
2020-09-25,31.3
2020-09-28,31.35
2020-09-29,31.63
2020-09-30,31.7
2020-10-05,31.47
2020-10-06,31.44
2020-10-07,31.44
2020-10-08,31.29
2020-10-12,31.37
2020-10-13,31.05
2020-10-14,30.91
2020-10-15,31.02
2020-10-16,31.13
2020-10-19,30.78
2020-10-20,30.96
2020-10-21,31.16
2020-10-22,31.36
2020-10-23,31.2
2020-10-26,31.17
2020-10-27,31.16
2020-10-28,31.21
2020-10-29,31.29
2020-10-30,31.51
2020-11-02,31.35
2020-11-03,31.46
2020-11-04,31.37
2020-11-05,31.79
2020-11-06,31.63
2020-11-09,31.74
2020-11-10,31.58
2020-11-11,31.02
2020-11-12,31.0
2020-11-13,30.63
2020-11-16,30.76
2020-11-17,30.57
2020-11-18,30.37
2020-11-19,30.31
2020-11-20,29.96
2020-11-23,29.75
2020-11-24,29.57
2020-11-25,29.36
2020-11-26,30.11
2020-11-27,30.12
2020-11-30,29.59
2020-12-01,29.55
2020-12-02,29.47
2020-12-03,29.04
2020-12-04,28.99
2020-12-07,29.05
2020-12-08,29.0
2020-12-09,28.84
2020-12-10,28.72
2020-12-11,28.71
2020-12-14,29.07
2020-12-15,28.87
2020-12-16,29.02
2020-12-17,28.88
2020-12-18,29.06
2020-12-21,28.98
2020-12-22,28.59
2020-12-23,28.56
2020-12-24,28.79
2020-12-25,28.55
2020-12-28,28.59
2020-12-29,28.66
2020-12-30,29.25
2020-12-31,28.86
2021-01-04,28.72
2021-01-05,27.94
2021-01-06,27.84
2021-01-07,27.69
2021-01-08,27.73
2021-01-11,27.51
2021-01-12,27.55
2021-01-13,27.49
2021-01-14,27.39
2021-01-15,27.48
2021-01-18,27.73
2021-01-19,27.55
2021-01-20,28.0
2021-01-21,27.59
2021-01-22,28.01
2021-01-25,28.01
2021-01-26,27.79
2021-01-27,27.64
2021-01-28,27.78
2021-01-29,27.93
2021-02-01,27.87
2021-02-02,27.8
2021-02-03,28.01
2021-02-04,27.25
2021-02-05,27.15
2021-02-08,27.15
2021-02-09,27.15
2021-02-17,26.95
2021-02-18,27.01
2021-02-19,26.61
2021-02-22,26.54
2021-02-23,26.33
2021-02-24,26.38
2021-02-25,26.67
2021-02-26,26.12
2021-03-02,25.93
