date,融資餘額,融券餘額
2016-01-04,52058,1518
2016-01-05,52211,1563
2016-01-06,51916,1539
2016-01-07,51829,1453
2016-01-08,52028,1321
2016-01-11,52545,1265
2016-01-12,52312,1292
2016-01-13,52697,1315
2016-01-14,52437,1140
2016-01-15,52389,1202
2016-01-18,52666,1062
2016-01-19,52704,1039
2016-01-20,52804,1028
2016-01-21,52464,1006
2016-01-22,52369,978
2016-01-25,52413,917
2016-01-26,52320,917
2016-01-27,52103,918
2016-01-28,53258,1179
2016-01-29,54626,1627
2016-01-30,53724,2186
2016-02-01,54552,1736
2016-02-02,55522,1391
2016-02-03,55740,1448
2016-02-15,53339,1465
2016-02-16,52090,1735
2016-02-17,51204,1558
2016-02-18,50189,2387
2016-02-19,48616,2636
2016-02-22,47979,2411
2016-02-23,47611,2458
2016-02-24,47489,2449
2016-02-25,47345,2378
2016-02-26,45343,2468
2016-03-01,45552,2526
2016-03-02,44394,2505
2016-03-03,44185,2600
2016-03-04,43288,2617
2016-03-07,43521,2552
2016-03-08,42770,2728
2016-03-09,43750,2595
2016-03-10,43761,2580
2016-03-11,43817,2532
2016-03-14,44194,2166
2016-03-15,43508,2648
2016-03-16,43403,2776
2016-03-17,43697,3281
2016-03-18,44401,3222
2016-03-21,44068,3178
2016-03-22,44079,2840
2016-03-23,43962,2795
2016-03-24,45425,2920
2016-03-25,46209,2791
2016-03-28,45984,2666
2016-03-29,46393,2596
2016-03-30,44918,2585
2016-03-31,44926,2386
2016-04-01,45064,2348
2016-04-06,45169,2320
2016-04-07,45562,2278
2016-04-08,45229,2205
2016-04-11,46225,2057
2016-04-12,46281,1515
2016-04-13,46126,1107
2016-04-14,45652,716
2016-04-15,45045,22
2016-04-18,45080,0
2016-04-19,44550,0
2016-04-20,44429,0
2016-04-21,44539,141
2016-04-22,44355,214
2016-04-25,43801,403
2016-04-26,43991,394
2016-04-27,43989,354
2016-04-28,43860,394
2016-04-29,43851,595
2016-05-03,43205,2819
2016-05-04,42755,565
2016-05-05,42702,529
2016-05-06,43523,513
2016-05-09,43041,514
2016-05-10,42905,515
2016-05-11,43000,521
2016-05-12,42981,604
2016-05-13,43460,546
2016-05-16,43297,529
2016-05-17,43133,536
2016-05-18,43118,516
2016-05-19,43270,534
2016-05-20,43117,656
2016-05-23,42578,611
2016-05-24,42768,598
2016-05-25,42320,510
2016-05-26,41279,517
2016-05-27,41333,473
2016-05-30,40752,478
2016-05-31,40796,479
2016-06-01,40368,514
2016-06-02,40302,510
2016-06-03,40065,513
2016-06-04,39858,514
2016-06-06,39812,564
2016-06-07,39436,559
2016-06-08,39586,571
2016-06-13,39592,497
2016-06-14,39444,469
2016-06-15,39293,452
2016-06-16,39130,458
2016-06-17,39150,454
2016-06-20,39006,237
2016-06-21,39570,227
2016-06-22,39156,304
2016-06-23,39704,271
2016-06-24,39912,219
2016-06-27,40264,232
2016-06-28,40424,228
2016-06-29,40462,219
2016-06-30,40288,226
2016-07-01,40340,242
2016-07-04,40528,248
2016-07-05,40553,241
2016-07-06,40642,290
2016-07-07,40743,274
2016-07-11,41490,241
2016-07-12,41643,245
2016-07-13,42257,202
2016-07-14,42569,198
2016-07-15,42109,204
2016-07-18,42214,196
2016-07-19,42335,173
2016-07-20,41848,172
2016-07-21,42085,103
2016-07-22,42061,1
2016-07-25,42377,0
2016-07-26,42106,0
2016-07-27,41933,0
2016-07-28,42664,362
2016-07-29,42111,130
2016-08-01,42756,100
2016-08-02,43817,386
2016-08-03,45589,288
2016-08-04,46061,289
2016-08-05,45894,249
2016-08-08,46040,253
2016-08-09,45586,455
2016-08-10,45811,455
2016-08-11,46011,434
2016-08-12,45718,324
2016-08-15,45826,295
2016-08-16,46149,195
2016-08-17,46178,193
2016-08-18,46728,178
2016-08-19,46891,210
2016-08-22,46825,207
2016-08-23,46847,266
2016-08-24,46760,278
2016-08-25,46818,354
2016-08-26,46818,361
2016-08-29,47175,365
2016-08-30,47229,361
2016-08-31,47392,360
2016-09-01,45075,368
2016-09-02,45512,490
2016-09-05,45636,509
2016-09-06,46235,250
2016-09-07,46020,269
2016-09-08,45636,406
2016-09-09,45823,356
2016-09-10,46503,310
2016-09-12,47097,273
2016-09-13,47142,269
2016-09-14,47384,151
2016-09-19,46565,149
2016-09-20,46688,150
2016-09-21,46182,207
2016-09-22,45963,212
2016-09-23,46062,270
2016-09-26,46064,285
2016-09-29,47160,261
2016-09-30,47249,256
2016-10-03,47264,189
2016-10-04,47006,197
2016-10-05,47213,197
2016-10-06,47509,242
2016-10-07,47195,251
2016-10-11,45394,231
2016-10-12,45553,259
2016-10-13,45613,255
2016-10-14,45468,270
2016-10-17,45318,529
2016-10-18,45004,490
2016-10-19,44835,505
2016-10-20,44142,503
2016-10-21,43311,555
2016-10-24,43337,604
2016-10-25,43585,583
2016-10-26,43492,628
2016-10-27,43595,671
2016-10-28,43486,975
2016-10-31,43284,653
2016-11-01,43630,540
2016-11-02,43623,602
2016-11-03,43604,391
2016-11-04,43639,402
2016-11-07,43760,374
2016-11-08,44081,367
2016-11-09,43542,325
2016-11-10,43621,322
2016-11-11,43812,325
2016-11-14,43245,367
2016-11-15,43460,338
2016-11-16,43032,326
2016-11-17,42994,321
2016-11-18,42768,334
2016-11-21,42743,338
2016-11-22,42808,286
2016-11-23,42679,186
2016-11-24,42552,197
2016-11-25,42303,186
2016-11-28,42285,211
2016-11-29,42414,244
2016-11-30,42342,244
2016-12-01,42258,228
2016-12-02,42180,196
2016-12-05,42092,83
2016-12-06,41947,72
2016-12-07,41692,70
2016-12-08,41688,70
2016-12-09,41460,69
2016-12-12,41642,71
2016-12-13,41487,61
2016-12-14,41603,61
2016-12-15,41552,61
2016-12-16,41407,165
2016-12-19,40952,154
2016-12-20,40871,155
2016-12-21,40889,207
2016-12-22,40850,114
2016-12-23,40830,119
2016-12-26,40865,119
2016-12-27,40930,119
2016-12-28,41199,129
2016-12-29,41241,131
2016-12-30,41014,131
2017-01-03,41103,130
2017-01-04,41204,135
2017-01-05,40946,140
2017-01-06,40566,164
2017-01-09,40325,128
2017-01-10,40447,115
2017-01-11,40405,117
2017-01-12,40880,143
2017-01-13,40892,138
2017-01-16,40706,117
2017-01-17,40733,120
2017-01-18,40624,118
2017-01-19,40097,119
2017-01-20,39795,117
2017-01-23,39880,115
2017-01-24,39813,115
2017-02-02,39544,165
2017-02-03,39021,178
2017-02-06,38369,206
2017-02-07,37785,236
2017-02-08,38745,277
2017-02-09,38348,278
2017-02-10,38274,266
2017-02-13,38421,324
2017-02-14,38785,323
2017-02-15,39211,261
2017-02-16,39664,324
2017-02-17,38724,257
2017-02-18,38829,220
2017-02-20,39378,198
2017-02-21,38882,190
2017-02-22,38724,185
2017-02-23,38856,203
2017-02-24,38872,218
2017-03-01,39190,212
2017-03-02,38662,233
2017-03-03,39093,243
2017-03-06,39277,216
2017-03-07,38606,208
2017-03-08,39343,204
2017-03-09,38740,226
2017-03-10,37697,312
2017-03-13,37878,324
2017-03-14,38000,445
2017-03-15,37614,449
2017-03-16,37776,581
2017-03-17,37283,480
2017-03-20,38400,400
2017-03-21,39286,389
2017-03-22,39860,420
2017-03-23,39400,418
2017-03-24,45383,411
2017-03-27,45045,396
2017-03-28,44524,569
2017-03-29,45444,950
2017-03-30,44716,1050
2017-03-31,43170,837
2017-04-05,42134,1080
2017-04-06,41891,847
2017-04-07,41432,1138
2017-04-10,41645,1112
2017-04-11,41087,549
2017-04-12,37840,893
2017-04-13,39447,965
2017-04-14,38399,23
2017-04-17,37157,0
2017-04-18,37153,0
2017-04-19,35963,0
2017-04-20,35606,514
2017-04-21,35212,1023
2017-04-24,35720,975
2017-04-25,35616,997
2017-04-26,35586,1202
2017-04-27,35792,1161
2017-04-28,36697,1840
2017-05-02,39362,1526
2017-05-03,38548,1397
2017-05-04,38582,1507
2017-05-05,38291,1370
2017-05-08,37563,1298
2017-05-09,37226,1769
2017-05-10,38033,2033
2017-05-11,37396,1688
2017-05-12,36361,1727
2017-05-15,34929,1585
2017-05-16,33673,1655
2017-05-17,34282,1611
2017-05-18,34423,1551
2017-05-19,34094,1616
2017-05-22,34032,1567
2017-05-23,34005,1623
2017-05-24,33942,1560
2017-05-25,33463,1437
2017-05-26,33017,1377
2017-05-31,32595,1369
2017-06-01,32946,1195
2017-06-02,33026,1236
2017-06-03,33193,1230
2017-06-05,33739,1245
2017-06-06,35422,771
2017-06-07,35975,588
2017-06-08,35161,558
2017-06-09,34934,608
2017-06-12,34360,543
2017-06-13,34155,665
2017-06-14,33590,744
2017-06-15,33093,1274
2017-06-16,32356,738
2017-06-19,32726,731
2017-06-20,32574,716
2017-06-21,33041,844
2017-06-22,33802,993
2017-06-23,34941,887
2017-06-26,35160,875
2017-06-27,35388,1026
2017-06-28,34461,651
2017-06-29,34026,638
2017-06-30,33911,687
2017-07-03,33638,828
2017-07-04,34053,747
2017-07-05,33473,635
2017-07-06,34030,643
2017-07-07,33060,543
2017-07-10,32901,546
2017-07-11,32893,531
2017-07-12,33195,500
2017-07-13,33231,511
2017-07-14,34084,652
2017-07-17,36349,751
2017-07-18,36800,685
2017-07-19,36854,531
2017-07-20,36401,538
2017-07-21,36674,527
2017-07-24,37134,497
2017-07-25,37661,551
2017-07-26,37841,285
2017-07-27,40516,439
2017-07-28,41377,491
2017-07-31,41191,395
2017-08-01,40816,274
2017-08-02,38761,20
2017-08-03,38253,0
2017-08-04,38035,0
2017-08-07,37656,0
2017-08-08,38506,134
2017-08-09,36276,329
2017-08-10,36714,364
2017-08-11,36638,424
2017-08-14,36547,379
2017-08-15,35257,539
2017-08-16,36740,442
2017-08-17,36868,535
2017-08-18,35703,926
2017-08-21,35693,1003
2017-08-22,36277,965
2017-08-23,36426,1031
2017-08-24,35982,1054
2017-08-25,36738,1230
2017-08-28,36813,992
2017-08-29,36539,924
2017-08-30,36030,925
2017-08-31,36398,904
2017-09-01,35970,751
2017-09-04,35774,795
2017-09-05,35901,782
2017-09-06,35291,794
2017-09-07,35187,807
2017-09-08,35470,760
2017-09-11,35357,656
2017-09-12,34941,642
2017-09-13,34795,561
2017-09-14,35032,576
2017-09-15,35059,581
2017-09-18,35125,533
2017-09-19,35206,583
2017-09-20,35199,608
2017-09-21,35072,671
2017-09-22,36379,696
2017-09-25,34617,806
2017-09-26,33873,918
2017-09-27,34356,929
2017-09-28,34318,969
2017-09-29,34280,1022
2017-09-30,34182,694
2017-10-02,34285,611
2017-10-03,34210,638
2017-10-05,34326,709
2017-10-06,34752,655
2017-10-11,34851,635
2017-10-12,34889,571
2017-10-13,36066,525
2017-10-16,35788,492
2017-10-17,36459,473
2017-10-18,37710,481
2017-10-19,37955,471
2017-10-20,37915,499
2017-10-23,38065,535
2017-10-24,37768,457
2017-10-25,38304,553
2017-10-26,38317,640
2017-10-27,38177,639
2017-10-30,37946,626
2017-10-31,38153,704
2017-11-01,38181,1090
2017-11-02,38401,1037
2017-11-03,38712,1414
2017-11-06,40814,1540
2017-11-07,41707,1526
2017-11-08,44071,1726
2017-11-09,43396,1361
2017-11-10,43351,1588
2017-11-13,41979,901
2017-11-14,41714,791
2017-11-15,41699,549
2017-11-16,43363,580
2017-11-17,45915,519
2017-11-20,46203,492
2017-11-21,47526,543
2017-11-22,45905,473
2017-11-23,45682,649
2017-11-24,45209,639
2017-11-27,44161,641
2017-11-28,44138,696
2017-11-29,44435,639
2017-11-30,45797,608
2017-12-01,45102,562
2017-12-04,45082,593
2017-12-05,45100,528
2017-12-06,47231,614
2017-12-07,49201,1247
2017-12-08,49480,750
2017-12-11,49161,789
2017-12-12,53511,1845
2017-12-13,57027,3562
2017-12-14,57619,3353
2017-12-15,60199,2144
2017-12-18,59013,2191
2017-12-19,56640,2077
2017-12-20,57861,2051
2017-12-21,57458,1911
2017-12-22,57705,1746
2017-12-25,58041,1973
2017-12-26,56976,1524
2017-12-27,56108,1214
2017-12-28,55699,1304
2017-12-29,54385,1095
2018-01-02,54866,1227
2018-01-03,56454,1094
2018-01-04,58130,1086
2018-01-05,58731,1440
2018-01-08,59854,1239
2018-01-09,62890,1485
2018-01-10,61939,1623
2018-01-11,63176,1665
2018-01-12,64259,1785
2018-01-15,63208,1761
2018-01-16,63750,1833
2018-01-17,68291,2060
2018-01-18,69001,2206
2018-01-19,67708,2081
2018-01-22,65277,1868
2018-01-23,67770,1951
2018-01-24,67199,1838
2018-01-25,65315,2690
2018-01-26,68242,2855
2018-01-29,64344,3689
2018-01-30,61936,3901
2018-01-31,64747,7981
2018-02-01,64394,7752
2018-02-02,66637,7640
2018-02-05,68224,6126
2018-02-06,62513,2760
2018-02-07,63313,2688
2018-02-08,62671,2481
2018-02-09,61909,2630
2018-02-12,62303,2292
2018-02-21,60459,3455
2018-02-22,60378,4441
2018-02-23,61146,4042
2018-02-26,60371,3753
2018-02-27,61077,3581
2018-03-01,61098,3321
2018-03-02,61619,3042
2018-03-05,60238,2641
2018-03-06,60207,2514
2018-03-07,60136,2878
2018-03-08,61664,3908
2018-03-09,61346,3202
2018-03-12,62469,3190
2018-03-13,62470,2861
2018-03-14,61848,2646
2018-03-15,60859,2128
2018-03-16,61129,1932
2018-03-19,59277,2133
2018-03-20,59102,2366
2018-03-21,60661,2358
2018-03-22,59623,2428
2018-03-23,58395,2141
2018-03-26,59355,1790
2018-03-27,61747,1516
2018-03-28,62052,1491
2018-03-29,62143,1082
2018-03-30,62016,969
2018-03-31,61764,956
2018-04-02,61630,914
2018-04-03,61306,601
2018-04-09,61486,3
2018-04-10,61645,0
2018-04-11,61794,0
2018-04-12,61400,0
2018-04-13,61466,93
2018-04-16,62193,63
2018-04-17,61913,90
2018-04-18,62295,811
2018-04-19,63262,4464
2018-04-20,62897,2378
2018-04-23,63848,989
2018-04-24,63891,301
2018-04-25,57000,322
2018-04-26,57833,328
2018-04-27,55438,343
2018-04-30,55000,360
2018-05-02,55049,1363
2018-05-03,54663,647
2018-05-04,55167,359
2018-05-07,55189,352
2018-05-08,54693,382
2018-05-09,54877,442
2018-05-10,53953,472
2018-05-11,54118,392
2018-05-14,55050,459
2018-05-15,54655,527
2018-05-16,54743,523
2018-05-17,54261,467
2018-05-18,54683,443
2018-05-21,52863,450
2018-05-22,53553,432
2018-05-23,53654,413
2018-05-24,54436,363
2018-05-25,54229,320
2018-05-28,54844,334
2018-05-29,55871,293
2018-05-30,56267,313
2018-05-31,56740,318
2018-06-01,56933,301
2018-06-04,55428,361
2018-06-05,57157,309
2018-06-06,57776,301
2018-06-07,57954,287
2018-06-08,58425,275
2018-06-11,58001,275
2018-06-12,57962,272
2018-06-13,60496,258
2018-06-14,63091,298
2018-06-15,73172,504
2018-06-19,75666,331
2018-06-20,75911,323
2018-06-21,75932,344
2018-06-22,74696,340
2018-06-25,74665,508
2018-06-26,74402,872
2018-06-27,72829,1004
2018-06-28,72394,874
2018-06-29,72182,751
2018-07-02,71865,691
2018-07-03,71381,561
2018-07-04,71489,579
2018-07-05,71918,389
2018-07-06,71495,503
2018-07-09,71230,348
2018-07-10,70780,383
2018-07-11,70443,357
2018-07-12,69486,352
2018-07-13,67968,345
2018-07-16,68088,140
2018-07-17,67476,134
2018-07-18,67062,113
2018-07-19,66553,71
2018-07-20,66374,92
2018-07-23,66158,50
2018-07-24,65353,0
2018-07-25,65371,0
2018-07-26,65388,0
2018-07-27,65083,0
2018-07-30,65050,51
2018-07-31,65185,91
2018-08-01,65157,97
2018-08-02,65071,91
2018-08-03,64997,80
2018-08-06,64564,85
2018-08-07,64522,81
2018-08-08,64186,97
2018-08-09,64440,443
2018-08-10,64932,306
2018-08-13,61737,416
2018-08-14,62588,429
2018-08-15,59608,547
2018-08-16,60286,799
2018-08-17,60456,622
2018-08-20,59195,457
2018-08-21,59306,376
2018-08-22,59434,432
2018-08-23,60571,766
2018-08-24,60994,723
2018-08-27,60773,686
2018-08-28,60987,738
2018-08-29,59823,670
2018-08-30,59281,643
2018-08-31,58950,555
2018-09-03,60918,600
2018-09-04,61388,800
2018-09-05,60377,950
2018-09-06,60269,842
2018-09-07,59073,784
2018-09-10,57421,685
2018-09-11,57061,1586
2018-09-12,58185,1582
2018-09-13,58463,1637
2018-09-14,58646,2662
2018-09-17,61029,3580
2018-09-18,59512,4230
2018-09-19,59573,4170
2018-09-20,58865,4198
2018-09-21,55774,4015
2018-09-25,55947,5566
2018-09-26,57196,5737
2018-09-27,54873,5285
2018-09-28,52870,5765
2018-10-01,53619,5502
2018-10-02,49539,4917
2018-10-03,49529,4978
2018-10-04,48938,4162
2018-10-05,48915,3527
2018-10-08,49716,5109
2018-10-09,50690,4644
2018-10-11,46042,4588
2018-10-12,47123,3588
2018-10-15,47961,3311
2018-10-16,48544,3907
2018-10-17,47204,3851
2018-10-18,45990,3939
2018-10-19,47286,3080
2018-10-22,47898,3022
2018-10-23,47669,3148
2018-10-24,46618,3473
2018-10-25,45620,2925
2018-10-26,46681,2963
2018-10-29,46000,4986
2018-10-30,45470,4358
2018-10-31,47730,3853
2018-11-01,49277,3696
2018-11-02,48240,3765
2018-11-05,47051,3919
2018-11-06,47987,3704
2018-11-07,47880,3905
2018-11-08,47453,3884
2018-11-09,47791,4127
2018-11-12,49657,3944
2018-11-13,51655,3827
2018-11-14,50175,3931
2018-11-15,49120,6812
2018-11-16,39420,7555
2018-11-19,39397,7532
2018-11-20,38597,7902
2018-11-21,37811,8283
2018-11-22,37708,7145
2018-11-23,37424,7195
2018-11-26,36036,7061
2018-11-27,39152,7848
2018-11-28,38268,8135
2018-11-29,38685,8131
2018-11-30,39642,9452
2018-12-03,42237,9945
2018-12-04,40904,9527
2018-12-05,40825,11552
2018-12-06,40863,9939
2018-12-07,39920,15878
2018-12-10,37918,16546
2018-12-11,37811,16695
2018-12-12,43919,15260
2018-12-13,45841,15222
2018-12-14,49183,15724
2018-12-17,52651,16025
2018-12-18,52516,16578
2018-12-19,54899,15656
2018-12-20,54054,17938
2018-12-21,53876,17496
2018-12-22,54201,17003
2018-12-24,54958,17310
2018-12-25,57052,14924
2018-12-26,53523,16714
2018-12-27,48790,19925
2018-12-28,53498,17260
2019-01-02,50761,20505
2019-01-03,44020,22072
2019-01-04,44825,21048
2019-01-07,44898,19795
2019-01-08,44547,20009
2019-01-09,49690,17642
2019-01-10,48134,16624
2019-01-11,51755,14276
2019-01-14,52609,13714
2019-01-15,52188,13390
2019-01-16,50543,13066
2019-01-17,50642,13435
2019-01-18,48677,13102
2019-01-21,49485,13226
2019-01-22,49419,12285
2019-01-23,50401,11332
2019-01-24,49687,11490
2019-01-25,47376,11160
2019-01-28,44697,11135
2019-01-29,43929,11535
2019-01-30,40451,11179
2019-02-11,39954,11661
2019-02-12,39511,11943
2019-02-13,37005,12378
2019-02-14,34729,12602
2019-02-15,32826,12696
2019-02-18,34654,12565
2019-02-19,34351,12756
2019-02-20,35607,12368
2019-02-21,36262,11822
2019-02-22,36707,11072
2019-02-25,36767,11991
2019-02-26,36196,12105
2019-02-27,35434,11781
2019-03-04,39827,12601
2019-03-05,46868,11453
2019-03-06,46822,11377
2019-03-07,44096,12204
2019-03-08,45802,11284
2019-03-11,46478,11074
2019-03-12,44548,11314
2019-03-13,44995,11233
2019-03-14,43019,11616
2019-03-15,43746,11983
2019-03-18,44491,14917
2019-03-19,45315,13116
2019-03-20,36690,13416
2019-03-21,38363,13833
2019-03-22,36006,13207
2019-03-25,34965,13521
2019-03-26,35981,10890
2019-03-27,33647,11664
2019-03-28,35644,11601
2019-03-29,34809,10875
2019-04-01,33817,12070
2019-04-02,32951,11475
2019-04-03,34031,12171
2019-04-08,35083,12626
2019-04-09,37148,6889
2019-04-10,38852,6295
2019-04-11,37781,6117
2019-04-12,38251,4685
2019-04-15,36261,41
2019-04-16,38375,0
2019-04-17,37466,0
2019-04-18,36356,0
2019-04-19,39534,1219
2019-04-22,40634,1504
2019-04-23,39889,2236
2019-04-24,37118,5955
2019-04-25,36851,5672
2019-04-26,38249,5414
2019-04-29,35618,5237
2019-04-30,34722,8353
2019-05-02,34800,8588
2019-05-03,35586,8708
2019-05-06,27538,5818
2019-05-07,28554,7411
2019-05-08,28056,8155
2019-05-09,28937,6205
2019-05-10,28258,8434
2019-05-13,26594,10352
2019-05-14,27228,9065
2019-05-15,25944,9969
2019-05-16,29933,8081
2019-05-17,27227,7672
2019-05-20,26837,7066
2019-05-21,28864,6049
2019-05-22,27407,7595
2019-05-23,25096,6160
2019-05-24,26596,5266
2019-05-27,26945,5801
2019-05-28,27605,5661
2019-05-29,25873,5522
2019-05-30,28155,4857
2019-05-31,25487,5226
2019-06-03,27800,4811
2019-06-04,26292,5372
2019-06-05,31335,5398
2019-06-06,30265,4869
2019-06-10,28617,6627
2019-06-11,28394,8432
2019-06-12,29893,8554
2019-06-13,29955,8732
2019-06-14,31195,8032
2019-06-17,30991,8168
2019-06-18,29836,7821
2019-06-19,27468,13335
2019-06-20,28434,11238
2019-06-21,28098,10386
2019-06-24,29451,10221
2019-06-25,28739,9567
