date,ForeignHoldingRatio
2017-05-04,27.94
2017-05-05,27.97
2017-05-08,28.27
2017-05-09,28.29
2017-05-10,28.47
2017-05-11,28.73
2017-05-12,28.57
2017-05-15,28.69
2017-05-16,28.68
2017-05-17,28.77
2017-05-18,29.02
2017-05-19,29.05
2017-05-22,29.03
2017-05-23,29.03
2017-05-24,29.29
2017-05-25,29.68
2017-05-26,29.61
2017-05-31,29.56
2017-06-01,29.63
2017-06-02,29.92
2017-06-03,30.05
2017-06-05,30.43
2017-06-06,30.02
2017-06-07,30.15
2017-06-08,30.2
2017-06-09,30.49
2017-06-12,31.43
2017-06-13,31.38
2017-06-14,31.38
2017-06-15,31.32
2017-06-16,31.41
2017-06-19,31.37
2017-06-20,31.33
2017-06-21,31.39
2017-06-22,31.57
2017-06-23,31.51
2017-06-26,31.56
2017-06-27,31.34
2017-06-28,31.35
2017-06-29,31.31
2017-06-30,31.28
2017-07-03,31.3
2017-07-04,31.04
2017-07-05,29.76
2017-07-06,29.66
2017-07-07,29.71
2017-07-10,29.79
2017-07-11,29.94
2017-07-12,30.6
2017-07-13,31.35
2017-07-14,31.51
2017-07-17,32.24
2017-07-18,32.55
2017-07-19,32.57
2017-07-20,32.63
2017-07-21,32.69
2017-07-24,33.01
2017-07-25,32.97
2017-07-26,33.13
2017-07-27,33.24
2017-07-28,33.39
2017-07-31,33.4
2017-08-01,33.51
2017-08-02,33.57
2017-08-03,34.09
2017-08-04,34.49
2017-08-07,34.55
2017-08-08,34.73
2017-08-09,34.56
2017-08-10,35.72
2017-08-11,35.98
2017-08-14,36.05
2017-08-15,36.31
2017-08-16,36.23
2017-08-17,36.18
2017-08-18,36.38
2017-08-21,36.5
2017-08-22,36.52
2017-08-23,36.63
2017-08-24,36.78
2017-08-25,36.77
2017-08-28,36.9
2017-08-29,36.9
2017-08-30,36.93
2017-08-31,36.98
2017-09-01,37.08
2017-09-04,37.51
2017-09-05,37.97
2017-09-06,38.08
2017-09-07,37.99
2017-09-08,38.42
2017-09-11,38.57
2017-09-12,38.75
2017-09-13,39.01
2017-09-14,39.18
2017-09-15,39.78
2017-09-18,39.1
2017-09-19,39.32
2017-09-20,39.24
2017-09-21,39.34
2017-09-22,39.27
2017-09-25,39.03
2017-09-26,39.14
2017-09-27,38.94
2017-09-28,39.28
2017-09-29,40.0
2017-09-30,40.06
2017-10-02,40.27
2017-10-03,40.16
2017-10-05,40.54
2017-10-06,40.56
2017-10-11,40.82
2017-10-12,40.98
2017-10-13,41.05
2017-10-16,40.99
2017-10-17,40.87
2017-10-18,41.07
2017-10-19,41.05
2017-10-20,41.12
2017-10-23,41.4
2017-10-24,41.34
2017-10-25,41.52
2017-10-26,41.7
2017-10-27,41.75
2017-10-30,42.12
2017-10-31,42.11
2017-11-01,42.14
2017-11-02,42.22
2017-11-03,42.16
2017-11-06,42.19
2017-11-07,42.3
2017-11-08,42.21
2017-11-09,42.1
2017-11-10,42.27
2017-11-13,42.38
2017-11-14,44.22
2017-11-15,44.44
2017-11-16,45.34
2017-11-17,45.86
2017-11-20,45.94
2017-11-21,45.73
2017-11-22,45.61
2017-11-23,45.28
2017-11-24,45.37
2017-11-27,45.02
2017-11-28,45.2
2017-11-29,45.03
2017-11-30,45.0
2017-12-01,44.65
2017-12-04,44.56
2017-12-05,44.6
2017-12-06,44.54
2017-12-07,44.72
2017-12-08,44.47
2017-12-11,44.19
2017-12-12,44.51
2017-12-13,43.97
2017-12-14,43.68
2017-12-15,43.97
2017-12-18,44.1
2017-12-19,43.83
2017-12-20,44.13
2017-12-21,43.93
2017-12-22,43.85
2017-12-25,43.9
2017-12-26,43.84
2017-12-27,43.88
2017-12-28,43.79
2017-12-29,43.62
2018-01-02,43.93
2018-01-03,43.92
2018-01-04,44.47
2018-01-05,44.51
2018-01-08,44.64
2018-01-09,44.66
2018-01-10,44.59
2018-01-11,44.61
2018-01-12,44.18
2018-01-15,43.54
2018-01-16,43.28
2018-01-17,42.74
2018-01-18,42.64
2018-01-19,42.38
2018-01-22,42.29
2018-01-23,41.59
2018-01-24,41.23
2018-01-25,41.04
2018-01-26,41.35
2018-01-29,41.28
2018-01-30,41.17
2018-01-31,41.38
2018-02-01,41.35
2018-02-02,41.25
2018-02-05,41.38
2018-02-06,41.04
2018-02-07,41.16
2018-02-08,41.21
2018-02-09,41.3
2018-02-12,41.22
2018-02-13,41.22
2018-02-14,41.22
2018-02-21,41.47
2018-02-22,41.49
2018-02-23,41.65
2018-02-26,41.78
2018-02-27,41.95
2018-03-01,42.35
2018-03-02,42.36
2018-03-05,42.1
2018-03-06,42.21
2018-03-07,42.2
2018-03-08,42.2
2018-03-09,42.56
2018-03-12,42.65
2018-03-13,42.62
2018-03-14,42.63
2018-03-15,42.75
2018-03-16,42.75
2018-03-19,42.83
2018-03-20,43.07
2018-03-21,42.54
2018-03-22,42.38
2018-03-23,42.08
2018-03-26,40.94
2018-03-27,39.79
2018-03-28,38.9
2018-03-29,38.73
2018-03-30,38.65
2018-03-31,38.57
2018-04-02,38.19
2018-04-03,37.68
2018-04-09,36.7
2018-04-10,36.34
2018-04-11,36.26
2018-04-12,35.97
2018-04-13,36.05
2018-04-16,36.65
2018-04-17,36.47
2018-04-18,36.13
2018-04-19,35.89
2018-04-20,35.64
2018-04-23,35.09
2018-04-24,35.11
2018-04-25,35.31
2018-04-26,34.62
2018-04-27,34.32
2018-04-30,34.16
2018-05-02,34.74
2018-05-03,34.98
2018-05-04,34.52
2018-05-07,34.5
2018-05-08,34.8
2018-05-09,34.56
2018-05-10,34.36
2018-05-11,34.21
2018-05-14,34.14
2018-05-15,33.63
2018-05-16,33.68
2018-05-17,33.49
2018-05-18,32.94
2018-05-21,33.01
2018-05-22,33.17
2018-05-23,33.91
2018-05-24,33.92
2018-05-25,34.06
2018-05-28,33.89
2018-05-29,33.68
2018-05-30,33.78
2018-05-31,34.3
2018-06-01,34.14
2018-06-04,34.02
2018-06-05,33.93
2018-06-06,34.0
2018-06-07,33.27
2018-06-08,33.23
2018-06-11,33.2
2018-06-12,33.1
2018-06-13,32.83
2018-06-14,32.7
2018-06-15,32.28
2018-06-19,32.15
2018-06-20,31.53
2018-06-21,31.14
2018-06-22,30.47
2018-06-25,30.31
2018-06-26,29.8
2018-06-27,29.91
2018-06-28,29.97
2018-06-29,29.8
2018-07-02,29.78
2018-07-03,30.28
2018-07-04,30.02
2018-07-05,29.59
2018-07-06,29.76
2018-07-09,29.8
2018-07-10,29.47
2018-07-11,29.74
2018-07-12,29.67
2018-07-13,29.99
2018-07-16,30.84
2018-07-17,30.93
2018-07-18,30.79
2018-07-19,30.22
2018-07-20,29.61
2018-07-23,29.69
2018-07-24,29.8
2018-07-25,29.36
2018-07-26,29.46
2018-07-27,29.65
2018-07-30,29.59
2018-07-31,29.36
2018-08-01,29.36
2018-08-02,29.06
2018-08-03,29.13
2018-08-06,29.2
2018-08-07,29.03
2018-08-08,29.12
2018-08-09,29.04
2018-08-10,28.99
2018-08-13,29.23
2018-08-14,29.44
2018-08-15,28.88
2018-08-16,29.1
2018-08-17,29.44
2018-08-20,29.75
2018-08-21,29.63
2018-08-22,29.55
2018-08-23,29.56
2018-08-24,29.75
2018-08-27,29.87
2018-08-28,30.04
2018-08-29,29.97
2018-08-30,30.31
2018-08-31,30.52
2018-09-03,30.56
2018-09-04,30.59
2018-09-05,30.32
2018-09-06,30.54
2018-09-07,30.9
2018-09-10,30.53
2018-09-11,30.36
2018-09-12,30.6
2018-09-13,30.36
2018-09-14,30.37
2018-09-17,30.48
2018-09-18,30.27
2018-09-19,30.3
2018-09-20,30.46
2018-09-21,30.85
2018-09-25,30.8
2018-09-26,30.37
2018-09-27,30.08
2018-09-28,29.72
2018-10-01,29.69
2018-10-02,29.48
2018-10-03,28.94
2018-10-04,28.92
2018-10-05,28.66
2018-10-08,28.67
2018-10-09,28.36
2018-10-11,28.87
2018-10-12,28.15
2018-10-15,28.31
2018-10-16,27.94
2018-10-17,27.98
2018-10-18,27.66
2018-10-19,27.43
2018-10-22,27.44
2018-10-23,27.56
2018-10-24,27.55
2018-10-25,27.62
2018-10-26,27.56
2018-10-29,27.48
2018-10-30,27.71
2018-10-31,27.96
2018-11-01,28.03
2018-11-02,28.14
2018-11-05,28.26
2018-11-06,28.12
2018-11-07,28.44
2018-11-08,28.45
2018-11-09,28.72
2018-11-12,28.93
2018-11-13,29.04
2018-11-14,28.97
2018-11-15,29.11
2018-11-16,29.26
2018-11-19,29.55
2018-11-20,29.29
2018-11-21,29.2
2018-11-22,29.35
2018-11-23,29.35
2018-11-26,29.3
2018-11-27,29.59
2018-11-28,29.51
2018-11-29,29.77
2018-11-30,29.87
2018-12-03,30.08
2018-12-04,30.38
2018-12-05,30.3
2018-12-06,30.64
2018-12-07,30.6
2018-12-10,30.84
2018-12-11,31.48
2018-12-12,31.58
2018-12-13,31.66
2018-12-14,31.76
2018-12-17,31.8
2018-12-18,32.0
2018-12-19,31.88
2018-12-20,32.2
2018-12-21,32.81
2018-12-22,32.81
2018-12-24,32.97
2018-12-25,33.16
2018-12-26,33.63
2018-12-27,33.84
2018-12-28,33.82
2019-01-02,34.2
2019-01-03,34.74
2019-01-04,34.89
2019-01-07,34.47
2019-01-08,35.21
2019-01-09,35.3
2019-01-10,35.26
2019-01-11,35.58
2019-01-14,36.22
2019-01-15,36.35
2019-01-16,36.73
2019-01-17,36.15
2019-01-18,36.45
2019-01-21,36.51
2019-01-22,36.52
2019-01-23,36.95
2019-01-24,37.0
2019-01-25,36.89
2019-01-28,36.93
2019-01-29,36.71
2019-01-30,37.15
2019-01-31,37.15
2019-02-01,37.15
2019-02-11,37.7
2019-02-12,37.88
2019-02-13,37.92
2019-02-14,37.89
2019-02-15,37.24
2019-02-18,37.51
2019-02-19,37.51
2019-02-20,37.5
2019-02-21,37.54
2019-02-22,37.6
2019-02-25,37.67
2019-02-26,37.62
2019-02-27,37.83
2019-03-04,38.1
2019-03-05,38.14
2019-03-06,38.11
2019-03-07,38.34
2019-03-08,38.64
2019-03-11,38.64
2019-03-12,38.54
2019-03-13,38.86
2019-03-14,38.82
2019-03-15,38.97
2019-03-18,39.02
2019-03-19,39.11
2019-03-20,39.43
2019-03-21,39.21
2019-03-22,39.43
2019-03-25,39.54
2019-03-26,39.5
2019-03-27,39.49
2019-03-28,39.59
2019-03-29,39.54
2019-04-01,39.9
2019-04-02,39.7
2019-04-03,39.71
2019-04-08,39.78
2019-04-09,39.89
2019-04-10,40.26
2019-04-11,40.38
2019-04-12,40.73
2019-04-15,40.63
2019-04-16,40.86
2019-04-17,40.97
2019-04-18,41.07
2019-04-19,41.31
2019-04-22,41.42
2019-04-23,41.97
2019-04-24,41.89
2019-04-25,41.67
2019-04-26,41.73
2019-04-29,41.88
2019-04-30,41.79
2019-05-02,42.04
2019-05-03,42.26
2019-05-06,42.25
2019-05-07,42.03
2019-05-08,42.06
2019-05-09,42.01
2019-05-10,42.45
2019-05-13,42.55
2019-05-14,42.57
2019-05-15,42.66
2019-05-16,42.62
2019-05-17,42.83
2019-05-20,42.98
2019-05-21,42.96
2019-05-22,42.87
2019-05-23,42.96
2019-05-24,42.84
2019-05-27,42.94
2019-05-28,43.29
2019-05-29,43.3
2019-05-30,43.27
2019-05-31,43.54
2019-06-03,43.52
2019-06-04,43.38
2019-06-05,43.44
2019-06-06,43.63
2019-06-10,43.98
2019-06-11,44.03
2019-06-12,44.16
2019-06-13,44.24
2019-06-14,44.09
2019-06-17,44.13
2019-06-18,44.29
2019-06-19,44.31
2019-06-20,44.81
2019-06-21,44.89
2019-06-24,44.78
2019-06-25,46.06
2019-06-26,46.77
2019-06-27,46.52
2019-06-28,46.7
2019-07-01,46.77
2019-07-02,47.76
2019-07-03,47.33
2019-07-04,47.44
2019-07-05,47.49
2019-07-08,47.46
2019-07-09,47.55
2019-07-10,47.47
2019-07-11,47.41
2019-07-12,47.39
2019-07-15,47.44
2019-07-16,47.51
2019-07-17,47.74
2019-07-18,47.75
2019-07-19,47.88
2019-07-22,48.12
2019-07-23,47.95
2019-07-24,48.03
2019-07-25,47.96
2019-07-26,48.05
2019-07-29,48.1
2019-07-30,48.02
2019-07-31,48.02
2019-08-01,48.13
2019-08-02,47.97
2019-08-05,48.22
2019-08-06,48.02
2019-08-07,48.54
2019-08-08,48.53
2019-08-12,48.91
2019-08-13,48.42
2019-08-14,48.44
2019-08-15,48.53
2019-08-16,48.56
2019-08-19,48.5
2019-08-20,48.41
2019-08-21,48.55
2019-08-22,48.41
2019-08-23,48.39
2019-08-26,48.34
2019-08-27,47.73
2019-08-28,47.62
2019-08-29,47.7
2019-08-30,47.74
2019-09-02,47.96
2019-09-03,48.31
2019-09-04,48.29
2019-09-05,48.31
2019-09-06,48.45
2019-09-09,48.47
2019-09-10,48.76
2019-09-11,48.38
2019-09-12,48.62
2019-09-16,48.55
2019-09-17,48.68
2019-09-18,48.97
2019-09-19,49.09
2019-09-20,48.98
2019-09-23,48.95
2019-09-24,48.93
2019-09-25,49.17
2019-09-26,49.19
2019-09-27,49.29
2019-10-01,49.23
2019-10-02,49.74
2019-10-03,50.27
2019-10-04,50.43
2019-10-07,50.67
2019-10-08,50.81
2019-10-09,51.19
2019-10-14,51.1
2019-10-15,51.54
2019-10-16,51.37
2019-10-17,51.49
2019-10-18,51.63
2019-10-21,51.62
2019-10-22,51.68
2019-10-23,51.69
2019-10-24,51.64
2019-10-25,51.61
2019-10-28,51.63
2019-10-29,51.68
2019-10-30,51.82
2019-10-31,52.08
2019-11-01,52.18
2019-11-04,52.18
2019-11-05,52.16
2019-11-06,52.29
2019-11-07,51.78
2019-11-08,51.84
2019-11-11,52.15
2019-11-12,52.14
2019-11-13,52.15
2019-11-14,52.22
2019-11-15,52.3
2019-11-18,51.82
2019-11-19,51.93
2019-11-20,52.04
2019-11-21,51.88
2019-11-22,52.44
2019-11-25,52.9
2019-11-26,52.98
2019-11-27,52.44
2019-11-28,52.6
2019-11-29,52.56
2019-12-02,52.65
2019-12-03,52.3
2019-12-04,52.38
2019-12-05,52.5
2019-12-06,52.44
2019-12-09,52.65
2019-12-10,52.69
2019-12-11,52.87
2019-12-12,52.86
2019-12-13,53.08
2019-12-16,53.27
2019-12-17,53.29
2019-12-18,53.38
2019-12-19,53.42
2019-12-20,53.65
2019-12-23,53.65
2019-12-24,53.42
2019-12-25,53.55
2019-12-26,53.45
2019-12-27,53.76
2019-12-30,53.83
2019-12-31,54.01
2020-01-02,54.38
2020-01-03,54.39
2020-01-06,54.35
2020-01-07,53.8
2020-01-08,53.91
2020-01-09,53.91
2020-01-10,53.91
2020-01-13,53.97
2020-01-14,53.87
2020-01-15,53.78
2020-01-16,53.79
2020-01-17,54.15
2020-01-20,54.25
2020-01-21,54.25
2020-01-22,54.25
2020-01-30,54.16
2020-01-31,54.2
2020-02-03,54.22
2020-02-04,54.36
2020-02-05,54.48
2020-02-06,54.86
2020-02-07,55.17
2020-02-10,55.55
2020-02-11,56.01
2020-02-12,56.34
2020-02-13,56.68
2020-02-14,56.76
2020-02-17,56.92
2020-02-18,56.82
2020-02-19,57.07
2020-02-20,57.19
2020-02-21,57.27
2020-02-24,57.29
2020-02-25,57.37
2020-02-26,57.31
2020-02-27,57.21
2020-03-02,57.27
2020-03-03,56.78
2020-03-04,57.0
2020-03-05,57.47
2020-03-06,57.24
2020-03-09,56.87
2020-03-10,56.84
2020-03-11,57.21
2020-03-12,57.09
2020-03-13,57.08
2020-03-16,57.07
2020-03-17,57.29
2020-03-18,57.33
2020-03-19,57.36
2020-03-20,57.14
2020-03-23,56.64
2020-03-24,56.57
2020-03-25,56.34
2020-03-26,56.3
2020-03-27,56.46
2020-03-30,56.55
2020-03-31,56.52
2020-04-01,56.69
2020-04-06,57.14
2020-04-07,57.66
2020-04-08,57.98
2020-04-09,58.15
2020-04-10,58.74
2020-04-13,59.01
2020-04-14,59.23
2020-04-15,59.61
2020-04-16,60.45
2020-04-17,61.69
2020-04-20,62.04
2020-04-21,62.48
2020-04-22,62.84
2020-04-23,62.98
2020-04-24,63.29
2020-04-27,63.52
2020-04-28,64.78
2020-04-29,65.38
2020-04-30,65.31
2020-05-04,65.34
2020-05-05,65.54
2020-05-06,65.6
2020-05-07,65.77
2020-05-08,65.79
2020-05-11,65.67
2020-05-12,65.61
2020-05-13,65.73
2020-05-14,65.88
2020-05-15,65.84
2020-05-18,66.15
2020-05-19,65.92
2020-05-20,66.05
2020-05-21,66.24
2020-05-22,66.48
2020-05-25,66.56
2020-05-26,66.78
2020-05-27,66.81
2020-05-28,67.04
2020-05-29,67.15
2020-06-01,67.17
2020-06-02,66.53
2020-06-03,66.0
2020-06-04,66.01
2020-06-05,65.96
2020-06-08,65.72
2020-06-09,65.18
2020-06-10,65.33
2020-06-11,65.63
2020-06-12,65.74
2020-06-15,65.6
2020-06-16,65.46
2020-06-17,65.37
2020-06-18,65.43
2020-06-19,65.81
2020-06-22,65.81
2020-06-23,65.78
2020-06-24,65.58
2020-06-29,65.88
2020-06-30,65.97
2020-07-01,66.01
2020-07-02,66.37
2020-07-03,66.66
2020-07-06,66.69
2020-07-07,66.64
2020-07-08,66.46
2020-07-09,66.55
2020-07-10,66.59
2020-07-13,66.75
2020-07-14,66.73
2020-07-15,66.67
2020-07-16,66.51
2020-07-17,66.42
2020-07-20,66.48
2020-07-21,66.59
2020-07-22,66.8
2020-07-23,66.85
2020-07-24,66.86
2020-07-27,66.93
2020-07-28,66.99
2020-07-29,67.19
2020-07-30,67.32
2020-07-31,67.46
2020-08-03,67.51
2020-08-04,67.85
2020-08-05,67.95
2020-08-06,67.87
2020-08-07,67.56
2020-08-10,67.58
2020-08-11,67.41
2020-08-12,67.47
2020-08-13,67.58
2020-08-14,68.01
2020-08-17,68.41
2020-08-18,68.54
2020-08-19,68.72
2020-08-20,68.84
2020-08-21,69.07
2020-08-24,69.42
2020-08-25,69.22
2020-08-26,68.98
2020-08-27,69.19
2020-08-28,69.41
2020-08-31,69.35
2020-09-01,69.39
2020-09-02,69.26
2020-09-03,69.05
2020-09-04,68.84
2020-09-07,68.7
2020-09-08,68.63
2020-09-09,68.5
2020-09-10,68.53
2020-09-11,68.13
2020-09-14,68.12
2020-09-15,68.1
2020-09-16,68.05
2020-09-17,67.96
2020-09-18,68.01
2020-09-21,67.93
2020-09-22,67.9
2020-09-23,67.55
2020-09-24,67.86
2020-09-25,67.92
2020-09-28,68.15
2020-09-29,68.33
2020-09-30,68.43
2020-10-05,68.32
2020-10-06,68.65
2020-10-07,68.39
2020-10-08,68.41
2020-10-12,68.31
2020-10-13,68.36
2020-10-14,68.41
2020-10-15,68.37
2020-10-16,68.28
2020-10-19,68.35
2020-10-20,68.39
2020-10-21,68.3
2020-10-22,68.18
2020-10-23,68.14
2020-10-26,68.3
2020-10-27,68.18
2020-10-28,68.13
2020-10-29,68.04
2020-10-30,68.11
2020-11-02,68.08
2020-11-03,68.14
2020-11-04,68.13
2020-11-05,68.17
2020-11-06,68.17
2020-11-09,68.26
2020-11-10,68.41
2020-11-11,68.42
2020-11-12,68.65
2020-11-13,68.87
2020-11-16,69.26
2020-11-17,69.59
2020-11-18,69.76
2020-11-19,69.85
2020-11-20,69.88
2020-11-23,69.78
2020-11-24,69.74
2020-11-25,69.43
2020-11-26,69.55
2020-11-27,69.69
2020-11-30,69.62
2020-12-01,69.73
2020-12-02,69.78
2020-12-03,69.99
2020-12-04,69.96
2020-12-07,70.07
2020-12-08,70.14
2020-12-09,70.21
2020-12-10,70.39
2020-12-11,70.54
2020-12-14,70.51
2020-12-15,70.7
2020-12-16,70.93
2020-12-17,71.09
2020-12-18,71.07
2020-12-21,71.1
2020-12-22,71.11
2020-12-23,71.1
2020-12-24,71.11
2020-12-25,71.11
2020-12-28,71.21
2020-12-29,71.34
2020-12-30,71.33
2020-12-31,71.39
2021-01-04,71.43
2021-01-05,71.5
2021-01-06,71.42
2021-01-07,71.43
2021-01-08,71.46
2021-01-11,71.44
2021-01-12,71.32
2021-01-13,71.45
2021-01-14,71.28
2021-01-15,71.26
2021-01-18,71.23
2021-01-19,71.24
2021-01-20,71.27
2021-01-21,71.3
2021-01-22,71.36
2021-01-25,71.37
2021-01-26,71.46
2021-01-27,71.46
2021-01-28,71.24
2021-01-29,71.41
2021-02-01,71.51
2021-02-02,71.81
2021-02-03,71.73
2021-02-04,71.62
2021-02-05,71.57
2021-02-08,71.57
2021-02-09,71.57
2021-02-17,71.45
2021-02-18,71.49
2021-02-19,71.49
2021-02-22,71.63
2021-02-23,71.64
2021-02-24,71.52
2021-02-25,71.58
2021-02-26,71.37
2021-03-02,71.55
