date,DayTradingVolume,DT_Buy,DT_Sell
2016-10-31,1466000,274963500,277631000
2016-11-01,361000,68031000,68268500
2016-11-02,318000,59471000,59269000
2016-11-03,331000,61466000,61168500
2016-11-04,552000,101908500,102216500
2016-11-07,432000,80735500,81178000
2016-11-08,424000,80120000,79972500
2016-11-09,5231000,976758000,965968000
2016-11-10,712000,132890000,132897500
2016-11-11,1130000,205570500,205771500
2016-11-14,989000,178949500,178672000
2016-11-15,1615000,291590000,292645500
2016-11-16,1375000,248903000,250401000
2016-11-17,547000,99097500,99241000
2016-11-18,294000,53169500,53130000
2016-11-21,216000,39018500,39132000
2016-11-22,691000,126130500,126630000
2016-11-23,288000,53274000,53463500
2016-11-24,343000,62955500,62879500
2016-11-25,283000,51737500,51646500
2016-11-28,495000,90146500,90716000
2016-11-29,1005000,183882500,184633500
2016-11-30,755000,137339000,137926500
2016-12-01,341000,62102000,62365500
2016-12-02,864000,154299500,154207500
2016-12-05,1252000,223896500,224241000
2016-12-06,204000,37026500,37177000
2016-12-07,908000,165596000,165195500
2016-12-08,195000,35882500,36031000
2016-12-09,1217000,225653000,225583500
2016-12-12,989000,183935500,183876500
2016-12-13,541000,100319500,100481000
2016-12-14,427000,79680500,79909000
2016-12-15,1117000,206866000,208263500
2016-12-16,488000,90581000,90346500
2016-12-19,238000,43587000,43489500
2016-12-20,960000,173731000,174721500
2016-12-21,791000,143145500,143115500
2016-12-22,336000,60353500,60225000
2016-12-23,155000,27741500,27719500
2016-12-26,135000,24197000,24220000
2016-12-27,71000,12776500,12776500
2016-12-28,69000,12543500,12534000
2016-12-29,763000,137395000,137689000
2016-12-30,1249000,225978500,226253500
2017-01-03,113000,20564500,20627500
2017-01-04,731000,133192000,133903500
2017-01-05,368000,67314500,67445000
2017-01-06,300000,55213000,55199500
2017-01-09,493000,90841000,90736500
2017-01-10,541000,99726500,99605500
2017-01-11,498000,91190500,90876500
2017-01-12,989000,181421000,182314500
2017-01-13,2757000,498910500,500240000
2017-01-16,251000,45073000,45065500
2017-01-17,160000,28824000,28921500
2017-01-18,176000,31712500,31761500
2017-01-19,183000,32930500,33036000
2017-01-20,92000,16626500,16654000
2017-01-23,561000,102504500,103575000
2017-01-24,204000,37799500,37816000
2017-02-02,1230000,228817500,229202500
2017-02-03,142000,26199000,26192500
2017-02-06,27000,4988000,4983000
2017-02-07,461000,84647000,85071500
2017-02-08,317000,58146000,58181000
2017-02-09,112000,20619500,20694000
2017-02-10,257000,47419500,47588000
2017-02-13,105000,19665000,19682000
2017-02-14,1040000,196198500,195913500
2017-02-15,790000,148375000,149197500
2017-02-16,388000,73186000,73275500
2017-02-17,200000,37930000,37921500
2017-02-20,134000,25455500,25459500
2017-02-21,325000,61487500,61717500
2017-02-22,244000,46221000,46168500
2017-02-23,211000,39828000,39836000
2017-02-24,648000,121929000,122510000
2017-03-01,226000,42232000,42230500
2017-03-02,1019000,190200500,190102500
2017-03-03,195000,35942500,35906000
2017-03-06,91000,16740000,16736500
2017-03-07,172000,31736000,31854500
2017-03-08,1750000,326717000,326551500
2017-03-09,208000,38507500,38474000
2017-03-10,80000,14713500,14690000
2017-03-13,264000,48968000,48966000
2017-03-14,202000,37744000,37846000
2017-03-15,171000,31782000,31848000
2017-03-16,507000,95788000,96034500
2017-03-17,371000,70706500,70914000
2017-03-20,277000,52684000,52918000
2017-03-21,1031000,199405000,200500000
2017-03-22,456000,87667500,88069500
2017-03-23,523000,100619500,100936500
2017-03-24,276000,53064000,53109500
2017-03-27,188000,36249500,36376000
2017-03-28,535000,103424000,103996000
2017-03-29,317000,61059000,61233000
2017-03-30,208000,39885500,39856000
2017-03-31,345000,65580000,65280500
2017-04-05,683000,130732500,131660000
2017-04-06,497000,95209500,95163500
2017-04-07,1251000,237228500,237341500
2017-04-10,82000,15615500,15599000
2017-04-11,436000,82758000,82956000
2017-04-12,286000,54498500,54630000
2017-04-13,360000,68731500,68948000
2017-04-14,681000,128620500,128428000
2017-04-17,173000,32628000,32537000
2017-04-18,293000,55213500,55105500
2017-04-19,168000,31434000,31394500
2017-04-20,239000,44679500,44754000
2017-04-21,66000,12432000,12499000
2017-04-24,569000,108191500,108300500
2017-04-25,1305000,248572000,249697000
2017-04-26,460000,87976000,87863000
2017-04-27,1006000,192610500,193239500
2017-04-28,710000,137731500,137741000
2017-05-02,1395000,274833500,275968000
2017-05-03,139000,27493500,27512500
2017-05-04,109000,21586000,21612000
2017-05-05,232000,45877000,45966500
2017-05-08,979000,195559500,196308500
2017-05-09,1653000,338957500,339789500
2017-05-10,947000,193901500,194501000
2017-05-11,1124000,231410500,232246500
2017-05-12,417000,85719500,85902000
2017-05-15,1334000,273617500,274054500
2017-05-16,747000,152389000,152453000
2017-05-17,624000,126839000,127165500
2017-05-18,1057000,213741500,214728500
2017-05-19,702000,142755500,142812500
2017-05-22,493000,100475500,100849500
2017-05-23,510000,104881500,105075000
2017-05-24,247000,50706000,50801000
2017-05-25,755000,155841500,156064000
2017-05-26,3967000,816985500,818477000
2017-05-31,917000,187712000,187078500
2017-06-01,685000,140943500,141266500
2017-06-02,479000,99598000,99880500
2017-06-05,577000,121428500,121596000
2017-06-06,380000,80027500,80293000
2017-06-07,558000,117927500,118020500
2017-06-08,193000,40964500,41013000
2017-06-09,359000,76638500,76649500
2017-06-12,1557000,323280000,324821000
2017-06-13,949000,196692000,197449500
2017-06-14,794000,164745000,164360000
2017-06-15,530000,109947500,110013000
2017-06-16,1896000,397314000,399703000
2017-06-19,865000,182987500,183745500
2017-06-20,1744000,377147000,378210500
2017-06-21,884000,190386500,190838500
2017-06-22,356000,77296000,77494500
2017-06-23,598000,130155500,129898000
2017-06-26,2720000,578506500,582043500
2017-06-27,1081000,229995500,229057000
2017-06-28,1575000,329146500,329230000
2017-06-29,973000,204200000,204226500
2017-06-30,1758000,363702000,365270000
2017-07-03,1664000,345339000,346589500
2017-07-04,579000,120197000,120011000
2017-07-05,1541000,318805500,320222000
2017-07-06,609000,126377000,126361000
2017-07-07,953000,196813500,196630500
2017-07-10,1130000,233337500,233198000
2017-07-11,853000,178449500,179315500
2017-07-12,849000,179410000,179858500
2017-07-13,3895000,830247500,835800000
2017-07-14,1674000,356138500,357820000
2017-07-17,1474000,314693000,314953000
2017-07-18,542000,115278000,115731500
2017-07-19,1275000,271766000,273512500
2017-07-20,422000,90699000,90716500
2017-07-21,390000,83443000,83672000
2017-07-24,503000,107445500,107692000
2017-07-25,712000,152167000,152508000
2017-07-26,830000,177293000,177151000
2017-07-27,1237000,265677000,266267500
2017-07-28,1001000,213145500,213209000
2017-07-31,809000,171646000,172818500
2017-08-01,394000,83829000,84008000
2017-08-02,673000,144751500,145165500
2017-08-03,1984000,422681000,423721000
2017-08-04,400000,85259000,85432500
2017-08-07,562000,120164000,120910500
2017-08-08,1269000,275702000,275943500
2017-08-09,413000,88691500,88552000
2017-08-10,1346000,287675500,287581000
2017-08-11,1386000,292650000,294276500
2017-08-14,1396000,296658000,295608500
2017-08-15,402000,85867500,85939000
2017-08-16,2681000,569308500,568874000
2017-08-17,240000,51314000,51311000
2017-08-18,611000,129448000,129777500
2017-08-21,1353000,286784000,286793000
2017-08-22,232000,49679000,49625000
2017-08-23,786000,168843000,169323500
2017-08-24,528000,114327500,114247000
2017-08-25,162000,35122500,35174000
2017-08-28,906000,195312000,195580000
2017-08-29,879000,189304000,189460500
2017-08-30,1098000,237911500,238602500
2017-08-31,3782000,817848500,817877500
2017-09-01,1548000,333507000,335307000
2017-09-04,607000,131466000,132013500
2017-09-05,838000,181893000,182083000
2017-09-06,994000,215462500,215916000
2017-09-07,1681000,365708000,365021500
2017-09-08,1639000,355916000,356456500
2017-09-11,2741000,596761000,595451500
2017-09-12,1662000,363353000,363605000
2017-09-13,1214000,264950000,264775500
2017-09-14,465000,101540000,101655000
2017-09-15,9217000,2008808000,2013730500
2017-09-18,528000,115521500,115781000
2017-09-19,1068000,235961000,236286500
2017-09-20,963000,212755000,213052000
2017-09-21,810000,178997500,179477500
2017-09-22,1538000,338402000,337298500
2017-09-25,1181000,256798000,256780500
2017-09-26,527000,113968000,113788000
2017-09-27,816000,175966000,176069000
2017-09-28,2368000,508483500,508884500
2017-09-29,1583000,342009500,342780500
2017-10-02,1331000,292151500,292784500
2017-10-03,4444000,981490000,983956500
2017-10-05,684000,153190000,153234000
2017-10-06,297000,66683500,66762500
2017-10-11,5972000,1376703500,1383290500
2017-10-12,5162000,1220191500,1222679500
2017-10-13,1722000,405741000,407319000
2017-10-16,681000,161334000,161963500
2017-10-17,911000,215155000,214803500
2017-10-18,2308000,549631500,549344000
2017-10-19,761000,182475000,182767000
2017-10-20,2317000,552338000,551625500
2017-10-23,1305000,312219000,312582000
2017-10-24,667000,159153000,159408500
2017-10-25,601000,143208500,143206500
2017-10-26,1025000,242863500,243081000
2017-10-27,1935000,461355500,461915000
2017-10-30,1772000,431291500,431979000
2017-10-31,1866000,454242500,454535000
2017-11-01,3766000,918556500,916287000
2017-11-02,2559000,618517000,617795000
2017-11-03,1112000,266329000,266253500
2017-11-06,1879000,452277000,454066500
2017-11-07,994000,241384500,241705500
2017-11-08,1161000,281556000,281553000
2017-11-09,3336000,804922500,804604000
2017-11-10,529000,127392500,127376500
2017-11-13,1891000,454396000,455136500
2017-11-14,1537000,368165500,368388500
2017-11-15,2898000,687801000,688526500
2017-11-16,2260000,538507500,538828500
2017-11-17,594000,143454500,143556000
2017-11-20,2201000,527987500,526249000
2017-11-21,1120000,269602500,270819000
2017-11-22,2007000,488389000,488443000
2017-11-23,572000,138771000,138962000
2017-11-24,1270000,308863000,309401000
2017-11-27,4808000,1149673500,1148375000
2017-11-28,4122000,964708500,965555000
2017-11-29,3008000,706620000,707398000
2017-11-30,14285000,3244316000,3263947000
2017-12-01,1798000,414377500,415118000
2017-12-04,2362000,549019500,550410000
2017-12-05,3447000,791728500,792461000
2017-12-06,2628000,597678500,597940500
2017-12-07,2931000,657076000,659840500
2017-12-08,3940000,895757000,898135500
2017-12-11,631000,143675000,143902000
2017-12-12,963000,218515000,219620500
2017-12-13,813000,184555000,184687500
2017-12-14,1239000,283178500,284357000
2017-12-15,3993000,914111000,913981000
2017-12-18,954000,216564000,216929000
2017-12-19,2617000,592502500,591672000
2017-12-20,1185000,266018000,266057000
2017-12-21,1653000,373175500,373196000
2017-12-22,716000,161197000,161940500
2017-12-25,1234000,281689000,281663000
2017-12-26,3340000,759092500,754656500
2017-12-27,442000,99555500,99631500
2017-12-28,3427000,775715000,777960500
2017-12-29,3398000,775413000,778514500
2018-01-02,758000,175838000,175903000
2018-01-03,1778000,420409500,421344500
2018-01-04,1356000,322732500,323890000
2018-01-05,1078000,258085000,258400500
2018-01-08,602000,145405000,145542500
2018-01-09,1011000,243179500,244097000
2018-01-10,1657000,394856000,394348500
2018-01-11,4394000,1026237000,1028702500
2018-01-12,2706000,637637500,639346000
2018-01-15,2113000,504595500,506133500
2018-01-16,838000,200363500,201085500
2018-01-17,1497000,360411500,361666000
2018-01-18,6117000,1510212000,1518333500
2018-01-19,4098000,1037286500,1041523500
2018-01-22,2798000,727399500,726797500
2018-01-23,3727000,984571500,985871000
2018-01-24,4891000,1264600500,1264174500
2018-01-25,4650000,1204699500,1209078500
2018-01-26,5570000,1419364000,1422703500
2018-01-29,2702000,694908000,699419000
2018-01-30,4119000,1051322000,1047614500
2018-01-31,4027000,1023818500,1028559000
2018-02-01,1306000,339004000,339086000
2018-02-02,3238000,831860000,836051500
2018-02-05,5822000,1465463500,1471906000
2018-02-06,16301000,3894039500,3901617500
2018-02-07,12139000,2940226000,2935466500
2018-02-08,3590000,859404500,861409500
2018-02-09,9865000,2271727500,2279106500
2018-02-12,4111000,970277500,972001000
2018-02-21,2983000,725591000,725740000
2018-02-22,3480000,838559000,840092500
2018-02-23,3267000,793799500,795507000
2018-02-26,2898000,712699000,713802000
2018-02-27,3824000,946197500,950497500
2018-03-01,889000,216240000,216531000
2018-03-02,2043000,488745000,490278500
2018-03-05,1391000,335848500,336627500
2018-03-06,5012000,1237825500,1241351500
2018-03-07,1590000,393448500,393805000
2018-03-08,1884000,472088000,472398500
2018-03-09,2124000,530714500,531400500
2018-03-12,2023000,511709500,513753500
2018-03-13,3199000,822118500,823980500
2018-03-14,2674000,685140000,686125000
2018-03-15,1098000,281317500,281403000
2018-03-16,14756000,3722881500,3735260500
2018-03-19,3336000,839989000,846409500
2018-03-20,3096000,781081000,782553500
2018-03-21,3369000,850710500,851157000
2018-03-22,3142000,791501500,792319000
2018-03-23,3272000,803368500,803969000
2018-03-26,2719000,658431500,660980500
2018-03-27,2733000,678592000,681595500
2018-03-28,2281000,560516000,560879000
2018-03-29,3977000,968507000,972747500
2018-03-30,1222000,303053500,303220500
2018-04-02,1711000,423383500,423053500
2018-04-03,3060000,743231500,745377500
2018-04-09,4147000,1014638500,1018792000
2018-04-10,3685000,908742500,911807500
2018-04-11,2574000,637271500,637909500
2018-04-12,2975000,731157000,730791500
2018-04-13,1398000,342712000,342331500
2018-04-16,2286000,555579000,555952500
2018-04-17,2361000,564787000,564271000
2018-04-18,5355000,1276883000,1276160500
2018-04-19,4817000,1169627500,1173524500
2018-04-20,15031000,3445236500,3457312000
2018-04-23,6177000,1397434000,1399105500
2018-04-24,3711000,837821500,841340500
2018-04-25,3665000,825567500,825637500
2018-04-26,3417000,765722000,762894000
2018-04-27,3599000,801182500,802600500
2018-04-30,4102000,926961000,929916000
2018-05-02,4306000,968420000,968061000
2018-05-03,4717000,1042117000,1043406500
2018-05-04,5081000,1128629500,1129764500
2018-05-07,5326000,1189287000,1192051000
2018-05-08,3432000,774294500,779032000
2018-05-09,4744000,1090957000,1092685500
2018-05-10,2958000,680990500,680779000
2018-05-11,4758000,1107132500,1107780000
2018-05-14,1451000,338881500,338911500
2018-05-15,2006000,462997000,463538500
2018-05-16,2152000,494244500,494394000
2018-05-17,1969000,450242500,449552500
2018-05-18,3590000,807567000,806485500
2018-05-21,1396000,318053500,318691500
2018-05-22,4205000,969191000,971043000
2018-05-23,2972000,682027000,682860500
2018-05-24,943000,215977000,216260000
2018-05-25,2376000,543439500,543982000
2018-05-28,1167000,264963000,265538000
2018-05-29,1659000,372303500,372942000
2018-05-30,4129000,914509000,916912000
2018-05-31,7033000,1561615500,1566710500
2018-06-01,2485000,558345500,558137500
2018-06-04,3336000,761075500,762048500
2018-06-05,3864000,881218000,883505000
2018-06-06,3607000,824889500,826304000
2018-06-07,2785000,638919500,639355000
2018-06-08,1482000,336342000,336685500
2018-06-11,2652000,599078500,599649500
2018-06-12,6191000,1397278000,1399268000
2018-06-13,2985000,685139000,685694000
2018-06-14,3976000,907396000,909611000
2018-06-15,8076000,1831868000,1837072000
2018-06-19,5879000,1321831500,1323618000
2018-06-20,1880000,422519000,424925500
2018-06-21,1794000,406902500,406535500
2018-06-22,1978000,444691500,447764000
2018-06-25,4531000,992237000,990171500
2018-06-26,4317000,926630000,926793000
2018-06-27,5944000,1271988500,1272040500
2018-06-28,8078000,1713753500,1710641500
2018-06-29,5162000,1103308500,1110976000
2018-07-02,5164000,1115008500,1122654000
2018-07-03,4744000,1020869000,1025859500
2018-07-04,2196000,475106000,475421500
2018-07-05,2224000,476331000,476946000
2018-07-06,3913000,844803000,846182500
2018-07-09,5182000,1141880500,1147457000
2018-07-10,1676000,373454000,373795000
2018-07-11,2691000,589874500,590408500
2018-07-12,1332000,292684500,293735500
2018-07-13,2421000,540331000,541669000
2018-07-16,1204000,269699500,270157000
2018-07-17,1190000,264038500,264156500
2018-07-18,2483000,553992000,553851500
2018-07-19,5556000,1252895000,1256283500
2018-07-20,7195000,1688461500,1688862500
2018-07-23,10614000,2564400500,2565896500
2018-07-24,1855000,444671000,446324500
2018-07-25,1767000,424025000,424873000
2018-07-26,5519000,1331292000,1329560500
2018-07-27,3164000,769083500,770976000
2018-07-30,1261000,308540500,308927500
2018-07-31,2044000,498806000,500781000
2018-08-01,1929000,477658500,478060000
2018-08-02,1693000,416370500,416967500
2018-08-03,1797000,441915500,443453500
2018-08-06,2653000,650404000,650803000
2018-08-07,2205000,536304500,537018000
2018-08-08,1869000,459646000,461240000
2018-08-09,658000,162575000,162697000
2018-08-10,1432000,351625500,351737000
2018-08-13,2661000,639918000,640675000
2018-08-14,2699000,657719000,658025000
2018-08-15,2235000,539393000,541383000
2018-08-16,1809000,432391000,433310500
2018-08-17,1504000,360658000,360533000
2018-08-20,903000,215538000,215989500
2018-08-21,1233000,295417000,295865000
2018-08-22,1129000,272683500,273055500
2018-08-23,1859000,453620000,453409500
2018-08-24,2407000,586826000,588466500
2018-08-27,1427000,350141500,350181500
2018-08-28,2682000,668486500,668788500
2018-08-29,6170000,1577807000,1584997500
2018-08-30,6900000,1825433000,1828494500
2018-08-31,6258000,1601167000,1604246500
2018-09-03,1599000,411915500,413355500
2018-09-04,2136000,548801000,549576000
2018-09-05,4210000,1101938500,1103131000
2018-09-06,4498000,1180367000,1189901000
2018-09-07,3094000,810970000,812818500
2018-09-10,3681000,974586500,976395500
2018-09-11,5284000,1374147000,1377440500
2018-09-12,3475000,901602000,904239500
2018-09-13,6318000,1616535000,1617107000
2018-09-14,4515000,1166894500,1170196500
2018-09-17,2733000,708114000,710719000
2018-09-18,2763000,704904500,705582500
2018-09-19,8264000,2131830000,2133509500
2018-09-20,2776000,718865500,720549000
2018-09-21,5118000,1330590500,1335232000
2018-09-25,2717000,712878000,712899000
2018-09-26,2381000,625207000,626329000
2018-09-27,2916000,770821500,771723500
2018-09-28,7586000,1989999500,1994215000
2018-10-01,1378000,361609500,361653000
2018-10-02,4578000,1183685000,1186860500
2018-10-03,3954000,1021985500,1023009000
2018-10-04,5330000,1358806500,1360031500
2018-10-05,5195000,1299482500,1300552000
2018-10-08,7719000,1876709500,1878854000
2018-10-09,4597000,1119060000,1120937500
2018-10-11,12550000,2888376500,2898225000
2018-10-12,8846000,2047392500,2054834000
2018-10-15,5912000,1369178500,1369741000
2018-10-16,5950000,1385734000,1394040500
2018-10-17,8787000,2112110500,2118387000
2018-10-18,3668000,869598000,870637000
2018-10-19,7774000,1809595000,1819984500
2018-10-22,7785000,1822609500,1826488000
2018-10-23,3534000,821724000,823124500
2018-10-24,7087000,1622424000,1625683000
2018-10-25,10628000,2342617500,2342323500
2018-10-26,7622000,1679261000,1680759000
2018-10-29,2515000,558713500,559672000
2018-10-30,7052000,1569303000,1575608000
2018-10-31,8262000,1902208000,1909879500
2018-11-01,7790000,1832737500,1837715500
2018-11-02,6622000,1556770000,1559957000
2018-11-05,3915000,916429000,917664000
2018-11-06,5450000,1274864500,1277640500
2018-11-07,7851000,1840385000,1841827000
2018-11-08,1425000,337498500,337161000
2018-11-09,4820000,1118870500,1119578000
2018-11-12,5534000,1285445000,1290507000
2018-11-13,4367000,987087500,989007000
2018-11-14,2876000,660877500,660292500
2018-11-15,3960000,911911500,913463500
2018-11-16,5917000,1342560000,1346232500
2018-11-19,6275000,1395966000,1398289500
2018-11-20,4802000,1051151000,1052554500
2018-11-21,8404000,1820626500,1826789000
2018-11-22,2954000,650644500,652610000
2018-11-23,2963000,647557000,649596500
2018-11-26,4111000,915154000,916768500
2018-11-27,3775000,833259500,836065500
2018-11-28,4549000,1019224500,1021336000
2018-11-29,5771000,1325717500,1329625000
2018-11-30,6082000,1380470000,1388428000
2018-12-03,6459000,1502783000,1506107000
2018-12-04,5069000,1180617000,1182983500
2018-12-05,6054000,1369817000,1369812000
2018-12-06,4998000,1100845500,1102799000
2018-12-07,3690000,818774000,819944500
2018-12-10,1546000,338570500,338839000
2018-12-11,6084000,1344616500,1349344500
2018-12-12,2335000,523672500,525605000
2018-12-13,6831000,1547369500,1549525500
2018-12-14,7827000,1731330500,1732880000
2018-12-17,3075000,683878500,686157500
2018-12-18,3299000,730144000,732123500
2018-12-19,1472000,328913500,330342500
2018-12-20,4161000,921328500,922984500
2018-12-21,6877000,1518470500,1525951500
2018-12-24,1007000,222108000,221905000
2018-12-25,2598000,561461500,562994000
2018-12-26,1121000,244482000,243625000
2018-12-27,3398000,753651000,755719000
2018-12-28,2567000,573932000,576918500
2019-01-02,6999000,1550413000,1548574000
2019-01-03,6098000,1312326500,1318299500
2019-01-04,10201000,2128432000,2126164000
2019-01-07,3415000,725297500,726659000
2019-01-08,2827000,597023500,597152500
2019-01-09,5541000,1185406000,1190442000
2019-01-10,1286000,276786000,277553500
2019-01-11,2466000,541080000,542506000
2019-01-14,3015000,657629500,659087000
2019-01-15,9213000,2002560500,2014642500
