Price,Adj Close,Close,High,Low,Open,Volume
Ticker,3037.TW,3037.TW,3037.TW,3037.TW,3037.TW,3037.TW
Date,,,,,,
2015-12-28,11.906757354736328,14.600000381469727,14.649999618530273,14.5,14.600000381469727,2429000
2015-12-29,11.580543518066406,14.199999809265137,14.399999618530273,14.199999809265137,14.350000381469727,6872000
2015-12-30,11.580543518066406,14.199999809265137,14.399999618530273,14.199999809265137,14.350000381469727,3927000
2015-12-31,11.376662254333496,13.949999809265137,14.25,13.850000381469727,14.199999809265137,4728000
2016-01-04,11.213554382324219,13.75,14.050000190734863,13.699999809265137,13.949999809265137,3709000
2016-01-05,11.172778129577637,13.699999809265137,13.949999809265137,13.699999809265137,13.75,3267000
2016-01-06,10.765012741088867,13.199999809265137,13.800000190734863,13.100000381469727,13.699999809265137,7558000
2016-01-07,10.520352363586426,12.899999618530273,13.300000190734863,12.800000190734863,13.149999618530273,5969000
2016-01-08,10.683459281921387,13.100000381469727,13.149999618530273,12.75,12.75,3805000
2016-01-11,10.765012741088867,13.199999809265137,13.449999809265137,13.100000381469727,13.199999809265137,6180000
2016-01-12,10.520352363586426,12.899999618530273,13.300000190734863,12.899999618530273,13.199999809265137,4888000
2016-01-13,10.438800811767578,12.800000190734863,13.149999618530273,12.800000190734863,12.949999809265137,3691000
2016-01-14,10.071812629699707,12.350000381469727,12.699999809265137,12.25,12.699999809265137,6811000
2016-01-15,9.990257263183594,12.25,12.550000190734863,12.149999618530273,12.550000190734863,6205000
2016-01-18,10.112586975097656,12.399999618530273,12.600000381469727,11.850000381469727,11.949999809265137,6266000
2016-01-19,10.153364181518555,12.449999809265137,12.600000381469727,12.300000190734863,12.350000381469727,4319000
2016-01-20,9.82715129852295,12.050000190734863,12.449999809265137,12.050000190734863,12.449999809265137,5198000
2016-01-21,9.990257263183594,12.25,12.25,12.0,12.149999618530273,4483000
2016-01-22,10.153364181518555,12.449999809265137,12.5,12.350000381469727,12.399999618530273,4026000
2016-01-25,10.234916687011719,12.550000190734863,12.600000381469727,12.399999618530273,12.550000190734863,2146000
2016-01-26,10.112586975097656,12.399999618530273,12.5,12.300000190734863,12.449999809265137,1999000
2016-01-27,10.194141387939453,12.5,12.649999618530273,12.449999809265137,12.550000190734863,3465000
2016-01-28,10.601905822753906,13.0,13.100000381469727,12.5,12.550000190734863,9411000
2016-01-29,10.80578899383545,13.25,13.850000381469727,13.25,13.5,35022000
2016-02-01,11.417437553405762,14.0,14.25,13.800000190734863,14.0,30405000
2016-02-02,11.66209888458252,14.300000190734863,14.399999618530273,14.050000190734863,14.300000190734863,34399000
2016-02-03,11.702875137329102,14.350000381469727,14.550000190734863,14.199999809265137,14.300000190734863,37600000
2016-02-15,12.599959373474121,15.449999809265137,15.5,14.25,14.300000190734863,28670000
2016-02-16,12.518406867980957,15.350000381469727,15.800000190734863,15.199999809265137,15.449999809265137,22665000
2016-02-17,12.681512832641602,15.550000190734863,15.850000381469727,15.350000381469727,15.399999618530273,18344000
2016-02-18,13.456265449523926,16.5,16.600000381469727,15.899999618530273,15.899999618530273,36105000
2016-02-19,13.537820816040039,16.600000381469727,17.0,16.5,16.700000762939453,20183000
2016-02-22,13.252384185791016,16.25,16.75,16.149999618530273,16.700000762939453,12477000
2016-02-23,13.497042655944824,16.549999237060547,16.75,16.299999237060547,16.5,13278000
2016-02-24,13.497042655944824,16.549999237060547,16.649999618530273,16.350000381469727,16.549999237060547,6656000
2016-02-25,13.33393669128418,16.350000381469727,16.75,16.25,16.600000381469727,8613000
2016-02-26,13.782479286193848,16.899999618530273,16.899999618530273,16.350000381469727,16.549999237060547,12170000
2016-03-01,13.782479286193848,16.899999618530273,17.149999618530273,16.75,16.899999618530273,8592000
2016-03-02,13.70092487335205,16.799999237060547,17.049999237060547,16.549999237060547,16.899999618530273,11654000
2016-03-03,13.537820816040039,16.600000381469727,17.049999237060547,16.600000381469727,16.899999618530273,7110000
2016-03-04,13.864031791687012,17.0,17.0,16.649999618530273,16.649999618530273,7457000
2016-03-07,13.619373321533203,16.700000762939453,17.100000381469727,16.700000762939453,17.0,5362000
2016-03-08,14.271799087524414,17.5,17.799999237060547,16.600000381469727,16.700000762939453,19316000
2016-03-09,14.108691215515137,17.299999237060547,17.549999237060547,17.149999618530273,17.5,10593000
2016-03-10,13.98636245727539,17.149999618530273,17.450000762939453,17.149999618530273,17.299999237060547,5692000
2016-03-11,13.945584297180176,17.100000381469727,17.299999237060547,17.100000381469727,17.149999618530273,4121000
2016-03-14,14.027140617370605,17.200000762939453,17.399999618530273,17.149999618530273,17.25,4728000
2016-03-15,13.293159484863281,16.299999237060547,17.299999237060547,16.299999237060547,17.299999237060547,11020000
2016-03-16,13.619373321533203,16.700000762939453,16.799999237060547,16.549999237060547,16.549999237060547,7905000
2016-03-17,13.33393669128418,16.350000381469727,17.049999237060547,16.350000381469727,17.0,10409000
2016-03-18,13.130053520202637,16.100000381469727,16.649999618530273,16.0,16.399999618530273,19239000
2016-03-21,13.170829772949219,16.149999618530273,16.299999237060547,16.0,16.100000381469727,7974000
2016-03-22,13.130053520202637,16.100000381469727,16.299999237060547,15.899999618530273,16.200000762939453,12151000
2016-03-23,13.170829772949219,16.149999618530273,16.399999618530273,16.100000381469727,16.100000381469727,8076000
2016-03-24,13.048502922058105,16.0,16.299999237060547,15.899999618530273,16.299999237060547,16847000
2016-03-25,12.559182167053223,15.399999618530273,16.149999618530273,15.399999618530273,16.100000381469727,15445000
2016-03-28,12.559182167053223,15.399999618530273,15.5,15.25,15.399999618530273,4346000
2016-03-29,12.35529899597168,15.149999618530273,15.600000381469727,15.100000381469727,15.399999618530273,6096000
2016-03-30,12.76306438446045,15.649999618530273,15.649999618530273,15.149999618530273,15.149999618530273,5341000
2016-03-31,12.722288131713867,15.600000381469727,15.800000190734863,15.449999809265137,15.699999809265137,4223000
2016-04-01,12.640734672546387,15.5,15.699999809265137,15.300000190734863,15.699999809265137,3648000
2016-04-06,12.722288131713867,15.600000381469727,15.699999809265137,15.350000381469727,15.5,4289000
2016-04-07,12.477629661560059,15.300000190734863,15.649999618530273,15.25,15.649999618530273,3331000
2016-04-08,12.640734672546387,15.5,15.600000381469727,15.199999809265137,15.25,2852000
2016-04-11,13.048502922058105,16.0,16.200000762939453,15.5,15.600000381469727,10311000
2016-04-12,12.803841590881348,15.699999809265137,15.899999618530273,15.550000190734863,15.850000381469727,5722000
2016-04-13,12.885395050048828,15.800000190734863,15.800000190734863,15.600000381469727,15.75,3098000
2016-04-14,12.966948509216309,15.899999618530273,16.049999237060547,15.699999809265137,15.899999618530273,3648000
2016-04-15,13.048502922058105,16.0,16.0,15.75,15.899999618530273,4177000
2016-04-18,12.885395050048828,15.800000190734863,16.049999237060547,15.800000190734863,16.049999237060547,2383000
2016-04-19,12.966948509216309,15.899999618530273,15.949999809265137,15.75,15.850000381469727,2871000
2016-04-20,12.722288131713867,15.600000381469727,16.049999237060547,15.600000381469727,16.0,2654000
