date,Dealer_self,Foreign_Dealer_Self,外資,投信,自營商,三大法人合計
2016-03-01,26000,0,8436253,161000,-346000,8277253
2016-03-02,137000,0,14370787,789000,-130000,15166787
2016-03-03,-268000,0,16358602,-64000,-850000,15176602
2016-03-04,0,0,-264294,-401000,1405000,739706
2016-03-07,-135000,0,-22664,94000,276000,212336
2016-03-08,227000,0,6524400,-141000,662000,7272400
2016-03-09,-123000,0,12206939,-369000,-502000,11212939
2016-03-10,-512000,0,14100540,13000,-815000,12786540
2016-03-11,-174000,0,15091884,169000,-250652,14836232
2016-03-14,175000,0,18570792,-375000,-75000,18295792
2016-03-15,-504000,0,7167468,-386000,944000,7221468
2016-03-16,-45000,0,13672058,-186000,330000,13771058
2016-03-17,-1796000,0,30790570,-380000,-432000,28182570
2016-03-18,-138000,0,26230693,-114000,-401000,25577693
2016-03-21,-55000,0,12601553,-256000,368000,12658553
2016-03-22,577000,0,4413704,-93000,193000,5090704
2016-03-23,-24000,0,10884002,-369000,-883000,9608002
2016-03-24,-232000,0,5502127,-598000,1218000,5890127
2016-03-25,51000,0,1450600,-371000,398000,1528600
2016-03-28,76000,0,7823808,-615000,-766000,6518808
2016-03-29,-1037000,0,5577375,-567000,-452000,3521375
2016-03-30,312000,0,14812418,215000,-101000,15238418
2016-03-31,537000,0,7986908,627000,59000,9209908
2016-04-01,52000,0,-5720556,23000,1442615,-4202941
2016-04-06,2725000,0,-15350903,-177000,1007385,-11795518
2016-04-07,-1243000,0,-4196243,-186000,-1046000,-6671243
2016-04-08,-584000,0,-473796,-313000,-1880000,-3250796
2016-04-11,-434000,0,-4344920,-258000,155000,-4881920
2016-04-12,-405000,0,-2180730,158000,283000,-2144730
2016-04-13,-203000,0,22644728,-467000,-671000,21303728
2016-04-14,77000,0,7137356,-141000,1799000,8872356
2016-04-15,385000,0,-3565837,-1062260,-259000,-4502097
2016-04-18,-622000,0,-5190492,-307740,896000,-5224232
2016-04-19,-78000,0,-4567150,-157000,105000,-4697150
2016-04-20,-37000,0,-10635581,-624000,458999,-10837582
2016-04-21,-195000,0,11166864,-173000,-989000,9809864
2016-04-22,-204000,0,7472655,-86000,-2036749,5145906
2016-04-25,-163000,0,2191060,-257000,222000,1993060
2016-04-26,-33000,0,1289182,15000,396000,1667182
2016-04-27,1281000,0,-6659070,214000,1587000,-3577070
2016-04-28,47000,0,-16297624,-273000,1405000,-15118624
2016-04-29,1268000,0,-28496849,-1187000,772000,-27643849
2016-05-03,1840000,0,-47307028,-373000,634000,-45206028
2016-05-04,1008000,0,-26841791,-155000,2000,-25986791
2016-05-05,1339000,0,-13866417,74000,112000,-12341417
2016-05-06,68000,0,-6136259,-8000,55000,-6021259
2016-05-09,-957000,0,-10302993,145000,52000,-11062993
2016-05-10,-16000,0,-8876815,124107,460000,-8308708
2016-05-11,195000,0,-16584617,421938,-351000,-16318679
2016-05-12,-492000,0,-7227830,-146000,-220000,-8085830
2016-05-13,978000,0,-33496407,320000,-44000,-32242407
2016-05-16,351000,0,-9747619,549000,-428000,-9275619
2016-05-17,492000,0,-7860348,560000,-505000,-7313348
2016-05-18,721000,0,-5936544,73000,-281000,-5423544
2016-05-19,-249000,0,-6979647,277000,-883000,-7834647
2016-05-20,-2195000,0,6171749,283000,-1574000,2685749
2016-05-23,104000,0,13388481,2855000,-56000,16291481
2016-05-24,336000,0,-5507268,-272000,445000,-4998268
2016-05-25,-684000,0,12362897,610000,-339000,11949897
2016-05-26,-154000,0,4087200,125000,-159000,3899200
2016-05-27,-40000,0,5755565,331000,-203000,5843565
2016-05-30,107000,0,18644659,-87000,246000,18910659
2016-05-31,-566000,0,8534596,-54985,539000,8452611
2016-06-01,-310000,0,13012028,-45000,-310000,12347028
2016-06-02,-196000,0,6856672,-40000,-251000,6369672
2016-06-03,-211000,0,16979179,-171000,-78000,16519179
2016-06-04,44000,0,752300,-708000,602000,690300
2016-06-06,153000,0,11301671,-105000,-81000,11268671
2016-06-07,661000,0,17829656,18466,-125000,18384122
2016-06-08,278000,0,19134405,-117000,-332000,18963405
2016-06-13,741000,0,-8880858,-426000,1101000,-7464858
2016-06-14,1257000,0,3633162,-453000,693000,5130162
2016-06-15,1346000,0,5152111,14000,650000,7162111
2016-06-16,1821000,0,-10653343,-258000,139000,-8951343
2016-06-17,687000,0,7675581,-308552,-993250,7060779
2016-06-20,1978000,0,-365788,75000,271240,1958452
2016-06-21,1072000,0,11665024,-9000,-517000,12211024
2016-06-22,1618000,0,4326423,-5000,965000,6904423
2016-06-23,2392000,0,1827210,-15000,506000,4710210
2016-06-24,6476000,0,-39335522,-680000,2984000,-30555522
2016-06-27,-1961000,0,6303865,475000,-3090000,1727865
2016-06-28,-922000,0,13679449,222000,-693000,12286449
2016-06-29,-799000,0,14988675,50000,-655000,13584675
2016-06-30,-2047000,0,25194860,-26000,-720000,22401860
2016-07-01,-743000,0,23285763,-129000,-943000,21470763
2016-07-04,-189000,0,12378788,-183000,-796000,11210788
2016-07-05,-152000,0,2103571,-885000,383000,1449571
2016-07-06,387000,0,-11343579,-689000,865000,-10780579
2016-07-07,-441000,0,5786792,-169000,-1222000,3954792
2016-07-11,-5546000,0,26151078,-319000,-63000,20223078
2016-07-12,-636000,0,16099444,23000,9000,15495444
2016-07-13,321000,0,-13077151,-719000,1108000,-12367151
2016-07-14,-2134000,0,8311867,-413000,-686000,5078867
2016-07-15,544000,0,2857037,-1087478,43000,2356559
2016-07-18,335000,0,6120983,-598000,59000,5916983
2016-07-19,-310000,0,9919986,-795026,223000,9037960
2016-07-20,-643000,0,13025976,28222,-237000,12174198
2016-07-21,133000,0,11740078,-614275,4000,11262803
2016-07-22,-435000,0,5743050,-176000,-972000,4160050
2016-07-25,-299000,0,4472573,873000,175000,5221573
2016-07-26,0,0,9523249,-66000,-19000,9438249
2016-07-27,-181000,0,17819000,-79000,-270000,17289000
2016-07-28,-865000,0,10860240,240039,-301000,9934279
2016-07-29,532000,0,-2710528,-258458,836000,-1600986
2016-08-01,-2027000,0,14288330,222000,-1020995,11462335
2016-08-02,30000,0,753143,-609000,426995,601138
2016-08-03,316000,0,-10019865,-162000,1401000,-8464865
2016-08-04,-153000,0,1914196,-132686,-610000,1018510
2016-08-05,-1496000,0,13041881,-361000,-1162002,10022879
2016-08-08,-207000,0,2520774,58000,-303000,2068774
2016-08-09,-492000,0,5246112,92000,-644433,4201679
2016-08-10,38000,0,2334690,-169000,70000,2273690
2016-08-11,-64000,0,-8460408,-370000,824435,-8069973
2016-08-12,-350000,0,6078189,-244000,-669000,4815189
2016-08-15,-70000,0,4621372,-113000,-260000,4178372
2016-08-16,983000,0,-9571879,-297000,1043000,-7842879
2016-08-17,-1326000,0,6920611,-554000,-1085000,3955611
2016-08-18,17000,0,2517466,-385000,721000,2870466
2016-08-19,-329000,0,-901952,-974000,-313000,-2517952
2016-08-22,174000,0,-6360414,-115000,785000,-5516414
2016-08-23,18000,0,3254321,-419000,-720000,2133321
2016-08-24,-209000,0,172819,-148000,-94000,-278181
2016-08-25,-140000,0,9355589,-145000,-145000,8925589
2016-08-26,367000,0,447188,-429000,541000,926188
2016-08-29,-294000,0,-2192574,-83000,391000,-2178574
2016-08-30,670000,0,-7382647,-243000,911000,-6044647
2016-08-31,-1278000,0,8465803,-45317,-1654000,5488486
2016-09-01,99000,0,-8575300,468902,605000,-7402398
2016-09-02,-83000,0,2209090,-62000,-515000,1549090
2016-09-05,207000,0,7978000,150000,-93000,8242000
2016-09-06,-47000,0,6983328,27000,-670000,6293328
2016-09-07,936000,0,7275594,201000,-878422,7534172
2016-09-08,632000,0,995421,-121000,-111000,1395421
2016-09-09,1460000,0,-10503059,-57000,483422,-8616637
2016-09-10,-731000,0,-8435800,-70000,-1266274,-10503074
2016-09-12,1119000,0,-22075885,-307000,1008274,-20255611
2016-09-13,253000,0,-8800412,-67483,623000,-7991895
2016-09-14,-241000,0,-19242709,281000,547000,-18655709
2016-09-19,-1692000,0,19318196,291000,-846510,17070686
2016-09-20,1164000,0,4152252,-127000,-572490,4616762
2016-09-21,-1052000,0,5964939,158000,-574000,4496939
2016-09-22,-329000,0,8829399,408000,-316000,8592399
2016-09-23,-365000,0,6938936,-79000,32000,6526936
2016-09-26,662000,0,-6565331,-237000,614000,-5526331
2016-09-29,-1209000,0,15260493,29000,164000,14244493
2016-09-30,193000,0,-3468803,944946,387500,-1943357
2016-10-03,-544000,0,5496591,111000,17000,5080591
2016-10-04,155000,0,2634809,-199000,157000,2747809
2016-10-05,-269000,0,1581208,-606000,1323000,2029208
2016-10-06,-330000,0,2089730,119000,-5000,1873730
2016-10-07,-320000,0,3578967,89000,-553000,2794967
2016-10-11,210000,0,-2799233,164000,22000,-2403233
2016-10-12,-406000,0,1783536,-237000,997500,2138036
2016-10-13,1898000,0,-15117332,-86000,1447000,-11858332
2016-10-14,-1607000,0,-10018290,-455000,-24000,-12104290
2016-10-17,-805000,0,-3801782,-22000,1200000,-3428782
2016-10-18,358000,0,-1958287,226000,742000,-632287
2016-10-19,311000,0,9042003,43000,-1237000,8159003
2016-10-20,13000,0,5847705,318000,-947000,5231705
2016-10-21,627000,0,-1121493,-95000,803500,214007
2016-10-24,-49000,0,2705706,286000,-424000,2518706
2016-10-25,-124000,0,5391382,-413000,-438500,4415882
2016-10-26,425000,0,-5942167,-9000,652000,-4874167
2016-10-27,1003000,0,-15023109,74144,2036000,-11909965
2016-10-28,-550000,0,-639758,120000,-400000,-1469758
2016-10-31,167000,0,-4010175,12700,-252000,-4082475
2016-11-01,189000,0,-63094,-50524,919830,995212
2016-11-02,396000,0,-8259800,357006,234000,-7272794
2016-11-03,401000,0,-9185216,-212000,453170,-8543046
2016-11-04,-139000,0,-4745089,-193500,-17000,-5094589
2016-11-07,454000,0,-483167,111000,-2037000,-1955167
2016-11-08,892000,0,-1430780,-137000,178000,-497780
2016-11-09,431000,0,-29870222,-147000,610000,-28976222
2016-11-10,1313000,0,-4202202,269000,1039000,-1581202
2016-11-11,334000,0,-31532935,224000,-530000,-31504935
2016-11-14,1091000,0,-29711092,-163874,1001000,-27782966
2016-11-15,-171000,0,-12819833,212867,-788000,-13565966
2016-11-16,1068000,0,-11577244,257000,136000,-10116244
2016-11-17,-341000,0,-4890669,4840,154000,-5072829
2016-11-18,284000,0,-9801528,-45000,695000,-8867528
2016-11-21,195000,0,-6749996,-184000,275000,-6463996
2016-11-22,317000,0,5255517,-10000,187000,5749517
2016-11-23,-62000,0,4231232,-550000,-486000,3133232
2016-11-24,1030000,0,-8209856,65000,228999,-6885857
2016-11-25,488000,0,-2545895,-7000,1091000,-973895
2016-11-28,-911000,0,1345547,-246000,236210,424757
2016-11-29,377000,0,-1547804,-427000,122178,-1475626
2016-11-30,-376000,0,-1367022,-193000,44000,-1892022
2016-12-01,504000,0,-2466156,-9778,229000,-1742934
2016-12-02,609000,0,-37222209,-481000,-285000,-37379209
2016-12-05,-916000,0,-11744163,-10000,225000,-12445163
2016-12-06,-375000,0,10136412,-141411,-214000,9406001
2016-12-07,292000,0,-4075570,-10000,57000,-3736570
2016-12-08,-1315000,0,11435158,35000,-658000,9497158
2016-12-09,-567000,0,7855935,156000,-374000,7070935
2016-12-12,347000,0,-210773,-30000,-177000,-70773
2016-12-13,-200000,0,3311859,11000,-438000,2684859
2016-12-14,-462000,0,6819179,0,-726000,5631179
2016-12-15,170000,0,1196381,-20000,-385000,961381
2016-12-16,-164000,0,-649199,-207799,307000,-713998
2016-12-19,981000,0,-1624720,153000,208000,-282720
2016-12-20,694000,0,-7953466,-674000,1562000,-6371466
2016-12-21,2904000,0,-16211224,113000,1426000,-11768224
2016-12-22,456000,0,-13979769,-139000,787000,-12875769
2016-12-23,116000,0,-13904477,-26000,392000,-13422477
2016-12-26,121000,0,-3106700,190000,245000,-2550700
2016-12-27,-69000,0,-2368837,296000,39000,-2102837
2016-12-28,53000,0,3910482,-10000,217822,4171304
2016-12-29,176000,0,-3993928,-171000,354000,-3634928
2016-12-30,534000,0,7209829,-82000,695835,8357664
2017-01-03,-917000,0,52137,-90000,-276000,-1230863
2017-01-04,-191000,0,-4106237,15000,76000,-4206237
2017-01-05,122000,0,1799757,-537000,179000,1563757
2017-01-06,-166000,0,3877589,45000,-30000,3726589
2017-01-09,-986000,0,3373437,7000,15000,2409437
2017-01-10,-974000,0,3463065,-330000,129000,2288065
2017-01-11,1383000,0,-8874725,-50000,152165,-7389560
2017-01-12,-1239000,0,12006103,-1047000,-706000,9014103
2017-01-13,-560000,0,-12338727,-751000,-185000,-13834727
2017-01-16,658000,0,-16501081,-790000,-300000,-16933081
2017-01-17,-487000,0,-336719,-47000,34235,-836484
2017-01-18,553000,0,-1256700,76000,-1411000,-2038700
2017-01-19,-271000,0,-2291048,-213000,-141000,-2916048
2017-01-20,-296000,0,7942539,-60000,-129000,7457539
2017-01-23,-1055000,0,22455156,158172,-915095,20643233
2017-01-24,-893000,0,30447094,10000,-451905,29112189
2017-02-02,-409000,0,20156297,-23000,-1056000,18668297
2017-02-03,435000,0,-2347059,289000,-175000,-1798059
2017-02-06,468000,0,1452606,-496000,-99000,1325606
2017-02-07,-181000,0,-860360,-348000,186000,-1203360
2017-02-08,569000,0,-15343983,-316400,468000,-14623383
2017-02-09,-333000,0,-737739,298000,-608000,-1380739
2017-02-10,178000,0,-5995146,524000,46000,-5247146
2017-02-13,65000,0,740994,201000,-629000,377994
2017-02-14,1348000,0,-2290079,-82000,193000,-831079
2017-02-15,-1260000,0,12845935,16000,-1380000,10221935
2017-02-16,-234000,0,5381910,-141000,-718000,4288910
2017-02-17,-47000,0,5446663,-1046000,-44000,4309663
2017-02-18,-5000,0,1995000,-160000,-85000,1745000
2017-02-20,0,0,4865787,-276000,-177000,4412787
2017-02-21,277000,0,15740905,-129000,-52000,15836905
2017-02-22,474000,0,6730742,-262000,-109000,6833742
2017-02-23,497000,0,14613671,-99000,113000,15124671
2017-02-24,-531000,0,4411468,-80000,153000,3953468
2017-03-01,698000,0,-3381826,-58000,76000,-2665826
2017-03-02,29000,0,8552621,9000,260500,8851121
2017-03-03,303000,0,-7986785,-468000,413000,-7738785
2017-03-06,85000,0,-3886411,-375000,506000,-3670411
2017-03-07,-14000,0,-3567255,1274000,-7000,-2314255
2017-03-08,-648000,0,5559747,-506000,-554000,3851747
2017-03-09,329000,0,-6362910,-320000,455500,-5898410
2017-03-10,34000,0,-8331945,-72000,524888,-7845057
2017-03-13,-296000,0,4354673,-136000,-232000,3690673
2017-03-14,-351000,0,6534291,-342000,-544000,5297291
2017-03-15,-145000,0,1643859,-19000,-133000,1346859
2017-03-16,-247000,0,19049851,205000,-163000,18844851
2017-03-17,-111000,0,14560912,12100,-151732,14310280
2017-03-20,-144000,0,4571107,-131000,-154000,4142107
2017-03-21,-1241000,0,18516051,321000,-611000,16985051
2017-03-22,371000,0,1080123,-149000,500000,1802123
2017-03-23,704000,0,545141,-38000,551000,1762141
2017-03-24,105000,0,2292161,-88000,227000,2536161
2017-03-27,-174000,0,13745790,-340000,-867000,12364790
2017-03-28,-601000,0,20749012,-282000,-822000,19044012
2017-03-29,707000,0,5175088,394040,1719000,7995128
2017-03-30,-469000,0,14574008,-422403,529000,14211605
2017-03-31,302000,0,1162946,-88631,1035000,2411315
2017-04-05,298000,0,15250385,21122,-165000,15404507
2017-04-06,67000,0,3166566,-387000,-227000,2619566
2017-04-07,-839000,0,-1546145,-232000,223000,-2394145
2017-04-10,55000,0,-2475829,-28000,61000,-2387829
2017-04-11,-63000,0,-206958,-85000,-382000,-736958
2017-04-12,-139000,0,785866,117000,68000,831866
2017-04-13,-734000,0,1157253,35000,481000,939253
2017-04-14,471000,0,-13283690,-451000,284000,-12979690
2017-04-17,50000,0,-10170000,-670000,178000,-10612000
2017-04-18,252000,0,-4279949,-79000,27000,-4079949
2017-04-19,17000,0,-16476063,-70881,87000,-16442944
2017-04-20,-87000,0,-3050308,36000,19000,-3082308
2017-04-21,-340000,0,3772547,158000,164000,3754547
2017-04-24,136000,0,7260998,181000,666000,8243998
2017-04-25,253000,0,11271072,27583,442000,11993655
2017-04-26,81000,0,12311232,-25000,531000,12898232
2017-04-27,-479000,0,9000282,-7000,-1917000,6597282
2017-04-28,-391000,0,17353107,-68000,-1359000,15535107
2017-05-02,-141000,0,18421360,-465000,-23000,17792360
2017-05-03,-186000,0,16531367,-5000,-474000,15866367
2017-05-04,191000,0,4306425,880912,56000,5434337
2017-05-05,-170000,0,474224,-35175,-162000,107049
2017-05-08,47000,0,10236386,-484000,-78000,9721386
2017-05-09,-1237000,0,7361454,-129000,-1570006,4425448
2017-05-10,22000,0,2468973,49000,616000,3155973
2017-05-11,166000,0,10647796,155000,210000,11178796
2017-05-12,537000,0,-22270,-369000,36000,181730
2017-05-15,41000,0,-2319213,829000,224000,-1225213
2017-05-16,-92000,0,-860616,2804000,53000,1904384
2017-05-17,-1428000,0,2725184,10000,-54000,1253184
2017-05-18,224000,0,-714092,-125000,-184000,-799092
2017-05-19,100000,0,2513575,-57000,10000,2566575
2017-05-22,-70000,0,2396604,11000,147000,2484604
2017-05-23,255000,0,3445788,-309000,297000,3688788
2017-05-24,1000,0,-102205,-151000,316000,63795
2017-05-25,274000,0,6863537,-96000,-64000,6977537
2017-05-26,-84000,0,1570425,-172000,295000,1609425
2017-05-31,1166000,0,-9569977,-108000,1493000,-7018977
2017-06-01,-1336000,0,6830234,-218000,-37000,5239234
2017-06-02,-429000,0,9064882,-63000,-25000,8547882
2017-06-03,156000,0,53000,-245000,134210,98210
2017-06-05,-519000,0,9537848,-728000,-221010,8069838
2017-06-06,261000,0,1897192,-628000,-211192,1319000
2017-06-07,-4000,0,5076800,190000,260000,5522800
2017-06-08,-370000,0,8930825,-111000,-512000,7937825
2017-06-09,144000,0,-4285362,11000,533000,-3597362
2017-06-12,2853000,0,-39835695,23000,1434000,-35525695
2017-06-13,797000,0,-21602433,-135000,1386000,-19554433
2017-06-14,-229000,0,-15143540,310000,-282000,-15344540
2017-06-15,-112000,0,1331894,-668000,-82000,469894
2017-06-16,735000,0,-1017526,891000,439000,1047474
2017-06-19,674000,0,-14601,-372000,-18000,269399
2017-06-20,-962000,0,-1201037,-67536,-776000,-3006573
2017-06-21,4119000,0,-8751278,-90000,1218000,-3504278
2017-06-22,2923000,0,543160,222000,407000,4095160
2017-06-23,3492000,0,-14489545,46000,3631000,-7320545
2017-06-26,-2570000,0,14544551,6000,-4635000,7345551
2017-06-27,2046000,0,-15543142,-183000,1163000,-12517142
2017-06-28,616000,0,-13916154,-258456,-488000,-14046610
2017-06-29,-785000,0,-1338190,-120000,-110000,-2353190
2017-06-30,-351000,0,-5350980,-28000,-3000,-5732980
2017-07-03,-5000,0,309904,-550000,719000,473904
2017-07-04,-257000,0,-6966937,-370000,16000,-7577937
2017-07-05,1701000,0,-8322805,81000,454000,-6086805
2017-07-06,26000,0,-5485703,-199000,-416000,-6074703
2017-07-07,-423000,0,-9511643,-891000,-102000,-10927643
2017-07-10,-42000,0,-6370353,-91000,926000,-5577353
2017-07-11,-1413000,0,8012322,50000,-945000,5704322
2017-07-12,269000,0,-9161660,474327,-244000,-8662333
2017-07-13,-1508000,0,4813586,538000,195000,4038586
2017-07-14,568000,0,-5633446,78000,-297000,-5284446
2017-07-17,526000,0,1793000,-192038,-311000,1815962
2017-07-18,-730000,0,3918481,-648000,-314000,2226481
2017-07-19,-613000,0,1170311,325000,145000,1027311
2017-07-20,-215000,0,1959759,-326000,-115000,1303759
2017-07-21,83000,0,-4945731,31000,-23000,-4854731
2017-07-24,-80000,0,-3795441,-135000,-15000,-4025441
2017-07-25,-676000,0,-2790550,-361000,-105000,-3932550
2017-07-26,-375000,0,-3875793,-438000,134000,-4554793
2017-07-27,-569000,0,8430414,-244000,69000,7686414
2017-07-28,-222000,0,-9688670,-112000,-153000,-10175670
2017-07-31,51000,0,-2479611,-196000,96000,-2528611
2017-08-01,302000,0,-5763830,-43000,819000,-4685830
2017-08-02,-1033000,0,11418982,-23000,-487000,9875982
2017-08-03,325000,0,-11200717,135000,178000,-10562717
2017-08-04,-100000,0,-11353843,20000,173000,-11260843
2017-08-07,-611000,0,1340885,58000,-702000,85885
2017-08-08,-1128000,0,4420639,44000,-920000,2416639
2017-08-09,-31000,0,-15164024,164000,480000,-14551024
2017-08-10,10000,0,-11426037,-353000,184000,-11585037
2017-08-11,519000,0,-28444776,-410000,1899000,-26436776
2017-08-14,-949000,0,-8981304,-126000,-209000,-10265304
2017-08-15,-1558000,0,717345,-91000,-484000,-1415655
2017-08-16,229000,0,-4267362,41000,-107000,-4104362
2017-08-17,-108000,0,2473970,-67000,-228000,2070970
2017-08-18,293000,0,-6487641,22000,511000,-5661641
2017-08-21,-86000,0,-5113917,-67000,391000,-4875917
2017-08-22,100000,0,4366413,202000,54000,4722413
2017-08-23,-1800000,0,4375833,-84000,-749000,1742833
2017-08-24,0,0,7263145,-14000,-346000,6903145
2017-08-25,-232000,0,6463400,26000,-351000,5906400
2017-08-28,209000,0,1402790,-192000,-51000,1368790
2017-08-29,-50000,0,1496488,-49000,-341000,1056488
2017-08-30,-955000,0,9283491,-68000,-405000,7855491
2017-08-31,1105000,0,-34371,9000,41000,1120629
2017-09-01,-258000,0,-482476,-6000,9000,-737476
2017-09-04,-468000,0,153538,-7000,-271000,-592462
2017-09-05,-668000,0,192768,-43000,-722000,-1240232
2017-09-06,-1659000,0,386746,-294000,-864115,-2430369
2017-09-07,31000,0,-4010000,100000,-85000,-3964000
2017-09-08,-417000,0,2852809,-199000,159000,2395809
2017-09-11,-13000,0,-308084,-22000,-51000,-394084
2017-09-12,-222000,0,7984845,328000,30000,8120845
2017-09-13,-646000,0,-1358471,-103000,-333000,-2440471
2017-09-14,-69000,0,4036181,222000,-166000,4023181
2017-09-15,164000,0,-4919577,234000,113000,-4408577
2017-09-18,76000,0,6647273,-485000,17000,6255273
2017-09-19,-276000,0,5703733,-123000,-887000,4417733
2017-09-20,-558000,0,2841737,-235000,-616000,1432737
2017-09-21,350000,0,-41119,55000,-122000,241881
2017-09-22,322000,0,-1086610,-14000,-45000,-823610
2017-09-25,-312000,0,-3373733,-327346,23000,-3990079
2017-09-26,195000,0,-8132260,559000,88000,-7290260
2017-09-27,-419000,0,-2287020,-86000,89000,-2703020
2017-09-28,151000,0,-9578697,-513000,861000,-9079697
2017-09-29,-1228000,0,8990733,-169000,-551000,7042733
2017-09-30,158000,0,125000,-60000,-149000,74000
2017-10-02,-107000,0,6917540,-63000,19000,6766540
2017-10-03,-592000,0,3912760,-186890,-791000,2342870
2017-10-05,-324000,0,4649469,-66000,-299000,3960469
2017-10-06,65000,0,2265334,-366000,-413000,1551334
2017-10-11,-772000,0,16109303,-5000,-1477000,13855303
2017-10-12,-156000,0,15929846,-410000,-826000,14537846
2017-10-13,683000,0,2759482,-239000,-142000,3061482
2017-10-16,64000,0,2177765,-123000,311000,2429765
2017-10-17,615000,0,-2882091,-195000,152000,-2310091
2017-10-18,1573000,0,4604667,-283000,420000,6314667
2017-10-19,-225000,0,4506077,-443000,353000,4191077
2017-10-20,92000,0,837297,167000,323000,1419297
2017-10-23,-213000,0,1711768,1921000,-75000,3344768
2017-10-24,-53000,0,-577263,-250000,-37000,-917263
2017-10-25,-32000,0,1439606,250000,-44000,1613606
2017-10-26,-67000,0,-2100175,-34000,-20000,-2221175
2017-10-27,-205000,0,6291770,762000,-221000,6627770
2017-10-30,370000,0,4497046,-174000,-395000,4298046
2017-10-31,-710000,0,-842253,-131000,-85000,-1768253
2017-11-01,260000,0,-4845254,47000,917000,-3621254
2017-11-02,-532000,0,-370355,-255848,102000,-1056203
2017-11-03,-94000,0,-4679037,-64000,775000,-4062037
2017-11-06,-1335000,0,914818,11000,156000,-253182
2017-11-07,16000,0,9942381,207000,-274000,9891381
2017-11-08,591000,0,-3343213,40000,-23000,-2735213
2017-11-09,82000,0,-1823714,0,90000,-1651714
2017-11-10,-136000,0,285929,127000,-486000,-209071
2017-11-13,12000,0,-1192384,24000,-278000,-1434384
2017-11-14,48000,0,-1832296,-111000,168000,-1727296
2017-11-15,-483000,0,-9988528,148000,-189000,-10512528
2017-11-16,27000,0,4883156,-72000,21000,4859156
2017-11-17,80000,0,4661421,-51000,414000,5104421
2017-11-20,21000,0,-2442382,4000,95000,-2322382
2017-11-21,-28000,0,3518986,-3000,16000,3503986
2017-11-22,-277000,0,2860430,14000,-29000,2568430
2017-11-23,-88000,0,-218511,351000,-57000,-12511
2017-11-24,-47000,0,2342613,234000,-338000,2191613
2017-11-27,-296000,0,-17373500,-338000,209000,-17798500
2017-11-28,480000,0,-24625374,-352000,992000,-23505374
2017-11-29,-129000,0,-9820846,-365000,481000,-9833846
2017-11-30,254000,0,-39784218,-596000,-349000,-40475218
2017-12-01,-562000,0,-9159026,129000,-393000,-9985026
2017-12-04,-353000,0,-1989103,25000,-82000,-2399103
2017-12-05,128000,0,-13314914,-94000,-118000,-13398914
2017-12-06,-223000,0,-15875078,7000,-245000,-16336078
2017-12-07,171000,0,-15482601,-391000,-28000,-15730601
2017-12-08,-365000,0,-11542602,-177000,373000,-11711602
2017-12-11,-235000,0,-3048224,-34000,386000,-2931224
2017-12-12,-715000,0,-5642605,39000,-51000,-6369605
2017-12-13,-245000,0,-3452457,-208000,413000,-3492457
2017-12-14,230000,0,2821680,-58000,297000,3290680
2017-12-15,20000,0,-2591764,271000,-1062000,-3362764
2017-12-18,57000,0,-5003302,-559000,92000,-5413302
2017-12-19,-81000,0,-8080087,-1879000,598000,-9442087
2017-12-20,217000,0,-12377476,-858000,115000,-12903476
2017-12-21,-158000,0,-4323827,-496000,-63000,-5040827
2017-12-22,-55000,0,607223,-57000,-3000,492223
